HTT_AGGREGATE_CAPACITY_BOTTLENECK,HTT_TIMING_BOTTLENECK,HTT_INFORMATION_LIMIT_SIGNAL,HTT_SPATIAL_VALUE_SIGNAL,RECOMMEND_HTT_CAPACITY_SENSITIVITY
NO,NO,YES,WEAK,NO
