group,path_id,real_hour_count,first_HTT_hour_gt0,first_meaningful_HTT_hour_ge1kg,first_meaningful_HTT_hour_ge5kg,peak_HTT_hour,peak_HTT_kg,last_HTT_hour,final16h_HTT_kg,final8h_HTT_kg,final4h_HTT_kg,cumulative_HTT_by_-24h_kg,checkpoint_-24h_available,cumulative_HTT_by_-16h_kg,checkpoint_-16h_available,cumulative_HTT_by_-8h_kg,checkpoint_-8h_available,cumulative_HTT_by_-4h_kg,checkpoint_-4h_available,cumulative_HTT_by_0h_kg,checkpoint_0h_available
positive_target_adequate,19,40,-8,-8,-8,-8,12.1986636821,-8,12.1986636821,12.1986636821,0,0,True,0,True,0,True,12.1986636821,True,12.1986636821,True
positive_target_adequate,27,40,-17,-17,-16,-16,33.6352365858,-1,60.8920668543,20.7701105916,5.94063306001,0,True,3.47707757168,True,43.5990338344,True,58.4285113659,True,64.3691444259,True
positive_target_adequate,28,32,-22,-22,-22,-8,42.2221202804,-3,70.9723677783,51.9386574435,9.71653716318,0,True,46.0223787977,True,65.0560891324,True,107.278209413,True,116.994746576,True
positive_target_adequate,29,32,-16,-16,-16,-3,42.1639167564,-3,97.0973544938,60.1603335826,42.1639167564,0,True,0,True,36.9370209112,True,54.9334377374,True,97.0973544938,True
positive_target_adequate,42,40,-8,-8,-8,-8,8.81162096044,-8,8.81162096044,8.81162096044,0,0,True,0,True,0,True,8.81162096044,True,8.81162096044,True
positive_target_adequate,77,40,-24,-16,-16,-14,30.4557083111,-6,74.8952012868,36.3395044007,0,0,True,0.237286461309,True,38.7929833474,True,75.1324877481,True,75.1324877481,True
positive_target_adequate,91,32,-16,-16,-16,-8,47.7718092858,-8,73.9074878817,47.7718092858,0,0,True,0,True,26.1356785959,True,73.9074878817,True,73.9074878817,True
positive_target_adequate,107,24,-8,-8,-8,-8,39.2265419804,-1,43.6655497257,43.6655497257,4.43900774522,0,True,0,True,0,True,39.2265419804,True,43.6655497257,True
positive_target_adequate,116,32,-16,-9,-9,-9,28.9697577081,-8,47.0929091133,17.3912966486,0,0,True,0,True,29.7016124647,True,47.0929091133,True,47.0929091133,True
positive_target_adequate,135,24,-8,-8,-8,-8,18.9239362913,-8,18.9239362913,18.9239362913,0,0,True,0,True,0,True,18.9239362913,True,18.9239362913,True
positive_target_adequate,193,40,-17,-17,-16,-16,65.6281851991,-8,78.8526923761,13.224507177,0,0,True,3.47707757168,True,69.1052627707,True,82.3297699477,True,82.3297699477,True
positive_target_adequate,208,40,-8,-8,-8,-8,12.3557098724,-8,12.3557098724,12.3557098724,0,0,True,0,True,0,True,12.3557098724,True,12.3557098724,True
positive_target_adequate,213,48,-8,-8,-8,-8,35.6359731691,-8,35.6359731691,35.6359731691,0,0,True,0,True,0,True,35.6359731691,True,35.6359731691,True
positive_target_adequate,225,48,-8,-8,-8,-8,12.4375930554,-8,12.4375930554,12.4375930554,0,0,True,0,True,0,True,12.4375930554,True,12.4375930554,True
positive_target_adequate,228,24,-8,-8,-8,-8,43.3267606936,-1,71.1943562953,71.1943562953,27.8675956017,0,True,0,True,0,True,43.3267606936,True,71.1943562953,True
positive_target_adequate,240,40,-8,-8,-8,-8,12.8668184318,-8,12.8668184318,12.8668184318,0,0,True,0,True,0,True,12.8668184318,True,12.8668184318,True
positive_target_adequate,242,40,-24,-24,-24,-24,37.0400749645,-6,33.720563839,21.4113575826,0,0,True,40.2091476915,True,52.5183539479,True,73.9297115305,True,73.9297115305,True
positive_target_adequate,262,40,-8,-8,-8,-8,24.8010587374,-8,24.8010587374,24.8010587374,0,0,True,0,True,0,True,24.8010587374,True,24.8010587374,True
positive_target_adequate,273,32,-8,-8,-8,-2,18.7688136145,-2,35.4399409658,35.4399409658,18.7688136145,0,True,0,True,0,True,16.6711273513,True,35.4399409658,True
positive_target_adequate,277,40,-16,-16,-16,-16,70.8704090649,-8,83.6647612702,12.7943522053,0,0,True,0,True,70.8704090649,True,83.6647612702,True,83.6647612702,True
positive_target_adequate,295,32,-16,-16,-16,-16,20.2828788078,-1,40.711452751,20.4285739432,12.0682474591,0,True,0,True,20.2828788078,True,28.643205292,True,40.711452751,True
positive_target_adequate,302,32,-8,-8,-8,-8,14.7370371716,-5,19.9702458467,19.9702458467,0,0,True,0,True,0,True,19.9702458467,True,19.9702458467,True
positive_target_adequate,305,32,,,,-32,0,,0,0,0,0,True,0,True,0,True,0,True,0,True
positive_target_adequate,308,32,-16,-16,-16,-15,14.3368773866,-8,40.9946171439,3.34246137919,0,0,True,0,True,37.6521557647,True,40.9946171439,True,40.9946171439,True
positive_target_adequate,370,32,-8,-8,-8,-8,22.7795090335,-8,22.7795090335,22.7795090335,0,0,True,0,True,0,True,22.7795090335,True,22.7795090335,True
positive_target_adequate,388,32,-5,-5,-5,-1,27.8654286017,-1,36.5132996988,36.5132996988,27.8654286017,0,True,0,True,0,True,8.64787109714,True,36.5132996988,True
positive_target_adequate,390,40,-18,-16,-16,-14,32.595677036,-8,50.1899677202,11.5025353968,0,0,True,0.932635475523,True,39.6200677989,True,51.1226031957,True,51.1226031957,True
positive_target_adequate,401,32,-5,-5,-5,-5,30.42025622,-5,30.42025622,30.42025622,0,0,True,0,True,0,True,30.42025622,True,30.42025622,True
positive_target_adequate,403,32,-24,-24,-24,-19,49.5214496123,-3,90.6176133158,51.9386574435,22.1072443163,0,True,96.2467774503,True,134.925733323,True,164.75714645,True,186.864390766,True
positive_target_adequate,413,32,-8,-8,-8,-8,12.7338770584,-8,12.7338770584,12.7338770584,0,0,True,0,True,0,True,12.7338770584,True,12.7338770584,True
positive_target_adequate,422,40,,,,-40,0,,0,0,0,0,True,0,True,0,True,0,True,0,True
positive_target_adequate,426,32,-9,-9,-8,-6,33.0440546844,-1,48.423265849,44.9461882773,6.70571605205,0,True,0,True,3.47707757168,True,41.7175497969,True,48.423265849,True
positive_target_adequate,446,32,-16,-16,-8,-8,17.5226807965,-4,22.0532950375,21.0198042179,3.49712342139,0,True,0,True,1.03349081966,True,18.5561716161,True,22.0532950375,True
positive_target_adequate,451,32,-8,-8,-8,-8,27.191201666,-8,27.191201666,27.191201666,0,0,True,0,True,0,True,27.191201666,True,27.191201666,True
positive_target_adequate,479,48,-16,-16,-8,-8,5.88565691893,-8,7.36977632057,5.88565691893,0,0,True,0,True,1.48411940164,True,7.36977632057,True,7.36977632057,True
positive_target_adequate,509,24,-8,-8,-8,-8,23.4696747396,-2,39.7208986291,39.7208986291,16.2512238895,0,True,0,True,0,True,23.4696747396,True,39.7208986291,True
positive_target_adequate,558,40,-8,-8,-8,-2,13.0275005452,-2,25.2158909584,25.2158909584,13.0275005452,0,True,0,True,0,True,12.1883904132,True,25.2158909584,True
positive_target_adequate,559,32,-22,-22,-22,-22,40.7767589702,-3,55.4467271551,37.1819778292,32.4132540394,0,True,46.0223787977,True,64.2871281236,True,69.0558519135,True,101.469105953,True
positive_target_adequate,568,32,-13,-13,-8,-8,31.3062759114,-8,33.6557762771,31.3062759114,0,0,True,0,True,2.34950036567,True,33.6557762771,True,33.6557762771,True
positive_target_adequate,569,40,-17,-17,-16,-16,26.9705438234,-1,64.7853092784,37.814765455,23.1730157734,0,True,3.47707757168,True,30.447621395,True,45.0893710767,True,68.2623868501,True
positive_target_adequate,583,24,-8,-8,-8,-8,22.333010511,-3,46.9774310328,46.9774310328,15.9136131131,0,True,0,True,0,True,31.0638179197,True,46.9774310328,True
positive_target_adequate,611,32,-9,-9,-7,-7,37.9413066824,-7,41.4183842541,37.9413066824,0,0,True,0,True,3.47707757168,True,41.4183842541,True,41.4183842541,True
positive_target_adequate,632,40,-24,-24,-16,-16,41.4941046754,-1,70.4323780134,28.9382733381,10.6227696332,0,True,2.91324829607,True,44.4073529715,True,62.7228566763,True,73.3456263095,True
positive_target_adequate,641,32,-16,-16,-16,-16,21.8980539775,-7,40.8441058352,18.9460518577,0,0,True,0,True,21.8980539775,True,40.8441058352,True,40.8441058352,True
positive_target_adequate,663,32,-8,-8,-8,-6,29.5669771127,-1,44.9461882773,44.9461882773,6.70571605205,0,True,0,True,0,True,38.2404722252,True,44.9461882773,True
positive_target_adequate,684,24,-8,-8,-8,-8,39.3392867474,-1,44.2330858302,44.2330858302,4.89379908276,0,True,0,True,0,True,39.3392867474,True,44.2330858302,True
positive_target_adequate,700,40,-16,-16,-16,-16,43.1396076438,-8,53.7244531515,3.65494602491,0,0,True,0,True,50.0695071266,True,53.7244531515,True,53.7244531515,True
positive_target_adequate,707,48,-8,,,-8,0.32907664134,-8,0.32907664134,0.32907664134,0,0,True,0,True,0,True,0.32907664134,True,0.32907664134,True
positive_target_adequate,717,40,-16,-16,-16,-16,34.6724588812,-1,37.7414988402,3.06903995899,3.06903995899,0,True,0,True,34.6724588812,True,34.6724588812,True,37.7414988402,True
positive_target_adequate,724,48,-24,-24,-19,-8,30.9848441048,-8,44.5585829018,30.9848441048,0,0,True,28.2198135817,True,41.7935523787,True,72.7783964835,True,72.7783964835,True
positive_target_adequate,735,48,-16,-16,-8,-8,29.6170539286,-8,31.1364496919,29.6170539286,0,0,True,0,True,1.5193957633,True,31.1364496919,True,31.1364496919,True
positive_target_adequate,741,40,-1,-1,-1,-1,7.38431718846,-1,7.38431718846,7.38431718846,7.38431718846,0,True,0,True,0,True,0,True,7.38431718846,True
positive_target_adequate,758,24,-8,-8,-8,-8,34.2966635843,-8,34.2966635843,34.2966635843,0,0,True,0,True,0,True,34.2966635843,True,34.2966635843,True
positive_target_adequate,769,48,-32,-32,-32,-32,36.6684241779,-6,4.66763053139,4.66763053139,0,36.6684241779,True,52.6739338043,True,52.6739338043,True,57.3415643356,True,57.3415643356,True
positive_target_adequate,802,40,-24,-24,-24,-8,32.9766523077,-1,65.5896585995,48.2158759739,4.97166099161,0,True,21.8980539775,True,39.271836603,True,82.5160515854,True,87.487712577,True
positive_target_adequate,807,32,-8,-8,-8,-8,8.56802311152,-1,20.1872818922,20.1872818922,7.53261262207,0,True,0,True,0,True,12.6546692702,True,20.1872818922,True
positive_target_adequate,814,40,-16,-16,-16,-8,31.6022840482,-1,46.5556332523,33.8217561939,2.2194721457,0,True,0,True,12.7338770584,True,44.3361611066,True,46.5556332523,True
positive_target_adequate,832,32,-16,-16,-16,-8,31.6131615712,-7,54.2383923875,44.2182248172,0,0,True,0,True,10.0201675703,True,54.2383923875,True,54.2383923875,True
positive_target_adequate,836,32,-16,-16,-16,-7,39.1400534889,-7,95.4739993587,41.7937931769,0,0,True,0,True,53.6802061817,True,95.4739993587,True,95.4739993587,True
positive_target_adequate,841,32,-8,-8,-8,-8,43.5394475768,-1,52.4325414059,52.4325414059,8.89309382908,0,True,0,True,0,True,43.5394475768,True,52.4325414059,True
positive_target_adequate,850,48,-16,-16,-16,-8,24.7935357229,-1,57.6536363018,33.4542790924,8.66074336947,0,True,0,True,24.1993572094,True,48.9928929323,True,57.6536363018,True
positive_target_adequate,852,32,-8,-8,-8,-8,11.1163590438,-3,20.1743326035,20.1743326035,9.0579735597,0,True,0,True,0,True,11.1163590438,True,20.1743326035,True
positive_target_adequate,855,40,-8,-8,-8,-8,9.12762935805,-8,9.12762935805,9.12762935805,0,0,True,0,True,0,True,9.12762935805,True,9.12762935805,True
positive_target_adequate,908,40,-16,-16,-16,-16,21.1394497305,-1,45.6522838351,24.5128341046,2.13919091201,0,True,0,True,21.1394497305,True,43.5130929231,True,45.6522838351,True
positive_target_adequate,935,32,-16,-16,-16,-16,37.9818627392,-8,65.3536186099,25.7087845901,0,0,True,0,True,39.6448340198,True,65.3536186099,True,65.3536186099,True
positive_target_adequate,952,40,-16,-16,-16,-16,58.2793071767,-8,58.6061350151,0.326827838377,0,0,True,0,True,58.2793071767,True,58.6061350151,True,58.6061350151,True
positive_target_adequate,957,32,-8,-8,-8,-8,15.361326968,-8,15.361326968,15.361326968,0,0,True,0,True,0,True,15.361326968,True,15.361326968,True
positive_target_adequate,960,32,-16,-16,-16,-16,21.0145914238,-8,36.9937698849,15.9791784611,0,0,True,0,True,21.0145914238,True,36.9937698849,True,36.9937698849,True
positive_target_adequate,963,32,-8,-8,-8,-8,8.68597939322,-8,8.68597939322,8.68597939322,0,0,True,0,True,0,True,8.68597939322,True,8.68597939322,True
positive_target_adequate,989,40,-16,-16,-16,-10,30.0443335758,-8,52.5781539185,2.23650671345,0,0,True,0,True,50.341647205,True,52.5781539185,True,52.5781539185,True
positive_target_adequate,995,32,-16,-16,-16,-8,22.4629447601,-1,46.4018921538,37.2012936579,0.387363643396,0,True,0,True,9.20059849591,True,46.0145285104,True,46.4018921538,True
positive_target_adequate,1016,40,-8,-8,,-8,1.08668173332,-7,1.44218991578,1.44218991578,0,0,True,0,True,0,True,1.44218991578,True,1.44218991578,True
positive_target_adequate,1042,32,-16,-16,-16,-16,24.5881973319,-1,57.2518454631,10.7952410542,2.13192487346,0,True,0,True,46.4566044089,True,55.1199205897,True,57.2518454631,True
positive_target_adequate,1045,48,-8,-8,-8,-8,9.01569131607,-8,9.01569131607,9.01569131607,0,0,True,0,True,0,True,9.01569131607,True,9.01569131607,True
positive_target_adequate,1101,40,-8,-8,-8,-8,15.6537539537,-7,28.7545138792,28.7545138792,0,0,True,0,True,0,True,28.7545138792,True,28.7545138792,True
positive_target_adequate,1105,32,-16,-16,-8,-8,23.1640919778,-5,35.4659269856,34.432436166,0,0,True,0,True,1.03349081966,True,35.4659269856,True,35.4659269856,True
positive_target_adequate,1112,40,-16,-16,-16,-8,28.541648325,-8,64.5346692438,28.541648325,0,0,True,0,True,35.9930209188,True,64.5346692438,True,64.5346692438,True
positive_target_adequate,1116,40,-16,-16,-16,-16,19.7195879686,-1,53.0880396335,14.8448597756,14.8448597756,0,True,0,True,38.2431798579,True,38.2431798579,True,53.0880396335,True
positive_target_adequate,1122,32,-13,-13,-13,-13,17.2133804541,-8,17.8097093148,0.596328860651,0,0,True,0,True,17.2133804541,True,17.8097093148,True,17.8097093148,True
positive_target_adequate,1125,24,-8,-8,-8,-8,36.9370209112,-8,36.9370209112,36.9370209112,0,0,True,0,True,0,True,36.9370209112,True,36.9370209112,True
positive_target_adequate,1129,32,-8,-8,-8,-8,14.6786284139,-5,19.6829654906,19.6829654906,0,0,True,0,True,0,True,19.6829654906,True,19.6829654906,True
positive_target_adequate,1143,32,-13,-13,-13,-13,17.2133804541,-1,20.7997497004,3.58636924632,3.58636924632,0,True,0,True,17.2133804541,True,17.2133804541,True,20.7997497004,True
positive_target_adequate,1154,32,-22,-22,-22,-22,40.7767589702,-2,59.6860271268,37.9352530033,26.9422706186,0,True,44.658049714,True,66.4088238375,True,77.4018062223,True,104.344076841,True
positive_target_adequate,1158,32,-8,-8,-8,-8,44.5058262953,-1,44.9217427284,44.9217427284,0.415916433034,0,True,0,True,0,True,44.5058262953,True,44.9217427284,True
positive_target_adequate,1161,32,-16,-16,-16,-16,39.7178207199,-6,53.6295461689,11.6384280703,0,0,True,0,True,41.9911180987,True,53.6295461689,True,53.6295461689,True
positive_target_adequate,1200,32,-16,-14,-14,-14,5.5546488217,-8,10.1890568474,4.24603007417,0,0,True,0,True,5.94302677319,True,10.1890568474,True,10.1890568474,True
positive_target_adequate,1216,32,-16,-16,-16,-16,20.2828788078,-8,27.8270016466,7.54412283883,0,0,True,0,True,20.2828788078,True,27.8270016466,True,27.8270016466,True
positive_target_adequate,1228,40,-17,-16,-16,-16,18.8972543575,-16,18.8972543575,0,0,0,True,0.626768754987,True,19.5240231125,True,19.5240231125,True,19.5240231125,True
positive_target_adequate,1249,40,-6,-6,-6,-4,18.8464589067,-4,33.4469342565,33.4469342565,18.8464589067,0,True,0,True,0,True,14.6004753498,True,33.4469342565,True
positive_target_adequate,1275,40,-16,-16,-16,-8,17.1566154439,-1,44.5071546359,18.7494955938,1.59288014983,0,True,0,True,25.7576590421,True,42.9142744861,True,44.5071546359,True
positive_target_adequate,1279,32,,,,-32,0,,0,0,0,0,True,0,True,0,True,0,True,0,True
positive_target_adequate,1281,40,,,,-40,0,,0,0,0,0,True,0,True,0,True,0,True,0,True
positive_target_adequate,1297,24,-8,-8,-8,-8,9.20059849591,-8,9.20059849591,9.20059849591,0,0,True,0,True,0,True,9.20059849591,True,9.20059849591,True
positive_target_adequate,1308,40,-16,-16,-16,-1,34.7652547114,-1,53.7614571915,41.0275801331,34.7652547114,0,True,0,True,12.7338770584,True,18.9962024802,True,53.7614571915,True
positive_target_adequate,1350,40,-8,-8,-8,-8,9.04037602797,-8,9.04037602797,9.04037602797,0,0,True,0,True,0,True,9.04037602797,True,9.04037602797,True
positive_target_adequate,1355,40,-16,-16,-16,-16,24.0028378682,-7,40.2826201797,16.2797823114,0,0,True,0,True,24.0028378682,True,40.2826201797,True,40.2826201797,True
positive_target_adequate,1362,40,-16,-16,-16,-16,41.4941046754,-1,58.5697467761,17.0756421007,17.0756421007,0,True,0,True,41.4941046754,True,41.4941046754,True,58.5697467761,True
positive_target_adequate,1363,40,-16,-16,-16,-8,20.3215856279,-4,52.4401872941,30.0545797016,9.73299407373,0,True,0,True,22.3856075925,True,42.7071932204,True,52.4401872941,True
positive_target_adequate,1456,24,-8,-8,-8,-8,22.333010511,-3,46.9774310328,46.9774310328,15.9136131131,0,True,0,True,0,True,31.0638179197,True,46.9774310328,True
positive_target_adequate,1491,40,-16,-16,-16,-9,22.0218921213,-5,50.9846652385,14.9916443196,0,0,True,0,True,35.9930209188,True,50.9846652385,True,50.9846652385,True
positive_target_adequate,1500,48,-24,-24,-24,-24,55.7911284352,-8,19.4090332715,15.6533899965,0,0,True,56.5239328833,True,60.2795761583,True,75.9329661548,True,75.9329661548,True
positive_target_adequate,1503,32,-8,-8,-8,-8,12.16161425,-8,12.16161425,12.16161425,0,0,True,0,True,0,True,12.16161425,True,12.16161425,True
positive_target_adequate,1526,32,-16,-16,-16,-8,49.167604425,-1,69.1495932818,53.0059409133,3.8383364883,0,True,0,True,16.1436523684,True,65.3112567935,True,69.1495932818,True
positive_target_adequate,1569,40,-16,-16,-16,-11,33.9518954871,-8,67.7503442889,4.90251613983,0,0,True,0,True,62.847828149,True,67.7503442889,True,67.7503442889,True
positive_target_adequate,1590,40,-8,-8,-8,-8,7.21753078578,-7,9.48428555652,9.48428555652,0,0,True,0,True,0,True,9.48428555652,True,9.48428555652,True
positive_target_adequate,1595,32,-16,-16,-8,-8,12.849576105,-1,21.3534905438,19.4301345305,6.58055842556,0,True,0,True,1.9233560133,True,14.7729321183,True,21.3534905438,True
positive_target_adequate,1605,40,-24,-24,-24,-24,21.8980539775,-2,15.433190724,0.223583187714,0.223583187714,0,True,21.8980539775,True,37.1076615138,True,37.1076615138,True,37.3312447015,True
positive_target_adequate,1609,32,-8,-8,-8,-8,12.7338770584,-8,12.7338770584,12.7338770584,0,0,True,0,True,0,True,12.7338770584,True,12.7338770584,True
positive_target_adequate,1613,40,-8,-8,-8,-8,7.78101870075,-6,12.1913492926,12.1913492926,0,0,True,0,True,0,True,12.1913492926,True,12.1913492926,True
positive_target_adequate,1622,32,,,,-32,0,,0,0,0,0,True,0,True,0,True,0,True,0,True
positive_target_adequate,1662,32,-8,-8,-8,-8,16.1541176884,-7,25.4418839564,25.4418839564,0,0,True,0,True,0,True,25.4418839564,True,25.4418839564,True
positive_target_adequate,1679,32,-13,-13,-13,-8,38.6851553953,-1,62.1595687314,44.9461882773,6.261032882,0,True,0,True,17.2133804541,True,55.8985358494,True,62.1595687314,True
positive_target_adequate,1681,40,-16,-16,-16,-16,55.7911284352,-8,66.1358868195,9.61195393621,0,0,True,0,True,56.5239328833,True,66.1358868195,True,66.1358868195,True
positive_target_adequate,1690,24,-8,-8,-8,-8,9.20059849591,-8,9.20059849591,9.20059849591,0,0,True,0,True,0,True,9.20059849591,True,9.20059849591,True
positive_target_adequate,1708,40,-16,-16,-16,-16,36.9474905241,-16,36.9474905241,0,0,0,True,0,True,36.9474905241,True,36.9474905241,True,36.9474905241,True
positive_target_adequate,1718,40,-8,-8,-8,-8,7.46560105129,-3,15.5849428058,15.5849428058,1.16912682992,0,True,0,True,0,True,14.4158159758,True,15.5849428058,True
positive_target_adequate,1732,40,-24,-16,-16,-8,51.5973961721,-8,68.3207014745,51.5973961721,0,0,True,0.237286461309,True,16.9605917638,True,68.5579879358,True,68.5579879358,True
positive_target_adequate,1735,32,-16,-16,-16,-8,25.6053937143,-2,47.6044185881,28.6804822967,3.07508858243,0,True,0,True,18.9239362913,True,44.5293300056,True,47.6044185881,True
positive_target_adequate,1738,32,-14,-14,-8,-8,44.5058262953,-8,46.4946448084,44.5058262953,0,0,True,0,True,1.98881851304,True,46.4946448084,True,46.4946448084,True
positive_target_adequate,1759,32,-16,-16,-16,-16,66.3323795668,-5,77.4310570482,11.0986774814,0,0,True,0,True,66.3323795668,True,77.4310570482,True,77.4310570482,True
positive_target_adequate,1768,32,-16,-16,-16,-16,37.9818627392,-1,52.6745769673,13.0297429475,10.6932155732,0,True,0,True,39.6448340198,True,41.9813613941,True,52.6745769673,True
positive_target_adequate,1833,32,,,,-32,0,,0,0,0,0,True,0,True,0,True,0,True,0,True
positive_target_adequate,1851,24,-16,-16,-16,-16,51.189007347,-2,148.350328122,52.739301962,45.9628711808,0,True,0,True,95.6110261601,True,102.387456941,True,148.350328122,True
positive_target_adequate,1878,40,-16,-16,-8,-8,31.0137311086,-5,40.904735804,37.5813875823,0,0,True,0,True,3.32334822173,True,40.904735804,True,40.904735804,True
positive_target_adequate,1889,40,-24,-24,-24,-9,34.2745542788,-1,50.746859441,15.5099823267,2.88846866801,0,True,54.987412724,True,90.2242898383,True,102.845803497,True,105.734272165,True
positive_target_adequate,1892,40,-24,-24,-24,-8,24.0701840502,-8,49.4899574457,24.0701840502,0,0,True,10.0201675703,True,35.4399409658,True,59.510125016,True,59.510125016,True
positive_target_adequate,1905,32,-13,-13,-13,-8,22.3777206636,-6,52.702901035,35.4895205809,0,0,True,0,True,17.2133804541,True,52.702901035,True,52.702901035,True
positive_target_adequate,1906,40,-16,-16,-16,-11,12.5871280719,-1,46.5556332523,25.2722661541,15.1071351751,0,True,0,True,21.2833670982,True,31.4484980772,True,46.5556332523,True
positive_target_adequate,1942,32,-8,-8,-8,-8,12.3916303224,-6,22.272738053,22.272738053,0,0,True,0,True,0,True,22.272738053,True,22.272738053,True
positive_target_adequate,1991,40,-8,-8,-8,-8,37.0757797622,-8,37.0757797622,37.0757797622,0,0,True,0,True,0,True,37.0757797622,True,37.0757797622,True
positive_target_adequate,1992,40,-16,-16,-16,-8,31.2720548381,-8,46.6333818061,31.2720548381,0,0,True,0,True,15.361326968,True,46.6333818061,True,46.6333818061,True
positive_target_adequate,2002,40,-16,-16,-16,-8,31.5507566118,-8,62.3985053822,31.5507566118,0,0,True,0,True,30.8477487703,True,62.3985053822,True,62.3985053822,True
positive_target_adequate,2023,40,-24,-24,-24,-24,21.8980539775,-6,19.7464912438,6.02456081605,0,0,True,21.8980539775,True,35.6199844053,True,41.6445452213,True,41.6445452213,True
positive_target_adequate,2044,32,-8,-8,-8,-8,26.1441251795,-8,26.1441251795,26.1441251795,0,0,True,0,True,0,True,26.1441251795,True,26.1441251795,True
positive_target_adequate,2090,40,-16,-16,-16,-16,20.3789418477,-1,44.7329012954,19.8389883711,19.8389883711,0,True,0,True,24.8939129243,True,24.8939129243,True,44.7329012954,True
positive_target_adequate,2125,40,-16,-16,-16,-8,41.7044079198,-8,72.2915398633,41.7044079198,0,0,True,0,True,30.5871319434,True,72.2915398633,True,72.2915398633,True
positive_target_adequate,2146,32,-16,-16,-16,-16,39.7178207199,-3,66.5296835113,24.5385654126,9.42597928667,0,True,0,True,41.9911180987,True,57.1037042246,True,66.5296835113,True
positive_target_adequate,2187,32,,,,-32,0,,0,0,0,0,True,0,True,0,True,0,True,0,True
positive_target_adequate,2201,40,-16,-16,-16,-8,24.7499912135,-1,48.5743757129,26.1887681204,1.43877690691,0,True,0,True,22.3856075925,True,47.135598806,True,48.5743757129,True
positive_target_adequate,2207,32,-8,-8,-8,-8,12.3916303224,-3,22.877921055,22.877921055,10.4862907325,0,True,0,True,0,True,12.3916303224,True,22.877921055,True
positive_target_adequate,2212,40,-8,-8,-8,-8,20.120537319,-7,30.1756332523,30.1756332523,0,0,True,0,True,0,True,30.1756332523,True,30.1756332523,True
positive_target_adequate,2221,40,-16,-16,-8,-8,73.8708870549,-8,76.8820856081,73.8708870549,0,0,True,0,True,3.01119855328,True,76.8820856081,True,76.8820856081,True
positive_target_adequate,2231,40,-24,-24,-24,-7,24.0186449878,-6,56.4467640286,47.6546619855,0,0,True,29.3141664871,True,38.1062685301,True,85.7609305157,True,85.7609305157,True
positive_target_adequate,2232,48,-16,-16,-8,-8,5.88565691893,-8,7.36977632057,5.88565691893,0,0,True,0,True,1.48411940164,True,7.36977632057,True,7.36977632057,True
positive_target_adequate,2253,40,-16,-16,-16,-1,34.7652547114,-1,53.7614571915,41.0275801331,34.7652547114,0,True,0,True,12.7338770584,True,18.9962024802,True,53.7614571915,True
positive_target_adequate,2258,40,-12,-12,-12,-1,21.0870233356,-1,47.280563546,28.3420482324,28.3420482324,0,True,0,True,18.9385153136,True,18.9385153136,True,47.280563546,True
positive_target_adequate,2271,32,-8,-8,-8,-8,12.5871280719,-4,21.2833670982,21.2833670982,8.69623902627,0,True,0,True,0,True,12.5871280719,True,21.2833670982,True
positive_target_adequate,2291,40,-16,-16,-16,-11,30.4168697883,-3,75.8951159015,15.0806001944,15.0806001944,0,True,0,True,60.8145157071,True,60.8145157071,True,75.8951159015,True
positive_target_adequate,2302,48,-24,-24,-24,-24,52.3373620484,-2,31.1178648555,31.1178648555,31.1178648555,0,True,52.3373620484,True,52.3373620484,True,52.3373620484,True,83.4552269038,True
positive_target_adequate,2313,40,-24,-24,-24,-16,43.5273713696,-2,82.0256911474,38.4983197779,16.9058818528,0,True,36.6684241779,True,80.1957955474,True,101.788233473,True,118.694115325,True
positive_target_adequate,2318,32,-8,-8,-8,-8,14.8156248338,-2,25.420410983,25.420410983,10.6047861493,0,True,0,True,0,True,14.8156248338,True,25.420410983,True
positive_target_adequate,2339,32,-8,-8,-8,-8,12.3916303224,-3,22.877921055,22.877921055,10.4862907325,0,True,0,True,0,True,12.3916303224,True,22.877921055,True
positive_target_adequate,2352,24,-5,-5,-5,-5,17.2133804541,-5,17.2133804541,17.2133804541,0,0,True,0,True,0,True,17.2133804541,True,17.2133804541,True
positive_target_adequate,2366,24,-16,-16,-16,-5,66.3513483209,-3,181.037651551,84.7908741011,17.7548485399,0,True,0,True,96.2467774503,True,163.282803012,True,181.037651551,True
positive_target_adequate,2370,32,,,,-32,0,,0,0,0,0,True,0,True,0,True,0,True,0,True
positive_target_adequate,2381,32,-8,-8,-8,-8,13.6862840864,-8,13.6862840864,13.6862840864,0,0,True,0,True,0,True,13.6862840864,True,13.6862840864,True
positive_target_adequate,2392,32,-20,-20,-20,-20,43.8709621935,-3,69.3749932693,45.1964183873,3.72078942814,0,True,47.3229194459,True,71.5014943279,True,112.977123287,True,116.697912715,True
positive_target_adequate,2394,32,-16,-16,-16,-8,27.1973710579,-8,37.2175386282,27.1973710579,0,0,True,0,True,10.0201675703,True,37.2175386282,True,37.2175386282,True
positive_target_adequate,2398,40,-16,-16,-16,-16,20.3789418477,-8,36.2132314054,11.3193184811,0,0,True,0,True,24.8939129243,True,36.2132314054,True,36.2132314054,True
positive_target_adequate,2439,32,-16,-16,-16,-16,22.333010511,-7,56.3285147443,9.35108371149,0,0,True,0,True,46.9774310328,True,56.3285147443,True,56.3285147443,True
positive_target_adequate,2447,40,-17,-17,-16,-16,47.5657738961,-11,52.6520970654,0,0,0,True,2.39203546461,True,55.0441325301,True,55.0441325301,True,55.0441325301,True
