arm,penalty,path_id,stage,state_id,hurricane_a,hurricane_loc,hurricane_lf,beta,hour_in_stage,global_hour,site,electrical_bus,tariff_yuan_per_kwh,ordinary_demand_kg,ordinary_served_kg,ordinary_shortage_kg,H2_production_kg,P_EL_kW,pv_available_kw,pv_used_kw,root_grid_import,site_voltage_pu,begin_inventory_kg,inventory_before_HTT_kg,end_inventory_kg,HTT_in_kg,HTT_out_kg,begin_inventory_source,inventory_before_HTT_source,end_inventory_source,electrolyzer_capacity_binding,storage_capacity_binding,end_hour,relative_hour,case,final_target_kg,P_EL_utilization,min_voltage_pu,min_voltage_bus,max_line_loading_pct,total_HTT_kg
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,4,20,2,14,0.98,0.931677018634,0,0.931677018634,3.9,200,0,0,4328.71482251,0.906588580613,68.1930065887,72.0930065887,72.0930065887,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-20,明显超额达标,0,1.14285714286,0.9,18,0.812652816923,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,4,20,3,18,0.98,1.48668447815,0,1.48668447815,1.04743104391,53.7144125081,0,0,4328.71482251,0.9,54.3429194459,55.3903504898,55.3903504898,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-20,明显超额达标,0,0.511565833411,0.9,18,0.812652816923,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,4,20,4,31,0.98,0.938640709195,0,0.938640709195,2.925,150,0,0,4328.71482251,0.911594360744,67.7503277609,70.6753277609,70.6753277609,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-20,明显超额达标,7.91030645811,1,0.9,18,0.812652816923,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,5,21,1,24,0.95,1.39641164523,0,1.39641164523,5.85,300,0,0,4390.44078019,0.968458702953,162.743221408,168.593221408,168.593221408,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-19,明显超额达标,3.27305014181,1,0.9,18,0.826067831563,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,5,21,2,14,0.95,0.621118012422,0,0.621118012422,3.9,200,0,0,4390.44078019,0.906067125066,72.0930065887,75.9930065887,75.9930065887,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-19,明显超额达标,0,1.14285714286,0.9,18,0.826067831563,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,5,21,3,18,0.95,0.991122985435,0,0.991122985435,0.496095213766,25.4407801931,0,0,4390.44078019,0.9,55.3903504898,55.8864457036,55.8864457036,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-19,明显超额达标,0,0.242293144697,0.9,18,0.826067831563,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,5,21,4,31,0.95,0.703980531896,0,0.703980531896,2.925,150,0,0,4390.44078019,0.909983024066,70.6753277609,73.6003277609,73.6003277609,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-19,明显超额达标,7.91030645811,1,0.9,18,0.826067831563,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,6,22,1,24,0.8,0.930941096818,0,0.930941096818,5.85,300,0,0,4328.71482251,0.969003652767,168.593221408,174.443221408,174.443221408,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-18,明显超额达标,3.27305014181,1,0.9,18,0.812652816923,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,6,22,2,14,0.8,0.310559006211,0,0.310559006211,3.9,200,0,0,4328.71482251,0.906588580613,75.9930065887,79.8930065887,79.8930065887,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-18,明显超额达标,0,1.14285714286,0.9,18,0.812652816923,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,6,22,3,18,0.8,0.594673791261,0,0.594673791261,1.04743104391,53.7144125081,0,0,4328.71482251,0.9,55.8864457036,56.9338767475,56.9338767475,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-18,明显超额达标,0,0.511565833411,0.9,18,0.812652816923,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,6,22,4,31,0.8,0.469320354598,0,0.469320354598,2.925,150,0,0,4328.71482251,0.911594360744,73.6003277609,76.5253277609,76.5253277609,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-18,明显超额达标,7.91030645811,1,0.9,18,0.812652816923,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,7,23,1,24,0.55,0.465470548409,0,0.465470548409,5.85,300,0,0,4298.53723468,0.969269965164,174.443221408,180.293221408,210.269850608,29.9766292001,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-17,明显超额达标,3.27305014181,1,0.9,18,0.806099736823,29.9766292001
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,7,23,2,14,0.55,0.310559006211,0,0.310559006211,3.9,200,0,0,4298.53723468,0.90684340913,79.8930065887,83.7930065887,83.7930065887,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-17,明显超额达标,0,1.14285714286,0.9,18,0.806099736823,29.9766292001
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,7,23,3,18,0.55,0.396449194174,0,0.396449194174,1.31697705118,67.537284676,0,0,4298.53723468,0.9,56.9338767475,58.2508537987,28.2742245986,0,29.9766292001,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-17,明显超额达标,0,0.64321223501,0.9,18,0.806099736823,29.9766292001
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,7,23,4,31,0.55,0.260733530332,0,0.260733530332,2.925,150,0,0,4298.53723468,0.912381101436,76.5253277609,79.4503277609,79.4503277609,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-17,明显超额达标,7.91030645811,1,0.9,18,0.806099736823,29.9766292001
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,8,24,1,24,0.35,0.465470548409,0,0.465470548409,5.85,300,0,0,4071.0004,0.97109643355,210.269850608,216.119850608,216.119850608,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-16,明显超额达标,3.27305014181,1,0.902717507319,18,0.759197399637,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,8,24,2,14,0.35,0.621118012422,0,0.621118012422,3.9,200,0,0,4071.0004,0.910338880106,83.7930065887,87.6930065887,87.6930065887,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-16,明显超额达标,0,1.14285714286,0.902717507319,18,0.759197399637,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,8,24,3,18,0.35,0.198224597087,0,0.198224597087,2.34,120,0,0,4071.0004,0.902717507319,28.2742245986,30.6142245986,30.6142245986,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-16,明显超额达标,0,1.14285714286,0.902717507319,18,0.759197399637,0
Arm-A,1000,1889,3,196,4,4,4,0.212142857143,8,24,4,31,0.35,0.260733530332,0,0.260733530332,2.925,150,0,0,4071.0004,0.917891034754,79.4503277609,82.3753277609,82.3753277609,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-16,明显超额达标,7.91030645811,1,0.902717507319,18,0.759197399637,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,1,25,1,24,0.3,0.930941096818,0.930941096818,0,5.85,300,0,0,3679.00103,0.973923125868,216.119850608,221.038909512,221.038909512,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-15,明显超额达标,3.27305014181,1,0.912081659456,18,0.682695583127,0.962322835533
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,1,25,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3679.00103,0.919057778867,87.6930065887,91.2824475825,90.3201247469,0,0.962322835533,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-15,明显超额达标,0,1.14285714286,0.912081659456,18,0.682695583127,0.962322835533
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,1,25,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3679.00103,0.912081659456,30.6142245986,32.7560000015,33.718322837,0.962322835533,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-15,明显超额达标,0,1.14285714286,0.912081659456,18,0.682695583127,0.962322835533
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,1,25,4,31,0.3,0.521467060664,0.521467060664,0,2.925,150,0,0,3679.00103,0.926614378802,82.3753277609,84.7788607002,84.7788607002,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-15,明显超额达标,7.91030645811,1,0.912081659456,18,0.682695583127,0.962322835533
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,2,26,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3511.0013,0.975132057083,221.038909512,226.423438963,226.423438963,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-14,明显超额达标,3.27305014181,1,0.916065565424,18,0.649933578076,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,2,26,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3511.0013,0.922769231255,90.3201247469,93.9095657407,93.9095657407,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-14,明显超额达标,0,1.14285714286,0.916065565424,18,0.649933578076,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,2,26,3,18,0.3,0.396449194174,0.396449194174,0,2.34,120,0,0,3511.0013,0.916065565424,33.718322837,35.6618736428,35.6618736428,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-14,明显超额达标,0,1.14285714286,0.916065565424,18,0.649933578076,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,2,26,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3511.0013,0.93032791569,84.7788607002,87.4431271699,87.4431271699,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-14,明显超额达标,7.91030645811,1,0.916065565424,18,0.649933578076,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,3,27,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3456.000725,0.97552751738,226.423438963,231.807968415,231.807968415,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-13,明显超额达标,3.27305014181,1,0.917366076845,18,0.639211583874,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,3,27,2,14,0.3,0.310559006211,0.310559006211,0,3.9,200,0,0,3456.000725,0.923981065441,93.9095657407,97.4990067345,97.4990067345,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-13,明显超额达标,0,1.14285714286,0.917366076845,18,0.639211583874,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,3,27,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3456.000725,0.917366076845,35.6618736428,37.8036490458,37.8036490458,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-13,明显超额达标,0,1.14285714286,0.917366076845,18,0.639211583874,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,3,27,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3456.000725,0.931540454986,87.4431271699,90.1073936396,90.1073936396,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-13,明显超额达标,7.91030645811,1,0.917366076845,18,0.639211583874,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,4,28,1,24,0.3,0.465470548409,0.465470548409,0,5.85,300,0,0,3400.000815,0.975929998368,231.807968415,237.192497866,237.192497866,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-12,明显超额达标,3.27305014181,1,0.918688326453,18,0.628296863943,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,4,28,2,14,0.3,0.621118012422,0.621118012422,0,3.9,200,0,0,3400.000815,0.925213287326,97.4990067345,100.777888722,100.777888722,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-12,明显超额达标,0,1.14285714286,0.918688326453,18,0.628296863943,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,4,28,3,18,0.3,0.198224597087,0.198224597087,0,2.34,120,0,0,3400.000815,0.918688326453,37.8036490458,39.9454244487,39.9454244487,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-12,明显超额达标,0,1.14285714286,0.918688326453,18,0.628296863943,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,4,28,4,31,0.3,0.260733530332,0.260733530332,0,2.925,150,0,0,3400.000815,0.932773406127,90.1073936396,92.7716601092,92.7716601092,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-12,明显超额达标,7.91030645811,1,0.918688326453,18,0.628296863943,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,5,29,1,24,0.32,0.930941096818,0.930941096818,0,5.85,300,0,0,3366.001135,0.976174278958,237.192497866,242.11155677,242.11155677,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-11,明显超额达标,3.27305014181,1,0.919490186928,18,0.621671195978,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,5,29,2,14,0.32,1.24223602484,1.24223602484,0,3.9,200,0,0,3366.001135,0.925960616192,100.777888722,103.435652697,103.435652697,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-11,明显超额达标,0,1.14285714286,0.919490186928,18,0.621671195978,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,5,29,3,18,0.32,0.198224597087,0.198224597087,0,2.34,120,0,0,3366.001135,0.919490186928,39.9454244487,42.0871998516,42.0871998516,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-11,明显超额达标,0,1.14285714286,0.919490186928,18,0.621671195978,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,5,29,4,31,0.32,0.521467060664,0.521467060664,0,2.925,150,0,0,3366.001135,0.933521183292,92.7716601092,95.1751930486,95.1751930486,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-11,明显超额达标,7.91030645811,1,0.919490186928,18,0.621671195978,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,6,30,1,24,0.36,1.86188219364,1.86188219364,0,5.85,300,0,0,3288.000995,0.976734462797,242.11155677,246.099674576,246.099674576,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-10,明显超额达标,3.27305014181,1,0.921327132775,18,0.606474197242,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,6,30,2,14,0.36,3.03105590062,3.03105590062,0,3.9,200,0,0,3288.000995,0.927672820852,103.435652697,104.304596797,104.304596797,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-10,明显超额达标,0,1.14285714286,0.921327132775,18,0.606474197242,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,6,30,3,18,0.36,0.396449194174,0.396449194174,0,2.34,120,0,0,3288.000995,0.921327132775,42.0871998516,44.0307506574,44.0307506574,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-10,明显超额达标,0,1.14285714286,0.921327132775,18,0.606474197242,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,6,30,4,31,0.36,1.04293412133,1.04293412133,0,2.925,150,0,0,3288.000995,0.935234432099,95.1751930486,97.0572589272,97.0572589272,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-10,明显超额达标,7.91030645811,1,0.921327132775,18,0.606474197242,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,7,31,1,24,0.45,4.31956668923,4.31956668923,0,5.85,300,0,0,3232.001085,0.977136446646,246.099674576,247.630107887,247.630107887,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-9,明显超额达标,3.27305014181,1,0.922643705772,18,0.595566498652,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,7,31,2,14,0.45,3.78881987578,3.78881987578,0,3.9,200,0,0,3232.001085,0.928900145494,104.304596797,104.415776921,104.415776921,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-9,明显超额达标,0,1.14285714286,0.922643705772,18,0.595566498652,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,7,31,3,18,0.45,0.792898388348,0.792898388348,0,2.34,120,0,0,3232.001085,0.922643705772,44.0307506574,45.5778522691,45.5778522691,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-9,明显超额达标,0,1.14285714286,0.922643705772,18,0.595566498652,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,7,31,4,31,0.45,2.08586824266,2.08586824266,0,2.925,150,0,0,3232.001085,0.936462519745,97.0572589272,97.8963906846,97.8963906846,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-9,明显超额达标,7.91030645811,1,0.922643705772,18,0.595566498652,0
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,8,32,1,24,0.58,5.39945836154,5.39945836154,0,5.85,300,0,0,3400.000815,0.975929998368,247.630107887,248.080649525,213.806095246,0,34.2745542788,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-8,明显超额达标,3.27305014181,1,0.918688326453,18,0.628296863943,34.2745542788
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,8,32,2,14,0.58,3.03105590062,3.03105590062,0,3.9,200,0,0,3400.000815,0.925213287326,104.415776921,105.28472102,105.28472102,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-8,明显超额达标,0,1.14285714286,0.918688326453,18,0.628296863943,34.2745542788
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,8,32,3,18,0.58,1.5857967767,1.5857967767,0,2.34,120,0,0,3400.000815,0.918688326453,45.5778522691,46.3320554924,46.3320554924,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-8,明显超额达标,0,1.14285714286,0.918688326453,18,0.628296863943,34.2745542788
Arm-A,1000,1889,4,181,4,2,5,0.242857142857,8,32,4,31,0.58,2.60733530332,2.60733530332,0,2.925,150,0,0,3400.000815,0.932773406127,97.8963906846,98.2140553813,132.48860966,34.2745542788,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-8,明显超额达标,7.91030645811,1,0.918688326453,18,0.628296863943,34.2745542788
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,1,33,1,24,0.68,4.31956668923,4.31956668923,0,5.85,300,2.9938,2.9938,3734.025855,0.973511376638,213.806095246,215.336528557,227.958042216,12.6215136587,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-7,明显超额达标,3.27305014181,1,0.910928863785,18,0.693975482873,12.6215136587
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,1,33,2,14,0.68,1.55279503106,1.55279503106,0,3.9,200,2.9938,2.9938,3734.025855,0.917942577491,105.28472102,107.631925989,107.631925989,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-7,明显超额达标,0,1.14285714286,0.910928863785,18,0.693975482873,12.6215136587
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,1,33,3,18,0.68,1.70473153495,1.70473153495,0,2.34,120,2.9938,2.9938,3734.025855,0.910928863785,46.3320554924,46.9673239574,34.3458102987,0,12.6215136587,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-7,明显超额达标,0,1.14285714286,0.910928863785,18,0.693975482873,12.6215136587
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,1,33,4,31,0.68,2.08586824266,2.08586824266,0,2.925,150,2.9938,2.9938,3734.025855,0.925348700105,132.48860966,133.327741417,133.327741417,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-7,明显超额达标,7.91030645811,1,0.910928863785,18,0.693975482873,12.6215136587
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,2,34,1,24,0.74,2.32735274204,2.32735274204,0,5.85,300,8.6468,8.6468,3711.413855,0.97364505684,227.958042216,231.480689474,231.480689474,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-6,明显超额达标,3.27305014181,1,0.91176078549,18,0.690597862305,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,2,34,2,14,0.74,1.24223602484,1.24223602484,0,3.9,200,8.6468,8.6468,3711.413855,0.918639217993,107.631925989,110.289689964,110.289689964,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-6,明显超额达标,0,1.14285714286,0.91176078549,18,0.690597862305,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,2,34,3,18,0.74,1.36378522796,1.36378522796,0,2.34,120,8.6468,8.6468,3711.413855,0.91176078549,34.3458102987,35.3220250708,35.3220250708,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-6,明显超额达标,0,1.14285714286,0.91176078549,18,0.690597862305,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,2,34,4,31,0.74,1.30366765166,1.30366765166,0,2.925,150,8.6468,8.6468,3711.413855,0.92576298054,133.327741417,134.949073766,134.949073766,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-6,明显超额达标,7.91030645811,1,0.91176078549,18,0.690597862305,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,3,35,1,24,0.78,1.86188219364,1.86188219364,0,5.85,300,18.9976,18.9976,3827.01027,0.972758610567,231.480689474,235.46880728,235.46880728,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-5,明显超额达标,3.27305014181,1,0.909548181637,18,0.715082668546,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,3,35,2,14,0.78,1.24223602484,1.24223602484,0,3.9,200,18.9976,18.9976,3827.01027,0.916434632568,110.289689964,112.947453939,112.947453939,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-5,明显超额达标,0,1.14285714286,0.909548181637,18,0.715082668546,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,3,35,3,18,0.78,0.852365767474,0.852365767474,0,2.34,120,18.9976,18.9976,3827.01027,0.909548181637,35.3220250708,36.8096593033,36.8096593033,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-5,明显超额达标,0,1.14285714286,0.909548181637,18,0.715082668546,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,3,35,4,31,0.78,1.04293412133,1.04293412133,0,2.925,150,18.9976,18.9976,3827.01027,0.923036818082,134.949073766,136.831139644,136.831139644,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-5,明显超额达标,7.91030645811,1,0.909548181637,18,0.715082668546,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,4,36,1,24,0.82,1.86188219364,1.86188219364,0,5.85,300,34.8842,34.8842,3875.46369,0.972327092461,235.46880728,239.456925086,239.456925086,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-4,明显超额达标,3.27305014181,1,0.909221535063,18,0.727540975044,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,4,36,2,14,0.82,1.39751552795,1.39751552795,0,3.9,200,34.8842,34.8842,3875.46369,0.915909819221,112.947453939,115.449938412,115.449938412,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-4,明显超额达标,0,1.14285714286,0.909221535063,18,0.727540975044,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,4,36,3,18,0.82,0.792898388348,0.792898388348,0,2.34,120,34.8842,34.8842,3875.46369,0.909221535063,36.8096593033,38.356760915,38.356760915,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-4,明显超额达标,0,1.14285714286,0.909221535063,18,0.727540975044,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,4,36,4,31,0.82,1.23066226317,1.23066226317,0,2.925,150,34.8842,34.8842,3875.46369,0.921713029777,136.831139644,138.525477381,138.525477381,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-4,明显超额达标,7.91030645811,1,0.909221535063,18,0.727540975044,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,5,37,1,24,0.86,2.32735274204,2.32735274204,0,5.85,300,43.9456,43.9456,3895.218,0.97213774156,239.456925086,242.979572344,242.979572344,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-3,明显超额达标,3.27305014181,1,0.909223111478,18,0.733132243431,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,5,37,2,14,0.86,1.67701863354,1.67701863354,0,3.9,200,43.9456,43.9456,3895.218,0.915785474811,115.449938412,117.672919778,117.672919778,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-3,明显超额达标,0,1.14285714286,0.909223111478,18,0.733132243431,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,5,37,3,18,0.86,0.792898388348,0.792898388348,0,2.34,120,43.9456,43.9456,3895.218,0.909223111478,38.356760915,39.9038625266,39.9038625266,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-3,明显超额达标,0,1.14285714286,0.909223111478,18,0.733132243431,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,5,37,4,31,0.86,1.53832782896,1.53832782896,0,2.925,150,43.9456,43.9456,3895.218,0.921132759302,138.525477381,139.912149552,139.912149552,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-3,明显超额达标,7.91030645811,1,0.909223111478,18,0.733132243431,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,6,38,1,24,0.88,2.79282329045,2.79282329045,0,5.85,300,67.001,67.001,3765.18077302,0.97247648349,242.979572344,246.036749054,246.036749054,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-2,明显超额达标,3.27305014181,1,0.920249983817,18,0.719041432477,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,6,38,2,14,0.88,1.95652173913,1.95652173913,0,3.5331010264,181.184668021,67.001,67.001,3765.18077302,0.923639735928,117.672919778,119.249499065,119.249499065,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-2,明显超额达标,0,1.03534096012,0.920249983817,18,0.719041432477,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,6,38,3,18,0.88,0.991122985435,0.991122985435,0,0,0,67.001,67.001,3765.18077302,0.920249983817,39.9038625266,38.9127395412,38.9127395412,0,0,RECONSTRUCTED,DIRECT,DIRECT,0,0,40,-2,明显超额达标,0,0,0.920249983817,18,0.719041432477,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,6,38,4,31,0.88,1.84599339475,1.84599339475,0,2.925,150,67.001,67.001,3765.18077302,0.922601771949,139.912149552,140.991156158,140.991156158,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-2,明显超额达标,7.91030645811,1,0.920249983817,18,0.719041432477,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,7,39,1,24,0.8,3.25829383886,3.25829383886,0,5.85,300,77.1168,77.1168,3762.5332,0.972923007866,246.036749054,248.628455215,248.628455215,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-1,明显超额达标,3.27305014181,1,0.914103035047,18,0.713623708859,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,7,39,2,14,0.8,2.48447204969,2.48447204969,0,3.9,200,77.1168,77.1168,3762.5332,0.919875337767,119.249499065,120.665027016,120.665027016,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-1,明显超额达标,0,1.14285714286,0.914103035047,18,0.713623708859,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,7,39,3,18,0.8,1.18934758252,1.18934758252,0,2.34,120,77.1168,77.1168,3762.5332,0.914103035047,38.9127395412,40.0633919587,40.0633919587,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-1,明显超额达标,0,1.14285714286,0.914103035047,18,0.713623708859,0
Arm-A,1000,1889,5,190,4,3,6,0.328571428571,7,39,4,31,0.8,2.15365896054,2.15365896054,0,2.925,150,77.1168,77.1168,3762.5332,0.923572155472,140.991156158,141.762497197,141.762497197,0,0,RECONSTRUCTED,DIRECT,DIRECT,1,0,40,-1,明显超额达标,7.91030645811,1,0.914103035047,18,0.713623708859,0
