structural_pattern_signature,full_consequence_signature,scenario_count,ordinary_scenario_count,observed_candidate_scenario_count,unobserved_candidate_scenario_count,structural_seen_in_ordinary,full_seen_in_ordinary,novel_structural_vs_ordinary,novel_full_vs_ordinary,D_total_min_kg,D_total_mean_kg,D_total_max_kg
407ee411f3f5b2828c9f530224d61b749d946cbc8e96b08f02948bb81ea5ada3,7f3e42f84be259e60c5314aa2b0d2d27af388a4830def0549730fffabf35f62b,1,0,0,1,0,0,1,1,108.829064724654,108.829064724654,108.829064724654
40d4d3b85d4d6b2ae1b8a8d278b44337eeb4732ded357e41a5af345eb8795c9c,a51449698223c7adadfa04478b41ccb2593b4abeb7c4978ad7ab290661ae5cfa,1,0,0,1,0,0,1,1,380.765349262199,380.765349262199,380.765349262199
40d7b46bbaceac9f8ee21c5b9e18feccc3e3ddbcce60d9429908efb741d63f51,7be23cd6f8fe15e9d3a0865e308778bd7a9c4ad4cb9b987d4491773a1a5c71a5,1,0,1,0,0,0,1,1,83.7356462919019,83.7356462919019,83.7356462919019
41759692a022cc5e723b5d5069101ae61a339489656d5298b0d9be7153fd97d0,d0530084b3985c64a61bf5cf67010f0bd0de6f4c19f2a223620ccad38b9e498d,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
421541f4d46742d16eb4a1ab038129964d34b7424cbb21edbb7d87a5c2d43760,869245c6a0d8e1eb3213bc09a0c324d3fd312f6b79b2f5e3f786ee79c0757068,1,0,1,0,0,0,1,1,243.842566074789,243.842566074789,243.842566074789
42a64998c77ccf93662331e8fa1be3279d4cccfe74b2b88f0fcf0e3e065fa023,50d2fe489098bf856c9fa24d782d9f0de82f154eaabfcc2a61e100ebcad70bfb,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
43d42be8d24f1d4023f2b5340641e0e1d61cb8d9eab77b4baa8af12e1633b8c9,0533e3f357bae94b73516fd307f249e7100816bac162d437cad219d04039311a,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
43fa1c31734e97c1daa7dc5d8d8b0d4f396b00500836067d5cea00c4526b7d76,0d1d29f22031e35bd0bed423f93301494f49e0a06b6eb10c6521080043332af3,1,0,0,1,0,0,1,1,591.604615006955,591.604615006955,591.604615006955
4420b735a4355bf2fcfa5d0fffe8ed704dbd760af69240d237dc16c384c69f5b,cf9fc58b22932ec7d48c1559671d56dd7eb548cbea54d59dc5a06748c875ea8c,1,0,1,0,0,0,1,1,581.239942176036,581.239942176036,581.239942176036
44c24c4516f688b4e400075cfd54eef3fba07c26e17f96b31762da4d809b53da,e9e126d909b6c4c457a4c961996cda482be613b86f8b918084c7f6708a66ed0f,1,0,1,0,0,0,1,1,253.661729809345,253.661729809345,253.661729809345
461c26fe1f2cd07adcc0fa260b9150ea26475238307336aa1bd34396ef2139f7,44333422432179698aeeb1b580985e9af50179ad7d0e9bcc8442e007c97bdac5,1,0,0,1,0,0,1,1,141.286855958323,141.286855958323,141.286855958323
46586a403a9e90b68ab96a6dcf14cfa5029f101e56ad5269f51ea33821618d4c,6ff40931548d0d6803541b2be4a2e345429aed754c83c2a8f7c9431f4dddcf6d,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
482c350ee164e259b95100efe0907b3261bbae6c7f46f56a8cd5358d31c601fe,4744dd7def17226bbcde3188816e487b4d2d5fa09978adac7d01b79919cafc3d,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
4872fd4741c7f81a6c4308336f4204bd267308e281be9e347cd9121715f20e73,59c298a2d8d3653b5cfb5b6c23d181e8477191f65099832287f6c88a2d68e588,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
48f459b4fc3c06524e0caa17244cc6834bfe22c32f7699f272e79f016d3df7e2,874fd7d526f46ecde280af826f4e348dbf66133beff6852b9c9ad142341e10c6,1,0,1,0,0,0,1,1,273.300057278455,273.300057278455,273.300057278455
4903d850975521e6f98911be3da79401acdf9fe30e2af3668225d0895afedd80,10171def3a80e3bb88a97d3279028e03591269d0d24e99edc67f16662296044e,1,0,0,1,0,0,1,1,367.945885497641,367.945885497641,367.945885497641
4a3261288c40912c891f378cda31b89a42f6cd8a677bef733b8b5772089f2df6,d792d020fec050f97df43b9ec9ab9c8e74b45d9662e002a20d7fd4f404c6acc5,1,0,1,0,0,0,1,1,334.397076071243,334.397076071243,334.397076071243
4a568d20d103f03905e5747a7e95c30cfc7453fbac53dd169c28edde84fc1ae3,eb6ed1cf0076de4067405e7ee02a7c9569b9c0a53be94362d7e29c9d9180640d,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
4b6a7f2d637c89ed4785c499ced3acbee3e15b83fc1d239f884307e0f5e0ea04,a950f58a8ed4dde24e692120266450935bd37124af59c3c0b6724a9bd2ea2a58,1,0,0,1,0,0,1,1,567.602214766931,567.602214766931,567.602214766931
4b6f1514c510b646f106802202dfd2a299025cabbd4baf68a024c6a4685d3247,bd6773eabb878d3c07c450025d09f25a7cdc4b51f8e9119dcdcda9d89b56e5c2,1,0,0,1,0,0,1,1,336.033603360336,336.033603360336,336.033603360336
4d10b3755de2bba1a8c1f751aca10d1419f8184feac6df49ea7a254bcf5099b7,70391de906c561470889c4ef65c71ad4a5aea675e6528fa8417495293fc82d91,1,0,0,1,0,0,1,1,83.4628917437198,83.4628917437198,83.4628917437198
4d644c7028d920137558cabd74675d3c565806afc027dcc2b90bb25804391839,308e86adf528eea6a37a97298fb12f5f48964154154731c2b2b87ad02f6a526e,1,0,1,0,0,0,1,1,371.491694624008,371.491694624008,371.491694624008
4d796b4c3d9c76d5924a29fe9822b1bf8a5115dd34a855ee62f35dffea45cd49,c656773d51014f07a569ab72027fa36c639877bdd8a13e2e3b364540bcf46dc1,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
4dd59d900608d5a8d034f5735406bd2a7890b310ccac40af19230508cf1e8122,7cf9a960a41d76420bc69ae56b5264b4334615bbbc093c61d748ab832ed185bc,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
4ef879b273d577200d950d3d7cb96da50e4c1e569daa86e2ec6d73ada815482d,6edde6ddff1d3b05ddd90eb72360c325c77674331e75750e50021176c9dc61c5,1,0,1,0,0,0,1,1,187.382374601096,187.382374601096,187.382374601096
4efd8887b54c0005524bbb3a00bfe0769bb61452358b8067ed178f366eedaa7b,1da0a173f36c4047ebd61f3f421ee0902741165cfa415414e4191b6b96e7209e,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
4f10806287f29de61093564b3492fccd38f8673faf21c791d35cab940b7843cb,3c5115a69df5165079e11e3451de8b981aa9d291b67d5a18fae2c7275f015c43,1,0,0,1,0,0,1,1,446.499195374083,446.499195374083,446.499195374083
4fdacf7a7972c04ce6b7553fdbabd2cfa9bbb2cb2eb85c675c181884df6d0311,065336d97f88cce4f523f48a46be8c327cddaf8a6be7e87bba8384f8a2adebbc,1,0,0,1,0,0,1,1,123.557810326487,123.557810326487,123.557810326487
50249dfeac4711e111227c14b02542a81c0b9ee7e64bba52731744ef22d12385,05595c2a6fc3454363cebbdabebdd5865775324be9863ce24c8260a679943d10,1,0,1,0,0,0,1,1,202.656629299294,202.656629299294,202.656629299294
50a61878c26fb077aea85ce2536b80fd3e546ef31b7821d48a9b754a72add87e,e87aece5c482ecd7ee6fa463d9e4f718eeee98688e29df40ff8270cb825328d7,1,0,1,0,0,0,1,1,582.876469465128,582.876469465128,582.876469465128
50d459de0575ab35773792812d96cb7331084d0181c992940d12d305b1fead8b,585b79b24ad678ae9471562707d3f540def6041e1fed8275b9d2ba1623778cd5,1,0,0,1,0,0,1,1,499.959086817773,499.959086817773,499.959086817773
519681d2f2077ce1080c777b13934945358e0f4a56fed4c896268e6913bc3574,5d1dc50a9e2a387e3dd04fb38cff75194a00e78510cabb146105f61243b7e24c,1,0,1,0,0,0,1,1,420.04200420042,420.04200420042,420.04200420042
524628b18e3b2622b8e876780eb37be6a31af91a8fd6372e01e2fd993c933709,e8ee2a228e47ccfa0443022152d18735e06f0365dfc015aa3c449ddcc24946ec,1,0,0,1,0,0,1,1,122.466792133759,122.466792133759,122.466792133759
53055e438a6db3fa6641ea5c02dd4a49e2b98ef109b842f27da6f1aa9bf4f34e,61349cfcb6de7303bea13c233cabe0d4dd19c91d4a562a209578b9d395370d7c,1,0,0,1,0,0,1,1,143.196137795598,143.196137795598,143.196137795598
539ce91c33c1a52fc4991551bf2050e5ac10827f8779217e0d19ce8724399abc,7aa2a4f28b09946f14790aebefe54dc4353d9f8e79fa6426dd2988043ee99486,1,0,0,1,0,0,1,1,562.147123803289,562.147123803289,562.147123803289
53cf31c8702fcbe80d65410e09f86363cabbc08d4313a68027cf319730463f08,4edca7fa5f1f9a9178af38b7dfffeeee183fbf3a9d0983c13e5113455160a0d9,1,0,1,0,0,0,1,1,202.656629299294,202.656629299294,202.656629299294
542fc5accd1beee5e50d99e0fb3abd1c80ea73d80eb8d00efcaa3539a6346d3d,e38c892babff648728de890673fe4c82c31d545af97b9d74dbd5331890209f05,1,0,0,1,0,0,1,1,408.31355862859,408.31355862859,408.31355862859
543613b9d716849cf42fac331d4e4d45d6ed2d480adf07a862a19c1834a5f717,98583c11dcc6036a49af8e4109412acfb79c8cc1397f0565796d447453382311,1,0,0,1,0,0,1,1,384.583912936748,384.583912936748,384.583912936748
543ee318755625e4cea44c399cee312663df83b5a18b59d3cddceafac7ffaefe,249184d5fc4173c79dccde9baa2fee1c6c29119f841b91f642ec5fdc92e7c267,1,0,1,0,0,0,1,1,394.403076671303,394.403076671303,394.403076671303
5547feebd4481afb5c28bb438b37e1a16035e7c5a9dbba78ea5ff62b0762a42a,05c33a237470ccca60b47804eaa736bb0f552c0b6be8db7acc1f1d17f7c6b34b,1,0,1,0,0,0,1,1,252.843466164798,252.843466164798,252.843466164798
56ea5e3935a7c3a84c7324bb16fd65dd67316cda60ff0cb9d0dd39236e37c679,a2f0d850ab1b7fee135398ecfb1957543b53a042fb720b6d2596a6e1b84c9279,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
5725c7360d0e9c5fdafd43a40f1d2a158b0bf6bce03489ff13e8c3a57f563095,035115d9bf0bd3b8e7227854b3310a2b99e106238ae661748af2a80b571fa639,1,0,0,1,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
57c0223f07fcdc574a0b3bd8de22f156de39ec4da6d420d3882ee3711ef79593,0ba1a7ac73a3eb08e5a6a8f325e22d756f5d6b9ca3a58ebd4c0a84c8c7fd4c80,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
57c1d2e332e85b14bac3648897d06c29eb287a1e05eb836f9469c12f030c8220,354f81fbeaf05a3d949c12021b8053dfe57ac833322362b161a4182fe702cdc6,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
5824d21208cdc30ae7a7a1fbc73e9538cd026e39e6f40c9f7e1d131377915711,545cb4b6c432676e11e24820f24839c5ade617ad6e8d720b005c3b197c9128fd,1,0,0,1,0,0,1,1,114.82966478466,114.82966478466,114.82966478466
5834b8df139af1bed6945d3b94538bfd1fd5b434f1971eacda3dc082c5b53e38,aa4266acf976ff91ab9841d21cac181d7ff82e7ac4f8d9b1b4df093b39ffdbd4,1,0,0,1,0,0,1,1,253.661729809345,253.661729809345,253.661729809345
5b38f331a599cf563478f6ca1b9dd81d25959273ca2b18d8954e4317bcd46220,f7b452e5c5a39778e791d0855b39e6d94d280f65b80d03bff46e864b491163bc,1,0,1,0,0,0,1,1,202.656629299294,202.656629299294,202.656629299294
5b7074e9e28734367fafd301d34dd71b95d6de01e6c875a91923173d831459c5,af330b613d982fea82dc8a0fd02b3e9686186a8f56fc75c4187c6722f844c17b,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
5bb710539ffe8eedafda4d4677f5457b03d7e7375b01aa82beb05c72ffc33322,81874a4e80f686d9dfde7f0e8ad230efdd1274d8ac21a3b989326c2c08f54162,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
5d2a5b71dc640bb011e5f5690d67769e59ebac7b61ef014d79aee97f19eefb08,9c2d28b1b247680dcb7d06367ace2c4dec122616accfa64bf80dd300df68d110,1,0,0,1,0,0,1,1,424.951586067698,424.951586067698,424.951586067698
5e33de29831294236138997de68a70a9804bb8a61cc4186dc42b21e31b909ecc,aaafa04c140272ae188383a055801613c4d908025595928ab843664d21816d39,1,0,1,0,0,0,1,1,260.207838965715,260.207838965715,260.207838965715
5f78c30e38794311460712d18ac06a3cc944ac8dd562ef23d71d575465cff888,54dc956e581f54154428dac05c95977a310f386cc27e667c5901276aa85a14eb,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
60d8a873e47dc9414b97cef6b7369bb5bc61e5cc13d62d9a40bd4fd8f0a26a31,0eeed3b244507de0450c3571d225e74981b2e94801258c047e5007ffeba8ae5b,1,0,0,1,0,0,1,1,550.145923683277,550.145923683277,550.145923683277
6128178986fd50d4b9feb491b331333030dfce6409628be16c06091a16e574b0,756339fc1dfde6682fac4e85c3c0beb6d632db9ed294f25707eb874584f19a7a,1,0,0,1,0,0,1,1,348.580312576712,348.580312576712,348.580312576712
61626695715bf40e1d2afc9741ea5eed6c169de2d2b4d946236dee123c6e2c53,bed5eb85eecdc72aa2b7824eb88fbecf19f5a66fc3fc1636103ae741f81bab20,1,0,1,0,0,0,1,1,384.583912936748,384.583912936748,384.583912936748
6187e16ad4ec36b121e769cf80f5df8d70207d19886afa65a9a7b9cb70ad5a79,c0f37f901ebc1290ac4c89447aff18cdeeb9b235adfa82e8316489093b25087b,1,0,1,0,0,0,1,1,243.842566074789,243.842566074789,243.842566074789
6192ffaa3bd894eeb4af32fca56e2dae2389ba3126e82ff4305eb6aae99e5d4e,687cffb74cc2a8c42b397c00cef47c349b4ab3c37f6e11f60f014e3160e55c60,1,0,0,1,0,0,1,1,102.282955568284,102.282955568284,102.282955568284
62b30cc4e1d9a989be76e91915398287ccf6a77a3f679818e8f5c15946e5227e,797dda752dc7ef9f69df1c550934ef2b72b8460b9c48a9bcb8cf5800be5c2311,1,0,1,0,0,0,1,1,177.563210866541,177.563210866541,177.563210866541
62e918df7181a4ab8aec6f880af1a148beb155f05ea8f8ab05644fc77f555c11,e6051d0626cbb852a5969577298fcd015f66d350ffde277e38daceb522602139,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
635cb3f4cf2d42218ab6340afa3399c03b567557a21fd6dae3b43f398d9ebe6a,c154ebb04255f88af58dc75f26ab60b5c3fd1186d430c64d6c19a85830db7496,1,0,0,1,0,0,1,1,537.053705370537,537.053705370537,537.053705370537
64cf156231f6abf7d6bfcbb5c2f335b2628f89f1d41842aee76fa85131baca04,3682a9219b751ccd1a98179fd1019a8b872de954fbdc4abfc4eb137368efcafe,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
64e032354fd358334938bfede8c4fae39c044eb7720cd2e36c8b30d26dc74d6c,242eb8d3125c7b402f35ac3fc7aaa152c708c6f626233d25df4c97625deb964e,1,0,0,1,0,0,1,1,436.680031639528,436.680031639528,436.680031639528
658fd43d81f02ece34c015eafe292fe53f559ac797f0268ebab4d5f16293ac96,ad4ba9846c44a543fe5da57a21cbbc38170bcb217e60f51255cf3b2b2530cc6c,1,0,0,1,0,0,1,1,582.876469465128,582.876469465128,582.876469465128
663d65b693aa16779348a29b27383951d3acbbb1df8381317bc7171088c493fe,9f7a83bbd29b4412868ee160c5f4a517e0fee7dbd227a1fca4fc64b2317831d8,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
664f9f68b467eaab55d6b43e94daee0dfb42c6eba31890042af28e1e403948c2,23bc8991a335d3549ee4bbe4f6c8d65bccc34a62b47e238b20fc0ce904043ea3,1,0,0,1,0,0,1,1,527.234541635982,527.234541635982,527.234541635982
668a5a18b24e7e307833e2d1c769a9978f73ad1eedfcc90f84d7456c8f3a9264,b5d9262c1e105df2d5de57b442892018e58583e9f62853e13e683793e18d285b,1,0,0,1,0,0,1,1,457.409377301366,457.409377301366,457.409377301366
6712d2f4ad695a0c73574f018b1163ec612b9f008a9a18f8651200501c435943,07828d93c2b2e7663e8d92e3725d6db9f2166425688dabd5988c02d878d4defe,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
67e55a1424c16e69eebcd42115c5b0344b6e92527d919ab42befd2022d14e2fe,c926e898f09d47bdd168d29954bb7a405419d9420683734672239dcec8e002f2,1,0,1,0,0,0,1,1,517.415377901426,517.415377901426,517.415377901426
688b3eb79746678c5491b464482fb4123352275333e96b41d79292041baf5378,0c5380fe5ed8f37950b7b40fd876af4e1fce838110dad39eced816df2954da75,1,0,0,1,0,0,1,1,576.875869405122,576.875869405122,576.875869405122
68ea6bda350f0da46830d9e6b43c6f7da9192dea37d4e48dd9126fc0d5b9ad87,0ac461d0bbc0ad52bcebeec676ee60f4813fdbb21363df23d2fbf03e582fe2ba,1,0,0,1,0,0,1,1,532.144123503259,532.144123503259,532.144123503259
68fd6596905afc24b3db5dfb992b3c047af68b6feaa7425565d1dde1f2bc507f,4de7c4f2ab6216249fbd0f8992d3abf42a5fab8df6d4d7efbb62a6c4ee838cc7,1,0,0,1,0,0,1,1,121.921283037395,121.921283037395,121.921283037395
699ae8f86714cf95988325582f56cf13a5598896e1412b4a6f0258ab192411f8,a80cb6c83646686aef8e33105aadef6415c5e80ff0eb7ccc06cd257dd30d4d01,1,0,1,0,0,0,1,1,520.688432479611,520.688432479611,520.688432479611
6a7541531fa584c8614b0dce7ded304200bfa2463bdad6cfa47e75e33113fd03,e5df77ee251029882a33e7a183a6bee288e2209dabdee606375184e0e0b83248,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
6ae21b2f8062b9edb06f6cb4310c5123875eb968f4cc2eac3bf6573eaba777db,342b87f465a846c2ef5e45536a619ccc6ece15a6b8e6b7fe92209dfd8e88edfa,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
6be3b3dc9619550f07acf7da13576eced77954d521c0e3ffed64977a20f438ce,42e755619d80e7f1170c8da7a088d15521b828c6ddc3b32937e1ce2a6d7a9e48,1,0,1,0,0,0,1,1,18.001800180018,18.001800180018,18.001800180018
6c02142f48cc376d05bc41474b373b9c8d580bdcf762d761db3adf6e56a84606,d82520d21b2639de24a3c56c6c49cb6f2fcaae95a29dc64f271ee6b49d8fbb0f,1,0,0,1,0,0,1,1,587.786051332406,587.786051332406,587.786051332406
6c705bed417be924c57bb4c77dda307fcff84755650ded5ca3698ff316923591,e495d5708c3e12bb50f74b222eacdb39760840c70c838d39b05438974a612fa3,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
6cdb448f5b0f0c729d99b882d792b1d8442da1c05e58f3bf1f95f942105e2e6e,8330bf0dc718eb1d04cb80ba38312557635c2dca202632f40151b67f7347fb2d,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
6d574ec3daaf2d71c87a54fd8d33ad032d7391b2cf0e9c978507fc3062769d34,1be104652f764db525d97cff3688f1dbffdaabb82b4164df9907a730fa7aff3d,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
6f4333da9a2a8df63b3cb8e62138e52c963a6c04f0d77f01bf2d130e278a3c53,ff721717668473a8aac1060d1bcf03a9847175e6adf466ec4540e7f178fbeef5,1,0,0,1,0,0,1,1,517.415377901426,517.415377901426,517.415377901426
6f9fba06957125b80749c0a3aa90b56c89628d6b18e531147b415f0cd71d838b,ac641e2adfca1037125f879649144dfbd270e84c4d62a522d8628779c036c876,1,0,1,0,0,0,1,1,358.399476311267,358.399476311267,358.399476311267
701a261abb753eec307233bb1c1f67ea63b70ad56315bb5e97675886522e7480,76a8bfc1684bb6b86a68c15e618b234c74f2607a0aa44b379e77ddc2d626ba91,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
730b36f5c1f663cdb30f4d15c7af81f5748cb5b7262cbb6f118938ad5620b2bd,1e6c75925f08f750b730a9fd36f961dcf209d8309ec00062f6ffbae3b1ca942a,1,0,0,1,0,0,1,1,482.502795734119,482.502795734119,482.502795734119
7407cde9b15c1b9d069942315e9b28dab0a17127acc383834c90a953780846f2,8cc2bded52395052c9672072f1ca67943476e668579255e3b7094f2060da52be,1,0,1,0,0,0,1,1,540.326759948722,540.326759948722,540.326759948722
750870b1554b3e1b92f25e8164041a3877715e66b55699265f70a0b0cf5c152d,6103dc6ad0f6b5bccf63d68e653e03e9513dcb904f8890a1e71ba27c5ece6d26,1,0,1,0,0,0,1,1,240.569511496604,240.569511496604,240.569511496604
758d6f1ef84c7ad6a0ed42b0a4d2f8fded75563421df8568dacaed4fd08ce274,303740f65fdf5602c5d16b83e241c5eabd67c58daa7bc2222d633fcbf6d01f42,1,0,0,1,0,0,1,1,552.327960068734,552.327960068734,552.327960068734
75cd81f9c61555e72e39d41542b6c821d691766e5ce36d34f5a0435bd14592ab,58f50766e8706a98410d5b5e4f228d195c47df8f560677b2e2103e7263fb6ece,1,0,1,0,0,0,1,1,587.786051332406,587.786051332406,587.786051332406
76ffc85f0b13a2ba7ce33823b9dc0a6088d71f70bbbcb9af084195c936e2c2f1,db0ea14a416f02da000a9f72161eeabcda76c3cc1db8bff4431e890dd81da204,1,0,1,0,0,0,1,1,514.142323323241,514.142323323241,514.142323323241
770382ce241b0badebac09ba71fb481e54827c2d2903f1323c6e27af0a38e58a,c7c305832b7f6dda2eee4a9d3e4cc4be904a3fe35334cc77085d57da49b7c149,1,0,0,1,0,0,1,1,356.217439925811,356.217439925811,356.217439925811
7878d46d660fea9c3c0ad62fc77b645e6cadf660ec51b109e057b824f2970b58,2625ee061e6ba64ac3f1dd705e8205293212e9e47e17486bf507272f5f6465a8,1,0,1,0,0,0,1,1,136.650028639228,136.650028639228,136.650028639228
7903a53ca4386bd688c8b7d7178bcc95f0e226319bea90878dad54127f1f69aa,a18dabbe6971f80bc4d69dcac19be3cec00b61cce6a565cbdeb8847027cbdb5b,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
79c1f82218e9d56684c3ad728c60f71910f477551ca3a458463eb122a4f157a9,c5228ff21d00047c9f8be190b7b20840d53dc3f02282f10b2d1dcd71cbd1e65c,1,0,0,1,0,0,1,1,587.240542236042,587.240542236042,587.240542236042
7a0813c8013873462efb3cf5af7d8b0f65d81be04922d2c6cfb8a90c966d0776,5abd209624c9d68beb67745724d2b3092104b6a1af2fb00c3dde4372e55a741f,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
7ae1894718c400159f5466675489c93f2197c2e8caaf1d914b75982e22e75306,32c32564b169a7d7b402b405b52447492e2b380ebefad8cfa81d6e83badc0e4a,1,0,1,0,0,0,1,1,416.768949622235,416.768949622235,416.768949622235
7bb711c9673e0be40ce21a4c1cd13c6a79e369d5bc3e42fd91c96b6252a85fba,35b4f2f422cab747c00744911e51945424d20d768acfc5e5514cee8b2b09a867,1,0,0,1,0,0,1,1,293.756648392112,293.756648392112,293.756648392112
7bc9e54e042715fdebd5c1b4a4e2e3d31c01ef713c3cfcf1eaa0a81a2d02aabf,156aa2c7b84e928246757f6d529f670c386b761cc822fccd0fd362c9608335d4,1,0,0,1,0,0,1,1,340.397676131249,340.397676131249,340.397676131249
7d7fc05ade5f0f43a404c1d16cb26b1a260fc860e60af1e0863ce54ac51f2c3b,2f43910a52f4633ae32641a201b974b5a14f68175fa672ff5a6f4e6038146155,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
7d971f8a5ce2cba7523cf05ec86865bcd540c50d6feb4e0bef8eaaab8b5f818b,5638d41b16e7a91dd23274ace2f42c4fcafc6d9780c86371402d2757d2ad88ab,1,0,0,1,0,0,1,1,87.008700870087,87.008700870087,87.008700870087
7e8b3d57af949dbcfab01562af805614c7c5880b87fd6c72291a5580bfa1d40e,e468d8996728b09f15f7ce92ac0d41b3cfd8f9f7e59240c690036de723deeb66,1,0,0,1,0,0,1,1,96.8278646046423,96.8278646046423,96.8278646046423
7f27128d7fd4dc29e5d22ea15198a8f243b02331d1cb7f73b8c70416b6980e48,cf4d39461dfc074e8da222c1ff4e66f423ec7e7b4d50030c1dc4ff1e4cd44bcc,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
8026b497029799eb2aece0bd43795a16c32b7fa52192874e482e323017966493,33bd91ae96f290bac8e2991d46038bb3ca291fa2bbde4ee5b1ee2f129419e028,1,0,1,0,0,0,1,1,426.58811335679,426.58811335679,426.58811335679
814b0561e766e359af45426e22c99b6b8b4cc640f74085cd29487e56630ac011,c73346dc50b14b35e417bbcf365cb11186b0ea50f0fa530f74841da1f129940e,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
818de69658723a4588482b898b1e32ec32942796afdd69028c7b9ea2247823e6,ca311fc0f571b7acd01156483f7beb126e14a6a852e0d058719822931378ec5a,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
82a7061bfb0eac0a8b937ef55af0749c00fef57a4decc88c77fe8927233b7e1e,50d347d119610998cf2de09a4d8b0b18fe1fece65fa9531c784743342a4f8de0,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
8345be1357cd08dd671f056c82e47b8a099d836bf7e131c555565747e8c61e7f,799ba7eb48364799f4c971ab771131a461d75656cd4f0b9cca1c1b4f459823ce,1,0,0,1,0,0,1,1,304.939584867578,304.939584867578,304.939584867578
8437da26cd4ed2fcc948e2524e09efb8ef5d9d66c749775e285d8ca72e854277,a34cdf295afed38a51199f8ff8602350ac1913cfca6bf0816f5f404ef6c0500a,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
844599704be4683276369911947aca2b90b261a819fb5199740cbb841ed57b09,cab0575c7fbc4106d90d2feb8e75a2e86be1bcc31f0bcce17392b99e2169f4a0,1,0,1,0,0,0,1,1,547.418378201457,547.418378201457,547.418378201457
853fe20319e937ced03908984db86b5e5d66f9581b43afae42da7a078b942874,34351930e349eca5da5f154c2843cf53c43e584c722f1078e50b87c9b80e30d1,1,0,0,1,0,0,1,1,176.199438125631,176.199438125631,176.199438125631
85cc9acc428a44077caf6670c9fd8bff21225baea798d571df61c83928995cda,9605f19027b6185b3876434d35c241a6e035154203fe0ca13a6b5a7c8c920d13,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
85f06aed4c0395b8b68440ef35345b8a23e4465fd1c61a83fbec57af1f0759dc,f08b1f2b56d65b097cd2cc70e85898835ea1c21a6842b61ca6531b61aa08ee3a,1,0,1,0,0,0,1,1,177.563210866541,177.563210866541,177.563210866541
85f4bfec61f1570f46e34f3b61b5a600dd799f3ca4cbb2990e3c8c4936ce12d0,37b879987699fab13245e22acfc8d19b899af9c60c60fb950b7ec3165db32d30,1,0,1,0,0,0,1,1,420.04200420042,420.04200420042,420.04200420042
86db607a1882cc57653d26f2735f56fce6e2bd6df245d9e69348fa08ffc4febe,a1ed60665bdca0198eb063d39f0389319325f1db9534a040c4aba8f5731b68f3,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
87cbdb6fc05cf097aedc9313472dc922ff7462f8a3ac454285d5355c8cf4cc66,300d279ff49c0441301bf5a5b618862db067927bec7d481ab860c41efc0e7435,1,0,0,1,0,0,1,1,576.875869405122,576.875869405122,576.875869405122
88278e47f00766460908e079b4eaefb15bd138261c9de9973918fa52eb7f394c,bdfd920196552d2cdb5bf5f9413726151802c3757448d86688a1b0a41d0666f9,1,0,1,0,0,0,1,1,225.568011346589,225.568011346589,225.568011346589
