scenario_id,selection_path_id,resistance_repeat,random_seed,source_category,line_component_count,road_component_count,line_threshold_draws_per_component,road_threshold_draws_per_component,fixed_line_threshold_checksum,fixed_road_threshold_checksum,line_threshold_reuse_max_abs_error,road_threshold_reuse_max_abs_error,fixed_resistance_pass
302,16,2,20276719,observed_candidate,32,41,1,1,232.268868295437,421.897917575255,0,0,1
303,16,3,20276720,observed_candidate,32,41,1,1,293.755767652802,460.84264565212,0,0,1
304,16,4,20276721,observed_candidate,32,41,1,1,267.082923088902,448.179161272765,0,0,1
305,16,5,20276722,observed_candidate,32,41,1,1,260.308946950576,467.63564326733,0,0,1
306,16,6,20276723,observed_candidate,32,41,1,1,285.148506161713,465.180782442927,0,0,1
307,16,7,20276724,observed_candidate,32,41,1,1,242.710402301807,425.502080058935,0,0,1
308,16,8,20276725,observed_candidate,32,41,1,1,270.24061364023,463.866872776482,0,0,1
309,16,9,20276726,observed_candidate,32,41,1,1,284.812743240702,423.619093120881,0,0,1
310,16,10,20276727,observed_candidate,32,41,1,1,261.163457639324,373.403406369889,0,0,1
311,16,11,20276728,observed_candidate,32,41,1,1,230.548406565616,363.191741948449,0,0,1
312,16,12,20276729,observed_candidate,32,41,1,1,272.653198675075,460.335027739737,0,0,1
313,16,13,20276730,observed_candidate,32,41,1,1,258.982897824362,467.252135262065,0,0,1
314,16,14,20276731,observed_candidate,32,41,1,1,273.030037142562,419.318518924258,0,0,1
315,16,15,20276732,observed_candidate,32,41,1,1,222.703996660584,387.134508218938,0,0,1
316,16,16,20276733,observed_candidate,32,41,1,1,267.450811044322,375.939138402202,0,0,1
317,16,17,20276734,observed_candidate,32,41,1,1,198.318186443916,481.013181164438,0,0,1
318,16,18,20276735,observed_candidate,32,41,1,1,315.954734593264,530.055520897836,0,0,1
319,16,19,20276736,observed_candidate,32,41,1,1,308.316577262131,415.067403290366,0,0,1
320,16,20,20276737,observed_candidate,32,41,1,1,250.128513738713,455.363920304074,0,0,1
321,17,1,20277718,unobserved_candidate,32,41,1,1,245.90736044257,398.658437349129,0,0,1
322,17,2,20277719,unobserved_candidate,32,41,1,1,204.382536310865,469.781932105015,0,0,1
323,17,3,20277720,unobserved_candidate,32,41,1,1,255.709980451898,450.822263354757,0,0,1
324,17,4,20277721,unobserved_candidate,32,41,1,1,257.028173752941,363.6330461862,0,0,1
325,17,5,20277722,unobserved_candidate,32,41,1,1,239.491097555619,499.015459480864,0,0,1
326,17,6,20277723,unobserved_candidate,32,41,1,1,284.400124161269,472.787457433623,0,0,1
327,17,7,20277724,unobserved_candidate,32,41,1,1,248.841809570302,424.834493030277,0,0,1
328,17,8,20277725,unobserved_candidate,32,41,1,1,254.220822329717,486.720228447944,0,0,1
329,17,9,20277726,unobserved_candidate,32,41,1,1,279.00474261089,430.385668698263,0,0,1
330,17,10,20277727,unobserved_candidate,32,41,1,1,306.519754254836,435.735868624003,0,0,1
331,17,11,20277728,unobserved_candidate,32,41,1,1,262.377735762314,376.184662996609,0,0,1
332,17,12,20277729,unobserved_candidate,32,41,1,1,225.200601277415,383.699231771742,0,0,1
333,17,13,20277730,unobserved_candidate,32,41,1,1,307.035512439018,407.981946897269,0,0,1
334,17,14,20277731,unobserved_candidate,32,41,1,1,234.782914452719,288.253514145883,0,0,1
335,17,15,20277732,unobserved_candidate,32,41,1,1,283.14009100106,513.646835424499,0,0,1
336,17,16,20277733,unobserved_candidate,32,41,1,1,314.4400932577,500.070805747171,0,0,1
337,17,17,20277734,unobserved_candidate,32,41,1,1,249.794023548387,380.959659184316,0,0,1
338,17,18,20277735,unobserved_candidate,32,41,1,1,282.103066502599,461.215729006883,0,0,1
339,17,19,20277736,unobserved_candidate,32,41,1,1,247.00876592412,467.178162274869,0,0,1
340,17,20,20277737,unobserved_candidate,32,41,1,1,263.813453903288,387.83006830799,0,0,1
341,18,1,20278718,unobserved_candidate,32,41,1,1,268.508000263768,466.817240699131,0,0,1
342,18,2,20278719,unobserved_candidate,32,41,1,1,278.516172404567,442.946781066533,0,0,1
343,18,3,20278720,unobserved_candidate,32,41,1,1,218.431083191796,390.101799057653,0,0,1
344,18,4,20278721,unobserved_candidate,32,41,1,1,276.962394098776,293.539877112791,0,0,1
345,18,5,20278722,unobserved_candidate,32,41,1,1,275.026697080555,386.407395065482,0,0,1
346,18,6,20278723,unobserved_candidate,32,41,1,1,273.007465249441,430.746483639323,0,0,1
347,18,7,20278724,unobserved_candidate,32,41,1,1,234.16942110215,479.516909683179,0,0,1
348,18,8,20278725,unobserved_candidate,32,41,1,1,234.49406446087,456.355446700609,0,0,1
349,18,9,20278726,unobserved_candidate,32,41,1,1,245.893099748813,479.402466647187,0,0,1
350,18,10,20278727,unobserved_candidate,32,41,1,1,232.926970971102,455.443155598371,0,0,1
351,18,11,20278728,unobserved_candidate,32,41,1,1,319.132219230924,458.607600119397,0,0,1
352,18,12,20278729,unobserved_candidate,32,41,1,1,295.741386731228,412.349571001197,0,0,1
353,18,13,20278730,unobserved_candidate,32,41,1,1,210.717211298452,451.313355159269,0,0,1
354,18,14,20278731,unobserved_candidate,32,41,1,1,238.335951759647,358.975588984422,0,0,1
355,18,15,20278732,unobserved_candidate,32,41,1,1,251.925738185109,451.663900936068,0,0,1
356,18,16,20278733,unobserved_candidate,32,41,1,1,264.840641562813,428.085047822422,0,0,1
357,18,17,20278734,unobserved_candidate,32,41,1,1,257.462623295393,478.864195437167,0,0,1
358,18,18,20278735,unobserved_candidate,32,41,1,1,263.754650432219,366.949246985408,0,0,1
359,18,19,20278736,unobserved_candidate,32,41,1,1,266.790860923562,435.110769502087,0,0,1
360,18,20,20278737,unobserved_candidate,32,41,1,1,267.147002649595,434.010632668785,0,0,1
361,19,1,20279718,main_ordinary,32,41,1,1,298.723109582083,466.386131769674,0,0,1
362,19,2,20279719,main_ordinary,32,41,1,1,279.222802058362,404.411512592753,0,0,1
363,19,3,20279720,main_ordinary,32,41,1,1,233.259279436657,406.499691034518,0,0,1
364,19,4,20279721,main_ordinary,32,41,1,1,269.60550089744,459.367164574102,0,0,1
365,19,5,20279722,main_ordinary,32,41,1,1,273.415412362748,418.908034429844,0,0,1
366,19,6,20279723,main_ordinary,32,41,1,1,270.423281026789,383.267142631863,0,0,1
367,19,7,20279724,main_ordinary,32,41,1,1,297.542462334239,397.499031596284,0,0,1
368,19,8,20279725,main_ordinary,32,41,1,1,228.205733798848,366.921004150532,0,0,1
369,19,9,20279726,main_ordinary,32,41,1,1,278.046762306532,454.124947503137,0,0,1
370,19,10,20279727,main_ordinary,32,41,1,1,295.12372072534,433.454041735828,0,0,1
371,19,11,20279728,main_ordinary,32,41,1,1,303.601618441198,418.887009279101,0,0,1
372,19,12,20279729,main_ordinary,32,41,1,1,258.061847726571,413.056225514681,0,0,1
373,19,13,20279730,main_ordinary,32,41,1,1,284.263489558509,411.115792305707,0,0,1
374,19,14,20279731,main_ordinary,32,41,1,1,290.574542232415,487.359387207607,0,0,1
375,19,15,20279732,main_ordinary,32,41,1,1,263.18681833285,472.82484462045,0,0,1
376,19,16,20279733,main_ordinary,32,41,1,1,254.241414255069,436.104175669801,0,0,1
377,19,17,20279734,main_ordinary,32,41,1,1,304.555429208849,454.2486644755,0,0,1
378,19,18,20279735,main_ordinary,32,41,1,1,262.073104922182,427.694152326793,0,0,1
379,19,19,20279736,main_ordinary,32,41,1,1,248.576842572765,367.460489529161,0,0,1
380,19,20,20279737,main_ordinary,32,41,1,1,267.033552240927,379.844033129675,0,0,1
381,20,1,20280718,main_ordinary,32,41,1,1,267.735011334648,407.233258518336,0,0,1
382,20,2,20280719,main_ordinary,32,41,1,1,310.071204933868,414.785083027046,0,0,1
383,20,3,20280720,main_ordinary,32,41,1,1,239.537354413055,392.014304142993,0,0,1
384,20,4,20280721,main_ordinary,32,41,1,1,262.89955698903,407.816979578896,0,0,1
385,20,5,20280722,main_ordinary,32,41,1,1,264.187650038142,404.964447977057,0,0,1
386,20,6,20280723,main_ordinary,32,41,1,1,257.12365833708,472.431435932298,0,0,1
387,20,7,20280724,main_ordinary,32,41,1,1,254.851495574555,427.278534466128,0,0,1
388,20,8,20280725,main_ordinary,32,41,1,1,244.44623707566,476.434860951393,0,0,1
389,20,9,20280726,main_ordinary,32,41,1,1,242.342277117019,411.541850673577,0,0,1
390,20,10,20280727,main_ordinary,32,41,1,1,237.169493248999,437.774446065097,0,0,1
391,20,11,20280728,main_ordinary,32,41,1,1,241.54415681963,458.147223629879,0,0,1
392,20,12,20280729,main_ordinary,32,41,1,1,325.193115724712,445.082522521455,0,0,1
393,20,13,20280730,main_ordinary,32,41,1,1,325.77690418691,427.036911539119,0,0,1
394,20,14,20280731,main_ordinary,32,41,1,1,279.37626518139,484.691871424499,0,0,1
395,20,15,20280732,main_ordinary,32,41,1,1,277.041598738845,428.940893961083,0,0,1
396,20,16,20280733,main_ordinary,32,41,1,1,222.885982847771,414.664687822141,0,0,1
397,20,17,20280734,main_ordinary,32,41,1,1,307.098751604378,451.272456608013,0,0,1
398,20,18,20280735,main_ordinary,32,41,1,1,284.250061714708,449.304308022396,0,0,1
399,20,19,20280736,main_ordinary,32,41,1,1,246.061593776104,399.258246574949,0,0,1
400,20,20,20280737,main_ordinary,32,41,1,1,298.110637303904,435.703456980103,0,0,1
401,21,1,20281718,observed_candidate,32,41,1,1,250.643318954017,441.608590129105,0,0,1
402,21,2,20281719,observed_candidate,32,41,1,1,287.254674702452,352.295902953358,0,0,1
403,21,3,20281720,observed_candidate,32,41,1,1,288.606043938973,480.247150933244,0,0,1
404,21,4,20281721,observed_candidate,32,41,1,1,294.100141470999,390.450311713985,0,0,1
405,21,5,20281722,observed_candidate,32,41,1,1,253.755176874964,409.272027838288,0,0,1
406,21,6,20281723,observed_candidate,32,41,1,1,263.044022043637,472.850103882746,0,0,1
407,21,7,20281724,observed_candidate,32,41,1,1,224.619447464887,388.755455496529,0,0,1
408,21,8,20281725,observed_candidate,32,41,1,1,233.845346195793,466.940766029441,0,0,1
409,21,9,20281726,observed_candidate,32,41,1,1,266.590261270154,453.770326206807,0,0,1
410,21,10,20281727,observed_candidate,32,41,1,1,193.29635189377,414.364666135965,0,0,1
411,21,11,20281728,observed_candidate,32,41,1,1,285.438883689496,422.598752074141,0,0,1
412,21,12,20281729,observed_candidate,32,41,1,1,289.569268936974,419.084690566952,0,0,1
413,21,13,20281730,observed_candidate,32,41,1,1,274.019090297778,340.758152995729,0,0,1
414,21,14,20281731,observed_candidate,32,41,1,1,276.15203000704,473.962445923372,0,0,1
415,21,15,20281732,observed_candidate,32,41,1,1,315.256783440602,356.738050222038,0,0,1
416,21,16,20281733,observed_candidate,32,41,1,1,303.284848571875,358.903431156448,0,0,1
417,21,17,20281734,observed_candidate,32,41,1,1,288.002945134298,505.785578211969,0,0,1
418,21,18,20281735,observed_candidate,32,41,1,1,279.155951160985,389.479542121585,0,0,1
419,21,19,20281736,observed_candidate,32,41,1,1,267.993572932722,405.619351812504,0,0,1
420,21,20,20281737,observed_candidate,32,41,1,1,224.350206437842,428.898388779401,0,0,1
421,22,1,20282718,observed_candidate,32,41,1,1,248.069694758568,468.077622719985,0,0,1
422,22,2,20282719,observed_candidate,32,41,1,1,271.349411851306,418.191148327094,0,0,1
423,22,3,20282720,observed_candidate,32,41,1,1,241.550823160695,391.92323586001,0,0,1
424,22,4,20282721,observed_candidate,32,41,1,1,282.953312449305,368.883725720808,0,0,1
425,22,5,20282722,observed_candidate,32,41,1,1,296.866351782246,472.406131097436,0,0,1
426,22,6,20282723,observed_candidate,32,41,1,1,241.115464898833,403.07617858573,0,0,1
427,22,7,20282724,observed_candidate,32,41,1,1,273.989189654404,405.930298433522,0,0,1
428,22,8,20282725,observed_candidate,32,41,1,1,295.261172585922,482.700818566445,0,0,1
429,22,9,20282726,observed_candidate,32,41,1,1,246.073240470283,431.568482958024,0,0,1
430,22,10,20282727,observed_candidate,32,41,1,1,227.930540750773,446.256721140341,0,0,1
431,22,11,20282728,observed_candidate,32,41,1,1,248.107959484712,459.607353792723,0,0,1
432,22,12,20282729,observed_candidate,32,41,1,1,275.02709403503,466.481437337087,0,0,1
433,22,13,20282730,observed_candidate,32,41,1,1,292.420609630464,471.427844946267,0,0,1
434,22,14,20282731,observed_candidate,32,41,1,1,271.034370424929,437.318249967684,0,0,1
435,22,15,20282732,observed_candidate,32,41,1,1,240.279609751288,491.539475110862,0,0,1
436,22,16,20282733,observed_candidate,32,41,1,1,279.54739069119,400.290816137709,0,0,1
437,22,17,20282734,observed_candidate,32,41,1,1,280.497083865668,508.86806815649,0,0,1
438,22,18,20282735,observed_candidate,32,41,1,1,296.183650917873,384.831144346459,0,0,1
439,22,19,20282736,observed_candidate,32,41,1,1,281.793522869166,442.503918988437,0,0,1
440,22,20,20282737,observed_candidate,32,41,1,1,262.492887056569,401.677093214092,0,0,1
441,23,1,20283718,unobserved_candidate,32,41,1,1,195.521745393665,423.799076128155,0,0,1
442,23,2,20283719,unobserved_candidate,32,41,1,1,295.071422628235,414.144665988562,0,0,1
443,23,3,20283720,unobserved_candidate,32,41,1,1,262.035484446919,434.259326204609,0,0,1
444,23,4,20283721,unobserved_candidate,32,41,1,1,330.29443360294,424.450316791157,0,0,1
445,23,5,20283722,unobserved_candidate,32,41,1,1,260.801350243669,374.213491938302,0,0,1
446,23,6,20283723,unobserved_candidate,32,41,1,1,303.133487655072,423.574664276006,0,0,1
447,23,7,20283724,unobserved_candidate,32,41,1,1,190.483820982947,455.7234652333,0,0,1
448,23,8,20283725,unobserved_candidate,32,41,1,1,294.252055348751,429.820097288645,0,0,1
449,23,9,20283726,unobserved_candidate,32,41,1,1,274.776183982152,432.572886914934,0,0,1
450,23,10,20283727,unobserved_candidate,32,41,1,1,247.700484768074,386.887489433182,0,0,1
451,23,11,20283728,unobserved_candidate,32,41,1,1,260.148325940281,455.60978795808,0,0,1
452,23,12,20283729,unobserved_candidate,32,41,1,1,293.688961259849,398.612570682272,0,0,1
453,23,13,20283730,unobserved_candidate,32,41,1,1,293.316518546839,441.423557307842,0,0,1
454,23,14,20283731,unobserved_candidate,32,41,1,1,259.972629528119,478.533384074497,0,0,1
455,23,15,20283732,unobserved_candidate,32,41,1,1,274.85948849149,425.53393889417,0,0,1
456,23,16,20283733,unobserved_candidate,32,41,1,1,267.751021768394,437.141344181745,0,0,1
457,23,17,20283734,unobserved_candidate,32,41,1,1,266.686370137216,408.421248749528,0,0,1
458,23,18,20283735,unobserved_candidate,32,41,1,1,296.349998415073,389.100939207258,0,0,1
459,23,19,20283736,unobserved_candidate,32,41,1,1,314.184483878055,400.103863692868,0,0,1
460,23,20,20283737,unobserved_candidate,32,41,1,1,238.523576954132,454.687110823246,0,0,1
461,24,1,20284718,unobserved_candidate,32,41,1,1,271.515553271019,528.771727286125,0,0,1
462,24,2,20284719,unobserved_candidate,32,41,1,1,202.352405846732,443.231593779434,0,0,1
463,24,3,20284720,unobserved_candidate,32,41,1,1,262.946375946967,473.719030555831,0,0,1
464,24,4,20284721,unobserved_candidate,32,41,1,1,236.770061978481,499.734671378473,0,0,1
465,24,5,20284722,unobserved_candidate,32,41,1,1,260.222787342146,433.886194325855,0,0,1
466,24,6,20284723,unobserved_candidate,32,41,1,1,291.863436460474,493.229704105553,0,0,1
467,24,7,20284724,unobserved_candidate,32,41,1,1,272.464205100763,463.279508029059,0,0,1
468,24,8,20284725,unobserved_candidate,32,41,1,1,307.977510247225,465.650924709298,0,0,1
469,24,9,20284726,unobserved_candidate,32,41,1,1,302.444940024615,454.109752885847,0,0,1
470,24,10,20284727,unobserved_candidate,32,41,1,1,316.91052687691,428.37978590767,0,0,1
471,24,11,20284728,unobserved_candidate,32,41,1,1,286.42285196835,431.397416263957,0,0,1
472,24,12,20284729,unobserved_candidate,32,41,1,1,307.046292219059,437.948768556057,0,0,1
473,24,13,20284730,unobserved_candidate,32,41,1,1,162.904112733136,418.306930670213,0,0,1
474,24,14,20284731,unobserved_candidate,32,41,1,1,290.836675096099,425.273325036343,0,0,1
475,24,15,20284732,unobserved_candidate,32,41,1,1,276.025606355869,437.469599316143,0,0,1
476,24,16,20284733,unobserved_candidate,32,41,1,1,303.967334323949,479.619316953164,0,0,1
477,24,17,20284734,unobserved_candidate,32,41,1,1,325.389708046809,458.911584855985,0,0,1
478,24,18,20284735,unobserved_candidate,32,41,1,1,302.655832607279,474.977008293738,0,0,1
479,24,19,20284736,unobserved_candidate,32,41,1,1,266.574794653071,400.01516164539,0,0,1
480,24,20,20284737,unobserved_candidate,32,41,1,1,317.464600248395,365.063265151296,0,0,1
481,25,1,20285718,main_ordinary,32,41,1,1,270.604066619863,491.754129364893,0,0,1
482,25,2,20285719,main_ordinary,32,41,1,1,322.022946591854,474.687076635752,0,0,1
483,25,3,20285720,main_ordinary,32,41,1,1,291.34740995277,363.48466974692,0,0,1
484,25,4,20285721,main_ordinary,32,41,1,1,273.637754968731,356.938161285517,0,0,1
485,25,5,20285722,main_ordinary,32,41,1,1,280.505234804301,490.884671965982,0,0,1
486,25,6,20285723,main_ordinary,32,41,1,1,312.343142294275,446.420991498559,0,0,1
487,25,7,20285724,main_ordinary,32,41,1,1,255.268930722874,414.862177626246,0,0,1
488,25,8,20285725,main_ordinary,32,41,1,1,246.77299890661,448.965694723558,0,0,1
489,25,9,20285726,main_ordinary,32,41,1,1,297.357983502142,454.075351845677,0,0,1
490,25,10,20285727,main_ordinary,32,41,1,1,248.159071704695,506.71411349246,0,0,1
491,25,11,20285728,main_ordinary,32,41,1,1,265.902884579798,471.342161394264,0,0,1
492,25,12,20285729,main_ordinary,32,41,1,1,255.793860473949,465.041720102417,0,0,1
493,25,13,20285730,main_ordinary,32,41,1,1,188.329780619947,493.735800382098,0,0,1
494,25,14,20285731,main_ordinary,32,41,1,1,236.649296346872,462.071386157188,0,0,1
495,25,15,20285732,main_ordinary,32,41,1,1,273.334914167453,498.560904248259,0,0,1
496,25,16,20285733,main_ordinary,32,41,1,1,265.731616944248,452.211442804059,0,0,1
497,25,17,20285734,main_ordinary,32,41,1,1,250.283531798951,482.413813169716,0,0,1
498,25,18,20285735,main_ordinary,32,41,1,1,285.822753617818,359.62378262718,0,0,1
499,25,19,20285736,main_ordinary,32,41,1,1,290.241694882756,438.215292751538,0,0,1
500,25,20,20285737,main_ordinary,32,41,1,1,316.610168328929,454.503528488676,0,0,1
501,26,1,20286718,main_ordinary,32,41,1,1,208.892004806681,428.58353685647,0,0,1
502,26,2,20286719,main_ordinary,32,41,1,1,277.304490504017,415.536756696397,0,0,1
503,26,3,20286720,main_ordinary,32,41,1,1,277.931640827892,462.587469976357,0,0,1
504,26,4,20286721,main_ordinary,32,41,1,1,232.530278344346,450.75746731057,0,0,1
505,26,5,20286722,main_ordinary,32,41,1,1,203.08431933082,425.974059254833,0,0,1
506,26,6,20286723,main_ordinary,32,41,1,1,310.966457397841,407.400280904219,0,0,1
507,26,7,20286724,main_ordinary,32,41,1,1,244.082527055367,358.119186521459,0,0,1
508,26,8,20286725,main_ordinary,32,41,1,1,274.746060626779,361.684082120862,0,0,1
509,26,9,20286726,main_ordinary,32,41,1,1,268.555878909259,487.76738711879,0,0,1
510,26,10,20286727,main_ordinary,32,41,1,1,247.633539162832,436.592404175596,0,0,1
511,26,11,20286728,main_ordinary,32,41,1,1,325.033985245925,465.564531063092,0,0,1
512,26,12,20286729,main_ordinary,32,41,1,1,179.567327899962,474.002673775737,0,0,1
513,26,13,20286730,main_ordinary,32,41,1,1,257.410748152539,410.395516795434,0,0,1
514,26,14,20286731,main_ordinary,32,41,1,1,227.846549088908,459.138859599367,0,0,1
515,26,15,20286732,main_ordinary,32,41,1,1,316.07145369295,504.869006466708,0,0,1
516,26,16,20286733,main_ordinary,32,41,1,1,325.84264786285,458.874373737024,0,0,1
517,26,17,20286734,main_ordinary,32,41,1,1,259.649704959488,427.965420433359,0,0,1
518,26,18,20286735,main_ordinary,32,41,1,1,262.228716454364,485.955614692417,0,0,1
519,26,19,20286736,main_ordinary,32,41,1,1,260.879482933338,459.560448243085,0,0,1
520,26,20,20286737,main_ordinary,32,41,1,1,257.975371910599,453.495049219043,0,0,1
521,27,1,20287718,observed_candidate,32,41,1,1,246.215018703158,388.190693523778,0,0,1
522,27,2,20287719,observed_candidate,32,41,1,1,264.542186063886,440.634949519276,0,0,1
523,27,3,20287720,observed_candidate,32,41,1,1,267.136098908496,501.083243221821,0,0,1
524,27,4,20287721,observed_candidate,32,41,1,1,307.835669149613,429.035166866912,0,0,1
525,27,5,20287722,observed_candidate,32,41,1,1,237.17792126512,423.566158997788,0,0,1
526,27,6,20287723,observed_candidate,32,41,1,1,257.830605438809,472.078030797747,0,0,1
527,27,7,20287724,observed_candidate,32,41,1,1,220.9977907094,454.465817805452,0,0,1
528,27,8,20287725,observed_candidate,32,41,1,1,309.941436310228,461.901789529607,0,0,1
529,27,9,20287726,observed_candidate,32,41,1,1,307.988994408306,477.24287113175,0,0,1
530,27,10,20287727,observed_candidate,32,41,1,1,281.134531942102,378.250050164397,0,0,1
531,27,11,20287728,observed_candidate,32,41,1,1,269.569430024243,345.910420914725,0,0,1
532,27,12,20287729,observed_candidate,32,41,1,1,253.827563311139,391.558125526128,0,0,1
533,27,13,20287730,observed_candidate,32,41,1,1,307.073269829923,339.112156852304,0,0,1
534,27,14,20287731,observed_candidate,32,41,1,1,295.179390739467,487.922491640931,0,0,1
535,27,15,20287732,observed_candidate,32,41,1,1,256.165416324473,459.358696816014,0,0,1
536,27,16,20287733,observed_candidate,32,41,1,1,254.814443047461,451.012116773878,0,0,1
537,27,17,20287734,observed_candidate,32,41,1,1,268.521875057794,379.770641686697,0,0,1
538,27,18,20287735,observed_candidate,32,41,1,1,271.825434880374,449.038253914859,0,0,1
539,27,19,20287736,observed_candidate,32,41,1,1,299.866140360208,440.254035888726,0,0,1
540,27,20,20287737,observed_candidate,32,41,1,1,328.615702139442,377.560313769064,0,0,1
541,28,1,20288718,observed_candidate,32,41,1,1,321.624604470068,374.202206792822,0,0,1
542,28,2,20288719,observed_candidate,32,41,1,1,227.818907163271,466.666534888185,0,0,1
543,28,3,20288720,observed_candidate,32,41,1,1,227.072499515627,450.592035958389,0,0,1
544,28,4,20288721,observed_candidate,32,41,1,1,309.228989693372,395.881899042785,0,0,1
545,28,5,20288722,observed_candidate,32,41,1,1,295.128283255533,401.245932068974,0,0,1
546,28,6,20288723,observed_candidate,32,41,1,1,227.085861181037,500.320243061227,0,0,1
547,28,7,20288724,observed_candidate,32,41,1,1,291.001257868316,428.317655120796,0,0,1
548,28,8,20288725,observed_candidate,32,41,1,1,275.500061750516,388.823090278675,0,0,1
549,28,9,20288726,observed_candidate,32,41,1,1,275.29414061575,490.213094565336,0,0,1
550,28,10,20288727,observed_candidate,32,41,1,1,271.895605971204,410.168230149076,0,0,1
551,28,11,20288728,observed_candidate,32,41,1,1,315.47513551844,431.631520958818,0,0,1
552,28,12,20288729,observed_candidate,32,41,1,1,280.149325020086,437.046945062085,0,0,1
553,28,13,20288730,observed_candidate,32,41,1,1,268.123185942376,455.481051200307,0,0,1
554,28,14,20288731,observed_candidate,32,41,1,1,213.279427427737,393.56971409033,0,0,1
555,28,15,20288732,observed_candidate,32,41,1,1,234.297328020729,437.214318992167,0,0,1
556,28,16,20288733,observed_candidate,32,41,1,1,295.803425425187,464.307350331006,0,0,1
557,28,17,20288734,observed_candidate,32,41,1,1,252.534022065421,536.349601184741,0,0,1
558,28,18,20288735,observed_candidate,32,41,1,1,250.328912155075,482.340832935871,0,0,1
559,28,19,20288736,observed_candidate,32,41,1,1,245.894408655857,406.937237878165,0,0,1
560,28,20,20288737,observed_candidate,32,41,1,1,226.579805206533,455.763800922628,0,0,1
561,29,1,20289718,unobserved_candidate,32,41,1,1,226.661516691255,424.600362535672,0,0,1
562,29,2,20289719,unobserved_candidate,32,41,1,1,274.499723058924,437.02943279629,0,0,1
563,29,3,20289720,unobserved_candidate,32,41,1,1,282.325399532345,413.347160132359,0,0,1
564,29,4,20289721,unobserved_candidate,32,41,1,1,217.601155814581,457.44827208256,0,0,1
565,29,5,20289722,unobserved_candidate,32,41,1,1,250.806760734616,421.574296017976,0,0,1
566,29,6,20289723,unobserved_candidate,32,41,1,1,271.835477840717,376.869813879066,0,0,1
567,29,7,20289724,unobserved_candidate,32,41,1,1,256.036883476856,487.893811127292,0,0,1
568,29,8,20289725,unobserved_candidate,32,41,1,1,224.716259226402,439.683550950723,0,0,1
569,29,9,20289726,unobserved_candidate,32,41,1,1,284.34253438,380.011764863276,0,0,1
570,29,10,20289727,unobserved_candidate,32,41,1,1,300.964556584999,358.507544302553,0,0,1
571,29,11,20289728,unobserved_candidate,32,41,1,1,245.70197925165,408.242333365038,0,0,1
572,29,12,20289729,unobserved_candidate,32,41,1,1,266.447234612573,370.646847879683,0,0,1
573,29,13,20289730,unobserved_candidate,32,41,1,1,267.873447649022,423.26429665698,0,0,1
574,29,14,20289731,unobserved_candidate,32,41,1,1,298.466359986897,466.100539002063,0,0,1
575,29,15,20289732,unobserved_candidate,32,41,1,1,235.898033091301,404.645371340907,0,0,1
576,29,16,20289733,unobserved_candidate,32,41,1,1,230.063975636108,474.796159658695,0,0,1
577,29,17,20289734,unobserved_candidate,32,41,1,1,245.059736672453,405.218679699951,0,0,1
578,29,18,20289735,unobserved_candidate,32,41,1,1,230.583763892437,523.355977609291,0,0,1
579,29,19,20289736,unobserved_candidate,32,41,1,1,259.622905846901,355.51092061495,0,0,1
580,29,20,20289737,unobserved_candidate,32,41,1,1,231.652482597634,392.604944353745,0,0,1
581,30,1,20290718,unobserved_candidate,32,41,1,1,250.321754784881,423.715129518117,0,0,1
582,30,2,20290719,unobserved_candidate,32,41,1,1,208.529865730092,415.49303262293,0,0,1
583,30,3,20290720,unobserved_candidate,32,41,1,1,182.351222206928,431.781826765665,0,0,1
584,30,4,20290721,unobserved_candidate,32,41,1,1,268.7643952361,444.869374222701,0,0,1
585,30,5,20290722,unobserved_candidate,32,41,1,1,302.101277081052,408.692092779425,0,0,1
586,30,6,20290723,unobserved_candidate,32,41,1,1,250.215185232856,415.917379228257,0,0,1
587,30,7,20290724,unobserved_candidate,32,41,1,1,315.409117711685,383.812251139341,0,0,1
588,30,8,20290725,unobserved_candidate,32,41,1,1,291.204189239661,397.26845338788,0,0,1
589,30,9,20290726,unobserved_candidate,32,41,1,1,282.378520865778,429.455199002981,0,0,1
590,30,10,20290727,unobserved_candidate,32,41,1,1,232.656067443988,387.153231335083,0,0,1
591,30,11,20290728,unobserved_candidate,32,41,1,1,311.103666252325,395.025407386483,0,0,1
592,30,12,20290729,unobserved_candidate,32,41,1,1,257.66092327727,503.300929871542,0,0,1
593,30,13,20290730,unobserved_candidate,32,41,1,1,256.750445476688,361.293200604064,0,0,1
594,30,14,20290731,unobserved_candidate,32,41,1,1,242.962637234966,414.67840088964,0,0,1
595,30,15,20290732,unobserved_candidate,32,41,1,1,311.883249254049,414.733405083977,0,0,1
596,30,16,20290733,unobserved_candidate,32,41,1,1,240.228256786169,449.209711071356,0,0,1
597,30,17,20290734,unobserved_candidate,32,41,1,1,255.37134623228,459.542496963845,0,0,1
598,30,18,20290735,unobserved_candidate,32,41,1,1,299.009010175949,333.060776601056,0,0,1
599,30,19,20290736,unobserved_candidate,32,41,1,1,274.471038596636,402.832006129704,0,0,1
600,30,20,20290737,unobserved_candidate,32,41,1,1,250.541108718395,392.41195585051,0,0,1
