scenario_id,selection_path_id,resistance_repeat,random_seed,source_category,nominal_inclusion_status,empirical_weight,path_probability,stage_index,stage,a,loc,lfw,center_x,center_y,Vmax_mps,line_wind_mean_mps,line_wind_p95_mps,line_wind_max_mps,road_wind_mean_mps,road_wind_p95_mps,road_wind_max_mps,line_pFail_mean,line_pFail_p95,line_pFail_max,road_pClose_mean,road_pClose_p95,road_pClose_max,raw_failed_line_count,newly_failed_line_count,failed_line_count,raw_closed_road_count,newly_closed_road_count,closed_road_count,slow_road_count,outage_node_count,P_loss_total_kW,D_total_kg,reachable_pair_count,site_node_pair_count,reachable_pair_share,C_masked_mean_km,C_masked_max_km,C_reachable_mean_km,C_reachable_max_km,unreachable_pair_count,multi_line_failure,road_disconnection,slice_duration_h,D_unit,C_definition
1,1,1,20261718,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,3,3,3,1,1,1,19,32,3715,202.656629299294,97,132,0.734848484848485,13.9852769003543,39.8337017052002,19.0315108334718,39.8337017052002,35,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
1,1,1,20261718,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,9,6,9,4,3,4,37,32,3715,202.656629299294,97,132,0.734848484848485,16.9652776272342,43.480854027486,23.0867695545867,43.480854027486,35,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
1,1,1,20261718,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,5,0,9,1,0,4,37,32,3715,202.656629299294,97,132,0.734848484848485,16.9672117407927,43.4814911040086,23.0894015441715,43.4814911040086,35,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
2,1,2,20261719,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,5,5,5,2,2,2,18,29,3435,187.382374601096,95,132,0.71969696969697,14.2200981064259,39.8337017052002,19.7584521057708,39.8337017052002,37,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
2,1,2,20261719,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,11,6,11,7,5,7,34,31,3615,197.201538335652,54,132,0.409090909090909,7.23331222557611,35.9714265258186,17.6814298847416,35.9714265258186,78,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
2,1,2,20261719,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,9,0,11,3,0,7,34,31,3615,197.201538335652,54,132,0.409090909090909,7.23431547988507,35.9720636023412,17.6838822841635,35.9720636023412,78,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
3,1,3,20261720,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,7,7,7,0,0,0,20,25,2415,131.74044677195,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
3,1,3,20261720,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,10,3,10,2,2,2,39,25,2415,131.74044677195,132,132,1,22.6975879308065,43.480854027486,22.6975879308065,43.480854027486,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
3,1,3,20261720,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,9,0,10,1,0,2,39,25,2415,131.74044677195,132,132,1,22.7008386986741,43.4814911040086,22.7008386986741,43.4814911040086,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
4,1,4,20261721,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,8,8,8,0,0,0,20,30,3525,192.291956468374,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
4,1,4,20261721,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,11,3,11,4,4,4,37,30,3525,192.291956468374,128,132,0.96969696969697,23.1538644860369,44.3641001812767,23.8774227512255,44.3641001812767,4,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
4,1,4,20261721,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,10,0,11,2,0,4,37,30,3525,192.291956468374,128,132,0.96969696969697,23.1566908481466,44.3647372577993,23.8803374371512,44.3647372577993,4,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
5,1,5,20261722,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,3,3,3,1,1,1,19,20,1995,108.829064724654,132,132,1,20.4089459546846,39.8337017052002,20.4089459546846,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
5,1,5,20261722,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,10,7,10,6,5,6,35,28,3345,182.472792733819,64,132,0.484848484848485,9.20992945955118,49.629124867031,18.9954795103243,49.629124867031,68,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
5,1,5,20261722,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,7,0,10,4,0,6,35,28,3345,182.472792733819,64,132,0.484848484848485,9.21094719287201,49.629124867031,18.9975785852985,49.629124867031,68,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
6,1,6,20261723,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,5,5,5,0,0,0,20,29,3435,187.382374601096,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
6,1,6,20261723,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,12,7,12,4,4,4,37,29,3435,187.382374601096,132,132,1,31.1330157428184,72.137568390211,31.1330157428184,72.137568390211,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
6,1,6,20261723,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,9,0,12,3,0,4,37,29,3435,187.382374601096,132,132,1,31.1371539328999,72.137568390211,31.1371539328999,72.137568390211,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
