scenario_id,selection_path_id,resistance_repeat,random_seed,source_category,nominal_inclusion_status,empirical_weight,path_probability,stage_index,stage,a,loc,lfw,center_x,center_y,Vmax_mps,line_wind_mean_mps,line_wind_p95_mps,line_wind_max_mps,road_wind_mean_mps,road_wind_p95_mps,road_wind_max_mps,line_pFail_mean,line_pFail_p95,line_pFail_max,road_pClose_mean,road_pClose_p95,road_pClose_max,raw_failed_line_count,newly_failed_line_count,failed_line_count,raw_closed_road_count,newly_closed_road_count,closed_road_count,slow_road_count,outage_node_count,P_loss_total_kW,D_total_kg,reachable_pair_count,site_node_pair_count,reachable_pair_share,C_masked_mean_km,C_masked_max_km,C_reachable_mean_km,C_reachable_max_km,unreachable_pair_count,multi_line_failure,road_disconnection,slice_duration_h,D_unit,C_definition
7,1,7,20261724,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,7,7,7,2,2,2,18,23,2535,138.28655592832,132,132,1,22.5752312893785,51.5260548214518,22.5752312893785,51.5260548214518,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
7,1,7,20261724,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,11,4,11,11,9,11,30,24,2625,143.196137795598,36,132,0.272727272727273,7.16960816101932,65.660381767742,26.2885632570708,65.660381767742,96,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
7,1,7,20261724,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,9,0,11,8,0,11,30,24,2625,143.196137795598,36,132,0.272727272727273,7.17937463170991,65.7189516338618,26.324373649603,65.7189516338618,96,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
8,1,8,20261725,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,1,1,1,0,0,0,20,2,270,14.7287456018329,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,0,0,1,kg-H2,masked_dist(n)_if_A1_else_0
8,1,8,20261725,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,7,6,7,10,10,10,31,23,2235,121.921283037395,29,132,0.21969696969697,3.78846918334206,34.6358824108032,17.2440666276259,34.6358824108032,103,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
8,1,8,20261725,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,5,0,7,4,0,10,31,23,2235,121.921283037395,29,132,0.21969696969697,3.78847400967936,34.6358824108032,17.2440885957819,34.6358824108032,103,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
9,1,9,20261726,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,7,7,7,0,0,0,20,29,3435,187.382374601096,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
9,1,9,20261726,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,10,3,10,5,5,5,36,32,3715,202.656629299294,124,132,0.939393939393939,21.5333993394883,44.3041976455823,22.9226509097778,44.3041976455823,8,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
9,1,9,20261726,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,10,0,10,4,0,5,36,32,3715,202.656629299294,124,132,0.939393939393939,21.5370889921255,44.3041976455823,22.9265786045207,44.3041976455823,8,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
10,1,10,20261727,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,9,9,9,0,0,0,20,18,1685,91.9182827373646,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
10,1,10,20261727,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,16,7,16,3,3,3,38,22,2645,144.287155988326,132,132,1,24.2350625708045,45.6756695160067,24.2350625708045,45.6756695160067,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
10,1,10,20261727,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,14,0,16,2,0,3,38,22,2645,144.287155988326,132,132,1,24.2370159897122,45.7348764586491,24.2370159897122,45.7348764586491,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
11,1,11,20261728,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,8,8,8,0,0,0,20,18,1875,102.282955568284,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
11,1,11,20261728,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,15,7,15,8,8,8,33,22,2115,115.375173881024,94,132,0.712121212121212,18.3670993251715,53.0894506029684,25.7920969247089,53.0894506029684,38,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
11,1,11,20261728,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,12,0,15,3,0,8,33,22,2115,115.375173881024,94,132,0.712121212121212,18.3752309152157,53.1486575456108,25.8035157532816,53.1486575456108,38,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
12,1,12,20261729,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,7,7,7,0,0,0,20,17,2335,127.376374001036,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
12,1,12,20261729,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,9,2,9,5,5,5,36,17,2335,127.376374001036,95,132,0.71969696969697,18.4970736645904,53.284135697,25.7011970918519,53.284135697,37,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
12,1,12,20261729,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,8,0,9,2,0,5,36,17,2335,127.376374001036,95,132,0.71969696969697,18.5112724200134,53.3427055631198,25.7209258888607,53.3427055631198,37,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
13,1,13,20261730,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,7,7,7,0,0,0,20,26,2505,136.650028639228,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
13,1,13,20261730,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,14,7,14,3,3,3,38,32,3715,202.656629299294,94,132,0.712121212121212,15.695589907767,43.480854027486,22.0406156151622,43.480854027486,38,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
13,1,13,20261730,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,12,0,14,1,0,3,38,32,3715,202.656629299294,94,132,0.712121212121212,15.6979580797579,43.4814911040086,22.0439411332771,43.4814911040086,38,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
14,1,14,20261731,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,4,4,4,1,1,1,19,14,1255,68.4613915937048,132,132,1,20.1492502123162,40.162937105478,20.1492502123162,40.162937105478,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
14,1,14,20261731,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,9,5,9,4,3,4,37,20,2055,112.102119302839,132,132,1,29.7452801511857,64.9983293677923,29.7452801511857,64.9983293677923,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
14,1,14,20261731,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,7,0,9,2,0,4,37,20,2055,112.102119302839,132,132,1,29.7481113396328,64.9983293677923,29.7481113396328,64.9983293677923,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
15,1,15,20261732,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,6,6,6,0,0,0,20,22,2115,115.375173881024,132,132,1,19.4426915309659,39.8337017052002,19.4426915309659,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
15,1,15,20261732,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,15,9,15,10,10,10,31,27,3225,175.926683577449,47,132,0.356060606060606,7.51614042717316,46.16385949056,21.1091603486565,46.16385949056,85,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
15,1,15,20261732,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,10,0,15,3,0,10,31,27,3225,175.926683577449,47,132,0.356060606060606,7.51621282223255,46.16385949056,21.109363670951,46.16385949056,85,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
16,1,16,20261733,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,4,4,4,3,3,3,17,11,1220,66.5521097564302,132,132,1,21.1671849683279,40.162937105478,21.1671849683279,40.162937105478,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
16,1,16,20261733,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,2,W2,5,6,2,33,-9.99997038859109,46.2,35.2585249839828,39.3065531224684,39.3065531224684,35.3956836329069,38.8478802288109,39.3065531224684,0.332258187795492,0.486812963950943,0.486812963950943,0.134641466504801,0.226807818374287,0.239877270075257,13,9,13,7,4,7,34,32,3715,202.656629299294,128,132,0.96969696969697,23.051324361804,38.886699710971,23.7716782481104,38.886699710971,4,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
16,1,16,20261733,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,3,W3,5,7,3,50,30.0000296114089,46.2,32.6500865061424,36.1481085466655,36.221138053535,32.7668401092497,36.221138053535,36.221138053535,0.238534623557026,0.362157937987595,0.364918652190496,0.0690270198191182,0.154571207543223,0.154571207543223,6,0,13,5,0,7,34,32,3715,202.656629299294,128,132,0.96969696969697,23.0532729543744,38.886699710971,23.7736877341986,38.886699710971,4,1,1,1,kg-H2,masked_dist(n)_if_A1_else_0
17,1,17,20261734,main_ordinary,included_in_main_empirical_distribution,0.00453333333333333,0.004361106326472,1,W1,5,5,1,17,-49.9999703885911,46.2,30.1835629889402,32.8135967602267,33.331029272869,30.2715075995699,32.5968887126304,33.331029272869,0.155550619831845,0.241877263016952,0.259820758343264,0.0173737340713389,0.0618331333382907,0.0799965855832974,5,5,5,1,1,1,19,32,3715,202.656629299294,132,132,1,19.7024667943102,39.8337017052002,19.7024667943102,39.8337017052002,0,1,0,1,kg-H2,masked_dist(n)_if_A1_else_0
