pair_id,group_type,initial_state_id,replay_case,T_source_scenario,target_scenario,solver_status,service_cost,shortage_kg,shortage_loss,operating_loss,holding_cost,full_objective,T_site1_kg,service_site1_kg,unused_T_site1_kg,transport_site1,T_site2_kg,service_site2_kg,unused_T_site2_kg,transport_site2,T_site3_kg,service_site3_kg,unused_T_site3_kg,transport_site3,T_site4_kg,service_site4_kg,unused_T_site4_kg,transport_site4
4,CONTROL,7,T_S_ON_S,S,S,OPTIMAL,113.274713248072,0,0,113.274713248072,9.81916373454514,123.093876982618,4.90958186727257,4.90958186727764,-5.06616970596951e-12,113.274713248072,0,0,0,0,0,0,0,0,0,0,0,0
4,CONTROL,7,T_R_ON_S,R,S,OPTIMAL,113.274713248072,0,0,113.274713248072,9.81916373454514,123.093876982618,4.90958186727257,4.90958186727764,-5.06616970596951e-12,113.274713248072,0,0,0,0,0,0,0,0,0,0,0,0
4,CONTROL,7,T_S_ON_R,S,R,OPTIMAL,113.990493377118,22.9113820472956,45822.7640945913,45936.7545879684,9.81916373454514,45946.5737517029,4.90958186727257,4.90958186727764,-5.06616970596951e-12,113.990493377118,0,0,0,0,0,0,0,0,0,0,0,0
5,TIER1,18,T_R_ON_R,R,R,OPTIMAL,4347.99168540002,0,0,4347.99168540002,1153.75173881024,5501.74342421027,260.207838965715,260.207838965715,2.27373675443232e-13,1810.01211317263,120.284755792876,120.284755792876,-2.70006239588838e-13,1245.02439167223,99.8281645900711,99.8281645900711,0,872.012542764193,96.5551100564602,96.5551100564602,0,420.942637790973
5,TIER1,18,T_S_ON_S,S,S,OPTIMAL,3748.29202406609,0,0,3748.29202406609,1153.75173881025,4902.04376287633,283.67973161572,283.67973161572,4.54747350886464e-13,2189.38992332247,66.2793552082481,66.2793552082481,1.4210854715202e-14,326.038208776365,76.9167825873496,76.9167825873496,-4.2632564145606e-14,507.081605796359,149.999999993805,149.999999993805,0,725.782286170894
5,TIER1,18,T_R_ON_S,R,S,OPTIMAL,4400.04659741122,0,0,4400.04659741122,1153.75173881024,5553.79833622146,260.207838965715,260.207838965715,0,1737.63318981374,120.284755792876,120.284755792876,0,1464.13855632674,99.8281645900711,99.8281645900712,-5.6843418860808e-14,981.786102563569,96.5551100564602,96.5551100564602,0,216.48874870717
5,TIER1,18,T_S_ON_R,S,R,OPTIMAL,5102.74680961233,0,0,5102.74680961233,1153.75173881025,6256.49854842257,283.67973161572,283.67973161572,3.97903932025656e-13,2225.56268545288,66.2793552082481,66.2793552082481,1.4210854715202e-14,607.734742597676,76.9167825873496,76.9167825873496,1.4210854715202e-14,814.383070597573,149.999999993805,149.999999993805,0,1455.0663109642
6,TIER1,18,T_R_ON_R,R,R,OPTIMAL,5250.61809336239,0,0,5250.61809336239,1045.74093773014,6296.35903109252,198.322559533546,198.322559533546,3.97903932025656e-13,1011.18252476756,200,200,0,3291.38737742933,99.9999999951345,99.9999999951345,0,948.048191165491,24.5479093363882,24.5479093363882,2.1316282072803e-14,0
6,TIER1,18,T_S_ON_S,S,S,OPTIMAL,3755.54522201191,0,0,3755.54522201191,1065.37926519925,4820.92448721116,216.021602160216,216.021602160216,0,1674.58681422608,105.556010191036,105.556010191036,-3.69482222595252e-13,889.48040127986,99.8281645900781,99.8281645900781,0,872.012542764291,111.283855658293,111.283855658293,-9.9475983006414e-14,319.465463741684
6,TIER1,18,T_R_ON_S,R,S,OPTIMAL,3483.48962455301,86.7359463219049,173471.89264381,176955.382268363,1045.74093773014,178001.123206093,198.322559533546,198.322559533546,-2.8421709430404e-14,1309.99155785992,200,123.255052773139,76.7449472268608,1301.48552330762,99.9999999951345,99.8281646346453,0.171835360489226,872.012543385472,24.5479093363882,24.5479093363882,2.1316282072803e-14,0
6,TIER1,18,T_S_ON_R,S,R,OPTIMAL,3258.11478495941,76.91678258735,153833.5651747,157091.679959659,1065.37926519925,158157.059224859,216.021602160216,216.021602160216,2.8421709430404e-14,1440.47181527233,105.556010191036,105.556010191036,1.4210854715202e-14,922.534675250749,99.8281645900781,99.8281645900781,0,895.108294436337,111.283855658293,24.5479093363882,86.7359463219048,0
7,TIER1,18,T_R_ON_R,R,R,OPTIMAL,5888.32278967803,20.5015956141119,41003.1912282237,46891.5140179017,1174.93658456754,48066.4506024693,137.468292283774,137.468292283774,1.70530256582424e-13,244.122968981519,200,200,0,3021.70946359907,100,100,0,1828.25659099326,149.999999999995,149.999999999995,0,794.233766104182
7,TIER1,18,T_S_ON_S,S,S,OPTIMAL,3988.46789557295,0,0,3988.46789557295,1215.93977579576,5204.40767136871,291.301857458473,291.301857458473,-1.13686837721616e-13,2137.38374436016,76.0985189850612,76.0985189850611,5.6843418860808e-14,354.205283078342,99.8281645923875,99.8281645923875,0,936.714850204752,140.741346861959,140.741346861959,5.6843418860808e-14,560.164017929692
7,TIER1,18,T_R_ON_S,R,S,OPTIMAL,5054.21416470204,20.5015956141117,41003.1912282234,46057.4053929254,1174.93658456754,47232.341977493,137.468292283774,137.468292283774,0,219.587898858439,200,200,-2.8421709430404e-14,2705.37876962081,100,100,1.4210854715202e-14,1432.49677065849,149.999999999995,149.999999999995,0,696.750725564301
7,TIER1,18,T_S_ON_R,S,R,OPTIMAL,2656.64285516822,153.833565174699,307667.130349399,310323.773204567,1215.93977579576,311539.712980363,291.301857458473,137.468292283774,153.833565174699,244.122968981519,76.0985189850612,76.0985189850611,5.6843418860808e-14,712.901975546771,99.8281645923875,99.8281645923875,0,1135.70300666354,140.741346861959,140.741346861959,5.6843418860808e-14,563.914903976397
8,CONTROL,18,T_R_ON_R,R,R,OPTIMAL,5234.5889475918,49.0958186727764,98191.6373455527,103426.226293145,1117.74813845021,104543.974431595,252.025202520252,252.025202520252,-2.8421709430404e-14,2093.36067765682,58.7431471037698,58.7431471037698,-2.8421709430404e-14,371.213805347332,99.9999999382071,99.9999999382071,0,964.828329479366,148.105719662875,148.105719662875,-3.69482222595252e-13,1805.18613510829
8,CONTROL,18,T_S_ON_S,S,S,OPTIMAL,3306.81944812026,49.0958186727764,98191.6373455527,101498.456793673,1117.74813845021,102616.204932123,212.748547582031,212.748547582031,5.6843418860808e-14,963.335249626794,96.1255216963756,96.1255216963756,0,640.211909977096,99.9999999466978,99.9999999466978,0,926.926459292457,150,150,0,776.345829223914
8,CONTROL,18,T_R_ON_S,R,S,OPTIMAL,3644.10911190255,49.0958186727764,98191.6373455527,101835.746457455,1117.74813845021,102953.494595905,252.025202520252,252.025202520252,-4.2632564145606e-13,1891.28019348482,58.7431471037698,58.7431471037698,1.4210854715202e-14,204.443958510587,99.9999999382071,99.9999999382071,0,814.574655566466,148.105719662875,148.105719662875,0,733.810304340685
8,CONTROL,18,T_S_ON_R,S,R,OPTIMAL,5540.68921743371,49.0958186727764,98191.6373455527,103732.326562986,1117.74813845021,104850.074701437,212.748547582031,212.748547582031,5.6843418860808e-14,1417.77090159764,96.1255216963756,96.1255216963756,0,1018.87670907112,99.9999999466978,99.9999999466978,0,1258.29267376828,150,150,0,1845.74893299667
9,TIER1,30,T_R_ON_R,R,R,OPTIMAL,406.060119384346,382.129122003109,764258.244006219,764664.304125603,451.681531789533,765115.985657392,137.468292283774,137.468292283774,1.70530256582424e-13,295.340654913804,49.0958186727764,49.0958186727764,3.5527136788005e-14,110.719464470543,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,24.5479093363833,24.5479093363882,-4.88142859467189e-12,0
9,TIER1,30,T_S_ON_S,S,S,OPTIMAL,334.771882289463,383.765649292202,767531.298584404,767866.070466693,448.408477211348,768314.478943905,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,49.0958186727764,49.0958186727764,3.5527136788005e-14,111.517482850524,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,91.6455281891776,91.6455281891825,-4.9453774408903e-12,223.254399438939
9,TIER1,30,T_R_ON_S,R,S,OPTIMAL,111.51748285051,450.863268145001,901726.536290002,901838.053772853,451.681531789533,902289.735304642,137.468292283774,68.7341461418869,68.7341461418871,0,49.0958186727764,49.0958186727764,3.5527136788005e-14,111.517482850524,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,24.5479093363833,24.5479093363833,0,-1.36572757197144e-11
9,TIER1,30,T_S_ON_R,S,R,OPTIMAL,110.719464470543,450.863268144996,901726.536289993,901837.255754463,448.408477211348,902285.664231675,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,49.0958186727764,49.0958186727764,3.5527136788005e-14,110.719464470543,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,91.6455281891776,24.5479093363882,67.0976188527894,0
10,TIER1,30,T_R_ON_R,R,R,OPTIMAL,4335.07015335864,243.024302430243,486048.604860486,490383.675013845,638.245642746083,491021.920656591,260.207838965715,260.207838965715,2.27373675443232e-13,4335.07015335864,19.6383274691105,19.6383274691105,-4.61852778244065e-14,0,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,24.5479093363832,24.5479093363882,-4.9809045776783e-12,0
10,TIER1,30,T_S_ON_S,S,S,OPTIMAL,2832.83719516501,234.84166598478,469683.331969561,472516.169164726,654.610915637007,473170.780080363,142.377874151051,142.377874151051,-4.54747350886464e-13,1308.76674001599,83.4628917437198,83.4628917437198,-2.8421709430404e-14,1270.77577096879,24.5479093363882,24.5479093363882,2.1316282072803e-14,29.27978582624,76.9167825873446,76.9167825873496,-5.04485342389671e-12,224.014898353995
10,TIER1,30,T_R_ON_S,R,S,OPTIMAL,1308.76674001597,360.854267244911,721708.534489822,723017.301229838,638.245642746083,723655.546872584,260.207838965715,142.377874151051,117.829964814664,1308.76674001599,19.6383274691105,19.6383274691105,-4.61852778244065e-14,0,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,24.5479093363832,24.5479093363832,0,-1.41037770552111e-11
10,TIER1,30,T_S_ON_R,S,R,OPTIMAL,318.421243053252,360.854267244907,721708.534489813,722026.955732867,654.610915637007,722681.566648504,142.377874151051,142.377874151051,0,318.421243053252,83.4628917437198,19.6383274691105,63.8245642746092,0,24.5479093363882,14.7287456018329,9.81916373455529,0,76.9167825873446,24.5479093363882,52.3688732509564,0
11,TIER1,30,T_R_ON_R,R,R,OPTIMAL,2438.06393788333,279.588413386798,559176.826773596,561614.89071148,565.117420832982,562180.008132313,98.1916373455527,98.1916373455527,-1.4210854715202e-14,728.227249688101,19.6383274691105,19.6383274691105,-4.61852778244065e-14,0,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,149.999999999995,149.999999999995,0,1709.83668819523
11,TIER1,30,T_S_ON_S,S,S,OPTIMAL,1893.10179636527,287.210539235742,574421.078471484,576314.180267849,549.873169135085,576864.053436984,216.021602160216,216.021602160216,0,1893.10179636527,19.6383274691105,19.6383274691105,-4.61852778244065e-14,0,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,24.5479093363833,24.5479093363882,-4.88142859467189e-12,0
11,TIER1,30,T_R_ON_S,R,S,OPTIMAL,104.379530638431,405.040504050405,810081.00810081,810185.387631448,565.117420832982,810750.505052281,98.1916373455527,98.1916373455527,0,104.379530638431,19.6383274691105,19.6383274691105,-4.61852778244065e-14,0,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,149.999999999995,24.5479093363882,125.452090663607,0
11,TIER1,30,T_S_ON_R,S,R,OPTIMAL,728.227249688085,405.04050405041,810081.00810082,810809.235350508,549.873169135085,811359.108519643,216.021602160216,98.1916373455527,117.829964814663,728.227249688101,19.6383274691105,19.6383274691105,-4.61852778244065e-14,0,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,24.5479093363833,24.5479093363833,0,-1.54785376679815e-11
12,CONTROL,30,T_R_ON_R,R,R,OPTIMAL,10231.5988814365,214.687832419606,429375.664839211,439607.263720648,786.56411095654,440393.827831604,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,7730.88585515818,100,100,0,2500.71302627832,24.5479093363832,24.5479093363882,-4.9809045776783e-12,0
12,CONTROL,30,T_S_ON_S,S,S,OPTIMAL,3822.00874868856,214.687832419606,429375.664839211,433197.6735879,786.56411095654,433984.237698856,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,2808.11462996747,100,100,0,1013.89411872108,24.5479093363831,24.5479093363882,-5.08038056068472e-12,0
12,CONTROL,30,T_R_ON_S,R,S,OPTIMAL,3822.00874868856,214.687832419606,429375.664839211,433197.6735879,786.56411095654,433984.237698856,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,2808.11462996747,100,100,0,1013.89411872108,24.5479093363832,24.5479093363882,-4.9809045776783e-12,0
12,CONTROL,30,T_S_ON_R,S,R,OPTIMAL,10231.5988814365,214.687832419606,429375.664839211,439607.263720648,786.56411095654,440393.827831604,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,7730.88585515818,100,100,0,2500.71302627832,24.5479093363831,24.5479093363882,-5.08038056068472e-12,0
13,TIER1,31,T_R_ON_R,R,R,OPTIMAL,291.268147316691,393.584813026757,787169.626053514,787460.894200831,428.770149742237,787889.664350573,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,39.2766549382211,39.2766549382211,7.105427357601e-15,56.288331162233,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,91.6455281891775,91.6455281891825,-5.04485342389671e-12,234.979816154458
13,TIER1,31,T_S_ON_S,S,S,OPTIMAL,469.951759331263,367.400376401276,734800.752802553,735270.704561884,481.139022993199,735751.843584877,137.468292283774,137.468292283774,1.70530256582424e-13,300.173390704278,29.4574912036658,29.4574912036658,-1.77635683940025e-14,29.6429380112436,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,58.9149824073267,58.9149824073316,-4.9382720135327e-12,140.135430615741
13,TIER1,31,T_R_ON_S,R,S,OPTIMAL,169.778368626985,436.134522543163,872269.045086327,872438.823454954,428.770149742237,872867.593604696,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,39.2766549382211,29.4574912036658,9.81916373455528,29.6429380112436,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,91.6455281891775,58.9149824073316,32.7305457818459,140.135430615741
13,TIER1,31,T_S_ON_R,S,R,OPTIMAL,130.104752404147,436.134522543168,872269.045086337,872399.149838741,481.139022993199,872880.288861734,137.468292283774,68.7341461418869,68.7341461418871,0,29.4574912036658,29.4574912036658,0,26.7550154008776,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,58.9149824073267,58.9149824073267,0,103.34973700327
14,TIER1,31,T_R_ON_R,R,R,OPTIMAL,4074.53994531979,188.200638245643,376401.276491285,380475.816436605,839.538499304466,381315.35493591,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,2630.69555768671,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,136.306357908513,136.306357908518,-5.11590769747272e-12,1443.84438763308
14,TIER1,31,T_S_ON_S,S,S,OPTIMAL,3349.66627275633,166.92578348744,333851.566974879,337201.233247636,882.088208820884,338083.321456457,166.92578348744,166.92578348744,3.69482222595252e-13,748.443717357723,128.467392194899,128.467392194898,5.11590769747272e-13,1667.32162892849,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,130.92218312627,130.92218312627,0,933.900926470109
14,TIER1,31,T_R_ON_S,R,S,OPTIMAL,2601.22255538863,265.117420832992,530234.841665985,532836.064221373,839.538499304466,533675.602720678,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,128.467392193765,71.5326078062352,1667.32162890353,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,136.306357908513,130.922183127404,5.38417478110938,933.900926485108
14,TIER1,31,T_S_ON_R,S,R,OPTIMAL,2278.72718022483,265.117420832992,530234.841665984,532513.568846209,882.088208820884,533395.657055029,166.92578348744,68.7341461418869,98.1916373455531,0,128.467392194899,128.467392194899,0,964.325028663175,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,130.92218312627,130.92218312627,0,1314.40215156166
15,TIER1,31,T_R_ON_R,R,R,OPTIMAL,3678.69811428218,254.136322723181,508272.645446363,511951.343560645,616.021602160206,512567.365162805,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,3678.69811428218,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,24.5479093363831,24.5479093363882,-5.08038056068472e-12,0
15,TIER1,31,T_S_ON_S,S,S,OPTIMAL,357.165567315604,337.942885197611,675885.770395221,676242.935962537,448.408477211347,676691.344439748,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,29.4574912036658,29.4574912036658,-1.77635683940025e-14,26.6044091869084,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,111.283855658288,111.283855658293,-5.10169684275752e-12,330.561158128695
15,TIER1,31,T_R_ON_S,R,S,OPTIMAL,26.604409186895,424.678831519521,849357.663039041,849384.267448228,616.021602160206,850000.289050388,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,29.4574912036658,170.542508796334,26.6044091869084,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,24.5479093363831,24.5479093363831,0,-1.33997945473751e-11
15,TIER1,31,T_S_ON_R,S,R,OPTIMAL,26.1196902734219,424.678831519516,849357.663039031,849383.782729305,448.408477211347,849832.191206516,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,29.4574912036658,29.4574912036658,0,26.1196902734219,14.7287456018329,14.7287456018329,-8.88178419700125e-15,0,111.283855658288,24.5479093363882,86.7359463218998,0
16,CONTROL,31,T_R_ON_R,R,R,OPTIMAL,4173.11560878031,257.409377301366,514818.754602733,518991.870211513,701.121021193018,519692.991232706,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,4037.90629004347,24.5479093363882,24.5479093363882,2.1316282072803e-14,27.3532171063111,57.2784551182341,57.2784551182391,-4.9880100050359e-12,107.856101630529
16,CONTROL,31,T_S_ON_S,S,S,OPTIMAL,3166.22738418328,255.772850012274,511545.700024548,514711.927408731,704.394075771204,515416.321484502,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,3025.08337213432,24.5479093363882,24.5479093363882,2.1316282072803e-14,24.639185612755,58.9149824073267,58.9149824073316,-4.9382720135327e-12,116.504826436206
16,CONTROL,31,T_R_ON_S,R,S,OPTIMAL,3160.67953530535,257.409377301371,514818.754602743,517979.434138048,701.121021193018,518680.555159241,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,3025.08337213432,24.5479093363882,24.5479093363882,2.1316282072803e-14,24.639185612755,57.2784551182341,57.2784551182341,0,110.956977558274
16,CONTROL,31,T_S_ON_R,S,R,OPTIMAL,4173.11560878031,257.409377301366,514818.754602733,518991.870211513,704.394075771204,519696.264287284,68.7341461418869,68.7341461418869,-1.4210854715202e-14,0,200,200,0,4037.90629004347,24.5479093363882,24.5479093363882,2.1316282072803e-14,27.3532171063111,58.9149824073267,57.2784551182391,1.63652728908761,107.856101630529
17,TIER1,11,T_R_ON_R,R,R,OPTIMAL,3491.09673196071,0,0,3491.09673196071,810.626517197174,4301.72324915789,141.832365054687,141.832365054687,-2.8421709430404e-13,1009.56175378844,50.7323460911775,50.7323460911776,-9.2370555648813e-14,222.274722680556,66.5521096271215,66.5521096271215,0,631.02087287121,146.196437825601,146.196437825601,2.8421709430404e-13,1628.23938262051
17,TIER1,11,T_S_ON_S,S,S,OPTIMAL,3343.65164366872,0,0,3343.65164366872,810.626517197175,4154.2781608659,194.201238305649,194.201238305649,2.8421709430404e-13,1639.4453649481,80.1898372101036,80.1898372101036,1.4210854715202e-14,833.464989950349,66.5521097118613,66.5521097118613,0,586.78802672865,64.3700733709735,64.3700733709735,4.2632564145606e-14,283.953262041619
17,TIER1,11,T_R_ON_S,R,S,OPTIMAL,3805.27278885587,0,0,3805.27278885587,810.626517197174,4615.89930605304,141.832365054687,141.832365054687,0,652.233666018584,50.7323460911775,50.7323460911775,-7.105427357601e-15,220.088188548206,66.5521096271215,66.5521096271215,0,966.805955182756,146.196437825601,146.196437825601,-1.13686837721616e-13,1966.14497910632
17,TIER1,11,T_S_ON_R,S,R,OPTIMAL,4586.99968581339,0,0,4586.99968581339,810.626517197175,5397.62620301057,194.201238305649,194.201238305649,2.8421709430404e-13,2990.20125698911,80.1898372101036,80.1898372101035,7.105427357601e-14,817.154120778022,66.5521097118613,66.5521097118613,0,631.020874154805,64.3700733709735,64.3700733709735,0,148.623433891458
18,TIER1,11,T_R_ON_R,R,R,OPTIMAL,1456.56879644281,0,0,1456.56879644281,389.493494804027,1846.06229124684,54.0054005425254,54.0054005425249,4.83169060316868e-13,898.418575855091,0,0,0,0,0,0,0,0,140.741346859488,140.741346859488,0,558.150220587719
18,TIER1,11,T_S_ON_S,S,S,OPTIMAL,295.938684777569,0,0,295.938684777569,194.201238305649,490.139923083217,9.74253566710104e-10,0,9.74253566710104e-10,0,0,0,0,0,9.81916373455527,9.81916373455527,-3.5527136788005e-15,0,87.2814554172949,87.2814554182691,-9.74196723291243e-10,295.938684777569
18,TIER1,11,T_R_ON_S,R,S,OPTIMAL,295.938684777569,9.81916373455527,19638.3274691105,19934.2661538881,389.493494804027,20323.7596486921,54.0054005425254,0,54.0054005425254,0,0,0,0,0,0,0,0,0,140.741346859488,87.2814554182691,53.4598914412189,295.938684777569
18,TIER1,11,T_S_ON_R,S,R,OPTIMAL,168.810587361661,107.465291983744,214930.583967488,215099.394554849,194.201238305649,215293.595793155,9.74253566710104e-10,9.74253566710104e-10,0,1.22482398649982e-08,0,0,0,0,9.81916373455527,0,9.81916373455527,0,87.2814554172949,87.2814554172949,0,168.810587349413
19,TIER1,11,T_R_ON_R,R,R,OPTIMAL,5859.97385790345,96.8578676049423,193715.735209885,199575.709067788,1022.22404058587,200597.933108374,152.197037885607,152.197037885607,2.55795384873636e-13,299.983508123431,200,200,2.8421709430404e-14,3602.75155662839,100,100,0,1825.87962359938,58.9149824073266,58.9149824073316,-5.03774799653911e-12,131.359169552243
19,TIER1,11,T_S_ON_S,S,S,OPTIMAL,4086.30342401212,0,0,4086.30342401212,1215.93977579576,5302.24319980788,291.301857458473,291.301857458473,-1.13686837721616e-13,2224.05267217595,76.0985190183202,76.0985190183202,-4.2632564145606e-14,338.283359968128,99.8281645591284,99.8281645591284,0,907.93346209293,140.741346861959,140.741346861959,5.6843418860808e-14,616.033929775107
19,TIER1,11,T_R_ON_S,R,S,OPTIMAL,4195.95020398242,96.8578676049471,193715.735209894,197911.685413877,1022.22404058587,198933.909454462,152.197037885607,152.197037885607,0,294.899495251597,200,200,0,2665.54496631445,100,100,0,1147.75336658178,58.9149824073266,58.9149824073266,0,87.7523758345938
19,TIER1,11,T_S_ON_R,S,R,OPTIMAL,1884.41946526097,220.931184027494,441862.368054987,443746.787520248,1215.93977579576,444962.727296044,291.301857458473,152.197037885607,139.104819572866,299.983508123431,76.0985190183202,76.0985190183202,0,414.876506679599,99.8281645591284,99.8281645591284,0,1038.20028090569,140.741346861959,58.9149824073316,81.8263644546274,131.359169552243
20,CONTROL,11,T_R_ON_R,R,R,OPTIMAL,1751.59224129818,19.6383274691105,39276.6549382211,41028.2471795193,670.976188527943,41699.2233680472,124.376073971033,124.376073971033,-4.54747350886464e-13,531.56656052898,50.7323460155618,50.7323460155618,1.4210854715202e-14,223.698021827055,66.5521097027373,66.5521097027373,0,612.726206024491,93.8275645746393,93.8275645746393,2.8421709430404e-14,383.601452917658
