LEVEL,QUESTION_ID,PLAIN_QUESTION_ZH,TECHNICAL_METRIC,STATUS,DENOMINATOR,BASE_VALUE,CANDIDATE_VALUE,ABSOLUTE_CHANGE,RELATIVE_CHANGE,DISTRIBUTION,AFFECTED_SCOPE,PRACTICAL_MATERIALITY,EVIDENCE,PLAIN_CONCLUSION_ZH,LIMITATION,NEXT_ACTION
ENGINEERING_A,B5H-A-H1,all stations have no deficit,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,STAY,NOT_APPLICABLE,NOT_APPLICABLE,0.0,H1,NOT_PREDECLARED,synthetic_case_summary.csv,all stations have no deficit,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H2,reachable surplus to deficit,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,DISPATCH,NOT_APPLICABLE,NOT_APPLICABLE,51.95974142868832,H2,NOT_PREDECLARED,synthetic_case_summary.csv,reachable surplus to deficit,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H3,80 kg capacity bound,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,DISPATCH,NOT_APPLICABLE,NOT_APPLICABLE,80.0,H3,NOT_PREDECLARED,synthetic_case_summary.csv,80 kg capacity bound,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H4,source surplus bound,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,DISPATCH,NOT_APPLICABLE,NOT_APPLICABLE,5.0,H4,NOT_PREDECLARED,synthetic_case_summary.csv,source surplus bound,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H5,destination deficit bound,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,DISPATCH,NOT_APPLICABLE,NOT_APPLICABLE,50.0,H5,NOT_PREDECLARED,synthetic_case_summary.csv,destination deficit bound,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H6,arrival at or after 3.5 h,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,STAY,NOT_APPLICABLE,NOT_APPLICABLE,0.0,H6,NOT_PREDECLARED,synthetic_case_summary.csv,arrival at or after 3.5 h,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H7,road unreachable,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,STAY,NOT_APPLICABLE,NOT_APPLICABLE,0.0,H7,NOT_PREDECLARED,synthetic_case_summary.csv,road unreachable,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H8,residual surplus prevents double spend,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,DISPATCH,NOT_APPLICABLE,NOT_APPLICABLE,100.0,H8,NOT_PREDECLARED,synthetic_case_summary.csv,residual surplus prevents double spend,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H9,loaded HTT partially unloads to deficit,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,DISPATCH,NOT_APPLICABLE,NOT_APPLICABLE,30.0,H9,NOT_PREDECLARED,synthetic_case_summary.csv,loaded HTT partially unloads to deficit,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H10,station + cargo + fixed FC use,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,IDENTITY,NOT_APPLICABLE,NOT_APPLICABLE,0.0,H10,NOT_PREDECLARED,synthetic_case_summary.csv,station + cargo + fixed FC use,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H11,HTT logistics-only state contract,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,P=Q=0,NOT_APPLICABLE,NOT_APPLICABLE,0.0,H11,NOT_PREDECLARED,synthetic_case_summary.csv,HTT logistics-only state contract,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H12,"no MFCV roots, movement, H2 use, or initial H2",synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,MFCV OFF,NOT_APPLICABLE,NOT_APPLICABLE,0.0,H12,NOT_PREDECLARED,synthetic_case_summary.csv,"no MFCV roots, movement, H2 use, or initial H2",isolated engineering smoke; no formal W_OOS,manual review before B5H-B
ENGINEERING_A,B5H-A-H13,deterministic policy replay,synthetic_case_summary.csv,COMPLETED,13 synthetic cases,policy OFF or bounded fixture,REPLAY,NOT_APPLICABLE,NOT_APPLICABLE,51.95974142868832,H13,NOT_PREDECLARED,synthetic_case_summary.csv,deterministic policy replay,isolated engineering smoke; no formal W_OOS,manual review before B5H-B
