N,preventive_inventory_kg_mean,preventive_inventory_kg_median,preventive_inventory_kg_q25,preventive_inventory_kg_q75,preventive_inventory_kg_q90,preventive_inventory_kg_q95,preventive_inventory_kg_q99,preventive_inventory_kg_max,fraction_gt10kg,fraction_gt25kg,fraction_gt50kg,fraction_gt100kg,mean_production_last8h_kg,mean_HTT_last8h_kg,ordinary_shortage_probability,mean_actual_cost_yuan
3497,24.5115110892,5.60813793862,5.60813793862,18.3262758297,91.4117596825,109.393178373,141.349425303,401.346430028,0.340863597369,0.197597941092,0.197026022305,0.0683442951101,47.8041055214,0.25613954657,0.00114383757506,35266.6123888
