method,method_label,state_id,intensity,loc,lfw_table,main_msp_terminal_k,site,target_kg,target_class,arrival_count,arrival_frequency_full_oos,arrival_frequency_given_terminal_hit,mean_final_inventory_kg,mean_gap_kg,mean_attainment,positive_gap_probability,mean_relative_gap
chi2_eta003,eta=0.03,12,3,5,0,151,2,39.2765472048076,positive_target,117,0.0117,0.0193292582190649,91.9362106067289,1.87075173737626e-08,0.999999999523697,0.00854700854700855,4.76302493602918e-10
chi2_eta003,eta=0.03,12,3,5,0,151,3,16.3652905806895,positive_target,117,0.0117,0.0193292582190649,28.9198521652883,0.0915441128381144,0.994406203031547,0.102564102564103,0.00559379696845308
chi2_eta003,eta=0.03,12,3,5,0,151,4,92.1910086220283,positive_target,117,0.0117,0.0193292582190649,99.6972187635183,5.59998712819996,0.939256688782317,0.376068376068376,0.060743311217683
chi2_eta003,eta=0.03,13,3,6,0,159,1,183.83696804374,positive_target,89,0.0089,0.0147034528333058,216.253568222529,1.56485095161056,0.991487833115055,0.101123595505618,0.00851216688494471
chi2_eta003,eta=0.03,13,3,6,0,159,2,85.3716494567399,positive_target,89,0.0089,0.0147034528333058,96.0518066001796,2.26196446970397,0.973504500802106,0.134831460674157,0.0264954991978944
chi2_eta003,eta=0.03,13,3,6,0,159,3,16.3652799793359,positive_target,89,0.0089,0.0147034528333058,31.4839056916385,0.0349281263984548,0.99786571776086,0.0337078651685393,0.00213428223914029
chi2_eta003,eta=0.03,13,3,6,0,159,4,69.5525548649856,positive_target,89,0.0089,0.0147034528333058,105.829812142014,0.628009669771959,0.990970717452564,0.0561797752808989,0.00902928254743543
chi2_eta003,eta=0.03,14,3,7,0,167,1,204.293031921316,positive_target,188,0.0188,0.0310589790186684,214.586223336303,4.36418323471177,0.978637630497389,0.223404255319149,0.0213623695026106
chi2_eta003,eta=0.03,14,3,7,0,167,2,32.7305207407448,positive_target,188,0.0188,0.0310589790186684,90.4318955467495,0,1,0,0
chi2_eta003,eta=0.03,14,3,7,0,167,3,9.81917939576067,positive_target,188,0.0188,0.0310589790186684,27.7887437586094,0,1,0,0
chi2_eta003,eta=0.03,14,3,7,0,167,4,52.6417371664842,positive_target,188,0.0188,0.0310589790186684,98.3489374262776,1.51179305480872e-16,1,0,2.87185251890063e-18
chi2_eta003,eta=0.03,15,4,1,0,175,1,242.490845037318,positive_target,34,0.0034,0.00561704939699323,226.438682694244,18.215361280463,0.924882272245537,0.735294117647059,0.0751177277544634
chi2_eta003,eta=0.03,15,4,1,0,175,2,142.378525477599,positive_target,34,0.0034,0.00561704939699323,108.944388900106,33.4341365774929,0.765174302337094,1,0.234825697662906
chi2_eta003,eta=0.03,15,4,1,0,175,3,51.2780073639153,positive_target,34,0.0034,0.00561704939699323,37.7429939433801,13.8389090767791,0.730119991235898,0.823529411764706,0.269880008764102
chi2_eta003,eta=0.03,15,4,1,0,175,4,150,positive_target,34,0.0034,0.00561704939699323,119.534864897925,30.4651351020747,0.796899099319502,0.882352941176471,0.203100900680498
chi2_eta003,eta=0.03,16,4,2,0,183,1,245.768350802666,positive_target,78,0.0078,0.0128861721460433,232.162626063248,17.7998723421124,0.927574595003877,0.807692307692308,0.0724254049961234
chi2_eta003,eta=0.03,16,4,2,0,183,2,136.921371377604,positive_target,78,0.0078,0.0128861721460433,110.987693728223,26.5820468159809,0.805859037573671,0.782051282051282,0.194140962426329
chi2_eta003,eta=0.03,16,4,2,0,183,3,52.3694238524147,positive_target,78,0.0078,0.0128861721460433,39.6906895789907,13.4857234115801,0.742488604618126,0.82051282051282,0.257511395381874
chi2_eta003,eta=0.03,16,4,2,0,183,4,150,positive_target,78,0.0078,0.0128861721460433,122.850708534195,27.1492914658054,0.819004723561297,0.807692307692308,0.180995276438703
chi2_eta003,eta=0.03,17,4,3,0,191,1,242.495486475516,positive_target,78,0.0078,0.0128861721460433,229.742930039532,15.4819981345816,0.93615552041978,0.82051282051282,0.0638444795802198
chi2_eta003,eta=0.03,17,4,3,0,191,2,141.285253689067,positive_target,78,0.0078,0.0128861721460433,107.264950711643,34.0276789389732,0.759156188983039,0.987179487179487,0.240843811016961
chi2_eta003,eta=0.03,17,4,3,0,191,3,44.7316160596879,positive_target,78,0.0078,0.0128861721460433,37.3357176852204,8.73669710981877,0.804686307372376,0.692307692307692,0.195313692627624
chi2_eta003,eta=0.03,17,4,3,0,191,4,150,positive_target,78,0.0078,0.0128861721460433,119.679847613134,30.3201523868658,0.797865650754228,0.846153846153846,0.202134349245772
chi2_eta003,eta=0.03,18,4,4,0,199,1,252.702273520957,positive_target,55,0.0055,0.00908640343631257,225.469751195219,28.2515194561542,0.888202353455236,0.927272727272727,0.111797646544764
chi2_eta003,eta=0.03,18,4,4,0,199,2,124.532268421669,positive_target,55,0.0055,0.00908640343631257,105.704029396462,20.5075804397554,0.835323160015713,0.854545454545454,0.164676839984286
chi2_eta003,eta=0.03,18,4,4,0,199,3,44.7317455611508,positive_target,55,0.0055,0.00908640343631257,37.1725621579472,9.04194777796716,0.797862845177676,0.818181818181818,0.202137154822324
chi2_eta003,eta=0.03,18,4,4,0,199,4,150,positive_target,55,0.0055,0.00908640343631257,118.971390586317,31.0286094136834,0.793142603908778,0.890909090909091,0.206857396091223
chi2_eta003,eta=0.03,19,4,5,0,207,1,231.297621603105,positive_target,44,0.0044,0.00726912274905006,231.784363025137,7.53264028229994,0.967433126937961,0.386363636363636,0.0325668730620393
chi2_eta003,eta=0.03,19,4,5,0,207,2,121.918688071935,positive_target,44,0.0044,0.00726912274905006,109.19743695309,16.1642365099465,0.867417893305994,0.704545454545455,0.132582106694006
chi2_eta003,eta=0.03,19,4,5,0,207,3,50.0952851168181,positive_target,44,0.0044,0.00726912274905006,37.08735070145,13.6825879048524,0.726868748766561,0.704545454545455,0.273131251233439
chi2_eta003,eta=0.03,19,4,5,0,207,4,139.650041540419,positive_target,44,0.0044,0.00726912274905006,123.569858775972,19.3700918263098,0.86129548109942,0.636363636363636,0.13870451890058
chi2_eta003,eta=0.03,20,4,6,0,215,1,232.932859424932,positive_target,37,0.0037,0.00611267140261028,232.456193447619,8.35471224458668,0.964132530441549,0.594594594594595,0.035867469558451
chi2_eta003,eta=0.03,20,4,6,0,215,2,100.1863762794,positive_target,37,0.0037,0.00611267140261028,107.959366158637,2.92537984609928,0.97080062225286,0.378378378378378,0.0291993777471396
chi2_eta003,eta=0.03,20,4,6,0,215,3,36.54780138014,positive_target,37,0.0037,0.00611267140261028,38.2015892849748,4.28278241574739,0.882816961512912,0.432432432432432,0.117183038487088
chi2_eta003,eta=0.03,20,4,6,0,215,4,122.192673667446,positive_target,37,0.0037,0.00611267140261028,121.338623615514,9.10694599258514,0.925470605403314,0.513513513513513,0.0745293945966856
chi2_eta003,eta=0.03,21,4,7,0,223,1,215.20334957964,positive_target,124,0.0124,0.0204857095655047,235.318785691034,1.76307309132897,0.991807408691487,0.193548387096774,0.00819259130851265
chi2_eta003,eta=0.03,21,4,7,0,223,2,93.221622471828,positive_target,124,0.0124,0.0204857095655047,108.646216580065,2.65134652240529,0.971558674349328,0.201612903225806,0.0284413256506722
chi2_eta003,eta=0.03,21,4,7,0,223,3,24.547901451242,positive_target,124,0.0124,0.0204857095655047,38.8488578662099,0.911402069873639,0.962872505754355,0.193548387096774,0.0371274942456447
chi2_eta003,eta=0.03,21,4,7,0,223,4,101.525074402858,positive_target,124,0.0124,0.0204857095655047,123.83486302438,1.42902935908056,0.98592437023577,0.25,0.0140756297642302
chi2_eta003,eta=0.03,22,5,1,0,231,1,264.325715491973,positive_target,9,0.0009,0.00148686601685115,237.248057291381,30.1198697255847,0.886050172343147,0.777777777777778,0.113949827656853
chi2_eta003,eta=0.03,22,5,1,0,231,2,144.555682281606,positive_target,9,0.0009,0.00148686601685115,115.936267488889,28.6194147927178,0.802018057394902,1,0.197981942605098
chi2_eta003,eta=0.03,22,5,1,0,231,3,51.2754324636032,positive_target,9,0.0009,0.00148686601685115,43.3646417209886,9.64304766611397,0.811936297700485,0.666666666666667,0.188063702299515
chi2_eta003,eta=0.03,22,5,1,0,231,4,150,positive_target,9,0.0009,0.00148686601685115,130.354635713142,19.6453642868583,0.869030904754277,0.777777777777778,0.130969095245722
chi2_eta003,eta=0.03,23,5,2,0,239,1,277.406850906388,positive_target,20,0.002,0.00330414670411366,255.150928875283,23.0879434007874,0.916772266707362,0.75,0.0832277332926378
chi2_eta003,eta=0.03,23,5,2,0,239,2,141.287090282329,positive_target,20,0.002,0.00330414670411366,128.423225326062,12.9160112502048,0.90858321716163,0.95,0.0914167828383698
chi2_eta003,eta=0.03,23,5,2,0,239,3,61.0968533805147,positive_target,20,0.002,0.00330414670411366,49.339188637592,11.7576647429227,0.80755695109705,1,0.19244304890295
chi2_eta003,eta=0.03,23,5,2,0,239,4,150,positive_target,20,0.002,0.00330414670411366,139.339254156998,10.6607458430015,0.928928361046656,0.8,0.0710716389533436
chi2_eta003,eta=0.03,24,5,3,0,247,1,278.513576350821,positive_target,28,0.0028,0.00462580538575913,250.190825611372,28.8938524103998,0.896256933723027,0.821428571428571,0.103743066276972
chi2_eta003,eta=0.03,24,5,3,0,247,2,136.906705367182,positive_target,28,0.0028,0.00462580538575913,124.981904323952,12.73824906245,0.906956718969417,0.785714285714286,0.0930432810305831
chi2_eta003,eta=0.03,24,5,3,0,247,3,61.1125785326699,positive_target,28,0.0028,0.00462580538575913,48.161835473715,12.950743058955,0.788083838550002,1,0.211916161449998
chi2_eta003,eta=0.03,24,5,3,0,247,4,150,positive_target,28,0.0028,0.00462580538575913,139.259246435592,10.7407535644077,0.928394976237282,0.857142857142857,0.071605023762718
chi2_eta003,eta=0.03,25,5,4,0,255,1,276.300390904299,positive_target,24,0.0024,0.0039649760449364,246.030293967988,30.8315352273046,0.888412987305604,0.875,0.111587012694396
chi2_eta003,eta=0.03,25,5,4,0,255,2,141.809518632341,positive_target,24,0.0024,0.0039649760449364,120.500023566212,21.3141717248918,0.849698582080718,0.958333333333333,0.150301417919283
chi2_eta003,eta=0.03,25,5,4,0,255,3,54.0207737598781,positive_target,24,0.0024,0.0039649760449364,47.7094421300139,6.85095008285918,0.873179341834096,0.791666666666667,0.126820658165905
chi2_eta003,eta=0.03,25,5,4,0,255,4,150,positive_target,24,0.0024,0.0039649760449364,136.159327241801,13.8406727581986,0.907728848278675,0.875,0.092271151721324
chi2_eta003,eta=0.03,26,5,5,0,263,1,271.194922361943,positive_target,22,0.0022,0.00363456137452503,250.180885394139,22.4274051251404,0.917301530095728,0.863636363636364,0.0826984699042715
chi2_eta003,eta=0.03,26,5,5,0,263,2,137.134215078136,positive_target,22,0.0022,0.00363456137452503,124.05810860213,13.6874839626418,0.900189139852202,0.772727272727273,0.0998108601477972
chi2_eta003,eta=0.03,26,5,5,0,263,3,49.6407679003528,positive_target,22,0.0022,0.00363456137452503,48.5326262445312,2.7047673555108,0.945513184628,0.5,0.0544868153719994
chi2_eta003,eta=0.03,26,5,5,0,263,4,150,positive_target,22,0.0022,0.00363456137452503,137.762430872548,12.2375691274517,0.918416205816989,0.909090909090909,0.0815837941830115
chi2_eta003,eta=0.03,27,5,6,0,271,1,271.951288207453,positive_target,9,0.0009,0.00148686601685115,238.50860226168,33.4426859457735,0.877026925791716,1,0.122973074208284
chi2_eta003,eta=0.03,27,5,6,0,271,2,131.468495838033,positive_target,9,0.0009,0.00148686601685115,111.783216609396,21.9041929927326,0.833388274102427,0.666666666666667,0.166611725897573
chi2_eta003,eta=0.03,27,5,6,0,271,3,54.5501038750447,positive_target,9,0.0009,0.00148686601685115,42.4978910603408,12.0522128147038,0.779061597347069,1,0.220938402652931
chi2_eta003,eta=0.03,27,5,6,0,271,4,150,positive_target,9,0.0009,0.00148686601685115,126.708268891048,23.2917311089525,0.844721792606984,1,0.155278207393017
chi2_eta003,eta=0.03,28,5,7,0,279,1,266.387722760742,positive_target,40,0.004,0.00660829340822733,242.233790871133,24.8283815951203,0.906796074016443,0.8,0.0932039259835564
chi2_eta003,eta=0.03,28,5,7,0,279,2,113.46575234314,positive_target,40,0.004,0.00660829340822733,116.666997430508,3.72440926557113,0.967175917061671,0.425,0.0328240829383289
chi2_eta003,eta=0.03,28,5,7,0,279,3,52.9143765828423,positive_target,40,0.004,0.00660829340822733,44.6836722129841,8.5379720006329,0.838645514659595,0.725,0.161354485340405
chi2_eta003,eta=0.03,28,5,7,0,279,4,149.154677546133,positive_target,40,0.004,0.00660829340822733,132.235154660614,17.0099878051389,0.885957396140809,0.75,0.11404260385919
chi2_eta003,eta=0.03,29,6,1,0,287,1,299.772462370493,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,29,6,1,0,287,2,143.468674173339,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,29,6,1,0,287,3,82.1081042623194,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,29,6,1,0,287,4,150,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,30,6,2,0,295,1,300,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,30,6,2,0,295,2,143.241148115322,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,30,6,2,0,295,3,88.3216683109635,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,30,6,2,0,295,4,150,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,31,6,3,0,303,1,300,positive_target,1,0.0001,0.000165207335205683,270.236691753431,29.7633082465687,0.900788972511437,1,0.0992110274885623
chi2_eta003,eta=0.03,31,6,3,0,303,2,143.241140516995,positive_target,1,0.0001,0.000165207335205683,131.456130838798,11.7850096781967,0.917726083193265,1,0.0822739168067322
chi2_eta003,eta=0.03,31,6,3,0,303,3,83.7691237697975,positive_target,1,0.0001,0.000165207335205683,50.0012893797075,33.7678343900901,0.596894024069226,1,0.403105975930775
chi2_eta003,eta=0.03,31,6,3,0,303,4,150,positive_target,1,0.0001,0.000165207335205683,149.994168700741,0.0058312992587161,0.999961124671607,1,3.88753283914407e-05
chi2_eta003,eta=0.03,32,6,4,0,311,1,300,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,32,6,4,0,311,2,139.105719792175,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,32,6,4,0,311,3,83.4615116465665,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,32,6,4,0,311,4,150,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,33,6,5,0,319,1,300,positive_target,1,0.0001,0.000165207335205683,250.119883273708,49.8801167262924,0.833732944245693,1,0.166267055754308
chi2_eta003,eta=0.03,33,6,5,0,319,2,133.421984648734,positive_target,1,0.0001,0.000165207335205683,113.46575234314,19.9562323055936,0.850427706062583,1,0.149572293937414
chi2_eta003,eta=0.03,33,6,5,0,319,3,73.6444866111792,positive_target,1,0.0001,0.000165207335205683,49.9303446849857,23.7141419261936,0.677991618688347,1,0.322008381311654
chi2_eta003,eta=0.03,33,6,5,0,319,4,150,positive_target,1,0.0001,0.000165207335205683,138.379121207863,11.6208787921367,0.922527474719087,1,0.0774725252809113
chi2_eta003,eta=0.03,34,6,6,0,327,1,300,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,34,6,6,0,327,2,123.603016670133,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,34,6,6,0,327,3,58.1418507848514,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,34,6,6,0,327,4,150,positive_target,0,0,0,,,,,
chi2_eta003,eta=0.03,35,6,7,0,335,1,300,positive_target,2,0.0002,0.000330414670411366,273.080506320968,26.9194936790327,0.910268354403225,1,0.0897316455967758
chi2_eta003,eta=0.03,35,6,7,0,335,2,106.980914137021,positive_target,2,0.0002,0.000330414670411366,128.038133080905,0,1,0,0
chi2_eta003,eta=0.03,35,6,7,0,335,3,50.9889763636863,positive_target,2,0.0002,0.000330414670411366,52.7436301264284,0,1,0,0
chi2_eta003,eta=0.03,35,6,7,0,335,4,150,positive_target,2,0.0002,0.000330414670411366,149.320855881193,0.67914411880666,0.99547237254129,0.5,0.00452762745871107
