state_id,saa_arrival_count,saa_target_total_kg,saa_mean_final_total_kg,saa_mean_gap_total_kg,saa_mean_attainment,saa_positive_gap_probability,dro_arrival_count,dro_target_total_kg,dro_mean_final_total_kg,dro_mean_gap_total_kg,dro_mean_attainment,dro_positive_gap_probability,arrival_count,arrival_frequency_full_oos,arrival_frequency_given_terminal_hit,DeltaT_total_kg,DeltaI_total_kg,increment_realization_ratio_total,attainment_delta_dro_minus_saa,weighted_DeltaT_per_terminal_hit_path_kg,weighted_DeltaI_per_terminal_hit_path_kg,weighted_unrealized_increment_per_terminal_hit_path_kg,ordinary_shortage_worse_count,ordinary_shortage_worse_share_of_all_280,ordinary_shortage_worse_probability_given_state
7,1023,0,349.459336892213,0,,0,1023,0,377.381582823475,0,,0,1023,0.1023,0.169007103915414,0,27.9222459312619,,,0,4.71905791965652,,17,0.0607142857142857,0.0166177908113392
13,89,240.569511496604,433.927998341484,0.140539245324601,0.999415806082615,0.0224719101123595,89,355.126452344801,449.619092656361,4.48975321748495,0.98735731121171,0.179775280898876,89,0.0089,0.0147034528333058,114.556940848197,15.6910943148772,0.136972008842921,-0.0120584948709054,1.68438257648927,0.23071326516175,1.45366931132752,19,0.0678571428571429,0.213483146067416
19,44,511.414777841421,495.639884466051,41.017948175864,0.919795144854842,0.75,44,542.961636332278,501.639009455649,56.7495565234086,0.895481461808695,0.772727272727273,44,0.0044,0.00726912274905006,31.5468584908569,5.99912498959833,0.190165527617814,-0.0243136830461471,0.229317986716951,0.0436083759362839,0.185709610780667,9,0.0321428571428571,0.204545454545455
