method,method_label,aggregation_scope,observation_count,mean_target_kg,mean_final_inventory_kg,mean_gap_kg,mean_attainment,positive_gap_probability,target_mass_weighted_attainment
chi2_eta003,eta=0.03,all_10000_paths_four_station_total,10000,90.0175014450322,363.9578854861,4.76506164877224,,,
chi2_eta003,eta=0.03,6053_terminal_hit_paths_four_station_total,6053,148.715515356075,400.962968654621,7.87223137084461,,0.148686601685115,
chi2_eta003,eta=0.03,own_positive_target_paths_four_station_total,5030,178.961235477201,405.758944341548,9.47328359596867,0.98159900977045,0.178926441351889,0.947065164303832
chi2_eta003,eta=0.03,own_positive_target_station_path_cells,15441,58.2977148144749,109.260399953975,3.08597995516627,0.97398602162667,0.161388511106794,0.947065164303832
chi2_eta003,eta=0.03,equal_observed_positive_state_station_cells,112,116.689558414562,122.919269835856,11.0120932576053,0.91491311219591,0.52310541033415,0.905629146195903
chi2_eta003,eta=0.03,equal_observed_positive_target_states,30,435.641018081033,480.559276793937,41.111814828393,0.928619041193448,0.625110486119586,0.905629146195903
chi2_eta003,eta=0.03,common_positive_target_states_oos_frequency_weighted,1484,445.334600285001,467.833435087727,32.1095798434787,0.937630066809548,0.606469002695418,0.927897855179163
