"candidate","path","size_bytes","sha256","hashed_after_matlab_exit","source_commit"
"ARM-B0001","C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\06_checkpoint\checkpoint_final.mat","305053577","887b9d330a4c7968268ae564e8f188d7cc8b1b9d6279af8378fc52db58bf32b3","True","b9a3c3b492fb6529e709f3f5d2248ea9c178d4bb"
