case_id,eta,solver_mode,solver_status,robust_audit_status,LB,UB,absolute_gap,relative_gap,iteration_count,cut_count,optimization_runtime_sec,grouped_fixed_T_audit_runtime_sec,strong_duality_gap,strong_duality_relative_gap,objective_reconstruction_gap,divergence_used,divergence_slack,divergence_fraction,probability_sum_residual,minimum_worst_probability,maximum_worst_probability,effective_support_size_ESS,positive_probability_support_count,robust_audit_mechanical_residual,nominal_fixed_T_mechanical_residual,validation_1_fixed_T_mechanical_residual,validation_2_fixed_T_mechanical_residual,stress_fixed_T_mechanical_residual,maximum_mechanical_residual,eta_zero_T_reference_error,eta_zero_objective_reference_error,eta_zero_direct_SAA_pass,constructed_R_by_R_matrix,certificate_pass
1,0,SAA,OPTIMAL,PASS,11444.8775967691,11444.8775967691,0,0,1,0,6.0015353,4.2103279,7.27595761418343e-12,7.2096182842981e-16,1.67347025126219e-10,9.30439961861327e-30,-9.30439961861327e-30,NaN,3.17523785042795e-14,6.66666666666669e-05,6.66666666666669e-05,14999.9999999988,15000,1.60071067512035e-10,2.8421709430404e-13,3.41060513164848e-13,3.41060513164848e-13,5.54839757687914e-14,1.60071067512035e-10,1.98951966012828e-13,1.72803993336856e-10,1,0,1
2,0.0001,FLAT_CHI2_CERTIFIED_DECOMPOSITION,OPTIMAL,PASS,11831.0400656949,11831.0400657043,9.39508026931435e-09,7.94104340543038e-13,36,38,177.2826544,4.1828194,1.73167791217566e-09,1.65368020022871e-13,1.73167791217566e-09,9.9999999998449e-05,1.55104607543061e-15,0.99999999998449,4.39648317751562e-14,6.64925365970044e-05,7.6944078215238e-05,14998.5001499846,15000,5.6843418860808e-14,5.6843418860808e-14,5.6843418860808e-14,5.6843418860808e-14,5.50917064919308e-14,5.6843418860808e-14,NaN,NaN,1,0,1
3,0.0003,FLAT_CHI2_CERTIFIED_DECOMPOSITION,OPTIMAL,PASS,12113.7069744165,12113.7070131702,3.87537693313789e-05,3.19916680246972e-09,34,36,164.2834572,4.227808,9.89530235528946e-10,9.20122849712122e-14,9.89530235528946e-10,0.00029999999999844,1.5596248251204e-15,0.999999999994801,1.55431223447522e-14,6.63650645448187e-05,8.44676668760943e-05,14995.5013495947,15000,5.6843418860808e-14,5.6843418860808e-14,5.6843418860808e-14,5.6843418860808e-14,5.50917143006955e-14,5.6843418860808e-14,NaN,NaN,1,0,1
4,0.001,FLAT_CHI2_CERTIFIED_DECOMPOSITION,OPTIMAL,PASS,12665.9205983052,12665.9207219944,0.000123689203974209,9.76551225047717e-09,38,40,186.1211539,4.5202761,5.23868948221207e-10,4.63402198711828e-14,5.23868948221207e-10,0.000999999999998439,1.56125112837913e-15,0.999999999998439,1.86517468137026e-14,6.6116033271248e-05,9.91710295455752e-05,14985.0149850153,15000,5.6843418860808e-14,5.6843418860808e-14,5.6843418860808e-14,5.6843418860808e-14,5.50994010294741e-14,5.6843418860808e-14,NaN,NaN,1,0,1
5,0.003,FLAT_CHI2_CERTIFIED_DECOMPOSITION,OPTIMAL,PASS,13559.6144949517,13559.6144985629,3.61110869562253e-06,2.66313522114162e-10,34,36,165.8274525,4.6507381,3.11047188006341e-10,2.55008794556956e-14,3.11047188006341e-10,0.00299999999999834,1.66359981346176e-15,0.999999999999445,2.26485497023532e-14,6.57129353355175e-05,0.000122971297896184,14955.1345962119,15000,5.6843418860808e-14,5.6843418860808e-14,5.6843418860808e-14,5.6843418860808e-14,5.51002312700058e-14,5.6843418860808e-14,NaN,NaN,1,0,1
6,0.01,FLAT_CHI2_CERTIFIED_DECOMPOSITION,OPTIMAL,PASS,15303.4012053133,15303.401216322,1.10087494249456e-05,7.19366189863993e-10,14,16,72.1022768,4.1437884,1.67347025126219e-10,1.20251102660331e-14,1.67347025126219e-10,0.00999999999999855,1.44675937896466e-15,0.999999999999855,1.88737914186277e-14,6.49243291751338e-05,0.00016971291497794,14851.4851485146,15000,5.6843418860808e-14,5.6843418860808e-14,2.8421709430404e-14,2.8421709430404e-14,5.46125824328473e-14,5.6843418860808e-14,NaN,NaN,1,0,1
7,0.03,FLAT_CHI2_CERTIFIED_DECOMPOSITION,OPTIMAL,PASS,18120.9193106895,18120.919323348,1.265854734811e-05,6.98559886627828e-10,13,15,65.0787593,3.7460173,9.82254277914762e-11,5.87710889268736e-15,9.82254277914762e-11,0.0299999999999983,1.74860126378462e-15,0.999999999999942,3.25295346215171e-14,6.36481105080847e-05,0.000245418842296333,14563.1067961169,15000,5.6843418860808e-14,5.6843418860808e-14,2.8421709430404e-14,2.8421709430404e-14,5.4322065225369e-14,5.6843418860808e-14,NaN,NaN,1,0,1
8,0.1,FLAT_CHI2_CERTIFIED_DECOMPOSITION,OPTIMAL,PASS,23611.8004379247,23611.800496191,5.82663051318377e-05,2.46767734384496e-09,13,15,59.4953769,3.660444,6.18456397205591e-11,2.79048822043371e-15,6.18456397205591e-11,0.0999999999999951,4.92661467177413e-15,0.999999999999951,1.90958360235527e-14,6.11539408837355e-05,0.000393815095710342,13636.3636363636,15000,5.6843418860808e-14,5.6843418860808e-14,2.8421709430404e-14,2.8421709430404e-14,5.40854303528478e-14,5.6843418860808e-14,NaN,NaN,1,0,1
