case_id,eta,delta_T1_vs_SAA_kg,delta_T2_vs_SAA_kg,delta_T3_vs_SAA_kg,delta_T4_vs_SAA_kg,TerminalLOH_L1_change_vs_SAA_kg,TerminalLOH_Linf_change_vs_SAA_kg,TerminalLOH_total_change_vs_SAA_kg,validation_mean_total_cost_average,validation_mean_total_cost_range,three_role_mean_operating_loss_range,three_role_CVaR995_range,validation_1_mean_total_cost_relative_to_nominal,validation_2_mean_total_cost_relative_to_nominal,validation_average_CVaR995_improvement_vs_SAA,stress_q95_improvement_vs_SAA,dominated,dominated_by_eta,rapid_inventory_fill_small_validation_gain_flag,balanced_compromise_score
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11169.140204927699,277.4400692828003,414.4574264829498,30452.54631640599,-0.0362133559733304,-0.011971937317955953,0.0,0.0,False,,False,nan
2,0.0001,3.2580530306099718,-0.8332651569809855,0.83326516032119,0.0,4.924583347912147,3.2580530306099718,3.2580530339502047,11168.3047804679,278.82497834060086,416.0175962789999,30444.894502195995,-0.03634957377258035,-0.011987216962478757,0.0004448771981758619,0.0,False,,False,0.25143049360612724
3,0.0003,3.258379304529001,-0.8327785513889978,0.8329365209824005,0.0,4.924094376900399,3.258379304529001,3.258537274122432,11168.30453526025,278.82499410270066,416.01793358549,30444.889708320028,-0.036349602977285234,-0.011987244969240118,0.00044493974848944863,0.0,False,,False,0.25142662317383613
4,0.001,4.107354101207989,-0.8347714546409861,0.8345889340346986,0.0,5.776714489883673,4.107354101207989,4.107171580601744,11168.086901731,279.0536726026003,416.4693899902504,30423.245159754006,-0.036388669125973695,-0.012006584860524354,0.0005333546251942941,0.0,False,,False,0.24676757187648485
5,0.003,4.621825155120973,-1.3487849059889925,1.3487954577534964,0.0,7.319405518863462,4.621825155120973,4.621835706885463,11168.17301637715,279.4297900396996,416.7111959320591,30410.75596594502,-0.03640935178674931,-0.011994702925453305,0.000586759018607183,0.0,False,,False,0.24586060410357338
6,0.01,5.410086463191988,4.636085222002009,6.990699069906896,0.0,17.036870755100892,6.990699069906896,17.03687075510095,11169.7657159525,287.37016591500105,426.08469166621035,30590.829285760992,-0.03720560082629703,-0.012112515128679831,0.0024159809203142465,0.0,False,,True,0.22299013234378987
7,0.03,5.410086463191988,15.016413751677987,6.990699069906896,0.0,27.41719928477687,15.016413751677987,27.41719928477687,11178.3604713467,290.4478341060003,427.21274147183976,30570.226187277993,-0.03727746253158716,-0.011933746855022376,0.0038684797937751903,0.0,False,,True,0.2710702406820042
8,0.1,5.410086463191988,35.55935108819699,6.990699069906896,0.0,47.960136621295874,35.55935108819699,47.960136621295874,11206.16444642745,298.2894925194996,423.3504554252195,30105.90741433599,-0.03687602835863719,-0.010893460856301116,0.005928120370698158,0.0,False,,False,0.5
