case_id,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,T1_capacity_binding,T2_capacity_binding,T3_capacity_binding,T4_capacity_binding,capacity_binding_count,first_stage_cost,nominal_expected_recourse,nominal_worst_expected_recourse,nominal_robust_objective,nominal_fixed_T_runtime_sec,validation_1_fixed_T_runtime_sec,validation_2_fixed_T_runtime_sec,stress_fixed_T_runtime_sec,case_total_runtime_sec,solver_status,audit_status,case_pass,nominal_mean_total_cost,nominal_mean_operating_loss,nominal_mean_shortage_kg,nominal_operating_loss_q95,nominal_operating_loss_q99,nominal_operating_loss_q995,nominal_operating_loss_CVaR95,nominal_operating_loss_CVaR99,nominal_operating_loss_CVaR995,nominal_maximum_shortage_kg,nominal_mean_service_rate,LB,UB,absolute_gap,relative_gap,iteration_count,optimization_runtime_sec,strong_duality_gap,divergence_used,probability_sum_residual,maximum_worst_probability,effective_support_size_ESS,maximum_mechanical_residual,nominal_mean_total_cost_relative_to_SAA,validation_mean_CVaR995_improvement_vs_SAA,stress_q95_improvement_vs_SAA
1,0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,1352.86255898317,10092.0150377861,10092.0150377861,11444.8775967693,4.4915923,4.6477526,4.9680691,0.0422342,28.2928414,OPTIMAL,PASS,1,11444.8775967693,10092.0150377861,4.60246206438826,61314.2770955281,188736.506145148,265137.035192045,144578.789200454,301757.083691706,380774.74914859,301.121021193028,0.987277179106841,11444.8775967691,11444.8775967691,0,0,1,6.0015353,7.27595761418343e-12,9.30439961861327e-30,3.17523785042795e-14,6.66666666666669e-05,14999.9999999988,1.60071067512035e-10,0.0,0.0,0.0
2,0.0001,297.847966567418,137.998799867703,93.8425660904143,150,679.689332525535,0,0,0,1,1,1359.37866505107,10085.5312225255,10471.6614006515,11831.0400657025,4.3810411,4.5050725,4.3136263,0.0260802,198.229137,OPTIMAL,PASS,1,11444.9098875766,10085.5312225255,4.5992040113558,61312.8902767512,187688.891811117,264300.23434463,144490.786268205,301554.898986516,380641.088072481,301.121021193028,0.987283212806824,11831.0400656949,11831.0400657043,9.39508026931435e-09,7.94104340543038e-13,36,177.2826544,1.73167791217566e-09,9.9999999998449e-05,4.39648317751562e-14,7.6944078215238e-05,14998.5001499846,5.6843418860808e-14,2.821420065562563e-06,0.0004448771981758619,0.0
3,0.0003,297.848292841337,137.999286473295,93.8422374510755,150,679.689816765707,0,0,0,1,1,1359.37963353141,10085.530338263,10754.3273796378,12113.7070131692,4.6212821,4.5395664,4.498744,0.0324116,185.1344928,OPTIMAL,PASS,1,11444.9099717944,10085.530338263,4.59920356992519,61312.8908237118,187688.891864431,264300.23434463,144490.774653279,301554.880084238,380641.096800968,301.121021193028,0.987283213527584,12113.7069744165,12113.7070131702,3.87537693313789e-05,3.19916680246972e-09,34,164.2834572,9.89530235528946e-10,0.00029999999999844,1.55431223447522e-14,8.44676668760943e-05,14995.5013495947,5.6843418860808e-14,2.828778623918063e-06,0.00044493974848944863,0.0
4,0.001,298.697267638016,137.997293570043,93.8438898641278,150,680.538451072186,0,0,0,1,1,1361.07690214437,10083.9525532756,11304.8438198495,12665.9207219939,4.5769129,4.477606,4.7109976,0.0300874,207.7667594,OPTIMAL,PASS,1,11445.02945542,10083.9525532756,4.5984116011285,61312.8880735698,187688.891596365,264300.23434463,144468.406971031,301510.441273712,380640.954904832,301.121021193028,0.987284630474353,12665.9205983052,12665.9207219944,0.000123689203974209,9.76551225047717e-09,38,186.1211539,5.23868948221207e-10,0.000999999999998439,1.86517468137026e-14,9.91710295455752e-05,14985.0149850153,5.6843418860808e-14,1.3268700291190084e-05,0.0005333546251942941,0.0
5,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,0,0,0,1,1,1362.10623039694,10083.0630868924,12197.5082681656,13559.6144985625,4.8811929,4.4610991,4.3870833,0.0257884,187.1630252,OPTIMAL,PASS,1,11445.1693172894,10083.0630868924,4.5979655184845,61312.0322700438,187688.808178034,264300.23434463,144453.592929959,301470.106935054,380614.337465006,301.121021193028,0.987285520942133,13559.6144949517,13559.6144985629,3.61110869562253e-06,2.66313522114162e-10,34,165.8274525,3.11047188006341e-10,0.00299999999999834,2.26485497023532e-14,0.000122971297896184,14955.1345962119,5.6843418860808e-14,2.5489177811880582e-05,0.000586759018607183,0.0
6,0.01,300,143.468150246686,100,150,693.468150246686,1,0,1,1,3,1386.93630049337,10065.2290241678,13916.4649158285,15303.4012163218,4.9961667,4.7034259,4.9165394,0.0714862,94.2666987,OPTIMAL,PASS,1,11452.1653246611,10065.2290241678,4.58915104615018,61312.0073430716,187687.892907301,264300.23434463,144139.505545243,300517.939188101,379718.228153087,301.121021193028,0.987303786616782,15303.4012053133,15303.401216322,1.10087494249456e-05,7.19366189863993e-10,14,72.1022768,1.67347025126219e-10,0.00999999999999855,1.88737914186277e-14,0.00016971291497794,14851.4851485146,5.6843418860808e-14,0.0006367676569872264,0.0024159809203142465,0.0
7,0.03,300,153.848478776362,100,150,703.848478776362,1,0,1,1,3,1407.69695755272,10052.6523382128,16713.2223657952,18120.9193233479,3.9448522,3.8592035,3.8569677,0.0282876,83.3389189,OPTIMAL,PASS,1,11460.3492957655,10052.6523382128,4.58292279955924,61312.0073430716,186649.994483886,263508.135578274,143918.809369106,300086.200127784,379272.354531515,301.121021193028,0.987316442448968,18120.9193106895,18120.919323348,1.265854734811e-05,6.98559886627828e-10,13,65.0787593,9.82254277914762e-11,0.0299999999999983,3.25295346215171e-14,0.000245418842296333,14563.1067961169,5.6843418860808e-14,0.00135184486381639,0.0038684797937751903,0.0
8,0.1,300,174.391416112881,100,150,724.391416112881,1,0,1,1,3,1448.78283222576,10031.5873233672,22163.0176639652,23611.800496191,4.085117,3.7285501,3.7112385,0.0253749,77.3709862,OPTIMAL,PASS,1,11480.370155593,10031.5873233672,4.57242792473124,61236.0460699415,186130.027450206,263508.135578274,143520.842114429,299374.868326684,378738.715993834,301.121021193028,0.987337887074456,23611.8004379247,23611.800496191,5.82663051318377e-05,2.46767734384496e-09,13,59.4953769,6.18456397205591e-11,0.0999999999999951,1.90958360235527e-14,0.000393815095710342,13636.3636363636,5.6843418860808e-14,0.0031011741736512,0.005928120370698158,0.0
