case_id,decision_label,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,T1_capacity_binding,T2_capacity_binding,T3_capacity_binding,T4_capacity_binding,capacity_binding_count,c_H2_yuan_per_kg,production_cost_yuan,M_H2_yuan_per_kg,nominal_mean_shortage_kg,nominal_mean_EENS_kWh,nominal_electricity_service_rate,nominal_mean_unserved_cost_yuan,nominal_mean_economic_total_yuan,nominal_expected_recourse_yuan,nominal_worst_recourse_yuan,robust_primary_objective_yuan,secondary_expected_service_distance,secondary_group_sum_service_distance,optimization_runtime_sec,lex_primary_runtime_sec,lex_secondary_runtime_sec,case_total_runtime_sec,solver_status,audit_status,case_pass,T1_kg_change_vs_SAA,T1_kg_change_vs_previous_eta,T2_kg_change_vs_SAA,T2_kg_change_vs_previous_eta,T3_kg_change_vs_SAA,T3_kg_change_vs_previous_eta,T4_kg_change_vs_SAA,T4_kg_change_vs_previous_eta,TerminalLOH_total_kg_change_vs_SAA,TerminalLOH_total_kg_change_vs_previous_eta,production_cost_yuan_change_vs_SAA,production_cost_yuan_change_vs_previous_eta,nominal_mean_EENS_kWh_change_vs_SAA,nominal_mean_EENS_kWh_change_vs_previous_eta,nominal_mean_economic_total_yuan_change_vs_SAA,nominal_mean_economic_total_yuan_change_vs_previous_eta,nominal_restored_energy_vs_SAA_kWh,net_economic_increment_per_restored_kWh,marginal_EENS_improvement_per_added_kg
1,SAA,0,222.840465864768,119.193737555574,36.003600360036,133.376974061042,511.41477784142,0,0,0,0,0,32.5213675213675,16631.9079460394,1283.205,6.18716417096257,113.42,0.968342694273149,7939.40000000003,24571.3079460394,7939.39999999999,7939.40000000001,24571.3079460414,870.214187151427,12636595.9142917,8.1497792,4.0996537,4.5253278,24.240903,OPTIMAL,PASS,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,
2,ETA_0.0003,0.0003,223.658693606249,121.102597522249,36.5493148952035,135.832334729837,517.142940753539,0,0,0,0,0,32.5213675213675,16818.1956373266,1283.205,6.04541507785942,110.82152649978,0.96885445783038,7757.5068549846,24575.7024923112,7757.50685498456,8266.33631435852,25084.5319516859,871.996607805371,12663200.8467823,216.80663,3.4724761,4.3203877,231.1525032,OPTIMAL,PASS,1,0.818227741480996,0.818227741480996,1.908859966675,1.908859966675,0.545714535167498,0.545714535167498,2.45536066879498,2.45536066879498,5.72816291211905,5.72816291211905,186.287691287202,186.287691287202,-2.59847350022,-2.59847350022,4.39454627180021,4.39454627180021,2.59847350022,1.69120303571622,0.453631214769122
3,ETA_0.001,0.001,223.659164599841,121.377845308717,36.5502981876255,137.467568714779,519.054876810963,0,0,0,0,0,32.5213675213675,16880.3744125275,1283.205,6.00036770142428,109.995740518659,0.969016335952768,7699.70183630615,24580.0762488336,7699.70183630611,8623.46261094756,25503.8370234754,872.523712090712,12671100.6698499,214.3701398,3.3237674,4.1504545,228.1580461,OPTIMAL,PASS,1,0.818698735073013,0.000470993592017521,2.184107753143,0.275247786468,0.546697827589497,0.000983292421999238,4.09059465373699,1.635233984942,7.64009896954303,1.91193605742399,248.466466488102,62.1787752009004,-3.424259481341,-0.825785981121001,8.76830279420028,4.37375652240007,3.424259481341,2.56064204304005,0.431910877936791
4,ETA_0.003,0.003,225.290752999455,121.925712142017,41.4625527230357,137.464508019752,526.143525884259,0,0,0,0,0,32.5213675213675,17110.9069742702,1283.205,5.84005744654416,107.057013081324,0.96960444458331,7493.9909156927,24604.8978899629,7493.99091569267,9060.70687151548,26171.6138457859,873.35450444203,12683398.7450578,232.1972463,3.4359437,4.6263257,246.6665639,OPTIMAL,PASS,1,2.45028713468702,1.631588399614,2.731974586443,0.547866833300006,5.4589523629997,4.9122545354102,4.08753395871,-0.00306069502698847,14.728748042839,7.08864907329598,478.999028230803,230.532561742701,-6.362986918676,-2.938727437335,33.5899439235,24.8216411292997,6.362986918676,5.27895850687829,0.414568051958678
5,ETA_0.01,0.01,226.65914750245,121.966076719698,44.4140410940083,139.650354720371,532.689620036528,0,0,0,0,0,32.5213675213675,17323.7949080255,1283.205,5.7007977250189,104.504173496184,0.970106811431061,7315.29214473287,24639.0870527584,7315.29214473283,10125.1898213706,27448.9847293963,874.490304742031,12700310.7270843,221.5055571,3.4989341,4.2415099,235.9864933,OPTIMAL,PASS,1,3.818681637682,1.36839450299499,2.77233916412399,0.0403645776809896,8.41044073397229,2.9514883709726,6.27338065932901,2.18584670061901,21.274842195108,6.54609415226901,691.8869619861,212.887933755297,-8.91582650381601,-2.55283958514001,67.779106719001,34.189162795501,8.91582650381601,7.60211144642522,0.389979050981896
6,ETA_0.03,0.03,231.29762160439,121.918688071569,50.0952850712816,139.650041539934,542.961636287175,0,0,0,0,0,32.5213675213675,17657.8549236983,1283.205,5.51703591909579,101.135543950904,0.970765666411225,7079.48807656331,24737.3430002616,7079.48807656328,11824.9743377367,29482.8292614351,876.289965560138,12727199.146037,263.5759878,4.0810752,4.5805295,279.5961175,OPTIMAL,PASS,1,8.45715573962201,4.63847410194001,2.72495051599499,-0.0473886481290009,14.0916847112456,5.6812439772733,6.27306747889199,-0.000313180437018445,31.546858445755,10.272016250647,1025.9469776589,334.060015672803,-12.284456049096,-3.36862954528,166.0350542222,98.2559475031994,12.284456049096,13.5158653796819,0.327942388629675
