case_id,decision_label,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,T1_capacity_binding,T2_capacity_binding,T3_capacity_binding,T4_capacity_binding,capacity_binding_count,c_H2_yuan_per_kg,production_cost_yuan,M_H2_yuan_per_kg,nominal_mean_shortage_kg,nominal_mean_EENS_kWh,nominal_electricity_service_rate,nominal_mean_unserved_cost_yuan,nominal_mean_economic_total_yuan,nominal_expected_recourse_yuan,nominal_worst_recourse_yuan,robust_primary_objective_yuan,secondary_expected_service_distance,secondary_group_sum_service_distance,optimization_runtime_sec,lex_primary_runtime_sec,lex_secondary_runtime_sec,case_total_runtime_sec,solver_status,audit_status,case_pass
1,SAA,0,222.840465864768,119.193737555574,36.003600360036,133.376974061042,511.41477784142,0,0,0,0,0,32.5213675213675,16631.9079460394,1283.205,6.18716417096257,113.42,0.968342694273149,7939.40000000003,24571.3079460394,7939.39999999999,7939.40000000001,24571.3079460414,870.214187151427,12636595.9142917,8.1497792,4.0996537,4.5253278,24.240903,OPTIMAL,PASS,1
2,ETA_0.0003,0.0003,223.658693606249,121.102597522249,36.5493148952035,135.832334729837,517.142940753539,0,0,0,0,0,32.5213675213675,16818.1956373266,1283.205,6.04541507785942,110.82152649978,0.96885445783038,7757.5068549846,24575.7024923112,7757.50685498456,8266.33631435852,25084.5319516859,871.996607805371,12663200.8467823,216.80663,3.4724761,4.3203877,231.1525032,OPTIMAL,PASS,1
3,ETA_0.001,0.001,223.659164599841,121.377845308717,36.5502981876255,137.467568714779,519.054876810963,0,0,0,0,0,32.5213675213675,16880.3744125275,1283.205,6.00036770142428,109.995740518659,0.969016335952768,7699.70183630615,24580.0762488336,7699.70183630611,8623.46261094756,25503.8370234754,872.523712090712,12671100.6698499,214.3701398,3.3237674,4.1504545,228.1580461,OPTIMAL,PASS,1
4,ETA_0.003,0.003,225.290752999455,121.925712142017,41.4625527230357,137.464508019752,526.143525884259,0,0,0,0,0,32.5213675213675,17110.9069742702,1283.205,5.84005744654416,107.057013081324,0.96960444458331,7493.9909156927,24604.8978899629,7493.99091569267,9060.70687151548,26171.6138457859,873.35450444203,12683398.7450578,232.1972463,3.4359437,4.6263257,246.6665639,OPTIMAL,PASS,1
5,ETA_0.01,0.01,226.65914750245,121.966076719698,44.4140410940083,139.650354720371,532.689620036528,0,0,0,0,0,32.5213675213675,17323.7949080255,1283.205,5.7007977250189,104.504173496184,0.970106811431061,7315.29214473287,24639.0870527584,7315.29214473283,10125.1898213706,27448.9847293963,874.490304742031,12700310.7270843,221.5055571,3.4989341,4.2415099,235.9864933,OPTIMAL,PASS,1
6,ETA_0.03,0.03,231.29762160439,121.918688071569,50.0952850712816,139.650041539934,542.961636287175,0,0,0,0,0,32.5213675213675,17657.8549236983,1283.205,5.51703591909579,101.135543950904,0.970765666411225,7079.48807656331,24737.3430002616,7079.48807656328,11824.9743377367,29482.8292614351,876.289965560138,12727199.146037,263.5759878,4.0810752,4.5805295,279.5961175,OPTIMAL,PASS,1
