decision_id,eta,mean_shortage_kg,mean_EENS_kWh,mean_electricity_service_rate,mean_unserved_cost_yuan,mean_economic_total_yuan,shortage_q95_kg,shortage_q99_kg,shortage_q995_kg,shortage_CVaR95_kg,shortage_CVaR99_kg,shortage_CVaR995_kg,maximum_shortage_kg,maximum_EENS_kWh,economic_total_change_vs_SAA,EENS_change_vs_SAA,economic_total_change_vs_previous_eta,EENS_change_vs_previous_eta
1,0,6.18716417096256,113.42,0.984463424308349,7939.40000000001,24571.3079460394,45.8227640945913,113.738646591932,157.379374301067,91.7166815495781,170.215094959225,207.749243823904,343.12522161307,6290,0,0,,
2,0.0003,6.04541507785941,110.82152649978,0.984718216937202,7757.5068549846,24575.7024923109,45.0041830497508,112.647516437713,154.924583367428,90.0349720450559,168.775383905273,206.528915930794,340.670647111228,6245.00396751947,4.39454627149826,-2.59847350022,4.39454627149826,-2.59847350022
3,0.001,6.00036770142427,109.995740518659,0.984798891371258,7699.70183630612,24580.0762488329,44.1862368054987,110.736563672711,154.922046837511,89.512619450453,168.328496047833,206.144380821518,340.394416032338,6239.9402374968,8.76830279349815,-3.424259481341,4.37375652199989,-0.825785981121001
4,0.003,5.84005744654413,107.057013081324,0.985092098101346,7493.99091569267,24604.8978899635,42.5497095164062,108.560169134824,154.379074271063,86.8835166586462,166.066108988717,204.307457824906,334.934294663627,6139.84802262629,33.5899439241002,-6.362986918676,24.8216411306021,-2.938727437335
5,0.01,5.70079772501889,104.504173496184,0.985342949545042,7315.29214473286,24639.0870527595,42.004200420042,104.965563353529,151.105993641738,85.1321740751948,164.539755199253,202.853336813053,331.942441714974,6085.00287029805,67.7791067200997,-8.91582650381601,34.1891627959994,-2.55283958514001
6,0.03,5.51703591909578,101.135543950904,0.985670717576604,7079.4880765633,24737.3430002599,38.8238149852254,103.646728309195,150.01500150015,82.2884309948517,162.300086796874,200.685283937347,326.30858638583,5981.72585133184,166.035054220501,-12.284456049096,98.2559475004018,-3.36862954528
