method,requested_pure_time_s,actual_pure_time_s,completed_paths,constraint_violations,checkpoint,frozen_commit,stop_flag
chi2_eta003,Inf,1.0286948,3,0,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\84-hourly-grid-formal-training-oos\run-001\checkpoints\chi2_eta003\checkpoint_final.mat,cd7084300b0a50ade053e6b45ea7a1701d52c307,2
