evaluator,oos_mean_yuan,oos_std_yuan,ci_low_yuan,ci_high_yuan,avg_normal_shortage_kg,avg_terminal_gap_kg,avg_terminal_cost_yuan,avg_redistribution_kg,avg_shipping_cost_yuan,hit_loh_demand_ratio,avg_transport_kg,elapsed_s
DIRECT_GAP,59623.5679411926,31723.4141723693,59001.7890234142,60245.3468589711,3.1096595358696,3.07305380105143,3073.05380105144,0,0,0.6138,0,608.9280789
TERMINAL_REDISTRIBUTION,58253.5557392056,28877.6991015619,57687.552836815,58819.5586415962,3.1096595358696,1.65548483292614,1703.04159906432,1.41756896812529,47.5567661381778,0.6138,0,649.2113138
