path_id,relative_hour,current_inventory_kg,current_production_kg,current_ordinary_demand_kg,current_ordinary_served_kg,target_total,failure_type,remaining_hours,known_remaining_ordinary_demand_kg,checkpoint_present,candidate,candidate_type,expanded_site,multiplier,pmax_site1_kw,pmax_site2_kw,pmax_site3_kw,pmax_site4_kw,total_pmax_kw,added_kw,added_theoretical_kg_per_h,added_theoretical_8h_kg,hours_before_stage7,remaining_electrolyzer_nameplate_max_kg,optimistic_final_inventory_kg,optimistic_total_margin_kg,PHYSICALLY_UNRECOVERABLE,recoverability_status,base_physically_unrecoverable,recovered_relative_to_base,newly_unrecoverable_relative_to_base,monotonicity_violation
7249,-8,182.014475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,309.934475204,129.098196935,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7249,-4,145.515295663,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,209.475295663,28.6390173945,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7268,-16,302.134475204,15.015,10.3027948716,10.3027948716,423.861526765,pure_location,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,557.974475204,134.112948439,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7268,-8,371.306343625,15.015,1.54554668825,1.54554668825,423.861526765,pure_location,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,499.226343625,75.3648168596,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7268,-4,425.191405215,15.015,1.54554668825,1.54554668825,423.861526765,pure_location,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,489.151405215,65.2898784494,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7320,-16,163.233409272,15.015,1.54554668825,1.54554668825,180.836278269,pure_quantity,16,98.5039340683,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,419.073409272,238.237131003,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7320,-8,212.947481134,0,12.6236463422,12.6236463422,180.836278269,pure_quantity,8,59.4930059307,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,340.867481134,160.031202866,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7320,-4,186.76510151,0,5.2829583731,5.2829583731,180.836278269,pure_quantity,4,33.3106263059,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,250.72510151,69.8888232409,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7329,-16,241.507481134,8.775,12.6236463422,12.6236463422,142.923283799,pure_location,16,104.989071862,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,497.347481134,354.424197335,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7329,-8,182.014475204,0,10.3027948716,10.3027948716,142.923283799,pure_location,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,309.934475204,167.011191405,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7329,-4,147.795226262,0,5.21888439962,5.21888439962,142.923283799,pure_location,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,211.755226262,68.8319424634,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7392,-16,335.220415487,15.015,12.6236463422,12.6236463422,543.056863022,mixed,16,104.989071862,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,591.060415487,48.003552465,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7392,-8,449.708632428,15.015,10.3027948716,1.38757217961,543.056863022,mixed,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,577.628632428,34.571769406,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7392,-4,471.976883932,13.7224310439,5.21888439962,5.21888439962,543.056863022,mixed,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,535.936883932,-7.11997909054,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7445,-16,160.308409272,15.015,1.54554668825,1.54554668825,156.407515605,pure_location,16,98.5039340683,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,416.148409272,259.740893667,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7445,-8,225.037481134,8.775,12.6236463422,12.6236463422,156.407515605,pure_location,8,59.4930059307,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,352.957481134,196.54996553,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7445,-4,202.41021245,0,5.2829583731,5.2829583731,156.407515605,pure_location,4,33.3106263059,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,266.37021245,109.962696845,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7454,-16,,,,,180.836278269,pure_location,16,,False,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,,,False,NOT_IDENTIFIABLE_NO_REAL_CHECKPOINT,False,False,False,False
7454,-8,241.507481134,8.775,12.6236463422,12.6236463422,180.836278269,pure_location,8,59.4930059307,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,369.427481134,188.591202866,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7454,-4,221.394835921,0,5.2829583731,5.2829583731,180.836278269,pure_location,4,33.3106263059,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,285.354835921,104.518557652,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7458,-16,182.014475204,0,10.3027948716,10.3027948716,180.565756528,mixed,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,437.854475204,257.288718676,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7458,-8,147.633409272,11.115,1.54554668825,1.54554668825,180.565756528,mixed,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,275.553409272,94.9876527441,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7458,-4,141.458470862,0,1.54554668825,1.54554668825,180.565756528,mixed,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,205.418470862,24.8527143339,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7463,-16,241.507481134,8.775,12.6236463422,12.6236463422,180.565756528,mixed,16,104.989071862,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,497.347481134,316.781724607,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7463,-8,182.014475204,0,10.3027948716,10.3027948716,180.565756528,mixed,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,309.934475204,129.368718676,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7463,-4,145.515295663,0,5.21888439962,5.21888439962,180.565756528,mixed,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,209.475295663,28.9095391354,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7541,-16,182.014475204,0,10.3027948716,10.3027948716,395.525364721,mixed,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,437.854475204,42.3291104824,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7541,-8,251.186343625,15.015,1.54554668825,1.54554668825,395.525364721,mixed,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,379.106343625,-16.4190210966,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7541,-4,311.246343625,15.015,1.54554668825,0,395.525364721,mixed,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,375.206343625,-20.3190210966,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7564,-16,251.008038481,15.015,12.6236463422,12.472831717,543.056863022,mixed,16,104.989071862,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,506.848038481,-36.2088245408,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7564,-8,371.128038481,15.015,10.3027948716,0,543.056863022,mixed,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,499.048038481,-44.0088245408,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7564,-4,415.465882525,13.7224310439,5.21888439962,1.86188219364,543.056863022,mixed,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,479.425882525,-63.6309804975,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7590,-16,182.014475204,0,10.3027948716,10.3027948716,142.923283799,pure_location,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,437.854475204,294.931191405,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7590,-8,147.633409272,11.115,1.54554668825,1.54554668825,142.923283799,pure_location,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,275.553409272,132.630125473,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7590,-4,181.418677398,8.95520653641,1.54554668825,1.54554668825,142.923283799,pure_location,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,245.378677398,102.455393599,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7606,-16,251.186343625,15.015,1.54554668825,1.54554668825,332.579156112,pure_location,16,98.5039340683,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,507.026343625,174.447187512,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7606,-8,352.284169237,15.015,12.6236463422,7.02857239091,332.579156112,pure_location,8,59.4930059307,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,480.204169237,147.625013124,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7606,-4,386.161789612,15.015,5.2829583731,5.2829583731,332.579156112,pure_location,4,33.3106263059,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,450.121789612,117.542633499,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7612,-16,416.802409557,15.015,1.54554668825,0,543.056863022,pure_location,16,98.5039340683,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,672.642409557,129.585546534,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7612,-8,509.43724574,15.015,12.6236463422,8.43051426216,543.056863022,pure_location,8,59.4930059307,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,637.35724574,94.3003827181,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7612,-4,537.850137585,12.09,5.2829583731,5.2829583731,543.056863022,pure_location,4,33.3106263059,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,601.810137585,58.7532745632,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7623,-16,182.014475204,0,10.3027948716,10.3027948716,395.525364721,mixed,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,437.854475204,42.3291104824,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7623,-8,251.186343625,15.015,1.54554668825,1.54554668825,395.525364721,mixed,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,379.106343625,-16.4190210966,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7623,-4,305.071405215,15.015,1.54554668825,1.54554668825,395.525364721,mixed,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,369.031405215,-26.4939595068,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7630,-16,302.134475204,15.015,10.3027948716,10.3027948716,423.861526765,pure_location,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,557.974475204,134.112948439,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7630,-8,371.306343625,15.015,1.54554668825,1.54554668825,423.861526765,pure_location,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,499.226343625,75.3648168596,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7630,-4,425.191405215,15.015,1.54554668825,1.54554668825,423.861526765,pure_location,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,489.151405215,65.2898784494,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7669,-16,302.134475204,15.015,10.3027948716,10.3027948716,546.93138762,mixed,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,557.974475204,11.0430875833,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True,True,False,False
7669,-8,416.802409557,15.015,1.54554668825,0,546.93138762,mixed,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,544.722409557,-2.20897806396,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7669,-4,476.862409557,15.015,1.54554668825,0,546.93138762,mixed,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,540.822409557,-6.10897806396,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7687,-16,182.014475204,0,10.3027948716,10.3027948716,180.836278269,mixed,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,437.854475204,257.018196935,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7687,-8,156.408409272,11.115,1.54554668825,1.54554668825,180.836278269,mixed,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,284.328409272,103.492131003,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7687,-4,187.470198652,10.9117277906,1.54554668825,1.54554668825,180.836278269,mixed,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,251.430198652,70.5939203837,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7697,-16,241.507481134,8.775,12.6236463422,12.6236463422,374.764778406,mixed,16,104.989071862,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,497.347481134,122.582702729,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7697,-8,302.134475204,15.015,10.3027948716,10.3027948716,374.764778406,mixed,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,430.054475204,55.289696798,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7697,-4,324.402726707,13.7224310439,5.21888439962,5.21888439962,374.764778406,mixed,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,388.362726707,13.5979483014,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7699,-16,184.939475204,0,10.3027948716,10.3027948716,543.056863022,pure_quantity,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,440.779475204,-102.277387818,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7699,-8,254.111343625,15.015,1.54554668825,1.54554668825,543.056863022,pure_quantity,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,382.031343625,-161.025519397,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7699,-4,314.171343625,15.015,1.54554668825,0,543.056863022,pure_quantity,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,378.131343625,-164.925519397,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7701,-16,151.533409272,15.015,1.54554668825,1.54554668825,180.836278269,pure_quantity,16,98.5039340683,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,407.373409272,226.537131003,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7701,-8,207.487481134,0,12.6236463422,12.6236463422,180.836278269,pure_quantity,8,59.4930059307,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,335.407481134,154.571202866,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7701,-4,187.15510151,0,5.2829583731,5.2829583731,180.836278269,pure_quantity,4,33.3106263059,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,251.11510151,70.2788232409,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7739,-16,241.507481134,8.775,12.6236463422,12.6236463422,156.407515605,pure_location,16,104.989071862,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,497.347481134,340.93996553,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7739,-8,184.939475204,0,10.3027948716,10.3027948716,156.407515605,pure_location,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,312.859475204,156.451959599,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7739,-4,148.440295663,0,5.21888439962,5.21888439962,156.407515605,pure_location,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,212.400295663,55.9927800585,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7767,-16,222.112481134,2.925,12.6236463422,12.6236463422,395.525364721,pure_quantity,16,104.989071862,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,477.952481134,82.4271164131,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7767,-8,162.619475204,0,10.3027948716,10.3027948716,395.525364721,pure_quantity,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,290.539475204,-104.985889518,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7767,-4,221.386906248,13.7224310439,5.21888439962,0,395.525364721,pure_quantity,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,285.346906248,-110.178458474,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7786,-16,302.134475204,15.015,10.3027948716,10.3027948716,552.327963649,mixed,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,557.974475204,5.64651155463,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True,True,False,False
7786,-8,371.306343625,15.015,1.54554668825,1.54554668825,552.327963649,mixed,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,499.226343625,-53.1016200243,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7786,-4,430.375220639,15.015,1.54554668825,0.198224597087,552.327963649,mixed,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,494.335220639,-57.9927430098,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7789,-16,302.134475204,15.015,10.3027948716,10.3027948716,316.940731494,pure_location,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,557.974475204,241.03374371,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7789,-8,345.333608194,15.015,1.54554668825,1.54554668825,316.940731494,pure_location,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,473.253608194,156.3128767,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7789,-4,399.218669783,15.015,1.54554668825,1.54554668825,316.940731494,pure_location,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,463.178669783,146.237938289,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7836,-16,371.306343625,15.015,12.6236463422,0,543.056863022,pure_location,16,104.989071862,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,627.146343625,84.0894806026,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7836,-8,464.688653348,15.015,10.3027948716,6.82935444938,543.056863022,pure_location,8,45.4960659317,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,592.608653348,49.5517903256,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7836,-4,511.567481329,13.7224310439,5.21888439962,0,543.056863022,pure_location,4,8.99688639124,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,575.527481329,32.4706183066,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7856,-16,184.939475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,440.779475204,259.943196935,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7856,-8,150.558409272,11.115,1.54554668825,1.54554668825,180.836278269,pure_quantity,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,278.478409272,97.6421310033,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7856,-4,144.383470862,0,1.54554668825,1.54554668825,180.836278269,pure_quantity,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,208.343470862,27.5071925931,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7862,-16,182.014475204,0,10.3027948716,10.3027948716,423.861526765,mixed,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,437.854475204,13.9929484386,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,True,True,False,False
7862,-8,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,mixed,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,379.106343625,-44.7551831404,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7862,-4,308.180958548,15.015,1.54554668825,0.819342609509,423.861526765,mixed,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,372.140958548,-51.7205682175,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
7986,-16,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,mixed,16,98.5039340683,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,507.026343625,83.1648168596,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7986,-8,332.295415487,15.015,12.6236463422,12.6236463422,423.861526765,mixed,8,59.4930059307,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,460.215415487,36.3538887221,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7986,-4,366.173035862,15.015,5.2829583731,5.2829583731,423.861526765,mixed,4,33.3106263059,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,430.133035862,6.27150909728,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7996,-16,160.308409272,15.015,1.54554668825,1.54554668825,180.565756528,pure_quantity,16,98.5039340683,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,416.148409272,235.582652744,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7996,-8,171.212025242,0,12.6236463422,12.6236463422,180.565756528,pure_quantity,8,59.4930059307,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,299.132025242,118.566268714,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
7996,-4,145.029645617,0,5.2829583731,5.2829583731,180.565756528,pure_quantity,4,33.3106263059,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,208.989645617,28.4238890893,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
8006,-16,302.134475204,15.015,10.3027948716,10.3027948716,423.861526765,pure_location,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,557.974475204,134.112948439,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
8006,-8,371.306343625,15.015,1.54554668825,1.54554668825,423.861526765,pure_location,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,499.226343625,75.3648168596,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
8006,-4,431.366343625,15.015,1.54554668825,0,423.861526765,pure_location,4,32.8359897274,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,4,63.96,495.326343625,71.4648168596,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
8041,-16,182.014475204,0,10.3027948716,10.3027948716,156.407515605,pure_location,16,84.5069940693,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,16,255.84,437.854475204,281.446959599,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
8041,-8,156.408409272,11.115,1.54554668825,1.54554668825,156.407515605,pure_location,8,39.0109281376,True,S2_125,TARGETED,2,1.25,300,250,120,150,820,50,0.975,7.8,8,127.92,284.328409272,127.920893667,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
