evaluation_id,pair_id,pair_group,initial_state_id,scenario_id,path_id,scenario_role,T_source,replay_case,identity_and_fixed_T_match,period_operating_loss,flat_operating_loss,operating_loss_abs_error,service_cost_abs_error,shortage_kg_abs_error,shortage_loss_abs_error,site_service_max_abs_error,period_site_node_service_max_abs_error,period_node_shortage_max_abs_error,flat_objective_decomposition_abs_error,evaluation_max_required_error,within_solver_tolerance
109,28,HOLDOUT_CONTROL,18,11027,11027,xi_r,T_r,T_R_ON_R,1,3946.86983335156,3946.86983335156,4.54747350886464e-13,4.54747350886464e-13,0,0,2.8421709430404e-14,0,0,4.54747350886464e-13,4.54747350886464e-13,1
110,28,HOLDOUT_CONTROL,18,13105,13105,xi_s,T_r,T_R_ON_S,1,3957.3938912083,3957.3938912083,9.09494701772928e-13,9.09494701772928e-13,0,0,2.8421709430404e-14,3.5527136788005e-14,0,0,9.09494701772928e-13,1
111,28,HOLDOUT_CONTROL,18,11027,11027,xi_r,T_s,T_S_ON_R,1,3951.51536710908,3951.51536710908,4.54747350886464e-13,4.54747350886464e-13,0,0,2.8421709430404e-14,0,0,4.54747350886464e-13,4.54747350886464e-13,1
112,28,HOLDOUT_CONTROL,18,13105,13105,xi_s,T_s,T_S_ON_S,1,3932.16509147687,3932.16509147687,1.36424205265939e-12,1.36424205265939e-12,0,0,4.2632564145606e-14,5.2832556730079,0,4.54747350886464e-13,5.2832556730079,0
113,29,HOLDOUT_TIER1,30,10786,10786,xi_r,T_r,T_R_ON_R,1,835370.828295727,835370.828295727,0,0,0,0,1.4210854715202e-14,10.3646728309145,10.3646728309145,5.91171556152403e-12,10.3646728309145,0
114,29,HOLDOUT_TIER1,30,4869,4869,xi_s,T_r,T_R_ON_S,1,855009.921874071,855009.92187407,1.16415321826935e-10,0,5.6843418860808e-14,1.16415321826935e-10,1.4210854715202e-14,4.61852778244065e-14,0,5.91171556152403e-12,1.16415321826935e-10,1
115,29,HOLDOUT_TIER1,30,10786,10786,xi_r,T_s,T_S_ON_R,1,783893.673221585,783893.673221585,0,6.82121026329696e-13,0,0,5.6843418860808e-14,2.8421709430404e-14,2.8421709430404e-14,5.18980414199177e-11,6.82121026329696e-13,1
116,29,HOLDOUT_TIER1,30,4869,4869,xi_s,T_s,T_S_ON_S,1,783158.014494091,783158.014494091,1.16415321826935e-10,0,5.6843418860808e-14,1.16415321826935e-10,2.8421709430404e-14,4.61852778244065e-14,0,5.18980414199177e-11,1.16415321826935e-10,1
117,30,HOLDOUT_CONTROL,30,4413,4413,xi_r,T_r,T_R_ON_R,1,692970.048564911,692970.048564911,1.16415321826935e-10,1.13686837721616e-13,5.6843418860808e-14,1.16415321826935e-10,7.105427357601e-15,0,0,1.36424205265939e-11,1.16415321826935e-10,1
118,30,HOLDOUT_CONTROL,30,3941,3941,xi_s,T_r,T_R_ON_S,1,692881.884672561,692881.884672561,1.16415321826935e-10,0,5.6843418860808e-14,1.16415321826935e-10,7.105427357601e-15,10.9101819272887,10.9101819272887,1.36424205265939e-11,10.9101819272887,0
119,30,HOLDOUT_CONTROL,30,4413,4413,xi_r,T_s,T_S_ON_R,1,696219.661806487,696219.661806487,1.16415321826935e-10,0,5.6843418860808e-14,1.16415321826935e-10,2.8421709430404e-14,0,0,2.73985278909095e-11,1.16415321826935e-10,1
120,30,HOLDOUT_CONTROL,30,3941,3941,xi_s,T_s,T_S_ON_S,1,696134.739593508,696134.739593508,0,0,0,0,2.8421709430404e-14,10.9101819272887,10.9101819272887,2.73985278909095e-11,10.9101819272887,0
