path_id,state_id,a,loc,lf,terminal_loh_total_target_kg_saa,actual_final_inventory_total_kg_saa,actual_station_gap_total_kg_saa,max_feasible_terminal_inventory_total_kg_saa,system_capacity_gap_kg_saa,capacity_headroom_kg_saa,system_total_sufficient_saa,cumulative_normal_h2_service_kg_saa,cumulative_production_kg_saa,cumulative_available_production_capacity_kg_saa,terminal_loh_total_target_kg_dro,actual_final_inventory_total_kg_dro,actual_station_gap_total_kg_dro,max_feasible_terminal_inventory_total_kg_dro,system_capacity_gap_kg_dro,capacity_headroom_kg_dro,system_total_sufficient_dro,cumulative_normal_h2_service_kg_dro,cumulative_production_kg_dro,cumulative_available_production_capacity_kg_dro,feasibility_class,delta_target_kg,delta_actual_inventory_kg,delta_max_feasible_inventory_kg,delta_capacity_gap_kg,saa_gap_greater_than_dro,reverse_feasibility_flag
1140,11,3,4,7,355.126421733082,495.357093140662,0,495.357093140662,0,140.23067140758,1,121.731316131384,450.45,450.45,396.04045228592,495.357093140662,0,495.357093140662,0,99.3166408547419,1,121.731316131384,450.45,450.45,A_both_feasible,40.914030552838,0,0,0,False,False
1141,5,2,5,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,30.2757519474911,367.680926205093,0,382.998409272046,0,352.722657324555,1,144,345.042516933046,360.36,A_both_feasible,30.2757519474911,22.122516933047,0,0,False,False
1144,5,2,5,7,0,366.309358208549,0,382.998409272046,0,382.998409272046,1,144,343.670948936503,360.36,30.2757519474911,382.998409272046,0,382.998409272046,0,352.722657324555,1,144,360.36,360.36,A_both_feasible,30.2757519474911,16.689051063497,0,0,False,False
1145,3,2,3,7,0,387.525976554421,0,457.688280672679,0,457.688280672679,1,159.400128599368,380.287695881743,450.45,79.4853371037635,421.055559827003,0,457.688280672679,0,378.202943568915,1,159.400128599368,413.817279154324,450.45,A_both_feasible,79.4853371037635,33.529583272582,0,0,False,False
1147,8,3,1,7,371.491694624008,381.556371497998,1.27897692436818e-13,457.688280672679,0,86.1965860486708,1,159.400128599368,374.318090825319,450.45,405.313265587416,423.575524435933,6.07043223252249,457.688280672679,0,52.3750150852629,1,159.400128599368,416.337243763254,450.45,A_both_feasible,33.821570963408,42.019152937935,0,0,False,False
1148,3,2,3,7,0,366.309358208542,0,382.998409272046,0,382.998409272046,1,144,343.670948936495,360.36,79.4853371037635,382.998409272046,0,382.998409272046,0,303.513072168283,1,144,360.36,360.36,A_both_feasible,79.4853371037635,16.689051063504,0,0,False,False
1152,5,2,5,7,0,281.625101509697,0,281.625101509697,0,281.625101509697,1,65.1933077623491,180.18,180.18,30.2757519474911,281.625101509697,0,281.625101509697,0,251.349349562206,1,65.1933077623491,180.18,180.18,A_both_feasible,30.2757519474911,0,0,0,False,False
1153,18,4,4,7,546.327360008728,495.357093140662,50.9702668680659,495.357093140662,50.9702668680658,-50.9702668680658,0,121.731316131384,450.45,450.45,571.966287503776,495.357093140662,76.6091943631143,495.357093140662,76.6091943631143,-76.6091943631143,0,121.731316131384,450.45,450.45,C_both_infeasible,25.6389274950481,0,0,25.6389274950485,False,False
1154,26,5,5,7,607.96988789788,511.598280672679,96.3716072252018,511.598280672679,96.3716072252018,-96.3716072252018,0,15.4001285993677,360.36,360.36,607.969905340432,511.598280672679,96.3716246677529,511.598280672679,96.3716246677529,-96.3716246677529,0,15.4001285993677,360.36,360.36,C_both_infeasible,1.74425520071964e-05,0,0,1.74425510977017e-05,False,False
1155,3,2,3,7,0,414.795837012073,0,457.688280672679,0,457.688280672679,1,159.400128599368,407.557556339394,450.45,79.4853371037635,445.250426797639,0,457.688280672679,0,378.202943568915,1,159.400128599368,438.01214612496,450.45,A_both_feasible,79.4853371037635,30.454589785566,0,0,False,False
1156,7,2,7,7,0,391.038428050441,0,457.688280672679,0,457.688280672679,1,159.400128599368,383.800147377763,450.45,0,423.036779584551,0,457.688280672679,0,457.688280672679,1,159.400128599368,415.798498911873,450.45,A_both_feasible,0,31.99835153411,0,0,False,False
1157,6,2,6,7,0,354.687377170944,0,382.998409272046,0,382.998409272046,1,144,332.048967898898,360.36,0.71367875842609,382.998409272046,0,382.998409272046,0,382.28473051362,1,144,360.36,360.36,A_both_feasible,0.71367875842609,28.311032101102,0,0,False,False
1159,14,3,7,7,185.745847312004,371.715101509697,0,371.715101509697,0,185.969254197693,1,65.1933077623491,270.27,270.27,299.484469224306,371.715101509697,0.284578398735476,371.715101509697,0,72.2306322853914,1,65.1933077623491,270.27,270.27,A_both_feasible,113.738621912302,0,0,0,False,False
1163,4,2,4,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,67.6431305846633,315.177093140662,0,315.177093140662,0,247.533962555999,1,121.731316131384,270.27,270.27,A_both_feasible,67.6431305846633,0,0,0,False,False
1165,3,2,3,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,79.4853371037635,315.177093140662,0,315.177093140662,0,235.691756036899,1,121.731316131384,270.27,270.27,A_both_feasible,79.4853371037635,0,0,0,False,False
1166,7,2,7,7,0,336.975378044356,0,382.998409272046,0,382.998409272046,1,144,314.33696877231,360.36,0,348.937087353301,0,382.998409272046,0,382.998409272046,1,144,326.298678081254,360.36,A_both_feasible,0,11.961709308945,0,0,False,False
1167,4,2,4,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,67.6431305846633,315.177093140662,0,315.177093140662,0,247.533962555999,1,121.731316131384,270.27,270.27,A_both_feasible,67.6431305846633,0,0,0,False,False
1168,7,2,7,7,0,319.983128312769,0,382.998409272046,0,382.998409272046,1,144,297.344719040722,360.36,0,351.455591035383,0,382.998409272046,0,382.998409272046,1,144,328.817181763337,360.36,A_both_feasible,0,31.472462722614,0,0,False,False
1169,5,2,5,7,0,361.399776341294,0,382.998409272046,0,382.998409272046,1,144,338.761367069248,360.36,30.2757519474911,382.998409272046,0,382.998409272046,0,352.722657324555,1,144,360.36,360.36,A_both_feasible,30.2757519474911,21.598632930752,0,0,False,False
1170,6,2,6,7,0,339.829420715102,0,382.998409272046,0,382.998409272046,1,144,317.191011443055,360.36,0.71367875842609,348.681377539316,0,382.998409272046,0,382.28473051362,1,144,326.042968267269,360.36,A_both_feasible,0.71367875842609,8.85195682421397,0,0,False,False
1173,17,4,3,7,562.147123803289,495.357093140662,66.7900306626272,495.357093140662,66.7900306626272,-66.7900306626272,0,121.731316131384,450.45,450.45,578.512356224272,495.357093140662,83.1552630836094,495.357093140662,83.1552630836094,-83.1552630836094,0,121.731316131384,450.45,450.45,C_both_infeasible,16.365232420983,0,0,16.3652324209822,False,False
1179,6,2,6,7,0,380.080610240543,0,497.985101509697,0,497.985101509697,1,209.193307762349,422.635508730846,540.54,0.71367875842609,417.569718201873,0,497.985101509697,0,497.271422751271,1,209.193307762349,460.124616692175,540.54,A_both_feasible,0.71367875842609,37.48910796133,0,0,False,False
1183,28,5,7,7,570.875269345116,495.357093140662,75.5181762044545,495.357093140662,75.5181762044541,-75.5181762044541,0,121.731316131384,450.45,450.45,581.922529232857,495.357093140662,86.5654360921952,495.357093140662,86.5654360921951,-86.5654360921951,0,121.731316131384,450.45,450.45,C_both_infeasible,11.047259887741,0,0,11.047259887741,False,False
1184,3,2,3,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,79.4853371037635,362.281157194825,0,382.998409272046,0,303.513072168283,1,144,339.642747922778,360.36,A_both_feasible,79.4853371037635,16.722747922779,0,0,False,False
1185,3,2,3,7,0,366.582112754067,0,382.998409272046,0,382.998409272046,1,144,343.94370348202,360.36,79.4853371037635,382.998409272046,0,382.998409272046,0,303.513072168283,1,144,360.36,360.36,A_both_feasible,79.4853371037635,16.416296517979,0,0,False,False
1186,7,2,7,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,0,367.680926205092,0,382.998409272046,0,382.998409272046,1,144,345.042516933045,360.36,A_both_feasible,0,22.122516933046,0,0,False,False
1187,3,2,3,7,0,390.292341879909,0,514.226289041714,0,514.226289041714,1,102.862120230333,326.516052838195,450.45,79.4853371037635,433.02647539665,0,514.226289041714,0,434.74095193795,1,102.862120230333,369.250186354937,450.45,A_both_feasible,79.4853371037635,42.7341335167411,0,0,False,False
1190,7,2,7,7,0,285.783461226719,0,315.177093140662,0,315.177093140662,1,121.731316131384,240.876368086057,270.27,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,A_both_feasible,0,29.393631913943,0,0,False,False
1194,1,2,1,7,0,354.580912636711,0,382.998409272046,0,382.998409272046,1,144,331.942503364664,360.36,112.166696626405,382.998409272046,0,382.998409272046,0,270.831712645641,1,144,360.36,360.36,A_both_feasible,112.166696626405,28.417496635335,0,0,False,False
1195,17,4,3,7,562.147123803289,461.805101509697,100.342022293592,461.805101509697,100.342022293592,-100.342022293592,0,65.1933077623491,360.36,360.36,578.512356224272,461.805101509697,116.707254714574,461.805101509697,116.707254714574,-116.707254714574,0,65.1933077623491,360.36,360.36,C_both_infeasible,16.365232420983,0,0,16.365232420982,False,False
1196,1,2,1,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,112.166696626405,361.161540695846,0,382.998409272046,0,270.831712645641,1,144,338.5231314238,360.36,A_both_feasible,112.166696626405,15.6031314238,0,0,False,False
1197,5,2,5,7,0,363.761588435028,0,432.791588435028,0,432.791588435028,1,94.2068208370186,291.33,360.36,30.2757519474911,392.091159520526,0,432.791588435028,0,402.515836487537,1,94.2068208370186,319.659571085498,360.36,A_both_feasible,30.2757519474911,28.329571085498,0,0,False,False
1198,2,2,2,7,0,414.955822373291,0,457.688280672679,0,457.688280672679,1,159.400128599368,407.717541700612,450.45,110.465721330482,450.993252839917,0,457.688280672679,0,347.222559342196,1,159.400128599368,443.754972167238,450.45,A_both_feasible,110.465721330482,36.0374304666259,0,0,False,False
1200,7,2,7,7,0,363.66856781876,0,457.688280672679,0,457.688280672679,1,159.400128599368,356.430287146082,450.45,0,409.890859200335,0,457.688280672679,0,457.688280672679,1,159.400128599368,402.652578527657,450.45,A_both_feasible,0,46.222291381575,0,0,False,False
1202,3,2,3,7,0,389.456123240846,0,457.688280672679,0,457.688280672679,1,159.400128599368,382.217842568167,450.45,79.4853371037635,432.561426182036,0,457.688280672679,0,378.202943568915,1,159.400128599368,425.323145509357,450.45,A_both_feasible,79.4853371037635,43.10530294119,0,0,False,False
1203,5,2,5,7,0,391.038428050441,0,457.688280672679,0,457.688280672679,1,159.400128599368,383.800147377763,450.45,30.2757519474911,423.036779584551,0,457.688280672679,0,427.412528725187,1,159.400128599368,415.798498911873,450.45,A_both_feasible,30.2757519474911,31.99835153411,0,0,False,False
1204,6,2,6,7,0,277.737093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,232.83,270.27,0.71367875842609,315.177093140662,0,315.177093140662,0,314.463414382236,1,121.731316131384,270.27,270.27,A_both_feasible,0.71367875842609,37.44,0,0,False,False
1206,11,3,4,7,355.126421733082,405.267093140662,0,405.267093140662,0,50.14067140758,1,121.731316131384,360.36,360.36,396.04045228592,405.267093140662,2.44325350032875,405.267093140662,0,9.22664085474202,1,121.731316131384,360.36,360.36,A_both_feasible,40.914030552838,0,0,0,False,False
1207,7,2,7,7,0,285.783461226719,0,315.177093140662,0,315.177093140662,1,121.731316131384,240.876368086057,270.27,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,A_both_feasible,0,29.393631913943,0,0,False,False
1210,7,2,7,7,0,345.589662767053,0,382.998409272046,0,382.998409272046,1,144,322.951253495006,360.36,0,382.998409272046,0,382.998409272046,0,382.998409272046,1,144,360.36,360.36,A_both_feasible,0,37.408746504993,0,0,False,False
1211,1,2,1,7,0,361.39977634129,0,382.998409272046,0,382.998409272046,1,144,338.761367069243,360.36,112.166696626405,382.998409272046,0,382.998409272046,0,270.831712645641,1,144,360.36,360.36,A_both_feasible,112.166696626405,21.598632930756,0,0,False,False
1212,4,2,4,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,67.6431305846633,315.177093140662,0,315.177093140662,0,247.533962555999,1,121.731316131384,270.27,270.27,A_both_feasible,67.6431305846633,0,0,0,False,False
1215,6,2,6,7,0,406.936590250605,0,457.688280672679,0,457.688280672679,1,159.400128599368,399.698309577926,450.45,0.71367875842609,434.821526396545,0,457.688280672679,0,456.974601914252,1,159.400128599368,427.583245723866,450.45,A_both_feasible,0.71367875842609,27.88493614594,0,0,False,False
1217,7,2,7,7,0,315.507064899853,0,382.998409272046,0,382.998409272046,1,144,292.868655627807,360.36,0,352.154808380453,0,382.998409272046,0,382.998409272046,1,144,329.516399108407,360.36,A_both_feasible,0,36.6477434806,0,0,False,False
1221,4,2,4,7,0,414.795837012073,0,457.688280672679,0,457.688280672679,1,159.400128599368,407.557556339394,450.45,67.6431305846633,445.250426797639,0,457.688280672679,0,390.045150088015,1,159.400128599368,438.01214612496,450.45,A_both_feasible,67.6431305846633,30.454589785566,0,0,False,False
1222,2,2,2,7,0,373.296565421064,0,432.791588435028,0,432.791588435028,1,94.2068208370186,300.864976986036,360.36,110.465721330482,394.797518345271,0,432.791588435028,0,322.325867104545,1,94.2068208370186,322.365929910243,360.36,A_both_feasible,110.465721330482,21.500952924207,0,0,False,False
1223,24,5,3,7,613.424978861523,578.009339156617,35.4156397049058,578.009339156617,35.4156397049059,-35.4156397049059,0,39.0790701154297,450.45,450.45,626.532860250673,582.568262477401,43.9645977732726,582.568262477401,43.9645977732728,-43.9645977732728,0,34.5201467946457,450.45,450.45,C_both_infeasible,13.1078813891501,4.55892332078406,4.55892332078406,8.5489580683669,False,False
1224,2,2,2,7,0,350.356147424766,0,382.998409272046,0,382.998409272046,1,144,327.717738152719,360.36,110.465721330482,378.707591396807,0,382.998409272046,0,272.532687941564,1,144,356.06918212476,360.36,A_both_feasible,110.465721330482,28.351443972041,0,0,False,False
1227,3,2,3,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,79.4853371037635,315.177093140662,0,315.177093140662,0,235.691756036899,1,121.731316131384,270.27,270.27,A_both_feasible,79.4853371037635,0,0,0,False,False
1228,10,3,3,7,372.309958268554,412.486898178666,1.18153619844206,473.088409272046,0,100.778451003492,1,144,389.84848890662,450.45,405.313258646956,439.6689339533,1.79845485919479,473.088409272046,0,67.7751506250901,1,144,417.030524681254,450.45,A_both_feasible,33.003300378402,27.182035774634,0,0,False,False
1229,2,2,2,7,0,341.574319543099,0,382.998409272046,0,382.998409272046,1,144,318.935910271053,360.36,110.465721330482,380.445612171922,0,382.998409272046,0,272.532687941564,1,144,357.807202899875,360.36,A_both_feasible,110.465721330482,38.871292628823,0,0,False,False
1230,8,3,1,7,371.491694624008,421.508280672679,0,421.508280672679,0,50.0165860486708,1,15.4001285993677,270.27,270.27,405.313265587416,421.508280672679,12.1740204516208,421.508280672679,0,16.1950150852629,1,15.4001285993677,270.27,270.27,A_both_feasible,33.821570963408,0,0,0,False,False
1231,4,2,4,7,0,369.092005765617,0,457.688280672679,0,457.688280672679,1,159.400128599368,361.853725092938,450.45,67.6431305846633,402.954533244589,0,457.688280672679,0,390.045150088015,1,159.400128599368,395.716252571911,450.45,A_both_feasible,67.6431305846633,33.862527478972,0,0,False,False
1232,4,2,4,7,0,388.481024109255,0,457.688280672679,0,457.688280672679,1,159.400128599368,381.242743436576,450.45,67.6431305846633,429.062961964875,0,457.688280672679,0,390.045150088015,1,159.400128599368,421.824681292196,450.45,A_both_feasible,67.6431305846633,40.58193785562,0,0,False,False
1235,2,2,2,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,110.465721330482,315.177093140662,0,315.177093140662,0,204.71137181018,1,121.731316131384,270.27,270.27,A_both_feasible,110.465721330482,0,0,0,False,False
1236,5,2,5,7,0,344.036836362977,0,382.998409272046,0,382.998409272046,1,144,321.39842709093,360.36,30.2757519474911,351.455599650887,0,382.998409272046,0,352.722657324555,1,144,328.817190378841,360.36,A_both_feasible,30.2757519474911,7.41876328791,0,0,False,False
1238,12,3,5,7,325.668930529416,405.267093140662,0.0271081954463561,405.267093140662,0,79.5981626112458,1,121.731316131384,360.36,360.36,382.364473540397,405.267093140662,22.3572858433994,405.267093140662,0,22.9026196002652,1,121.731316131384,360.36,360.36,A_both_feasible,56.695543010981,0,0,0,False,False
1239,7,2,7,7,0,324.644656556358,0,382.998409272046,0,382.998409272046,1,144,302.006247284312,360.36,0,346.46416678026,0,382.998409272046,0,382.998409272046,1,144,323.825757508213,360.36,A_both_feasible,0,21.819510223902,0,0,False,False
1241,13,3,6,7,240.569511496604,525.738409272046,0,563.178409272046,0,322.608897775442,1,144,503.1,540.54,355.126452344801,550.740555397006,0,563.178409272046,0,208.051956927245,1,144,528.10214612496,540.54,A_both_feasible,114.556940848197,25.0021461249599,0,0,False,False
1247,6,2,6,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,0.71367875842609,315.177093140662,0,315.177093140662,0,314.463414382236,1,121.731316131384,270.27,270.27,A_both_feasible,0.71367875842609,0,0,0,False,False
1248,9,3,2,7,382.129122003109,338.696542064651,43.4325799384581,382.998409272046,0,0.869287268936887,1,144,316.058132792605,360.36,405.313274925785,360.882999481839,44.4302754439459,382.998409272046,22.3148656537384,-22.3148656537384,0,144,338.244590209792,360.36,B_SAA_feasible_DRO_infeasible,23.184152922676,22.186457417188,0,22.3148656537384,False,False
1249,5,2,5,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,30.2757519474911,367.680926205092,0,382.998409272046,0,352.722657324555,1,144,345.042516933045,360.36,A_both_feasible,30.2757519474911,22.122516933046,0,0,False,False
1251,2,2,2,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,110.465721330482,315.177093140662,0,315.177093140662,0,204.71137181018,1,121.731316131384,270.27,270.27,A_both_feasible,110.465721330482,0,0,0,False,False
1253,4,2,4,7,0,348.959531659134,0,382.998409272046,0,382.998409272046,1,144,326.321122387088,360.36,67.6431305846633,373.989263089646,0,382.998409272046,0,315.355278687383,1,144,351.350853817599,360.36,A_both_feasible,67.6431305846633,25.029731430512,0,0,False,False
1255,4,2,4,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,67.6431305846633,315.177093140662,0,315.177093140662,0,247.533962555999,1,121.731316131384,270.27,270.27,A_both_feasible,67.6431305846633,0,0,0,False,False
1256,1,2,1,7,0,366.309358208549,0,382.998409272046,0,382.998409272046,1,144,343.670948936503,360.36,112.166696626405,382.998409272046,0,382.998409272046,0,270.831712645641,1,144,360.36,360.36,A_both_feasible,112.166696626405,16.689051063497,0,0,False,False
1257,6,2,6,7,0,362.459614756242,0,382.998409272046,0,382.998409272046,1,144,339.821205484196,360.36,0.71367875842609,382.998409272046,0,382.998409272046,0,382.28473051362,1,144,360.36,360.36,A_both_feasible,0.71367875842609,20.538794515804,0,0,False,False
1259,13,3,6,7,240.569511496604,573.341151731618,0,573.341151731618,0,332.771640235014,1,43.7472575404282,450.45,450.45,355.126452344801,584.124366408445,0,584.124366408445,0,228.997914063644,1,32.9640428636012,450.45,450.45,A_both_feasible,114.556940848197,10.783214676827,10.783214676827,0,False,False
1263,7,2,7,7,0,350.52989071274,0,382.998409272046,0,382.998409272046,1,144,327.891481440693,360.36,0,382.998409272046,0,382.998409272046,0,382.998409272046,1,144,360.36,360.36,A_both_feasible,0,32.468518559306,0,0,False,False
1265,7,2,7,7,0,311.193003411715,0,315.177093140662,0,315.177093140662,1,121.731316131384,266.285910271053,270.27,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,A_both_feasible,0,3.98408972894703,0,0,False,False
1267,1,2,1,7,0,367.481464293853,0,457.688280672679,0,457.688280672679,1,159.400128599368,360.243183621174,450.45,112.166696626405,415.295805615889,0,457.688280672679,0,345.521584046273,1,159.400128599368,408.05752494321,450.45,A_both_feasible,112.166696626405,47.814341322036,0,0,False,False
1268,2,2,2,7,0,354.687377170944,0,382.998409272046,0,382.998409272046,1,144,332.048967898898,360.36,110.465721330482,382.998409272046,0,382.998409272046,0,272.532687941564,1,144,360.36,360.36,A_both_feasible,110.465721330482,28.311032101102,0,0,False,False
1273,10,3,3,7,372.309958268554,405.267093140662,0.159858731187832,405.267093140662,0,32.9571348721082,1,121.731316131384,360.36,360.36,405.313258646956,405.267093140662,5.96801455736594,405.267093140662,0.0461655062940167,-0.0461655062940167,0,121.731316131384,360.36,360.36,B_SAA_feasible_DRO_infeasible,33.003300378402,0,0,0.0461655062940167,False,False
1275,6,2,6,7,0,347.27039075895,0,382.998409272046,0,382.998409272046,1,144,324.631981486904,360.36,0.71367875842609,382.998409272046,0,382.998409272046,0,382.28473051362,1,144,360.36,360.36,A_both_feasible,0.71367875842609,35.728018513096,0,0,False,False
1277,4,2,4,7,0,361.653501134896,0,382.998409272046,0,382.998409272046,1,144,339.015091862849,360.36,67.6431305846633,382.998409272046,0,382.998409272046,0,315.355278687383,1,144,360.36,360.36,A_both_feasible,67.6431305846633,21.34490813715,0,0,False,False
1280,3,2,3,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,79.4853371037635,315.177093140662,0,315.177093140662,0,235.691756036899,1,121.731316131384,270.27,270.27,A_both_feasible,79.4853371037635,0,0,0,False,False
1281,4,2,4,7,0,366.309358208542,0,382.998409272046,0,382.998409272046,1,144,343.670948936495,360.36,67.6431305846633,382.998409272046,0,382.998409272046,0,315.355278687383,1,144,360.36,360.36,A_both_feasible,67.6431305846633,16.689051063504,0,0,False,False
1283,18,4,4,7,546.327360008728,511.598280672679,39.7125200764324,511.598280672679,34.7290793360493,-34.7290793360493,0,15.4001285993677,360.36,360.36,571.966287503776,511.598280672679,60.3680068310979,511.598280672679,60.3680068310978,-60.3680068310978,0,15.4001285993677,360.36,360.36,C_both_infeasible,25.6389274950481,0,0,25.6389274950485,False,False
1284,4,2,4,7,0,389.438111782465,0,457.688280672679,0,457.688280672679,1,159.400128599368,382.199831109786,450.45,67.6431305846633,429.062961964812,0,457.688280672679,0,390.045150088015,1,159.400128599368,421.824681292134,450.45,A_both_feasible,67.6431305846633,39.624850182347,0,0,False,False
1285,7,2,7,7,0,376.729133114715,0,457.688280672679,0,457.688280672679,1,159.400128599368,369.490852442037,450.45,0,406.014452585541,0,457.688280672679,0,457.688280672679,1,159.400128599368,398.776171912863,450.45,A_both_feasible,0,29.285319470826,0,0,False,False
1286,7,2,7,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,0,355.057764884632,0,382.998409272046,0,382.998409272046,1,144,332.419355612586,360.36,A_both_feasible,0,9.49935561258599,0,0,False,False
1287,4,2,4,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,67.6431305846633,367.680926205092,0,382.998409272046,0,315.355278687383,1,144,345.042516933045,360.36,A_both_feasible,67.6431305846633,22.122516933046,0,0,False,False
1288,5,2,5,7,0,387.01120916641,0,457.688280672679,0,457.688280672679,1,159.400128599368,379.772928493731,450.45,30.2757519474911,417.58637906416,0,457.688280672679,0,427.412528725187,1,159.400128599368,410.348098391481,450.45,A_both_feasible,30.2757519474911,30.57516989775,0,0,False,False
1289,7,2,7,7,0,358.645354010113,0,457.688280672679,0,457.688280672679,1,159.400128599368,351.407073337435,450.45,0,418.041798690995,0,457.688280672679,0,457.688280672679,1,159.400128599368,410.803518018316,450.45,A_both_feasible,0,59.396444680882,0,0,False,False
1290,13,3,6,7,240.569511496604,405.267093140662,0,405.267093140662,0,164.697581644058,1,121.731316131384,360.36,360.36,355.126452344801,405.267093140662,0,405.267093140662,0,50.1406407958609,1,121.731316131384,360.36,360.36,A_both_feasible,114.556940848197,0,0,0,False,False
1297,3,2,3,7,0,366.582112753994,0,382.998409272046,0,382.998409272046,1,144,343.943703481948,360.36,79.4853371037635,382.998409272046,0,382.998409272046,0,303.513072168283,1,144,360.36,360.36,A_both_feasible,79.4853371037635,16.416296518052,0,0,False,False
1299,7,2,7,7,0,277.737093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,232.83,270.27,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,A_both_feasible,0,37.44,0,0,False,False
1300,4,2,4,7,0,382.401876551292,0,497.985101509697,0,497.985101509697,1,209.193307762349,424.956775041595,540.54,67.6431305846633,428.17693760824,0,497.985101509697,0,430.341970925034,1,209.193307762349,470.731836098543,540.54,A_both_feasible,67.6431305846633,45.775061056948,0,0,False,False
1301,2,2,2,7,0,360.402439983246,0,382.998409272046,0,382.998409272046,1,144,337.764030711199,360.36,110.465721330482,382.998409272046,0,382.998409272046,0,272.532687941564,1,144,360.36,360.36,A_both_feasible,110.465721330482,22.5959692888,0,0,False,False
1302,7,2,7,7,0,329.441487908338,0,382.998409272046,0,382.998409272046,1,144,306.803078636291,360.36,0,349.566306807588,0,382.998409272046,0,382.998409272046,1,144,326.927897535541,360.36,A_both_feasible,0,20.12481889925,0,0,False,False
1305,7,2,7,7,0,366.582112753679,0,497.985101509697,0,497.985101509697,1,209.193307762349,409.137011243981,540.54,0,409.404479791123,0,497.985101509697,0,497.985101509697,1,209.193307762349,451.959378281426,540.54,A_both_feasible,0,42.822367037444,0,0,False,False
1306,3,2,3,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,79.4853371037635,315.177093140662,0,315.177093140662,0,235.691756036899,1,121.731316131384,270.27,270.27,A_both_feasible,79.4853371037635,0,0,0,False,False
1310,7,2,7,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,0,382.998409272046,0,382.998409272046,0,382.998409272046,1,144,360.36,360.36,A_both_feasible,0,37.44,0,0,False,False
1311,5,2,5,7,0,382.401876551292,0,497.985101509697,0,497.985101509697,1,209.193307762349,424.956775041595,540.54,30.2757519474911,428.431402497619,0,497.985101509697,0,467.709349562206,1,209.193307762349,470.986300987922,540.54,A_both_feasible,30.2757519474911,46.029525946327,0,0,False,False
1312,6,2,6,7,0,325.938848107532,0,382.998409272046,0,382.998409272046,1,144,303.300438835485,360.36,0.71367875842609,382.998409272046,0,382.998409272046,0,382.28473051362,1,144,360.36,360.36,A_both_feasible,0.71367875842609,57.059561164514,0,0,False,False
1313,8,3,1,7,371.491694624008,511.598280672679,0,511.598280672679,0,140.106586048671,1,15.4001285993677,360.36,360.36,405.313265587416,511.598280672679,0,511.598280672679,0,106.285015085263,1,15.4001285993677,360.36,360.36,A_both_feasible,33.821570963408,0,0,0,False,False
1315,5,2,5,7,0,361.453052000918,0,382.998409272046,0,382.998409272046,1,144,338.814642728872,360.36,30.2757519474911,382.998409272046,0,382.998409272046,0,352.722657324555,1,144,360.36,360.36,A_both_feasible,30.2757519474911,21.545357271128,0,0,False,False
1317,24,5,3,7,613.424978861523,421.508280672679,191.916698188844,421.508280672679,191.916698188844,-191.916698188844,0,15.4001285993677,270.27,270.27,626.532860250673,421.508280672679,205.024579577995,421.508280672679,205.024579577995,-205.024579577995,0,15.4001285993677,270.27,270.27,C_both_infeasible,13.1078813891501,0,0,13.107881389151,False,False
1318,25,5,4,7,607.969887897881,574.494361617314,34.8325754743872,574.494361617314,33.4755262805661,-33.4755262805661,0,42.5940476547319,450.45,450.45,622.130683296519,591.753831828596,30.8414331246641,591.753831828596,30.3768514679224,-30.3768514679224,0,25.3345774434501,450.45,450.45,C_both_infeasible,14.160795398638,17.2594702112821,17.2594702112821,-3.0986748126437,True,False
