state,saa_target_total_kg,dro_target_total_kg,delta_target_kg,saa_actual_final_inventory_mean_kg,dro_actual_final_inventory_mean_kg,delta_actual_inventory_kg,saa_max_feasible_inventory_mean_kg,dro_max_feasible_inventory_mean_kg,delta_max_feasible_inventory_kg,saa_unconditional_mean_capacity_gap_kg,dro_unconditional_mean_capacity_gap_kg,delta_unconditional_capacity_gap_kg
16,571.966287537845,585.059146032685,13.0928584948401,502.744965573318,505.691717904656,2.94675233133819,506.02374658232,507.278915992361,1.25516941004128,74.0086431826234,84.0390097111175,10.0303665284941
17,562.147123803289,578.512356224272,16.365232420983,490.218929552177,494.02344604953,3.80451649735335,495.599432763175,496.425891252173,0.826458488998242,72.3594663732338,86.0125396917426,13.6530733185088
18,546.327360008728,571.966287503776,25.6389274950483,483.59048574974,487.317733335945,3.72724758620484,488.816357853066,490.063578772536,1.2472209194699,64.512150507669,85.6751696467887,21.1630191391197
19,511.414777841421,542.961636332278,31.5468584908568,495.639884466051,501.639009455649,5.99912498959833,505.149042484906,507.046340828563,1.89729834365761,32.9606794392984,50.94353370225,17.9828542629516
