selection_path_id,path_set,source_category,candidate_pool_unique_path_id,a0,loc0,lfw0,a1,loc1,lfw1,a2,loc2,lfw2,a3,loc3,lfw3,path_probability,observed_frequency,empirical_weight,nominal_inclusion_status,selection_rule,risk_envelope_percentile,risk_mean_percentile,risk_band,available_reference_path_count,grid_max_wind_mps,grid_cumulative_excess_mps,road_max_wind_mps,road_cumulative_excess_mps,is_observed_candidate,is_unobserved_candidate,selection_population,physical_path_key,damage_mode,theoretical_path_probability,run005_unique_path_id,B3_scenario_count,B3_stage_row_count,D_Hres3h_mean_kg,D_Hres3h_max_kg,D_Hres3h_q95_kg,full_loss_upper_hit_share,A0_pair_share,reachable_pair_share,C_reachable_mean_km,C_reachable_max_km,failed_lines_W3_mean,failed_lines_W3_max,closed_roads_W3_mean,closed_roads_W3_max,joint_line_road_damage_share,road_disconnection_share,exact_full_DAC_novel_share,binned_DAC_novel_share,A_pattern_novel_share,line_failure_novel_share,road_disconnect_novel_share,line_road_joint_novel_share,structural_novel_share,raw_probability_weighted_D_contribution,raw_probability_weighted_full_loss_contribution,raw_probability_weighted_A0_contribution,probability_renormalized
103,candidate,unobserved_candidate,103,2,4,0,4,1,2,6,4,2,6,1,2,6.08e-13,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5848,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188,0,1,run005_complete_candidate_pool,2|4|0|4|1|2|6|4|2|6|1|2,persistent_fixed_resistance,6.08e-13,103,20,60,577.503204865941,607.969887897881,607.969887897881,0.25,0.612626262626263,0.387373737373737,21.8934362262577,103.604041574765,32,32,28.85,35,1,1,1,1,1,1,1,1,1,3.51121948558492e-10,1.52e-13,3.72476767676768e-13,0
104,candidate,observed_candidate,104,2,4,0,4,2,1,2,1,1,3,2,2,7.4844e-10,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5848,28.4511532298091,52.7163045986095,28.4511532298091,0,1,0,run005_complete_candidate_pool,2|4|0|4|2|1|2|1|1|3|2|2,persistent_fixed_resistance,7.4844e-10,104,20,60,78.9488039713063,199.656329269291,196.383274691105,0,0,1,19.0137618887991,39.794787498396,1.25,4,0,0,0,0,0.25,0.15,0,0.15,0,0.15,0.15,5.90884428442845e-08,0,0,0
105,candidate,observed_candidate,105,2,4,0,4,2,2,4,3,3,5,6,3,4.075918e-09,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5848,44.2331610054894,611.766862248942,44.2331610054894,425.933217015159,1,0,run005_complete_candidate_pool,2|4|0|4|2|2|4|3|3|5|6|3,persistent_fixed_resistance,4.075918e-09,105,20,60,494.503995854131,607.969887897881,607.969887897881,0.25,0.199873737373737,0.800126262626263,21.2705840085117,75.5200170473388,14.7,18,9.7,15,1,0.75,1,1,0.85,1,1,1,1,2.01555773777378e-06,1.0189795e-09,8.14668963888889e-10,0
106,candidate,unobserved_candidate,106,2,4,0,4,4,2,6,1,2,6,1,2,9.8496e-12,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5848,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,0,1,run005_complete_candidate_pool,2|4|0|4|4|2|6|1|2|6|1|2,persistent_fixed_resistance,9.8496e-12,106,20,60,564.383711098383,607.969887897881,607.969887897881,0.25,0.604545454545454,0.395454545454545,21.0280665693241,69.4671924520386,29.7,32,23.8,32,1,1,1,1,1,1,1,1,1,5.55895380083463e-09,2.4624e-12,5.95453090909091e-12,0
107,candidate,observed_candidate,107,2,4,0,4,5,0,4,4,1,5,4,2,2.930799564e-07,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5848,45.9865692331103,536.99751174263,45.9865692331103,447.743827606426,1,0,run005_complete_candidate_pool,2|4|0|4|5|0|4|4|1|5|4|2,persistent_fixed_resistance,2.930799564e-07,107,20,60,211.24839756703,239.478493303876,230.477593213867,0,0.126136363636364,0.873863636363636,21.6052742820026,100.693584951364,18.8,23,11.5,19,1,1,1,1,0.85,1,1,1,1,6.19126711485149e-05,0,3.6968039955e-08,0
108,candidate,observed_candidate,108,2,4,0,4,5,1,5,5,2,5,4,3,1.01900106e-06,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5848,45.9620185532121,662.603361953391,45.9620185532121,546.420593818043,1,0,run005_complete_candidate_pool,2|4|0|4|5|1|5|5|2|5|4|3,persistent_fixed_resistance,1.01900106e-06,108,20,60,386.274991135477,426.58811335679,413.49589504405,0,0.389141414141414,0.610858585858586,23.093634476256,104.744926828851,18.75,22,12.3,18,1,1,1,1,0.9,1,1,1,1,0.000393614625418542,0,3.965355135e-07,0
109,candidate,observed_candidate,109,2,4,0,4,5,1,5,5,2,5,6,3,1.29691044e-06,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5848,45.9620185532121,933.519412976115,45.9620185532121,792.923462968303,1,0,run005_complete_candidate_pool,2|4|0|4|5|1|5|5|2|5|6|3,persistent_fixed_resistance,1.29691044e-06,109,20,60,370.727981889098,420.04200420042,410.222840465865,0,0.41540404040404,0.58459595959596,23.3910204045182,101.622722004604,18.8,26,12.2,15,1,1,1,1,1,1,1,1,1,0.000480800990112102,0,5.38741836818182e-07,0
110,candidate,observed_candidate,110,2,5,0,2,4,1,4,3,2,6,5,3,5.58095484375e-08,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5780,54.5213928208875,910.426618099476,54.5213928208875,805.688413455339,1,0,run005_complete_candidate_pool,2|5|0|2|4|1|4|3|2|6|5|3,persistent_fixed_resistance,5.58095484375e-08,110,20,60,368.150451408777,405.313258598587,405.313258598587,0,0.287626262626263,0.712373737373737,20.0968968150872,88.288786912141,27.85,30,21.25,25,1,1,1,1,1,1,1,1,1,2.05463104501856e-05,0,1.60522918359375e-08,0
111,candidate,unobserved_candidate,111,2,5,0,3,2,1,5,5,3,6,2,2,2.16e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5851101382414,1135.72964544144,54.5851101382414,1036.21437552048,0,1,run005_complete_candidate_pool,2|5|0|3|2|1|5|5|3|6|2|2,persistent_fixed_resistance,2.16e-14,111,20,60,392.493794834029,405.313258598587,405.313258598587,0,0.437878787878788,0.562121212121212,21.5330459453582,87.8141376626025,25.6,30,19,23,1,1,1,1,1,1,1,1,1,8.47786596841502e-12,0,9.45818181818182e-15,0
112,candidate,unobserved_candidate,112,2,5,0,3,2,2,5,2,1,6,-1,3,2.0736e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,51.9667788761672,841.038249454406,51.9667788761672,658.310949987845,0,1,run005_complete_candidate_pool,2|5|0|3|2|2|5|2|1|6|-1|3,persistent_fixed_resistance,2.0736e-15,112,20,60,365.545645473638,448.953986307722,405.313258598587,0,0.244444444444444,0.755555555555556,21.1475017273246,88.2924393190531,20.8,24,14.2,19,1,1,1,1,0.95,1,1,1,1,7.57995450454136e-13,0,5.0688e-16,0
113,candidate,unobserved_candidate,113,2,5,0,3,2,2,5,3,1,6,0,3,3.2256e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.4752973178521,992.356697058785,54.4752973178521,854.548908219187,0,1,run005_complete_candidate_pool,2|5|0|3|2|2|5|3|1|6|0|3,persistent_fixed_resistance,3.2256e-15,113,20,60,345.593650274118,460.955186427734,405.313258598587,0,0.298611111111111,0.701388888888889,20.3728066665416,79.9588042131046,27.6,30,21,27,1,1,1,1,1,1,1,1,1,1.1147468783242e-12,0,9.632e-16,0
114,candidate,unobserved_candidate,114,2,5,0,3,2,2,5,4,1,6,1,3,1.4976e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,55.4927759888396,716.161153265048,55.4927759888396,513.578602373054,0,1,run005_complete_candidate_pool,2|5|0|3|2|2|5|4|1|6|1|3,persistent_fixed_resistance,1.4976e-15,114,20,60,315.71338952077,452.227040885907,451.136022693178,0,0.223232323232323,0.776767676767677,20.3498449741594,87.717843843841,18.75,21,11.75,15,1,1,1,1,1,1,1,1,1,4.72812372146305e-13,0,3.34312727272727e-16,0
115,candidate,unobserved_candidate,115,2,5,0,3,2,2,5,4,2,6,1,2,5.9904e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,55.2436058969182,1336.48947931725,55.2436058969182,1276.17248433463,0,1,run005_complete_candidate_pool,2|5|0|3|2|2|5|4|2|6|1|2,persistent_fixed_resistance,5.9904e-14,115,20,60,405.640564056405,445.680931729536,440.225840765895,0,0.473989898989899,0.526010101010101,20.002060387828,89.995257128806,29.7,32,26.35,32,1,1,1,1,1,1,1,1,1,2.42994923492349e-11,0,2.83938909090909e-14,0
116,candidate,unobserved_candidate,116,2,5,0,3,2,2,5,5,1,6,2,3,5.76e-16,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,33.4003114617027,246.706559543194,33.4003114617027,47.4748133084169,0,1,run005_complete_candidate_pool,2|5|0|3|2|2|5|5|1|6|2|3,persistent_fixed_resistance,5.76e-16,116,20,60,245.956413823201,445.680931729536,374.764749202193,0,0.0722222222222222,0.927777777777778,19.4634864080262,42.4214450108473,5.15,10,1,3,0.75,0,1,0.6,0,0.95,0.05,0.95,0.95,1.41670894362163e-13,0,4.16e-17,0
117,candidate,unobserved_candidate,117,2,5,0,3,2,2,5,5,1,6,8,3,7.2e-16,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,37.464443380058,484.915383383071,37.464443380058,218.630400420067,0,1,run005_complete_candidate_pool,2|5|0|3|2|2|5|5|1|6|8|3,persistent_fixed_resistance,7.2e-16,117,20,60,243.542536071789,428.224640645883,405.313258598587,0,0.0996212121212121,0.900378787878788,20.9618029545368,73.0929028490246,9.85,14,5.7,10,1,0.5,1,1,0.35,1,0.95,1,1,1.75350625971688e-13,0,7.17272727272727e-17,0
118,candidate,unobserved_candidate,118,2,5,0,3,2,2,5,5,2,6,2,2,2.304e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5851101382414,1168.14426162144,54.5851101382414,1072.2972115609,0,1,run005_complete_candidate_pool,2|5|0|3|2|2|5|5|2|6|2|2,persistent_fixed_resistance,2.304e-14,118,20,60,401.712898562583,462.046204620462,451.136022693178,0,0.448737373737374,0.551262626262626,22.4029869998552,90.6137210489191,26.7,30,18.95,25,1,1,1,1,1,1,1,1,1,9.25546518288192e-12,0,1.03389090909091e-14,0
119,candidate,unobserved_candidate,119,2,5,0,3,2,2,5,5,3,6,2,2,2.16e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5851101382414,1150.74653325173,54.5851101382414,1036.21437552048,0,1,run005_complete_candidate_pool,2|5|0|3|2|2|5|5|3|6|2|2,persistent_fixed_resistance,2.16e-14,119,20,60,398.085263071762,445.680931729536,439.134822573166,0,0.391035353535354,0.608964646464646,23.1687802049868,92.4375160135726,25.4,28,18.55,26,1,1,1,1,1,1,1,1,1,8.59864168235005e-12,0,8.44636363636364e-15,0
120,candidate,unobserved_candidate,120,2,5,0,3,4,2,5,2,1,6,5,3,7.92e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995,0,1,run005_complete_candidate_pool,2|5|0|3|4|2|5|2|1|6|5|3,persistent_fixed_resistance,7.92e-15,120,20,60,414.000490958187,597.059705970597,557.783051032376,0,0.318434343434343,0.681565656565657,19.5959989766932,54.0984834974705,27.15,29,21.2,25,1,1,1,1,1,1,1,1,1,3.27888388838884e-12,0,2.522e-15,0
121,candidate,unobserved_candidate,121,2,5,0,3,5,2,5,2,1,6,-1,3,2.0736e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,51.9667788761672,855.829165513449,51.9667788761672,658.310949987845,0,1,run005_complete_candidate_pool,2|5|0|3|5|2|5|2|1|6|-1|3,persistent_fixed_resistance,2.0736e-15,121,20,60,371.982652810736,442.135122603169,435.589013446799,0,0.250126262626263,0.749873737373737,21.3705104721572,119.802670167052,21.4,26,15.05,18,1,1,1,1,1,1,1,1,1,7.71343228868341e-13,0,5.18661818181818e-16,0
122,candidate,unobserved_candidate,122,2,5,0,3,5,2,5,2,1,6,5,3,2.592e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995,0,1,run005_complete_candidate_pool,2|5|0|3|5|2|5|2|1|6|5|3,persistent_fixed_resistance,2.592e-15,122,20,60,360.18601860186,433.406977061342,413.49589504405,0,0.328535353535354,0.671464646464646,20.2743022828444,74.958834403138,27.35,31,22.9,28,1,1,1,1,1,1,1,1,1,9.33602160216022e-13,0,8.51563636363636e-16,0
123,candidate,unobserved_candidate,123,2,5,0,3,5,2,5,3,1,6,0,3,5.184e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.4752973178521,1007.14761311783,54.4752973178521,854.548908219187,0,1,run005_complete_candidate_pool,2|5|0|3|5|2|5|3|1|6|0|3,persistent_fixed_resistance,5.184e-15,123,20,60,365.450181381775,431.224940675886,429.861167934975,0,0.309974747474747,0.690025252525252,20.0825183812411,86.4941022329416,27.75,31,21.55,28,1,1,1,1,1,1,1,1,1,1.89449374028312e-12,0,1.60690909090909e-15,0
124,candidate,unobserved_candidate,124,2,5,0,3,6,2,5,3,1,6,0,3,3.2256e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.4752973178521,977.339809248504,54.4752973178521,854.548908219187,0,1,run005_complete_candidate_pool,2|5|0|3|6|2|5|3|1|6|0|3,persistent_fixed_resistance,3.2256e-15,124,20,60,365.613834110684,405.313258598587,405.313258598587,0,0.329924242424242,0.670075757575758,19.641984578724,58.47498206198,27.75,31,22.4,30,1,1,1,1,1,1,1,1,1,1.17932398330742e-12,0,1.06420363636364e-15,0
125,candidate,unobserved_candidate,125,2,5,0,4,2,2,5,4,2,6,1,2,2.79552e-13,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,55.2436058969182,1503.09451631794,55.2436058969182,1348.44512021081,0,1,run005_complete_candidate_pool,2|5|0|4|2|2|5|4|2|6|1|2,persistent_fixed_resistance,2.79552e-13,125,20,60,531.36677304094,607.969887897881,582.876469465128,0.05,0.454040404040404,0.545959595959596,22.2267671581476,110.997497251177,29.9,32,24.75,30,1,1,1,1,1,1,1,1,1,1.48544644137141e-10,1.39776e-14,1.26927903030303e-13,0
126,candidate,unobserved_candidate,126,2,5,0,4,2,2,6,4,2,6,1,2,1.5808e-12,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,55.2436058969182,1767.27891061711,55.2436058969182,1686.1727738199,0,1,run005_complete_candidate_pool,2|5|0|4|2|2|6|4|2|6|1|2,persistent_fixed_resistance,1.5808e-12,126,20,60,559.651419687423,607.969887897881,607.969887897881,0.25,0.611616161616162,0.388383838383838,19.2881224842953,82.2430205073646,32,32,28.45,34,1,1,1,1,1,1,1,1,1,8.84696964241878e-10,3.952e-13,9.66842828282828e-13,0
127,candidate,unobserved_candidate,127,2,5,0,4,2,2,6,5,1,4,2,3,8e-16,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,40.0405221784438,541.925125424706,40.0405221784438,333.242669270499,0,1,run005_complete_candidate_pool,2|5|0|4|2|2|6|5|1|4|2|3,persistent_fixed_resistance,8e-16,127,20,60,475.152060660612,607.969887897881,607.969887897881,0.15,0.243308080808081,0.756691919191919,23.2856928287381,79.0123802214661,11.95,20,6.6,11,1,0.6,1,1,0.5,1,0.9,1,1,3.80121648528489e-13,1.2e-16,1.94646464646465e-16,0
128,candidate,unobserved_candidate,128,2,5,0,4,2,2,6,5,1,4,8,3,1e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,40.0405221784438,541.935172762204,40.0405221784438,333.242669270499,0,1,run005_complete_candidate_pool,2|5|0|4|2|2|6|5|1|4|8|3,persistent_fixed_resistance,1e-15,128,20,60,499.290838174727,607.969887897881,607.969887897881,0.25,0.236868686868687,0.763131313131313,23.6734272993854,73.6867094370781,12.25,16,6.95,11,1,0.8,1,1,0.5,1,1,1,1,4.99290838174727e-13,2.5e-16,2.36868686868687e-16,0
129,candidate,unobserved_candidate,129,2,5,0,4,2,2,6,5,2,6,2,2,6.08e-13,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,55.2141131970405,1595.52490887228,55.2141131970405,1480.59029767546,0,1,run005_complete_candidate_pool,2|5|0|4|2|2|6|5|2|6|2|2,persistent_fixed_resistance,6.08e-13,129,20,60,551.373319150097,607.969887897881,607.969887897881,0.25,0.604040404040404,0.395959595959596,19.8031027625472,88.9410966829819,29.1,32,25.75,32,1,1,1,1,1,1,1,1,1,3.35234978043259e-10,1.52e-13,3.67256565656566e-13,0
130,candidate,unobserved_candidate,130,2,5,0,4,2,2,6,5,3,6,2,2,5.7e-13,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5851101382414,1574.62504037619,54.5851101382414,1437.24403360092,0,1,run005_complete_candidate_pool,2|5|0|4|2|2|6|5|3|6|2|2,persistent_fixed_resistance,5.7e-13,130,20,60,550.486866868505,607.969887897881,607.969887897881,0.2,0.59280303030303,0.40719696969697,19.6072148296605,83.8924116061484,30.55,32,24.85,32,1,1,1,1,1,1,1,1,1,3.13777514115048e-10,1.14e-13,3.37897727272727e-13,0
131,candidate,unobserved_candidate,131,2,5,0,4,4,2,5,2,1,6,5,3,3.696e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,0,1,run005_complete_candidate_pool,2|5|0|4|4|2|5|2|1|6|5|3,persistent_fixed_resistance,3.696e-14,131,20,60,547.595668657775,607.969887897881,607.969887897881,0.35,0.3375,0.6625,22.7869096799559,78.6446197274434,26.8,31,21.85,29,1,1,1,1,1,1,1,1,1,2.02391359135914e-11,1.2936e-14,1.2474e-14,0
132,candidate,unobserved_candidate,132,2,5,0,4,4,2,6,1,2,6,1,2,1.20384e-11,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,0,1,run005_complete_candidate_pool,2|5|0|4|4|2|6|1|2|6|1|2,persistent_fixed_resistance,1.20384e-11,132,20,60,563.756375637564,607.969887897881,607.969887897881,0.15,0.61010101010101,0.38989898989899,22.3597514105393,98.3908507326895,29.4,31,24.55,28,1,1,1,1,1,1,1,1,1,6.78672475247525e-09,1.80576e-12,7.34464e-12,0
133,candidate,unobserved_candidate,133,2,5,0,4,4,2,6,1,2,6,4,2,3.344e-12,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,0,1,run005_complete_candidate_pool,2|5|0|4|4|2|6|1|2|6|4|2,persistent_fixed_resistance,3.344e-12,133,20,60,574.516542563347,607.969887897881,607.969887897881,0.25,0.631313131313131,0.368686868686869,20.820441769606,70.0111313893817,31.95,32,29.8,36,1,1,1,1,1,1,1,1,1,1.92118331833183e-09,8.36e-13,2.11111111111111e-12,0
134,candidate,unobserved_candidate,134,2,5,0,4,4,2,6,2,1,6,5,3,2.09e-13,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,0,1,run005_complete_candidate_pool,2|5|0|4|4|2|6|2|1|6|5|3,persistent_fixed_resistance,2.09e-13,134,20,60,553.337151897008,607.969887897881,607.969887897881,0.2,0.454671717171717,0.545328282828283,24.8260798638945,85.0187944718318,26.85,31,21.95,28,1,1,1,1,1,1,1,1,1,1.15647464746475e-10,4.18e-14,9.50263888888889e-14,0
135,candidate,observed_candidate,135,2,5,0,4,5,1,6,4,1,5,1,1,5.77368e-10,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5780,42.5270409331359,630.612693033236,42.5270409331359,402.099205153775,1,0,run005_complete_candidate_pool,2|5|0|4|5|1|6|4|1|5|1|1,persistent_fixed_resistance,5.77368e-10,135,20,60,377.24681559065,410.222840465865,405.858767694951,0,0.21489898989899,0.78510101010101,25.4064945431767,89.195706101583,14.35,20,8.35,12,1,0.8,1,1,0.45,1,1,1,1,2.17810239423942e-07,0,1.240758e-10,0
136,candidate,unobserved_candidate,136,2,5,0,4,5,2,5,2,1,6,-1,3,9.6768e-15,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,51.9667788761672,1064.9177444149,51.9667788761672,773.483781693375,0,1,run005_complete_candidate_pool,2|5|0|4|5|2|5|2|1|6|-1|3,persistent_fixed_resistance,9.6768e-15,136,20,60,484.548454845484,607.969887897881,607.969887897881,0.1,0.252272727272727,0.747727272727273,23.8056142086014,99.3484458295814,20.6,25,14.45,22,1,1,1,1,1,1,1,1,1,4.68887848784878e-12,9.6768e-16,2.44119272727273e-15,0
137,candidate,unobserved_candidate,137,2,5,0,4,5,2,5,2,1,6,0,3,2.4192e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.4752973178521,1211.58861307058,54.4752973178521,964.388038200717,0,1,run005_complete_candidate_pool,2|5|0|4|5|2|5|2|1|6|0|3,persistent_fixed_resistance,2.4192e-14,137,20,60,494.844939039358,582.330960368764,581.7854512724,0,0.405050505050505,0.594949494949495,22.9896759340296,89.9811267159371,27.65,30,21.45,25,1,1,1,1,1,1,1,1,1,1.19712887652402e-11,0,9.79898181818182e-15,0
138,candidate,unobserved_candidate,138,2,5,0,4,5,2,5,2,1,6,5,3,1.2096e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526,0,1,run005_complete_candidate_pool,2|5|0|4|5|2|5|2|1|6|5|3,persistent_fixed_resistance,1.2096e-14,138,20,60,491.340043095219,607.969887897881,607.969887897881,0.15,0.414015151515152,0.585984848484848,23.0138830370877,100.051708488445,28.05,32,22.3,27,1,1,1,1,1,1,1,1,1,5.94324916127976e-12,1.8144e-15,5.00792727272727e-15,0
139,candidate,unobserved_candidate,139,2,5,0,4,5,2,5,3,1,6,0,3,2.4192e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.4752973178521,1216.23619201927,54.4752973178521,969.721739924717,0,1,run005_complete_candidate_pool,2|5|0|4|5|2|5|3|1|6|0|3,persistent_fixed_resistance,2.4192e-14,139,20,60,451.095109510951,607.969887897881,587.240542236042,0.05,0.361489898989899,0.638510101010101,23.0238866329763,108.364144039101,27.4,32,22.1,28,1,1,1,1,1,1,1,1,1,1.09128928892889e-11,1.2096e-15,8.74516363636364e-15,0
140,candidate,unobserved_candidate,140,2,5,0,4,5,2,6,2,1,6,-1,3,5.472e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,51.9667788761672,1273.64759759334,51.9667788761672,1039.74557091516,0,1,run005_complete_candidate_pool,2|5|0|4|5|2|6|2|1|6|-1|3,persistent_fixed_resistance,5.472e-14,140,20,60,513.85593104765,607.969887897881,587.240542236042,0.05,0.374116161616162,0.625883838383838,24.3723222751347,107.822088417907,21.15,26,15.65,21,1,1,1,1,1,1,1,1,1,2.81181965469274e-11,2.736e-15,2.04716363636364e-14,0
141,candidate,unobserved_candidate,141,2,5,0,4,5,2,6,2,1,6,5,3,6.84e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.5213928208875,1419.88395731631,54.5213928208875,1216.61371985731,0,1,run005_complete_candidate_pool,2|5|0|4|5|2|6|2|1|6|5|3,persistent_fixed_resistance,6.84e-14,141,20,60,541.076834956223,607.969887897881,607.969887897881,0.2,0.454040404040404,0.545959595959596,23.8158204380243,93.0548362820936,27.05,31,21.6,27,1,1,1,1,1,1,1,1,1,3.70096555110057e-11,1.368e-14,3.10563636363636e-14,0
142,candidate,unobserved_candidate,142,2,5,0,4,5,2,6,3,1,6,0,3,1.368e-13,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5780,54.4752973178521,1425.90159680427,54.4752973178521,1238.73016073182,0,1,run005_complete_candidate_pool,2|5|0|4|5|2|6|3|1|6|0|3,persistent_fixed_resistance,1.368e-13,142,20,60,502.332051386957,607.969887897881,582.876469465128,0.05,0.465277777777778,0.534722222222222,23.7470856190211,97.5464984033828,28.1,31,21.65,29,1,1,1,1,1,1,1,1,1,6.87190246297357e-11,6.84e-15,6.365e-14,0
143,candidate,observed_candidate,143,2,6,0,2,5,0,4,4,2,4,3,2,3.00570515930667e-08,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5556,37.0298103400606,428.294625499643,37.0298103400606,221.271213072039,1,0,run005_complete_candidate_pool,2|6|0|2|5|0|4|4|2|4|3|2,persistent_fixed_resistance,3.00570515930667e-08,143,20,60,307.558028530126,405.313258598587,405.313258598587,0,0.0328282828282828,0.967171717171717,21.4239470413251,63.0375210178509,7.85,12,3.85,7,1,0.45,1,0.95,0.15,1,0.95,1,1,9.24428753139187e-06,0,9.86721390681483e-10,0
144,candidate,observed_candidate,144,2,6,0,2,7,1,4,6,2,5,6,3,1.10151657e-06,1,6.66666666666667e-05,included_in_main_empirical_distribution,all_run005_candidates,NaN,NaN,candidate,5556,44.2331610054894,535.256984572908,44.2331610054894,364.941347838897,1,0,run005_complete_candidate_pool,2|6|0|2|7|1|4|6|2|5|6|3,persistent_fixed_resistance,1.10151657e-06,144,20,60,250.047732045932,329.487494203966,324.577912336688,0,0.136363636363636,0.863636363636364,21.5130938187032,95.3395114650544,14.8,20,8.8,14,1,0.8,1,1,0.8,1,1,1,1,0.000275431720139514,0,1.50206805e-07,0
145,candidate,unobserved_candidate,145,2,6,0,3,3,1,5,0,3,6,3,2,2.25e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5556,55.4697563798479,1113.57443590957,55.4697563798479,1010.20360992121,0,1,run005_complete_candidate_pool,2|6|0|3|3|1|5|0|3|6|3|2,persistent_fixed_resistance,2.25e-14,145,20,60,393.666639391212,405.313258598587,405.313258598587,0,0.448358585858586,0.551641414141414,22.2883320326361,108.688590165236,24.6,28,19.7,24,1,1,1,1,1,1,1,1,1,8.85749938630226e-12,0,1.00880681818182e-14,0
146,candidate,unobserved_candidate,146,2,6,0,3,3,1,5,6,3,6,4,2,5.4e-14,0,0,pending_after_B3,all_run005_candidates,NaN,NaN,candidate,5556,55.2436058969182,1206.72922599752,55.2436058969182,1139.13206235449,0,1,run005_complete_candidate_pool,2|6|0|3|3|1|5|6|3|6|4|2,persistent_fixed_resistance,5.4e-14,146,20,60,370.482502795734,405.313258598587,405.313258598587,0,0.440530303030303,0.559469696969697,20.730842940423,77.8929781351512,28.4,31,22.85,27,1,1,1,1,1,1,1,1,1,2.00060551509696e-11,0,2.37886363636364e-14,0
