selection_path_id,run005_unique_path_id,source_category,run005_theoretical_path_probability,step3b_path_probability,matrix_recomputed_path_probability,step3b_minus_run005,recomputed_minus_run005,physical_key_match,scenario_count,stage_row_count,is_finite_nonnegative,run005_step3b_pass,matrix_recompute_pass,twenty_repeats_pass,pending_identity_pass
215,215,unobserved_candidate,2.0736e-15,2.0736e-15,2.0736e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
216,216,unobserved_candidate,8.2944e-14,8.2944e-14,8.2944e-14,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
217,217,unobserved_candidate,3.87072e-13,3.87072e-13,3.87072e-13,0,1.0097419586829e-28,1,20,60,1,1,1,1,1
218,218,unobserved_candidate,1.0752e-13,1.0752e-13,1.0752e-13,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
219,219,unobserved_candidate,5.376e-15,5.376e-15,5.376e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
220,220,unobserved_candidate,6.72e-15,6.72e-15,6.72e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
221,221,unobserved_candidate,1.18272e-14,1.18272e-14,1.18272e-14,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
222,222,unobserved_candidate,3.87072e-13,3.87072e-13,3.87072e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
223,223,unobserved_candidate,6.4e-16,6.4e-16,6.4e-16,0,9.86076131526265e-32,1,20,60,1,1,1,1,1
224,224,unobserved_candidate,8e-16,8e-16,8e-16,0,2.95822839457879e-31,1,20,60,1,1,1,1,1
225,225,unobserved_candidate,6.4e-15,6.4e-15,6.4e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
226,226,unobserved_candidate,2.1888e-12,2.1888e-12,2.1888e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
227,227,unobserved_candidate,6.08e-13,6.08e-13,6.08e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
228,228,unobserved_candidate,3.8e-14,3.8e-14,3.8e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
229,229,unobserved_candidate,6.688e-14,6.688e-14,6.688e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
230,230,observed_candidate,3.7850736e-09,3.7850736e-09,3.7850736e-09,0,8.27180612553028e-25,1,20,60,1,1,1,1,1
231,231,observed_candidate,1.90509868421053e-08,1.90509868421053e-08,1.90509868421053e-08,0,-6.61744490042422e-24,1,20,60,1,1,1,1,1
232,232,observed_candidate,5.734638e-08,5.734638e-08,5.734638e-08,0,1.98523347012727e-23,1,20,60,1,1,1,1,1
233,233,observed_candidate,3.4155387288e-09,3.4155387288e-09,3.4155387288e-09,0,2.8951321439356e-24,1,20,60,1,1,1,1,1
234,234,observed_candidate,5.9590705263158e-07,5.9590705263158e-07,5.9590705263158e-07,0,0,1,20,60,1,1,1,1,1
235,235,observed_candidate,2.501296875e-08,2.501296875e-08,2.501296875e-08,0,1.98523347012727e-23,1,20,60,1,1,1,1,1
236,236,observed_candidate,8.30699999999998e-11,8.30699999999998e-11,8.30699999999998e-11,0,5.16987882845642e-26,1,20,60,1,1,1,1,1
237,237,observed_candidate,3.20945625e-07,3.20945625e-07,3.20945625e-07,0,1.05879118406788e-22,1,20,60,1,1,1,1,1
238,238,observed_candidate,1.00794694e-08,1.00794694e-08,1.00794694e-08,0,6.61744490042422e-24,1,20,60,1,1,1,1,1
239,239,observed_candidate,4.36450781250001e-08,4.36450781250001e-08,4.36450781250001e-08,0,-3.97046694025453e-23,1,20,60,1,1,1,1,1
240,240,unobserved_candidate,3.6e-15,3.6e-15,3.6e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
241,241,unobserved_candidate,5.318784e-11,5.318784e-11,5.318784e-11,0,6.46234853557053e-27,1,20,60,1,1,1,1,1
242,242,unobserved_candidate,2.13408e-13,2.13408e-13,2.13408e-13,0,0,1,20,60,1,1,1,1,1
243,243,unobserved_candidate,2.6e-15,2.6e-15,2.6e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
244,244,unobserved_candidate,8e-16,8e-16,8e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
245,245,unobserved_candidate,3.6e-15,3.6e-15,3.6e-15,0,0,1,20,60,1,1,1,1,1
246,246,unobserved_candidate,2.5e-15,2.5e-15,2.5e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
247,247,unobserved_candidate,3.6e-15,3.6e-15,3.6e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
248,248,unobserved_candidate,2.5e-15,2.5e-15,2.5e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
249,249,unobserved_candidate,3.528e-14,3.528e-14,3.528e-14,0,0,1,20,60,1,1,1,1,1
250,250,unobserved_candidate,3.528e-14,3.528e-14,3.528e-14,0,0,1,20,60,1,1,1,1,1
251,251,observed_candidate,1.5210678e-08,1.5210678e-08,1.5210678e-08,0,3.30872245021211e-24,1,20,60,1,1,1,1,1
252,252,unobserved_candidate,9.6e-16,9.6e-16,9.6e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
253,253,unobserved_candidate,1.2e-15,1.2e-15,1.2e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
254,254,unobserved_candidate,9.6e-15,9.6e-15,9.6e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
255,255,unobserved_candidate,3.12e-14,3.12e-14,3.12e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
256,256,unobserved_candidate,1.2e-14,1.2e-14,1.2e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
257,257,unobserved_candidate,4.8e-14,4.8e-14,4.8e-14,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
258,258,unobserved_candidate,3.2832e-12,3.2832e-12,3.2832e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
259,259,unobserved_candidate,5.928e-13,5.928e-13,5.928e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
260,260,unobserved_candidate,2.28e-13,2.28e-13,2.28e-13,0,1.0097419586829e-28,1,20,60,1,1,1,1,1
261,261,unobserved_candidate,9.12e-13,9.12e-13,9.12e-13,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
262,262,unobserved_candidate,8.55e-13,8.55e-13,8.55e-13,0,3.02922587604869e-28,1,20,60,1,1,1,1,1
263,263,unobserved_candidate,2.4e-15,2.4e-15,2.4e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
264,264,unobserved_candidate,3e-15,3e-15,3e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
265,265,unobserved_candidate,4.56e-14,4.56e-14,4.56e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
266,266,unobserved_candidate,5.7e-14,5.7e-14,5.7e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
267,267,unobserved_candidate,5.28e-15,5.28e-15,5.28e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
268,268,unobserved_candidate,1.0032e-13,1.0032e-13,1.0032e-13,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
269,269,observed_candidate,1.76877421875e-08,1.76877421875e-08,1.76877421875e-08,0,6.61744490042422e-24,1,20,60,1,1,1,1,1
270,270,observed_candidate,4.71915755208333e-09,4.71915755208333e-09,4.71915755208333e-09,0,2.48154183765908e-24,1,20,60,1,1,1,1,1
271,271,observed_candidate,6.77062790697675e-09,6.77062790697675e-09,6.77062790697675e-09,0,-4.96308367531817e-24,1,20,60,1,1,1,1,1
272,272,observed_candidate,8.7607575e-08,8.7607575e-08,8.7607575e-08,0,-2.64697796016969e-23,1,20,60,1,1,1,1,1
273,273,observed_candidate,4.04024414062501e-07,4.04024414062501e-07,4.04024414062501e-07,0,-3.70576914423756e-22,1,20,60,1,1,1,1,1
274,274,observed_candidate,1.84338e-07,1.84338e-07,1.84338e-07,0,7.94093388050907e-23,1,20,60,1,1,1,1,1
275,275,unobserved_candidate,4.4e-15,4.4e-15,4.4e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
276,276,unobserved_candidate,6.500736e-11,6.500736e-11,6.500736e-11,0,1.29246970711411e-26,1,20,60,1,1,1,1,1
277,277,unobserved_candidate,2.60832e-13,2.60832e-13,2.60832e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
278,278,unobserved_candidate,4.0128e-12,4.0128e-12,4.0128e-12,0,8.07793566946316e-28,1,20,60,1,1,1,1,1
279,279,observed_candidate,2.85768e-08,2.85768e-08,2.85768e-08,0,6.61744490042422e-24,1,20,60,1,1,1,1,1
280,280,observed_candidate,8.97999069767442e-10,8.97999069767442e-10,8.97999069767442e-10,0,-1.03397576569128e-25,1,20,60,1,1,1,1,1
281,281,unobserved_candidate,2.08e-15,2.08e-15,2.08e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
282,282,unobserved_candidate,8.53632e-12,8.53632e-12,8.53632e-12,0,3.23117426778526e-27,1,20,60,1,1,1,1,1
283,283,unobserved_candidate,5.928e-13,5.928e-13,5.928e-13,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
284,284,unobserved_candidate,2.3712e-12,2.3712e-12,2.3712e-12,0,1.61558713389263e-27,1,20,60,1,1,1,1,1
285,285,unobserved_candidate,7.8e-15,7.8e-15,7.8e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
286,286,unobserved_candidate,1.482e-13,1.482e-13,1.482e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
287,287,unobserved_candidate,8e-16,8e-16,8e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
288,288,unobserved_candidate,4.4e-15,4.4e-15,4.4e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
289,289,unobserved_candidate,1e-15,1e-15,1e-15,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
290,290,unobserved_candidate,7.84e-15,7.84e-15,7.84e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
291,291,unobserved_candidate,4.312e-14,4.312e-14,4.312e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
292,292,unobserved_candidate,9.8e-15,9.8e-15,9.8e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
293,293,unobserved_candidate,4.312e-14,4.312e-14,4.312e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
294,294,unobserved_candidate,9.6e-16,9.6e-16,9.6e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
295,295,unobserved_candidate,1.2e-15,1.2e-15,1.2e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
296,296,unobserved_candidate,1.824e-14,1.824e-14,1.824e-14,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
297,297,unobserved_candidate,2.28e-14,2.28e-14,2.28e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
298,298,unobserved_candidate,9.6e-15,9.6e-15,9.6e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
299,299,unobserved_candidate,2.3712e-12,2.3712e-12,2.3712e-12,0,8.07793566946316e-28,1,20,60,1,1,1,1,1
300,300,unobserved_candidate,9.12e-13,9.12e-13,9.12e-13,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
301,301,unobserved_candidate,2.4e-15,2.4e-15,2.4e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
302,302,unobserved_candidate,7.8e-15,7.8e-15,7.8e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
303,303,unobserved_candidate,4.56e-14,4.56e-14,4.56e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
304,304,unobserved_candidate,2.4e-14,2.4e-14,2.4e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
305,305,observed_candidate,2.4457125e-07,2.4457125e-07,2.4457125e-07,0,2.11758236813575e-22,1,20,60,1,1,1,1,1
306,306,observed_candidate,3.898125e-07,3.898125e-07,3.898125e-07,0,1.58818677610181e-22,1,20,60,1,1,1,1,1
307,307,observed_candidate,1.92375e-09,1.92375e-09,1.92375e-09,0,0,1,20,60,1,1,1,1,1
308,308,unobserved_candidate,8.33333333333333e-16,8.33333333333333e-16,8.33333333333333e-16,0,9.86076131526265e-32,1,20,60,1,1,1,1,1
309,309,unobserved_candidate,8.16666666666667e-15,8.16666666666667e-15,8.16666666666666e-15,0,-6.31088724176809e-30,1,20,60,1,1,1,1,1
310,310,unobserved_candidate,1e-15,1e-15,1e-15,0,-3.94430452610506e-31,1,20,60,1,1,1,1,1
311,311,unobserved_candidate,1.9e-14,1.9e-14,1.9e-14,0,-6.31088724176809e-30,1,20,60,1,1,1,1,1
312,312,unobserved_candidate,7.6e-13,7.6e-13,7.6e-13,0,-1.0097419586829e-28,1,20,60,1,1,1,1,1
313,313,observed_candidate,1.4017212e-09,1.4017212e-09,1.4017212e-09,0,2.06795153138257e-25,1,20,60,1,1,1,1,1
314,314,unobserved_candidate,2e-15,2e-15,2e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
315,315,observed_candidate,1.77896750625e-07,1.77896750625e-07,1.77896750625e-07,0,2.64697796016969e-23,1,20,60,1,1,1,1,1
316,316,unobserved_candidate,2.95488e-11,2.95488e-11,2.95488e-11,0,6.46234853557053e-27,1,20,60,1,1,1,1,1
317,317,unobserved_candidate,6.24e-15,6.24e-15,6.24e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
318,318,unobserved_candidate,1.1856e-13,1.1856e-13,1.1856e-13,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
319,319,unobserved_candidate,2.4e-15,2.4e-15,2.4e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
320,320,unobserved_candidate,1.71e-12,1.71e-12,1.71e-12,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
321,321,unobserved_candidate,1.824e-12,1.824e-12,1.824e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
322,322,unobserved_candidate,1.14e-12,1.14e-12,1.14e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
323,323,observed_candidate,2.1463464e-09,2.1463464e-09,2.1463464e-09,0,4.13590306276514e-25,1,20,60,1,1,1,1,1
324,324,observed_candidate,1.29833418e-08,1.29833418e-08,1.29833418e-08,0,4.96308367531817e-24,1,20,60,1,1,1,1,1
325,325,unobserved_candidate,1.838592e-11,1.838592e-11,1.838592e-11,0,6.46234853557053e-27,1,20,60,1,1,1,1,1
326,326,unobserved_candidate,6.24e-15,6.24e-15,6.24e-15,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
327,327,unobserved_candidate,3.12e-15,3.12e-15,3.12e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
328,328,unobserved_candidate,5.928e-14,5.928e-14,5.928e-14,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
329,329,unobserved_candidate,8e-16,8e-16,8e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
330,330,unobserved_candidate,2e-15,2e-15,2e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
331,331,unobserved_candidate,2e-15,2e-15,2e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
332,332,unobserved_candidate,7.84e-15,7.84e-15,7.84e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
333,333,unobserved_candidate,1.96e-14,1.96e-14,1.96e-14,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
334,334,unobserved_candidate,9.6e-16,9.6e-16,9.6e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
335,335,unobserved_candidate,1.824e-14,1.824e-14,1.824e-14,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
336,336,unobserved_candidate,9.6e-15,9.6e-15,9.6e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
337,337,observed_candidate,4.44675e-08,4.44675e-08,4.44675e-08,0,3.97046694025453e-23,1,20,60,1,1,1,1,1
338,338,observed_candidate,2.3477025e-08,2.3477025e-08,2.3477025e-08,0,1.65436122510606e-23,1,20,60,1,1,1,1,1
339,339,observed_candidate,3.189375e-07,3.189375e-07,3.189375e-07,0,1.05879118406788e-22,1,20,60,1,1,1,1,1
340,340,unobserved_candidate,2.08e-15,2.08e-15,2.08e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
341,341,unobserved_candidate,8e-16,8e-16,8e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
342,342,unobserved_candidate,3.456e-14,3.456e-14,3.456e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
343,343,unobserved_candidate,1.181952e-11,1.181952e-11,1.181952e-11,0,4.8467614016779e-27,1,20,60,1,1,1,1,1
344,344,unobserved_candidate,6.72e-15,6.72e-15,6.72e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
345,345,unobserved_candidate,2.496e-15,2.496e-15,2.496e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
346,346,unobserved_candidate,8.112e-15,8.112e-15,8.112e-15,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
347,347,unobserved_candidate,4.7424e-14,4.7424e-14,4.7424e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
348,348,unobserved_candidate,9.6e-16,9.6e-16,9.6e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
349,349,unobserved_candidate,6.84e-13,6.84e-13,6.84e-13,0,1.0097419586829e-28,1,20,60,1,1,1,1,1
350,350,unobserved_candidate,1.824e-14,1.824e-14,1.824e-14,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
351,351,unobserved_candidate,9.6e-15,9.6e-15,9.6e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
352,352,unobserved_candidate,3.84e-14,3.84e-14,3.84e-14,0,1.89326617253043e-29,1,20,60,1,1,1,1,1
353,353,unobserved_candidate,7.296e-13,7.296e-13,7.296e-13,0,1.0097419586829e-28,1,20,60,1,1,1,1,1
354,354,unobserved_candidate,4.56e-13,4.56e-13,4.56e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
355,355,unobserved_candidate,3.456e-14,3.456e-14,3.456e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
356,356,unobserved_candidate,1.181952e-11,1.181952e-11,1.181952e-11,0,1.61558713389263e-27,1,20,60,1,1,1,1,1
357,357,observed_candidate,7.303296e-11,7.303296e-11,7.303296e-11,0,2.58493941422821e-26,1,20,60,1,1,1,1,1
358,358,unobserved_candidate,8e-16,8e-16,8e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
359,359,unobserved_candidate,7.84e-15,7.84e-15,7.84e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
360,360,observed_candidate,1.3047034e-08,1.3047034e-08,1.3047034e-08,0,1.15805285757424e-23,1,20,60,1,1,1,1,1
361,361,observed_candidate,6.5690625e-08,6.5690625e-08,6.5690625e-08,0,3.97046694025453e-23,1,20,60,1,1,1,1,1
362,362,observed_candidate,2.0010375e-08,2.0010375e-08,2.0010375e-08,0,9.92616735063633e-24,1,20,60,1,1,1,1,1
363,363,observed_candidate,8.9718354e-09,8.9718354e-09,8.9718354e-09,0,4.96308367531817e-24,1,20,60,1,1,1,1,1
364,364,observed_candidate,7.59375e-09,7.59375e-09,7.59375e-09,0,1.65436122510606e-24,1,20,60,1,1,1,1,1
365,365,observed_candidate,1.069453125e-07,1.069453125e-07,1.069453125e-07,0,3.97046694025453e-23,1,20,60,1,1,1,1,1
366,366,observed_candidate,5.5130625e-07,5.5130625e-07,5.5130625e-07,0,-2.11758236813575e-22,1,20,60,1,1,1,1,1
367,367,observed_candidate,3.86820622222222e-09,3.86820622222222e-09,3.86820622222222e-09,0,-1.65436122510606e-24,1,20,60,1,1,1,1,1
368,368,unobserved_candidate,2.08e-15,2.08e-15,2.08e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
369,369,unobserved_candidate,8e-16,8e-16,8e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
370,370,unobserved_candidate,2.496e-15,2.496e-15,2.496e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
371,371,unobserved_candidate,2.496e-14,2.496e-14,2.496e-14,0,9.46633086265214e-30,1,20,60,1,1,1,1,1
372,372,unobserved_candidate,1.89696e-12,1.89696e-12,1.89696e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
373,373,unobserved_candidate,9.6e-16,9.6e-16,9.6e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
374,374,unobserved_candidate,1.2e-15,1.2e-15,1.2e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
375,375,unobserved_candidate,9.6e-15,9.6e-15,9.6e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
376,376,unobserved_candidate,3.84e-14,3.84e-14,3.84e-14,0,1.89326617253043e-29,1,20,60,1,1,1,1,1
377,377,unobserved_candidate,2.4e-14,2.4e-14,2.4e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
378,378,unobserved_candidate,7.296e-13,7.296e-13,7.296e-13,0,1.0097419586829e-28,1,20,60,1,1,1,1,1
379,379,unobserved_candidate,3.6e-14,3.6e-14,3.6e-14,0,1.89326617253043e-29,1,20,60,1,1,1,1,1
380,380,unobserved_candidate,6.84e-13,6.84e-13,6.84e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
381,381,observed_candidate,4.118352336e-08,4.118352336e-08,4.118352336e-08,0,1.32348898008484e-23,1,20,60,1,1,1,1,1
382,382,unobserved_candidate,2e-15,2e-15,2e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
383,383,observed_candidate,5.2837092e-08,5.2837092e-08,5.2837092e-08,0,6.61744490042422e-24,1,20,60,1,1,1,1,1
384,384,observed_candidate,1.30977e-07,1.30977e-07,1.30977e-07,0,2.64697796016969e-23,1,20,60,1,1,1,1,1
385,385,unobserved_candidate,4.224e-14,4.224e-14,4.224e-14,0,1.89326617253043e-29,1,20,60,1,1,1,1,1
386,386,unobserved_candidate,1.444608e-11,1.444608e-11,1.444608e-11,0,4.8467614016779e-27,1,20,60,1,1,1,1,1
387,387,unobserved_candidate,4.0128e-12,4.0128e-12,4.0128e-12,0,8.07793566946316e-28,1,20,60,1,1,1,1,1
388,388,unobserved_candidate,2.508e-13,2.508e-13,2.508e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
389,389,unobserved_candidate,4.41408e-13,4.41408e-13,4.41408e-13,0,1.51461293802434e-28,1,20,60,1,1,1,1,1
390,390,unobserved_candidate,3.6e-15,3.6e-15,3.6e-15,0,0,1,20,60,1,1,1,1,1
391,391,unobserved_candidate,3.528e-14,3.528e-14,3.528e-14,0,0,1,20,60,1,1,1,1,1
392,392,unobserved_candidate,3.456e-15,3.456e-15,3.456e-15,0,0,1,20,60,1,1,1,1,1
393,393,unobserved_candidate,8.64e-15,8.64e-15,8.64e-15,0,0,1,20,60,1,1,1,1,1
394,394,unobserved_candidate,4.32e-15,4.32e-15,4.32e-15,0,0,1,20,60,1,1,1,1,1
395,395,unobserved_candidate,6.5664e-14,6.5664e-14,6.5664e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
396,396,unobserved_candidate,8.208e-14,8.208e-14,8.208e-14,0,0,1,20,60,1,1,1,1,1
397,397,unobserved_candidate,8.64e-15,8.64e-15,8.64e-15,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
398,398,unobserved_candidate,1.6416e-13,1.6416e-13,1.6416e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
399,399,unobserved_candidate,2.08e-15,2.08e-15,2.08e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
400,400,unobserved_candidate,2.0384e-14,2.0384e-14,2.0384e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
401,401,observed_candidate,2.258025e-09,2.258025e-09,2.258025e-09,0,-2.48154183765908e-24,1,20,60,1,1,1,1,1
402,402,observed_candidate,4.455e-10,4.455e-10,4.455e-10,0,1.03397576569128e-25,1,20,60,1,1,1,1,1
403,403,observed_candidate,2.027025e-08,2.027025e-08,2.027025e-08,0,3.30872245021211e-24,1,20,60,1,1,1,1,1
404,404,unobserved_candidate,4.48e-15,4.48e-15,4.48e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
405,405,unobserved_candidate,8e-16,8e-16,8e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
406,406,unobserved_candidate,9.99999999999999e-16,9.99999999999999e-16,1e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
407,407,unobserved_candidate,1e-14,1e-14,1e-14,0,-1.57772181044202e-30,1,20,60,1,1,1,1,1
408,408,unobserved_candidate,7.125e-13,7.125e-13,7.125e-13,0,-3.02922587604869e-28,1,20,60,1,1,1,1,1
409,409,unobserved_candidate,1.92e-14,1.92e-14,1.92e-14,0,9.46633086265214e-30,1,20,60,1,1,1,1,1
410,410,unobserved_candidate,3.456e-15,3.456e-15,3.456e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
411,411,unobserved_candidate,6.5664e-14,6.5664e-14,6.5664e-14,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
412,412,unobserved_candidate,9.6e-16,9.6e-16,9.6e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
413,413,unobserved_candidate,9.6e-15,9.6e-15,9.6e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
414,414,unobserved_candidate,1.71e-12,1.71e-12,1.71e-12,0,6.05845175209737e-28,1,20,60,1,1,1,1,1
415,415,unobserved_candidate,5e-15,5e-15,5e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
416,416,unobserved_candidate,5e-15,5e-15,5e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
417,417,unobserved_candidate,1.92e-15,1.92e-15,1.92e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
418,418,unobserved_candidate,2.4e-15,2.4e-15,2.4e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
419,419,unobserved_candidate,1.92e-14,1.92e-14,1.92e-14,0,9.46633086265214e-30,1,20,60,1,1,1,1,1
420,420,unobserved_candidate,6.24e-14,6.24e-14,6.24e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
421,421,unobserved_candidate,2.4e-14,2.4e-14,2.4e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
422,422,unobserved_candidate,6.5664e-12,6.5664e-12,6.5664e-12,0,8.07793566946316e-28,1,20,60,1,1,1,1,1
423,423,unobserved_candidate,1.1856e-12,1.1856e-12,1.1856e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
424,424,unobserved_candidate,4.56e-13,4.56e-13,4.56e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
425,425,unobserved_candidate,1.824e-12,1.824e-12,1.824e-12,0,8.07793566946316e-28,1,20,60,1,1,1,1,1
426,426,unobserved_candidate,1.71e-12,1.71e-12,1.71e-12,0,6.05845175209737e-28,1,20,60,1,1,1,1,1
427,427,unobserved_candidate,4.8e-15,4.8e-15,4.8e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
428,428,unobserved_candidate,6e-15,6e-15,6e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
429,429,unobserved_candidate,1.14e-13,1.14e-13,1.14e-13,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
430,430,unobserved_candidate,1.056e-14,1.056e-14,1.056e-14,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
431,431,unobserved_candidate,2.0064e-13,2.0064e-13,2.0064e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
