site,SAA_mean_target_kg,DRO_mean_target_kg,DRO_minus_SAA_mean_target_kg,SAA_mean_terminal_inventory_kg,DRO_mean_terminal_inventory_kg,DRO_minus_SAA_mean_terminal_inventory_kg,SAA_mean_terminal_gap_kg,DRO_mean_terminal_gap_kg,DRO_minus_SAA_mean_terminal_gap_kg,SAA_mass_weighted_capped_service,DRO_mass_weighted_capped_service,DRO_minus_SAA_mass_weighted_capped_service,SAA_gap_incidence_positive_target,DRO_gap_incidence_positive_target,DRO_minus_SAA_gap_incidence_positive_target
1,6.295256798407056,9.45158883085158,3.1563320324445243,50.13914389909267,69.15973746349793,19.02059356440526,0.4118843538964825,0.47921944215041823,0.06733508825393575,0.9345722713010369,0.9492974725491483,0.014725201248111386,0.1491658488714426,0.2341941228851291,0.08502827401368651
2,2.367754957313902,3.507735885122008,1.139980927808106,24.39110232271041,35.37176372032892,10.980661397618512,0.2910500339947413,0.3913707298475438,0.10032069585280251,0.8770776371534152,0.888426397350058,0.011348760196642771,0.24455611390284757,0.20215897939156036,-0.04239713451128721
3,1.1325314349616702,2.0082322418622787,0.8757008069006085,11.307910740827316,20.956415926333566,9.64850518550625,0.10965402929161046,0.07628770409311596,-0.0333663251984945,0.9031779375772384,0.9620125090600216,0.05883457148278315,0.2535211267605634,0.18547595682041218,-0.0680451699401512
4,4.310326487194153,6.195441925197957,1.8851154380038038,29.88085688138087,40.77556239034491,10.89470550896404,0.46169606438479716,0.5817235058286829,0.12002744144388577,0.8928860572960124,0.906104598694936,0.013218541398923533,0.23937360178970918,0.25289403383793413,0.01352043204822495
