state_id,intensity,loc,lfw,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,TERMINALLOH_VERSION,MODE,STATE_COUNT,SITE_COUNT,ADOPTED_DRO_ETA,TANK_CAP_KG,SOURCE_STAGE,SOURCE_RUN
1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
2,2,2,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
3,2,3,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
4,2,4,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
5,2,5,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
6,2,6,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
7,2,7,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
8,3,1,0,0,11.45569102364782,0.0,0.0,3.273054578185091,14.72874560183291,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
9,3,2,0,0,18.54730927638218,0.0,0.0,15.819763794561272,34.36707307094345,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
10,3,3,0,0,27.54820936639118,2.4547909336388183,3.273054578185091,18.001800180018,51.277855058233094,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
11,3,4,0,0,19.092818372746365,6.546109156370182,6.546109156370182,16.365272890925453,48.55030957641218,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
12,3,5,0,0,3.273054578185091,0.0,0.0,0.0,3.273054578185091,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
13,3,6,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
14,3,7,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
15,4,1,0,0,149.46949240378572,44.18623680549873,27.82096391457343,127.10361945285436,348.58031257671223,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
16,4,2,0,0,158.74314704197695,44.18623680549873,29.457491203665818,132.55871041649618,364.94558546763767,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
17,4,3,0,0,172.65362899926356,79.37157352098842,32.45779123366883,76.91678258734964,361.39977634127047,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
18,4,4,0,0,137.19553773559164,129.8311649346752,32.730545781850964,65.1883370155198,364.94558546763756,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
19,4,5,0,0,126.01260126012605,29.457491203665832,22.911382047295625,54.55090963641819,232.9323841475057,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
20,4,6,0,0,42.54970951640618,9.819163734555273,11.455691023647821,27.275454818209084,91.10001909281837,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
21,4,7,0,0,0.0,0.0,0.0,0.0,0.0,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
22,5,1,0,0,206.20243842566074,94.91858276736762,36.003600360035996,171.017101710171,508.14172326323535,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
23,5,2,0,0,225.8407658947712,92.46379183372882,43.367973160952396,172.65362899926365,534.326159888716,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
24,5,3,0,0,221.20393857567578,130.10391948285738,48.823064124594275,142.37787415105126,542.5087963341787,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
25,5,4,0,0,216.0216021602159,140.19583776559475,56.18743692551073,115.37517388102447,527.7800507323459,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
