path_id,dissipation_stage,hours_before_dissipation,checkpoint_global_hour,inventory_kg,remaining_formal_demand_kg,positive_preventive_inventory_proxy_kg,definition,kg_hour_available
2,2,0,8,241.507481134,248.989071862,5.60813793862,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
5,2,0,8,241.507481134,248.989071862,5.60813793862,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
7,6,24,16,182.014475204,189.496065932,5.60813793862,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
7,6,16,24,155.546921843,144,13.5647884007,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
7,6,8,32,190.108006047,104.989071862,85.118934185,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
7,6,0,40,130.615000117,45.4960659317,85.118934185,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
10,2,0,8,241.507481134,248.989071862,5.60813793862,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
12,2,0,8,241.507481134,248.989071862,5.60813793862,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
14,5,24,8,241.507481134,248.989071862,5.60813793862,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
14,5,16,16,182.014475204,189.496065932,5.60813793862,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
14,5,8,24,145.293409272,144,6.30269498349,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
14,5,0,32,156.451144954,104.989071862,51.4620730918,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
15,5,24,8,241.507481134,248.989071862,5.60813793862,"same frozen sitewise max(inventory-remaining formal demand,0) definition",NOT_AVAILABLE_FROM_SAVED_DATA; only fixed checkpoints reported
