runtime_sec,peak_working_set_bytes,new_fixed_T_recourse_evaluations,reused_fixed_T_recourse_rows,new_gurobi_batch_invocations,frozen_pair_count,step03S_cross_row_count,nominal_input_path,nominal_input_sha256
9.26972,1441181696,48,96,1,36,125755,C:\Users\chaos\Desktop\biye\test\testH2_v2\terminalLoh_wdro\output\stage3j_wdro_input_freeze\run-001\wdro_nominal_input_DAC.mat,6936a696f5cde137aca483f8c32adee33b52cbd90559a8e6395f3686c0712945
