zero_distance_pair_count,PairRelDeltaQ_median,PairRelDeltaQ_q99,PairRelDeltaQ_max,DeltaQ_max,large_mismatch_count,distinct_state_count
12844,0,1.94337418546516e-15,1.113970703896e-14,1.03609636425972e-08,0,5
