"phase","exit_code","log"
"CONFIG","0","C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage90b-base-pmax-fresh-zero-cut-10iter\run-004\01_preflight\config_native_stdout.log"
