unique_path_id,source_record_count,path_probability_min,path_probability_max,path_probability_range,probability_consistent,observed_frequency_range,observed_empirical_mass_range
513,3,1.76e-13,1.76e-13,0,1,0,0
514,3,6.336e-12,6.336e-12,0,1,0,0
515,3,4.1171328e-09,4.1171328e-09,0,1,0,0
516,3,2.54144e-10,2.54144e-10,0,1,0,0
517,2,5.1597e-08,5.1597e-08,0,1,0,0
518,1,3.241134e-08,3.241134e-08,0,1,0,0
519,3,2.08e-15,2.08e-15,0,1,0,0
520,3,1.144e-14,1.144e-14,0,1,0,0
521,3,1.04e-13,1.04e-13,0,1,0,0
522,3,9.75e-14,9.75e-14,0,1,0,0
523,3,6.5e-15,6.5e-15,0,1,0,0
524,3,3.744e-12,3.744e-12,0,1,0,0
525,3,1.50176e-10,1.50176e-10,0,1,0,0
526,12,1.02749625e-07,1.02749625e-07,0,1,0,0
527,6,9.3814875e-07,9.3814875e-07,0,1,0,0
528,3,8e-16,8e-16,0,1,0,0
529,3,2e-15,2e-15,0,1,0,0
530,3,4.4e-15,4.4e-15,0,1,0,0
531,3,1e-15,1e-15,0,1,0,0
532,3,4e-14,4e-14,0,1,0,0
533,3,2e-15,2e-15,0,1,0,0
534,3,3.6e-14,3.6e-14,0,1,0,0
535,3,3.744e-12,3.744e-12,0,1,0,0
536,3,1.44e-12,1.44e-12,0,1,0,0
537,3,7.2e-14,7.2e-14,0,1,0,0
538,3,2.888e-12,2.888e-12,0,1,0,0
539,3,1.444e-12,1.444e-12,0,1,0,0
540,3,1.50176e-10,1.50176e-10,0,1,0,0
541,3,5.776e-11,5.776e-11,0,1,0,0
542,3,2.888e-12,2.888e-12,0,1,0,0
543,3,2e-15,2e-15,0,1,0,0
544,3,8e-16,8e-16,0,1,0,0
545,3,2e-15,2e-15,0,1,0,0
546,3,2e-15,2e-15,0,1,0,0
547,6,3.3048499737e-07,3.3048499737e-07,0,1,0,0
548,3,3.027888864e-08,3.027888864e-08,0,1,0,0
549,6,1.1675664e-07,1.1675664e-07,0,1,0,0
550,3,8.33333333333333e-16,8.33333333333333e-16,0,1,0,0
551,3,3e-14,3e-14,0,1,0,0
552,3,7.5178125e-09,7.5178125e-09,0,1,0,0
553,3,1.296e-12,1.296e-12,0,1,0,0
554,3,5.2e-15,5.2e-15,0,1,0,0
555,3,7.5e-14,7.5e-14,0,1,0,0
556,3,2e-15,2e-15,0,1,0,0
557,3,8e-14,8e-14,0,1,0,0
558,3,7.5e-14,7.5e-14,0,1,0,0
559,3,4.6656e-11,4.6656e-11,0,1,0,0
560,6,1.3170762e-07,1.3170762e-07,0,1,0,0
561,3,2.88e-12,2.88e-12,0,1,0,0
562,12,6.174e-10,6.174e-10,0,1,0,0
563,3,1.871424e-09,1.871424e-09,0,1,0,0
564,3,1.1552e-10,1.1552e-10,0,1,0,0
565,6,1.20619125e-06,1.20619125e-06,0,1,0,0
566,6,2.2743e-07,2.2743e-07,0,1,0,0
567,3,2.6e-15,2.6e-15,0,1,0,0
568,3,8e-16,8e-16,0,1,0,0
569,3,2e-15,2e-15,0,1,0,0
570,3,2e-15,2e-15,0,1,0,0
571,3,8e-16,8e-16,0,1,0,0
572,3,8e-16,8e-16,0,1,0,0
573,6,1.45548525375e-06,1.45548525375e-06,0,1,0,0
574,6,6.43566000000001e-08,6.43566000000001e-08,0,1,0,0
575,6,1.74685896e-07,1.74685896e-07,0,1,0,0
576,3,6.216279552e-09,6.216279552e-09,0,1,0,0
577,3,5.184e-13,5.184e-13,0,1,0,0
578,3,2.08e-15,2.08e-15,0,1,0,0
579,3,8e-16,8e-16,0,1,0,0
580,3,3.2e-14,3.2e-14,0,1,0,0
581,3,3e-14,3e-14,0,1,0,0
582,12,1.56323720930232e-09,1.56323720930232e-09,0,1,0,0
583,3,1.86624e-11,1.86624e-11,0,1,0,0
584,3,1.152e-12,1.152e-12,0,1,0,0
585,3,7.485696e-10,7.485696e-10,0,1,0,0
586,3,4.6208e-11,4.6208e-11,0,1,0,0
587,3,8.46093750000003e-08,8.46093750000003e-08,0,1,0,0
588,3,7.37352e-08,7.37352e-08,0,1,0,0
589,6,2.66342076e-07,2.66342076e-07,0,1,0,0
590,6,9.37375488000001e-09,9.37375488000001e-09,0,1,0,0
591,3,2.8019376e-07,2.8019376e-07,0,1,0,0
592,6,4.181463e-07,4.181463e-07,0,1,0,0
593,3,8e-16,8e-16,0,1,0,0
594,3,2.08e-15,2.08e-15,0,1,0,0
595,3,2.08e-15,2.08e-15,0,1,0,0
596,9,4.382378e-10,4.382378e-10,0,1,0,0
597,6,4.108104e-08,4.108104e-08,0,1,0,0
598,6,1.439100432e-07,1.439100432e-07,0,1,0,0
599,3,2.08e-15,2.08e-15,0,1,0,0
600,3,8.32e-14,8.32e-14,0,1,0,0
601,3,8e-16,8e-16,0,1,0,0
602,2,1e-15,1e-15,0,1,0,0
603,3,3.2e-14,3.2e-14,0,1,0,0
604,3,2.9952e-12,2.9952e-12,0,1,0,0
605,3,1.201408e-10,1.201408e-10,0,1,0,0
606,6,2.388015e-06,2.388015e-06,0,1,0,0
607,3,2e-15,2e-15,0,1,0,0
608,3,1.936e-14,1.936e-14,0,1,0,0
609,3,6.336e-13,6.336e-13,0,1,0,0
610,3,1.76e-13,1.76e-13,0,1,0,0
611,3,1.65e-13,1.65e-13,0,1,0,0
612,3,1.1e-14,1.1e-14,0,1,0,0
613,6,1.305832e-09,1.305832e-09,0,1,0,0
614,3,1.936e-14,1.936e-14,0,1,0,0
615,3,2.28096e-11,2.28096e-11,0,1,0,0
616,3,6.336e-12,6.336e-12,0,1,0,0
617,3,9.149184e-10,9.149184e-10,0,1,0,0
618,3,2.54144e-10,2.54144e-10,0,1,0,0
619,3,2.88e-15,2.88e-15,0,1,0,0
620,3,7.2e-15,7.2e-15,0,1,0,0
621,3,3.6e-15,3.6e-15,0,1,0,0
622,3,1.44e-13,1.44e-13,0,1,0,0
623,3,7.2e-15,7.2e-15,0,1,0,0
624,3,1.296e-13,1.296e-13,0,1,0,0
625,3,2.08e-15,2.08e-15,0,1,0,0
626,6,8.0028e-09,8.0028e-09,0,1,0,0
627,3,4.48e-15,4.48e-15,0,1,0,0
628,3,4.48e-15,4.48e-15,0,1,0,0
629,6,1.99367168e-09,1.99367168e-09,0,1,0,0
630,3,7.354368e-11,7.354368e-11,0,1,0,0
631,6,3.3891858e-07,3.3891858e-07,0,1,0,0
632,12,2.10672e-09,2.10672e-09,0,1,0,0
633,12,3.7740384e-09,3.7740384e-09,0,1,0,0
634,1,8.33333333333333e-16,8.33333333333333e-16,0,1,0,0
635,3,2.88e-15,2.88e-15,0,1,0,0
636,3,4.48e-15,4.48e-15,0,1,0,0
637,3,8e-16,8e-16,0,1,0,0
638,1,1e-15,1e-15,0,1,0,0
639,3,2.475e-10,2.475e-10,0,1,0,0
640,3,1.89054e-07,1.89054e-07,0,1,0,0
641,6,1.315845e-07,1.315845e-07,0,1,0,0
642,3,1.6e-15,1.6e-15,0,1,0,0
643,3,8.8e-15,8.8e-15,0,1,0,0
644,3,2.88e-13,2.88e-13,0,1,0,0
645,3,8e-14,8e-14,0,1,0,0
646,3,7.5e-14,7.5e-14,0,1,0,0
647,3,5e-15,5e-15,0,1,0,0
648,3,8.8e-15,8.8e-15,0,1,0,0
649,3,2.88e-13,2.88e-13,0,1,0,0
650,3,5e-15,5e-15,0,1,0,0
651,3,1.0368e-11,1.0368e-11,0,1,0,0
652,3,2.88e-12,2.88e-12,0,1,0,0
653,3,2.7e-12,2.7e-12,0,1,0,0
654,3,1.0368e-11,1.0368e-11,0,1,0,0
655,3,4.15872e-10,4.15872e-10,0,1,0,0
656,3,1.1552e-10,1.1552e-10,0,1,0,0
657,6,3.37566768e-08,3.37566768e-08,0,1,0,0
658,3,4.4e-15,4.4e-15,0,1,0,0
659,3,2.88e-15,2.88e-15,0,1,0,0
660,3,4.48e-15,4.48e-15,0,1,0,0
661,3,2.88e-15,2.88e-15,0,1,0,0
662,6,1.24773e-08,1.24773e-08,0,1,0,0
663,6,5.39068612500001e-07,5.39068612500001e-07,0,1,0,0
664,3,5.65013735e-08,5.65013735e-08,0,1,0,0
665,3,2.9417472e-11,2.9417472e-11,0,1,0,0
666,6,7.4844e-08,7.4844e-08,0,1,0,0
667,12,2.444904e-08,2.444904e-08,0,1,0,0
668,4,8.5995e-09,8.5995e-09,0,1,0,0
669,6,6.14061e-07,6.14061e-07,0,1,0,0
670,2,8.80308e-09,8.80308e-09,0,1,0,0
671,3,6.4e-16,6.4e-16,0,1,0,0
672,3,1.6e-15,1.6e-15,0,1,0,0
673,3,3.52e-15,3.52e-15,0,1,0,0
674,3,2.88e-15,2.88e-15,0,1,0,0
675,3,1.152e-13,1.152e-13,0,1,0,0
676,3,3.2e-14,3.2e-14,0,1,0,0
677,3,3e-14,3e-14,0,1,0,0
678,3,1.6e-15,1.6e-15,0,1,0,0
679,3,2e-15,2e-15,0,1,0,0
680,3,3.52e-15,3.52e-15,0,1,0,0
681,3,3e-14,3e-14,0,1,0,0
682,3,2e-15,2e-15,0,1,0,0
683,3,3e-14,3e-14,0,1,0,0
684,3,4.1472e-12,4.1472e-12,0,1,0,0
685,3,1.152e-12,1.152e-12,0,1,0,0
686,3,1.08e-12,1.08e-12,0,1,0,0
687,3,4.1472e-12,4.1472e-12,0,1,0,0
688,3,1.663488e-10,1.663488e-10,0,1,0,0
689,3,4.6208e-11,4.6208e-11,0,1,0,0
690,6,9.828225e-08,9.828225e-08,0,1,0,0
691,3,4.32e-15,4.32e-15,0,1,0,0
692,3,4.32e-15,4.32e-15,0,1,0,0
693,3,4.32e-15,4.32e-15,0,1,0,0
694,4,7.54600000000001e-10,7.54600000000001e-10,0,1,0,0
695,6,4.05559639534883e-08,4.05559639534883e-08,0,1,0,0
696,8,3.1130892e-09,3.1130892e-09,0,1,0,0
697,6,1.88581365e-06,1.88581365e-06,0,1,0,0
698,3,4.789368e-09,4.789368e-09,0,1,0,0
699,6,6.63022674418604e-08,6.63022674418604e-08,0,1,0,0
700,6,1.84172965116279e-08,1.84172965116279e-08,0,1,0,0
701,6,6.9944472e-09,6.9944472e-09,0,1,0,0
702,3,1.1232e-14,1.1232e-14,0,1,0,0
703,3,4.32e-15,4.32e-15,0,1,0,0
704,3,1.728e-13,1.728e-13,0,1,0,0
705,3,6.2208e-12,6.2208e-12,0,1,0,0
706,3,4.04227584e-09,4.04227584e-09,0,1,0,0
707,3,2.495232e-10,2.495232e-10,0,1,0,0
708,6,3.7253034e-06,3.7253034e-06,0,1,0,0
709,6,8.030309625e-07,8.030309625e-07,0,1,0,0
710,3,3.12e-15,3.12e-15,0,1,0,0
711,5,4.617e-09,4.617e-09,0,1,0,0
712,3,9.6e-16,9.6e-16,0,1,0,0
713,3,2.4e-15,2.4e-15,0,1,0,0
714,3,5.28e-15,5.28e-15,0,1,0,0
715,3,4.32e-15,4.32e-15,0,1,0,0
716,3,4.8e-14,4.8e-14,0,1,0,0
717,3,4.5e-14,4.5e-14,0,1,0,0
718,3,2.4e-15,2.4e-15,0,1,0,0
719,3,3e-15,3e-15,0,1,0,0
720,3,5.28e-15,5.28e-15,0,1,0,0
721,3,3e-15,3e-15,0,1,0,0
722,3,1.728e-12,1.728e-12,0,1,0,0
723,3,2.495232e-10,2.495232e-10,0,1,0,0
724,3,6.9312e-11,6.9312e-11,0,1,0,0
725,3,5.28e-15,5.28e-15,0,1,0,0
726,2,9.6e-16,9.6e-16,0,1,0,0
727,3,5.28e-15,5.28e-15,0,1,0,0
728,3,3.3549516e-07,3.3549516e-07,0,1,0,0
729,3,2.7449604e-07,2.7449604e-07,0,1,0,0
730,4,2.59684526315789e-10,2.59684526315789e-10,0,1,0,0
731,6,2.40593023255814e-08,2.40593023255814e-08,0,1,0,0
732,6,2.5088778e-07,2.5088778e-07,0,1,0,0
733,3,1.3728e-14,1.3728e-14,0,1,0,0
734,3,5.28e-15,5.28e-15,0,1,0,0
735,3,2.112e-13,2.112e-13,0,1,0,0
736,3,7.6032e-12,7.6032e-12,0,1,0,0
737,3,4.94055936e-09,4.94055936e-09,0,1,0,0
738,12,7.0785792e-08,7.0785792e-08,0,1,0,0
739,3,3.049728e-10,3.049728e-10,0,1,0,0
740,6,2.520882e-07,2.520882e-07,0,1,0,0
741,6,1.842183e-06,1.842183e-06,0,1,0,0
742,6,6.3862344e-07,6.3862344e-07,0,1,0,0
743,6,3.7253034e-06,3.7253034e-06,0,1,0,0
744,3,2.496e-15,2.496e-15,0,1,0,0
745,3,1.248e-13,1.248e-13,0,1,0,0
746,3,1.17e-13,1.17e-13,0,1,0,0
747,3,7.8e-15,7.8e-15,0,1,0,0
748,3,4.4928e-12,4.4928e-12,0,1,0,0
749,3,1.802112e-10,1.802112e-10,0,1,0,0
750,3,9.6e-16,9.6e-16,0,1,0,0
751,3,2.4e-15,2.4e-15,0,1,0,0
752,3,5.28e-15,5.28e-15,0,1,0,0
753,3,1.2e-15,1.2e-15,0,1,0,0
754,3,4.8e-14,4.8e-14,0,1,0,0
755,3,2.4e-15,2.4e-15,0,1,0,0
756,3,4.32e-14,4.32e-14,0,1,0,0
757,3,1.728e-12,1.728e-12,0,1,0,0
758,3,8.64e-14,8.64e-14,0,1,0,0
759,3,3.4656e-12,3.4656e-12,0,1,0,0
760,3,1.7328e-12,1.7328e-12,0,1,0,0
761,3,1.802112e-10,1.802112e-10,0,1,0,0
762,3,6.9312e-11,6.9312e-11,0,1,0,0
763,3,3.4656e-12,3.4656e-12,0,1,0,0
764,3,2.4e-15,2.4e-15,0,1,0,0
765,2,9.6e-16,9.6e-16,0,1,0,0
766,3,2.4e-15,2.4e-15,0,1,0,0
767,2,1.432939921875e-08,1.432939921875e-08,0,1,0,0
768,6,5.2997175e-08,5.2997175e-08,0,1,0,0
769,6,1.64634525e-07,1.64634525e-07,0,1,0,0
770,1,1.065368304e-08,1.065368304e-08,0,1,0,0
771,3,2.1347610075e-07,2.1347610075e-07,0,1,0,0
772,6,2.99335500000001e-08,2.99335500000001e-08,0,1,0,0
773,3,4.715055830016e-08,4.715055830016e-08,0,1,0,0
774,6,9.72840375e-07,9.72840375e-07,0,1,0,0
775,3,1e-15,1e-15,0,1,0,0
776,3,3.6e-14,3.6e-14,0,1,0,0
777,3,1.5552e-12,1.5552e-12,0,1,0,0
778,3,6.24e-15,6.24e-15,0,1,0,0
779,3,9.6e-14,9.6e-14,0,1,0,0
780,3,9e-14,9e-14,0,1,0,0
781,3,5.59872e-11,5.59872e-11,0,1,0,0
782,3,3.456e-12,3.456e-12,0,1,0,0
783,3,2.2457088e-09,2.2457088e-09,0,1,0,0
784,3,1.38624e-10,1.38624e-10,0,1,0,0
785,6,7.076322e-07,7.076322e-07,0,1,0,0
786,6,7.64242776e-07,7.64242776e-07,0,1,0,0
787,6,1.08074736e-06,1.08074736e-06,0,1,0,0
788,6,5.1581124e-06,5.1581124e-06,0,1,0,0
789,6,1.76849568e-07,1.76849568e-07,0,1,0,0
790,3,3.12e-15,3.12e-15,0,1,0,0
791,6,6.3900252e-09,6.3900252e-09,0,1,0,0
792,3,9.6e-16,9.6e-16,0,1,0,0
793,3,9.6e-16,9.6e-16,0,1,0,0
794,3,9.6e-16,9.6e-16,0,1,0,0
795,6,1.06203825e-07,1.06203825e-07,0,1,0,0
796,6,1.17306e-07,1.17306e-07,0,1,0,0
797,6,2.2931493984e-07,2.2931493984e-07,0,1,0,0
798,2,1.49688e-09,1.49688e-09,0,1,0,0
799,3,6.2208e-13,6.2208e-13,0,1,0,0
800,3,2.496e-15,2.496e-15,0,1,0,0
801,3,9.6e-16,9.6e-16,0,1,0,0
802,3,3.84e-14,3.84e-14,0,1,0,0
803,3,3.6e-14,3.6e-14,0,1,0,0
804,3,2.239488e-11,2.239488e-11,0,1,0,0
805,3,1.3824e-12,1.3824e-12,0,1,0,0
806,3,8.9828352e-10,8.9828352e-10,0,1,0,0
807,3,5.54496e-11,5.54496e-11,0,1,0,0
808,3,1.9513494e-07,1.9513494e-07,0,1,0,0
809,6,5.17621104e-08,5.17621104e-08,0,1,0,0
810,6,9.690912e-10,9.690912e-10,0,1,0,0
811,6,3.04210368e-08,3.04210368e-08,0,1,0,0
812,12,1.167474e-08,1.167474e-08,0,1,0,0
813,2,1.0144721664e-08,1.0144721664e-08,0,1,0,0
814,6,2.04687e-07,2.04687e-07,0,1,0,0
815,3,2.496e-15,2.496e-15,0,1,0,0
816,3,9.984e-14,9.984e-14,0,1,0,0
817,3,9.6e-16,9.6e-16,0,1,0,0
818,3,3.84e-14,3.84e-14,0,1,0,0
819,3,3.59424e-12,3.59424e-12,0,1,0,0
820,3,1.4416896e-10,1.4416896e-10,0,1,0,0
821,6,9.64953e-08,9.64953e-08,0,1,0,0
822,10,4.002768e-09,4.002768e-09,0,1,0,0
823,3,2.4e-15,2.4e-15,0,1,0,0
824,3,2.3232e-14,2.3232e-14,0,1,0,0
825,3,7.6032e-13,7.6032e-13,0,1,0,0
826,3,2.112e-13,2.112e-13,0,1,0,0
827,3,1.98e-13,1.98e-13,0,1,0,0
828,3,1.32e-14,1.32e-14,0,1,0,0
829,3,2.3232e-14,2.3232e-14,0,1,0,0
830,3,7.6032e-13,7.6032e-13,0,1,0,0
831,3,2.737152e-11,2.737152e-11,0,1,0,0
832,3,7.6032e-12,7.6032e-12,0,1,0,0
833,3,1.09790208e-09,1.09790208e-09,0,1,0,0
834,3,3.049728e-10,3.049728e-10,0,1,0,0
835,6,6.9476616e-07,6.9476616e-07,0,1,0,0
836,3,3.456e-15,3.456e-15,0,1,0,0
837,3,8.64e-15,8.64e-15,0,1,0,0
838,3,4.32e-15,4.32e-15,0,1,0,0
839,3,1.728e-13,1.728e-13,0,1,0,0
840,3,8.64e-15,8.64e-15,0,1,0,0
841,3,1.5552e-13,1.5552e-13,0,1,0,0
842,3,5.376e-15,5.376e-15,0,1,0,0
843,3,5.376e-15,5.376e-15,0,1,0,0
844,6,6.2272287e-07,6.2272287e-07,0,1,0,0
845,3,1.389257521344e-07,1.389257521344e-07,0,1,0,0
846,6,1.9649952e-07,1.9649952e-07,0,1,0,0
847,3,3.456e-15,3.456e-15,0,1,0,0
848,3,5.376e-15,5.376e-15,0,1,0,0
849,3,9.6e-16,9.6e-16,0,1,0,0
850,3,9e-14,9e-14,0,1,0,0
851,3,3.456e-12,3.456e-12,0,1,0,0
852,11,1.4309568e-09,1.4309568e-09,0,1,0,0
853,3,1.92e-15,1.92e-15,0,1,0,0
854,3,1.056e-14,1.056e-14,0,1,0,0
855,3,3.456e-13,3.456e-13,0,1,0,0
856,3,9.6e-14,9.6e-14,0,1,0,0
857,3,9e-14,9e-14,0,1,0,0
858,3,6e-15,6e-15,0,1,0,0
859,3,1.056e-14,1.056e-14,0,1,0,0
860,3,6e-15,6e-15,0,1,0,0
861,3,1.24416e-11,1.24416e-11,0,1,0,0
862,3,3.456e-12,3.456e-12,0,1,0,0
863,3,3.24e-12,3.24e-12,0,1,0,0
864,3,1.24416e-11,1.24416e-11,0,1,0,0
865,3,4.990464e-10,4.990464e-10,0,1,0,0
866,3,1.38624e-10,1.38624e-10,0,1,0,0
867,3,3.809025e-08,3.809025e-08,0,1,0,0
868,6,1.5439248e-07,1.5439248e-07,0,1,0,0
869,3,1.056e-14,1.056e-14,0,1,0,0
870,3,5.28e-15,5.28e-15,0,1,0,0
871,3,3.456e-15,3.456e-15,0,1,0,0
872,3,5.376e-15,5.376e-15,0,1,0,0
873,6,9.2169e-08,9.2169e-08,0,1,0,0
874,6,4.147605e-08,4.147605e-08,0,1,0,0
875,3,7.68e-16,7.68e-16,0,1,0,0
876,3,1.92e-15,1.92e-15,0,1,0,0
877,3,4.224e-15,4.224e-15,0,1,0,0
878,3,3.456e-15,3.456e-15,0,1,0,0
879,3,3.6e-14,3.6e-14,0,1,0,0
880,3,1.3824e-13,1.3824e-13,0,1,0,0
881,3,3.84e-14,3.84e-14,0,1,0,0
882,3,3.6e-14,3.6e-14,0,1,0,0
883,3,1.92e-15,1.92e-15,0,1,0,0
884,3,2.4e-15,2.4e-15,0,1,0,0
885,3,4.224e-15,4.224e-15,0,1,0,0
886,3,2.4e-15,2.4e-15,0,1,0,0
887,3,3.6e-14,3.6e-14,0,1,0,0
888,3,4.97664e-12,4.97664e-12,0,1,0,0
889,3,1.3824e-12,1.3824e-12,0,1,0,0
890,3,1.296e-12,1.296e-12,0,1,0,0
891,3,4.97664e-12,4.97664e-12,0,1,0,0
892,3,1.9961856e-10,1.9961856e-10,0,1,0,0
893,3,5.54496e-11,5.54496e-11,0,1,0,0
894,7,3.46275e-08,3.46275e-08,0,1,0,0
895,6,3.859812e-07,3.859812e-07,0,1,0,0
896,2,2.347488e-08,2.347488e-08,0,1,0,0
897,3,3.456e-15,3.456e-15,0,1,0,0
898,6,1.91850365794573e-09,1.91850365794573e-09,0,1,0,0
899,1,1.93536e-12,1.93536e-12,0,1,0,0
900,3,4.8384e-14,4.8384e-14,0,1,0,0
901,1,1.93536e-12,1.93536e-12,0,1,0,0
902,1,5.376e-13,5.376e-13,0,1,0,0
903,1,3.2e-14,3.2e-14,0,1,0,0
904,3,3.04e-12,3.04e-12,0,1,0,0
905,1,1.9e-13,1.9e-13,0,1,0,0
906,3,1.0944e-10,1.0944e-10,0,1,0,0
907,1,7.1136e-13,7.1136e-13,0,1,0,0
908,3,1.0944e-11,1.0944e-11,0,1,0,0
909,3,3.93984e-10,3.93984e-10,0,1,0,0
910,6,5.80580055e-06,5.80580055e-06,0,1,0,0
911,3,2.560108032e-07,2.560108032e-07,0,1,0,0
912,6,3.73349088e-07,3.73349088e-07,0,1,0,0
913,3,1.5803136e-08,1.5803136e-08,0,1,0,0
914,1,2.409100288e-08,2.409100288e-08,0,1,0,0
915,6,1.677766272e-06,1.677766272e-06,0,1,0,0
916,6,8.78829952e-08,8.78829952e-08,0,1,0,0
917,4,7.19042688e-08,7.19042688e-08,0,1,0,0
918,3,1.14912e-10,1.14912e-10,0,1,0,0
919,1,1.52e-13,1.52e-13,0,1,0,0
920,1,3.344e-13,3.344e-13,0,1,0,0
921,2,3.04e-12,3.04e-12,0,1,0,0
922,2,2.85e-12,2.85e-12,0,1,0,0
923,1,1.52e-13,1.52e-13,0,1,0,0
924,1,1.9e-13,1.9e-13,0,1,0,0
925,1,3.344e-13,3.344e-13,0,1,0,0
926,1,1.9e-13,1.9e-13,0,1,0,0
927,3,1.5803136e-08,1.5803136e-08,0,1,0,0
928,3,4.38976e-09,4.38976e-09,0,1,0,0
929,6,1.2996e-07,1.2996e-07,0,1,0,0
930,6,1.0188864e-06,1.0188864e-06,0,1,0,0
931,3,5.9136e-14,5.9136e-14,0,1,0,0
932,1,2.36544e-12,2.36544e-12,0,1,0,0
933,2,7.90400000000001e-12,7.90400000000001e-12,0,1,0,0
934,3,5.9136e-14,5.9136e-14,0,1,0,0
935,3,2.84544e-10,2.84544e-10,0,1,0,0
936,6,1.7561016e-08,1.7561016e-08,0,1,0,0
937,1,2.736e-12,2.736e-12,0,1,0,0
938,3,1.0944e-10,1.0944e-10,0,1,0,0
939,1,8.6944e-13,8.6944e-13,0,1,0,0
940,4,6.741504e-10,6.741504e-10,0,1,0,0
941,3,1.3376e-11,1.3376e-11,0,1,0,0
942,3,4.81536e-10,4.81536e-10,0,1,0,0
943,3,3.129020928e-07,3.129020928e-07,0,1,0,0
944,3,1.9314944e-08,1.9314944e-08,0,1,0,0
945,4,4.62241728e-08,4.62241728e-08,0,1,0,0
946,8,2.70409216e-09,2.70409216e-09,0,1,0,0
947,6,2.21243904e-07,2.21243904e-07,0,1,0,0
948,1,8.6944e-13,8.6944e-13,0,1,0,0
949,2,7.904e-12,7.904e-12,0,1,0,0
950,1,7.41e-12,7.41e-12,0,1,0,0
951,1,4.94e-13,4.94e-13,0,1,0,0
952,3,1.1413376e-08,1.1413376e-08,0,1,0,0
953,6,2.907200868e-06,2.907200868e-06,0,1,0,0
954,1,6.08e-14,6.08e-14,0,1,0,0
955,1,1.52e-13,1.52e-13,0,1,0,0
956,1,7.6e-14,7.6e-14,0,1,0,0
957,1,3.04e-12,3.04e-12,0,1,0,0
958,1,1.52e-13,1.52e-13,0,1,0,0
959,1,2.736e-12,2.736e-12,0,1,0,0
960,3,1.0944e-10,1.0944e-10,0,1,0,0
961,1,5.472e-12,5.472e-12,0,1,0,0
962,3,1.09744e-10,1.09744e-10,0,1,0,0
963,3,4.38976e-09,4.38976e-09,0,1,0,0
964,3,2.19488e-10,2.19488e-10,0,1,0,0
965,3,2.688e-14,2.688e-14,0,1,0,0
966,1,1.0752e-12,1.0752e-12,0,1,0,0
967,3,9.8496e-11,9.8496e-11,0,1,0,0
968,3,6.08e-12,6.08e-12,0,1,0,0
969,3,2.688e-14,2.688e-14,0,1,0,0
970,3,2.688e-14,2.688e-14,0,1,0,0
971,1,2.28e-12,2.28e-12,0,1,0,0
972,3,3.545856e-09,3.545856e-09,0,1,0,0
973,3,2.1888e-10,2.1888e-10,0,1,0,0
974,2,6.72864192e-08,6.72864192e-08,0,1,0,0
975,1,2.96436672e-08,2.96436672e-08,0,1,0,0
976,1,6.33333333333333e-14,6.33333333333333e-14,0,1,0,0
977,1,2.28e-12,2.28e-12,0,1,0,0
978,6,1.3333896e-07,1.3333896e-07,0,1,0,0
979,1,3.952e-13,3.952e-13,0,1,0,0
980,3,6.08e-12,6.08e-12,0,1,0,0
981,2,5.7e-12,5.7e-12,0,1,0,0
982,3,2.1888e-10,2.1888e-10,0,1,0,0
983,6,3.94221025000001e-06,3.94221025000001e-06,0,1,0,0
984,3,1.42228224e-07,1.42228224e-07,0,1,0,0
985,3,8.77952e-09,8.77952e-09,0,1,0,0
986,2,3.63888e-08,3.63888e-08,0,1,0,0
987,1,3.952e-13,3.952e-13,0,1,0,0
988,1,1.976e-13,1.976e-13,0,1,0,0
989,1,3.952e-13,3.952e-13,0,1,0,0
990,1,6.08e-14,6.08e-14,0,1,0,0
991,6,9.959268e-08,9.959268e-08,0,1,0,0
992,3,1.0752e-14,1.0752e-14,0,1,0,0
993,1,4.3008e-13,4.3008e-13,0,1,0,0
994,3,1.0752e-14,1.0752e-14,0,1,0,0
995,3,1.4183424e-09,1.4183424e-09,0,1,0,0
996,2,1.00355112e-07,1.00355112e-07,0,1,0,0
997,6,3.85596288e-09,3.85596288e-09,0,1,0,0
998,6,1.321488e-08,1.321488e-08,0,1,0,0
999,3,3.93984e-11,3.93984e-11,0,1,0,0
1000,1,1.5808e-13,1.5808e-13,0,1,0,0
1001,1,6.08e-14,6.08e-14,0,1,0,0
1002,3,2.432e-12,2.432e-12,0,1,0,0
1003,2,2.28e-12,2.28e-12,0,1,0,0
1004,3,1.4183424e-09,1.4183424e-09,0,1,0,0
1005,3,8.7552e-11,8.7552e-11,0,1,0,0
1006,3,5.68912896e-08,5.68912896e-08,0,1,0,0
1007,3,3.511808e-09,3.511808e-09,0,1,0,0
1008,6,2.4445476e-05,2.4445476e-05,0,1,0,0
1009,6,2.2470084e-05,2.2470084e-05,0,1,0,0
1010,6,4.025355048e-06,4.025355048e-06,0,1,0,0
1011,4,2.17362432e-07,2.17362432e-07,0,1,0,0
1012,2,8.409856e-09,8.409856e-09,0,1,0,0
1013,6,6.261663408e-06,6.261663408e-06,0,1,0,0
1014,3,2.79552e-14,2.79552e-14,0,1,0,0
1015,2,6.3232e-12,6.3232e-12,0,1,0,0
1016,1,2.432e-12,2.432e-12,0,1,0,0
1017,1,2.28e-12,2.28e-12,0,1,0,0
1018,2,1.300266e-08,1.300266e-08,0,1,0,0
1019,3,4.81536e-11,4.81536e-11,0,1,0,0
1020,3,1.3376e-11,1.3376e-11,0,1,0,0
1021,3,2.79552e-14,2.79552e-14,0,1,0,0
