observed_input_record_count,unobserved_input_record_count,input_record_count_total,unique_path_count,duplicate_record_count_removed,one_level_path_count,two_level_path_count,three_level_path_count,q95_unique_path_count,q99_unique_path_count,q995_unique_path_count,observed_unique_path_count,unobserved_unique_path_count,observed_unobserved_overlap_count,path_probability_conflict_count,initial_state_count,initial_state_candidate_count_min,initial_state_candidate_count_mean,initial_state_candidate_count_median,initial_state_candidate_count_max
1595,2410,4005,1126,2879,99,48,979,1126,1027,979,268,858,0,0,35,19,32.1714285714286,33,53
