arm,penalty,iteration,budget_s,elapsed_seconds,lower_bound,lower_bound_increment,forward_sampled_objective,cuts_before,cut_count,cuts_added,forward_stage_solve_count,backward_cut_solve_count,forward_time_s,backward_time_s,iteration_wall_time_s,cut_violation_flag,warning_id,warning_message,training_identity,convergence_scope,stage1_total_production,stage1_site1_production,stage1_site2_production,stage1_site3_production,stage1_site4_production,stage1_end_inventory_total,stage2_end_inventory_total,stage3_end_inventory_total
Arm-A,1000,75,18000,3564.3129766,57103.4267230763,3.20485578144144,58128.7295159655,77774,78825,1051,4,1051,0.102151,49.6658549,50.4485891,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,76,18000,3613.6311799,57103.6640218207,0.237298744417785,68081.8904013778,78825,79876,1051,4,1051,0.1048676,47.8514927,48.63059,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,354.375474091047
Arm-A,1000,77,18000,3661.8108673,57192.4895706405,88.8255488197901,50087.2897426305,79876,80927,1051,3,1051,0.0704406,46.8463796,47.7449085,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,78,18000,3702.0118199,57192.8431710382,0.35360039769148,58200.344938756,80927,81978,1051,4,1051,0.1123592,39.679686,40.0838233,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,79,18000,3748.5156226,57193.7024350973,0.859264059108682,106152.573259088,81978,83029,1051,6,1051,0.1283262,45.5298622,46.3806364,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,80,18000,3795.6203829,57201.5340372934,7.83160219618003,50087.2897426305,83029,84080,1051,3,1051,0.0716066,45.9060787,46.6456479,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,81,18000,3842.8028719,57201.5340372934,0,59061.1166337512,84080,85131,1051,4,1051,0.087626,45.9409148,46.7006375,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,82,18000,3889.5733261,57202.6962666493,1.16222935583937,9797.55821740672,85131,86182,1051,1,1051,0.0317588,45.5752127,46.1019086,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,83,18000,3938.4380168,57202.6962666493,0,77896.2864754851,86182,87233,1051,5,1051,0.1070263,48.1503908,48.7904564,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,84,18000,3989.9603977,57226.0466823328,23.3504156834897,28954.6708720669,87233,88284,1051,2,1051,0.0533979,50.206591,50.9294039,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,85,18000,4054.9026576,57227.2771922836,1.23050995081576,28954.6708720669,88284,89335,1051,2,1051,0.0435361,62.7422527,64.4669353,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,86,18000,4128.9462448,57227.2771922836,0,77884.3818733637,89335,90386,1051,5,1051,0.1848718,71.8018547,73.3779014,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,87,18000,4196.3645442,57228.525464192,1.24827190844371,58181.2858809502,90386,91437,1051,4,1051,0.101825,65.5300991,66.9611852,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,88,18000,4256.1347321,57228.5323083968,0.00684420473407954,59200.5086360862,91437,92488,1051,4,1051,0.1622524,58.1757958,59.2968139,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,89,18000,4320.9571755,57229.4071476741,0.874839277348656,49873.2843478129,92488,93539,1051,3,1051,0.0865924,63.5180443,64.5243978,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,155.820815108995
Arm-A,1000,90,18000,4387.6198113,57229.9275709241,0.520423250018212,85295.6393493892,93539,94590,1051,5,1051,0.1526562,65.0056162,66.1804161,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,251.186343624812
Arm-A,1000,91,18000,4459.845652,57248.9121543692,18.9845834450171,58305.3108978057,94590,95641,1051,4,1051,0.1059396,70.9155579,72.117664,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,156.408409272046
Arm-A,1000,92,18000,4518.7428601,57249.4944968419,0.582342472771415,99052.8441976781,95641,96692,1051,6,1051,0.1809839,57.2163215,58.1860402,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,93,18000,4580.6995677,57249.719238124,0.224741282057948,106124.807859228,96692,97743,1051,6,1051,0.1796774,60.2976185,61.3309536,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,369.938481827676
Arm-A,1000,94,18000,4638.4103852,57265.4612314785,15.7419933545025,58136.0421293587,97743,98794,1051,4,1051,0.1089279,56.1312449,57.2260244,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,95,18000,4697.0170713,57265.48275677,0.0215252915440942,49450.3677426305,98794,99845,1051,3,1051,0.0790475,57.042643,58.0137683,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,96,18000,4752.0216446,57265.4831628297,0.000406059676606674,49450.3677426305,99845,100896,1051,3,1051,0.0787097,53.9565134,54.5392184,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,97,18000,4805.0216387,57265.4831628297,0,9797.55821740672,100896,101947,1051,1,1051,0.0247319,52.0510707,52.9139862,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,98,18000,4861.0417294,57265.4831628297,0,58815.1547582165,101947,102998,1051,4,1051,0.1079153,54.4780825,55.3739203,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,99,18000,4915.4638125,57266.0849383508,0.601775521114178,78447.597470139,102998,104049,1051,5,1051,0.1183365,53.1375962,54.2336571,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,100,18000,4972.6772811,57267.1182848355,1.03334648470627,90327.5738316867,104049,105100,1051,5,1051,0.1388858,55.5668372,56.4493271,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,361.126167029963
Arm-A,1000,101,18000,5022.620578,57335.4177189973,68.2994341618178,9797.55821740672,105100,106151,1051,1,1051,0.0247822,48.7089086,49.4990411,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,102,18000,5076.6920512,57335.4177189973,0,59557.6919600372,106151,107202,1051,4,1051,0.110085,52.353889,53.4350366,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,103,18000,5124.7219488,57356.7159899829,21.2982709855205,58401.3850596864,107202,108253,1051,4,1051,0.0992694,46.9358093,47.6484207,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,154.458409272046
Arm-A,1000,104,18000,5168.6420926,57357.4243407254,0.70835074257775,29058.6171220669,108253,109304,1051,2,1051,0.0489219,42.9975572,43.494689,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,112.487161735342,46.8,25.9071617353418,16.38,23.4,241.507481134483,184.939475203772,184.939475203772
Arm-A,1000,105,18000,5217.4927552,57357.4494616848,0.0251209593188833,59094.4483161051,109304,110355,1051,4,1051,0.0823821,48.1895173,48.7696466,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,240.114642869825,183.546636939114,161.840571007388
Arm-A,1000,106,18000,5269.7105551,57357.8516754944,0.402213809611567,59223.68043436,110355,111406,1051,4,1051,0.0952993,51.1065937,51.867557,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,107,18000,5316.8128024,57358.5572906378,0.705615143444447,98655.446180168,111406,112457,1051,5,1051,0.1458067,45.7234004,46.5347049,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,108,18000,5367.1941925,57371.8052073875,13.2479167497295,105342.349059943,112457,113508,1051,5,1051,0.1621059,49.2203651,49.9364015,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,371.306343624812
Arm-A,1000,109,18000,5412.9887037,57388.2986401084,16.4934327208684,50197.3822426305,113508,114559,1051,3,1051,0.0668082,45.0935758,45.6849826,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,109.98,46.8,23.4,16.38,23.4,241.507481134483,187.864475203772,166.158409272046
Arm-A,1000,110,18000,5466.4635255,57391.9516883198,3.65304821133759,78667.6468802647,114559,115610,1051,5,1051,0.1170473,52.3631171,53.370211,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,237.607481134483,178.114475203772,156.408409272046
Arm-A,1000,111,18000,5523.0455021,57412.6507707081,20.6990823883752,100100.457818673,115610,116661,1051,6,1051,0.1747696,55.2060499,56.2316842,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,109.98,46.8,23.4,16.38,23.4,241.507481134483,187.864475203772,169.083409272046
Arm-A,1000,112,18000,5580.5802985,57436.7862981671,24.1355274589296,58413.6773466979,116661,117712,1051,4,1051,0.1282711,56.0057753,57.1590333,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,237.607481134483,178.114475203772,141.393409272046
Arm-A,1000,113,18000,5640.2083029,57446.633559446,9.8472612789119,9797.55821740672,117712,118763,1051,1,1051,0.0312689,58.1622318,59.1087905,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,114,18000,5704.3552263,57446.633559446,7.27595761418343e-12,50135.8744855559,118763,119814,1051,3,1051,0.0894133,60.6613676,63.7397684,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,186.304706830035,164.59864089831
Arm-A,1000,115,18000,5755.1783808,57457.5065316083,10.8729721622803,50641.6675509878,119814,120865,1051,3,1051,0.0743418,49.3528689,50.2531136,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,165.557180445013
Arm-A,1000,116,18000,5808.2255478,57457.9416051768,0.435073568565713,9797.55821740672,120865,121916,1051,1,1051,0.0346746,51.7684065,52.5893668,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,117,18000,5861.8521991,57457.9416051768,0,94396.0368795906,121916,122967,1051,5,1051,0.1289819,52.1501913,52.9588285,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,371.306343624812
Arm-A,1000,118,18000,5913.086247,57516.8636650779,58.9220599011023,55681.6003115594,122967,124018,1051,3,1051,1.8316397,48.3797474,50.9782949,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,251.186343624812
Arm-A,1000,119,18000,5962.7517933,57554.1470056543,37.2833405763522,69767.7152046738,124018,125069,1051,4,1051,0.104979,48.5582198,49.1171573,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,120,18000,6005.2107421,57557.1316463516,2.98464069736656,54307.7236002771,125069,126120,1051,3,1051,0.0694987,41.4965324,42.0675221,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,162.258409272046
Arm-A,1000,121,18000,6051.1489788,57557.7941773594,0.662531007736106,69306.941178097,126120,127171,1051,4,1051,0.0962224,45.1151679,45.8952003,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,190.789475203772,156.408409272046
Arm-A,1000,122,18000,6103.410139,57561.6467442358,3.85256687644869,49953.9680377329,127171,128222,1051,3,1051,0.1461424,49.7429008,51.8133932,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,156.408409272046
Arm-A,1000,123,18000,6153.0076743,57563.2199015053,1.57315726946399,49983.1972426305,128222,129273,1051,3,1051,0.0718824,48.2825489,49.2594891,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,124,18000,6203.4404461,57563.6345090197,0.414607514438103,58372.3878262457,129273,130324,1051,4,1051,0.1199482,48.8231152,49.8356712,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,156.408409272046
Arm-A,1000,125,18000,6254.9461329,57563.8991941735,0.264685153786559,54967.180281428,130324,131375,1051,3,1051,0.0666971,50.1621912,50.9900864,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,254.111343624812
Arm-A,1000,126,18000,6308.3917287,57589.1972264332,25.2980322596704,28954.6708720669,131375,132426,1051,2,1051,0.0444854,52.1405711,52.9003351,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,127,18000,6359.2460193,57589.3520960828,0.154869649602915,50232.9764305636,132426,133477,1051,3,1051,0.0843383,49.498131,50.3982665,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,190.789475203772,165.183409272046
Arm-A,1000,128,18000,6408.814499,57589.5013964295,0.149300346725795,58581.9017332854,133477,134528,1051,4,1051,0.156919,48.5259289,49.3929159,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,164.628194805883
Arm-A,1000,129,18000,6461.3391592,57589.795841908,0.29444547843741,49504.8139926305,134528,135579,1051,3,1051,0.0841152,51.3587737,52.220122,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,139.443409272046
Arm-A,1000,130,18000,6514.604926,57590.2297784571,0.433936549103237,49613.7064926305,135579,136630,1051,3,1051,0.0705219,52.0017994,52.7999287,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,131,18000,6564.9511282,57590.8232794952,0.593501038194518,78577.7588739105,136630,137681,1051,5,1051,0.1211294,49.0641385,49.9141384,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,132,18000,6612.8874269,57591.3164942008,0.493214705580613,58215.9863592093,137681,138732,1051,4,1051,0.0825913,46.8088866,47.5444373,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,148.218409272046
Arm-A,1000,133,18000,6664.3156615,57591.5235457996,0.207051598765247,49659.1689434168,138732,139783,1051,3,1051,0.1035934,50.0588843,50.8250511,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,134,18000,6713.6869154,57591.822779418,0.299233618447033,57279.3234600372,139783,140834,1051,4,1051,0.0850429,48.5978819,49.2996135,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,135,18000,6763.4896772,57591.8437467163,0.0209672982236953,9797.55821740672,140834,141885,1051,1,1051,0.0218361,49.0173535,49.7263345,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,136,18000,6814.3555385,57591.8437467163,0,77966.8276531294,141885,142936,1051,5,1051,0.1233553,49.5245352,50.4621173,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,137,18000,6866.4619323,57600.2852106991,8.4414639828392,86673.0072694649,142936,143987,1051,5,1051,0.1241852,50.581592,51.5028857,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,187.906517939361,257.078386360402
Arm-A,1000,138,18000,6913.5137303,57645.3006357265,45.015425027399,58189.2178606093,143987,145038,1051,4,1051,0.0979755,46.1116947,46.6558419,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,148.218409272046
Arm-A,1000,139,18000,6955.4465609,57646.1818295443,0.881193817796884,98077.9165435015,145038,146089,1051,5,1051,0.1393357,41.2930097,41.9020901,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,140,18000,7002.8686998,57648.8847066195,2.70287707517127,78547.6877570076,146089,147140,1051,5,1051,0.1053929,46.5593775,47.3679814,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,141,18000,7053.2005853,57658.9576652653,10.0729586457965,9797.55821740672,147140,148191,1051,1,1051,0.0409206,49.0803483,49.8671643,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,142,18000,7103.7626744,57658.9576652653,0,77599.0086742599,148191,149242,1051,5,1051,0.1326656,49.215895,50.1198836,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,154.458409272046
Arm-A,1000,143,18000,7156.0075527,57662.8094519332,3.85178666793217,79146.7961035563,149242,150293,1051,5,1051,0.121331,51.0316505,51.8759371,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,190.789475203772,172.008409272046
Arm-A,1000,144,18000,7207.3533527,57662.9741451972,0.164693263992376,49450.3677426305,150293,151344,1051,3,1051,0.0868994,49.9918052,50.87421,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,145,18000,7257.0269229,57663.2396672935,0.265522096284258,88336.6792445256,151344,152395,1051,5,1051,0.1258113,48.4358372,49.258808,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,371.306343624812
Arm-A,1000,146,18000,7308.1612747,57678.5583405322,15.3186732387185,49657.2634926305,152395,153446,1051,3,1051,0.0839115,50.0168086,50.8470128,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,147,18000,7362.772137,57680.4587884111,1.90044787889929,77871.6281613581,153446,154497,1051,5,1051,0.1179419,51.9665599,54.193256,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,148,18000,7413.7653243,57681.5095985636,1.05081015250471,49657.2634926305,154497,155548,1051,3,1051,0.074563,49.6891872,50.5558125,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,149,18000,7463.7845112,57681.5436499701,0.0340514064810122,103160.779958516,155548,156599,1051,5,1051,0.1072519,49.0997008,49.9442416,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,187.753007445503,166.046941513777
Arm-A,1000,150,18000,7515.277825,57683.1375868898,1.59393691972946,29168.914390209,156599,157650,1051,2,1051,0.0459496,50.1121444,51.0191957,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,188.043189953611,188.043189953611
Arm-A,1000,151,18000,7569.5568129,57683.1401880804,0.00260119062295416,59603.9783000284,157650,158701,1051,4,1051,0.0989601,52.8701699,53.6659128,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,152,18000,7622.239945,57684.1438617121,1.00367363163241,28954.6708720669,158701,159752,1051,2,1051,0.0472565,51.4984532,52.2811823,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,153,18000,7671.8254545,57684.1438617121,0,58258.5371404042,159752,160803,1051,4,1051,0.1072155,48.3379235,49.1601022,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,187.762273715283,151.041207783558
Arm-A,1000,154,18000,7722.9025267,57684.1544187289,0.0105570168234408,77797.1550454014,160803,161854,1051,5,1051,0.1052221,49.8536156,50.6484052,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,155,18000,7774.9285404,57684.8659868479,0.711568119033473,49717.7989926305,161854,162905,1051,3,1051,0.0752645,50.8532214,51.6707206,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,148.218409272046
Arm-A,1000,156,18000,7823.947847,57684.9165850188,0.0505981708338368,78693.3766760718,162905,163956,1051,5,1051,0.1298567,47.8479634,48.6297405,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,157,18000,7862.352133,57686.0585315343,1.14194651554863,108578.365219745,163956,165007,1051,5,1051,0.1265856,37.6142109,37.9790599,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,158,18000,7912.8447698,57686.1830919025,0.124560368196398,77023.3626954738,165007,166058,1051,5,1051,0.0885369,49.5956707,50.4623956,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
