arm,penalty,iteration,budget_s,elapsed_seconds,lower_bound,lower_bound_increment,forward_sampled_objective,cuts_before,cut_count,cuts_added,forward_stage_solve_count,backward_cut_solve_count,forward_time_s,backward_time_s,iteration_wall_time_s,cut_violation_flag,warning_id,warning_message,training_identity,convergence_scope,stage1_total_production,stage1_site1_production,stage1_site2_production,stage1_site3_production,stage1_site4_production,stage1_end_inventory_total,stage2_end_inventory_total,stage3_end_inventory_total
Arm-A,1000,159,18000,7960.3257346,57686.2823069938,0.0992150913443766,110956.196502924,166058,167109,1051,6,1051,0.2122445,46.0643263,46.9832493,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,160,18000,8013.7320288,57687.4731084711,1.19080147720524,28954.6708720669,167109,168160,1051,2,1051,0.0486425,52.1468108,52.9955202,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,161,18000,8062.3673719,57687.4856466149,0.0125381438047043,49613.7064926305,168160,169211,1051,3,1051,0.0712961,47.4381559,48.2410893,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,162,18000,8111.4643008,57687.7335761817,0.247929566809034,49613.7064926305,169211,170262,1051,3,1051,0.0673755,47.8557901,48.6455518,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,163,18000,8162.8290324,57687.7335761817,0,59677.7756952882,170262,171313,1051,3,1051,0.0659134,50.0952915,50.7766565,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,340.199651168195
Arm-A,1000,164,18000,8216.8211541,57698.9409798266,11.2074036449121,28954.6708720669,171313,172364,1051,2,1051,0.0529783,52.1558154,52.944416,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,165,18000,8268.9119852,57699.013641066,0.0726612394646509,9797.55821740672,172364,173415,1051,1,1051,0.0326992,50.9385812,51.6830159,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,166,18000,8317.2830152,57699.013641066,0,77687.5428453239,173415,174466,1051,5,1051,0.1320327,47.4731408,48.2354851,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,167,18000,8371.0364117,57706.2387904784,7.22514941236295,49613.7064926305,174466,175517,1051,3,1051,0.0987385,52.3570892,53.2518493,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,168,18000,8422.4993598,57706.5927083949,0.353917916487262,50017.7077662062,175517,176568,1051,3,1051,0.0839675,50.0815601,51.0063532,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,159.333409272046
Arm-A,1000,169,18000,8472.7921187,57706.61609868,0.0233902850595769,49924.5584524006,176568,177619,1051,3,1051,0.0792063,49.0720199,49.9055186,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,156.408409272046
Arm-A,1000,170,18000,8523.2055007,57706.6361007172,0.0200020372212748,37057.4936433941,177619,178670,1051,2,1051,0.0505526,49.1345984,49.8008891,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,302.134475203772
Arm-A,1000,171,18000,8576.5555705,57708.2470372016,1.61093648445967,58114.5373332939,178670,179721,1051,4,1051,0.1056774,52.1558253,53.00789,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,172,18000,8627.4604602,57708.2824358271,0.0353986254631309,78838.0627492339,179721,180772,1051,5,1051,0.1182305,49.5138267,50.3353887,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,173,18000,8678.3180324,57709.2530332166,0.970597389474278,58943.884780345,180772,181823,1051,4,1051,0.1066582,49.8173373,50.6373203,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,174,18000,8730.5552428,57709.8029003608,0.549867144254677,57279.3234600372,181823,182874,1051,4,1051,0.0931626,51.1136943,51.8432815,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,175,18000,8781.7733221,57710.1268270505,0.323926689685322,99157.5518026019,182874,183925,1051,6,1051,0.1408532,50.0403617,50.7747041,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,176,18000,8824.8252723,57710.2013836294,0.0745565789402463,50087.2897426305,183925,184976,1051,3,1051,0.0576106,42.0256832,42.7571144,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,177,18000,8875.8434458,57710.2013836294,0,50014.6947426305,184976,186027,1051,3,1051,0.0820962,49.5485097,50.514785,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,159.333409272046
Arm-A,1000,178,18000,8927.8889908,57710.2213231769,0.0199395474992343,9797.55821740672,186027,187078,1051,1,1051,0.0271808,50.7583163,51.6285131,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,179,18000,8978.0645559,57710.2213231769,0,59393.9706509111,187078,188129,1051,4,1051,0.1060054,48.7380094,49.5903423,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,166.158409272046
Arm-A,1000,180,18000,9029.8408374,57710.4122890144,0.190965837427939,78392.0384966057,188129,189180,1051,5,1051,0.1173023,50.3867391,51.3323156,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,181,18000,9086.2702528,57710.4467225581,0.0344335437257541,9797.55821740672,189180,190231,1051,1,1051,0.0262697,55.139497,56.0533909,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,182,18000,9139.9297199,57710.4467225581,0,29159.748772048,190231,191282,1051,2,1051,0.0570985,52.3111273,53.1433441,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,187.785273644742,187.785273644742
Arm-A,1000,183,18000,9192.9894294,57710.4727376738,0.0260151156617212,9797.55821740672,191282,192333,1051,1,1051,0.0274163,51.2204691,52.0804631,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,184,18000,9247.8100627,57710.4727376738,0,77787.2213097652,192333,193384,1051,5,1051,0.1309177,51.7798071,54.2277643,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,185,18000,9300.4504211,57710.7275649633,0.254827289521927,9797.55821740672,193384,194435,1051,1,1051,0.0256277,51.4865084,52.2762887,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,186,18000,9353.377703,57710.7275649633,0,50087.2897426305,194435,195486,1051,3,1051,0.0883899,51.721921,52.5795018,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,187,18000,9405.0069809,57710.8207288063,0.0931638430483872,93688.1657574447,195486,196537,1051,5,1051,0.1288404,50.2909382,51.1384292,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,369.762817367137
Arm-A,1000,188,18000,9458.6946417,57731.7928848743,20.9721560679609,58549.2574541984,196537,197588,1051,4,1051,0.0965508,52.5496184,53.337548,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,154.458409272046
Arm-A,1000,189,18000,9509.4879563,57732.1796862249,0.386801350643509,58881.8139978103,197588,198639,1051,4,1051,0.0875695,49.5707651,50.3730281,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,157.961048454157
Arm-A,1000,190,18000,9564.2969846,57732.2199528064,0.0402665814108332,58282.4140520907,198639,199690,1051,4,1051,0.0984712,53.4499248,54.3794156,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,187.324015082066,152.906474405003
Arm-A,1000,191,18000,9612.1253514,57732.2547918993,0.0348390929793823,29098.6550042724,199690,200741,1051,2,1051,0.0474197,46.5194786,47.1975683,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,186.066122922676,186.066122922676
Arm-A,1000,192,18000,9661.368991,57732.2978858768,0.0430939774596482,59121.6269495126,200741,201792,1051,4,1051,0.1081572,48.0211033,48.8487503,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,193,18000,9713.555023,57732.5584107942,0.260524917372095,77533.0466158556,201792,202843,1051,5,1051,0.1257027,50.9185084,51.6577331,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,194,18000,9756.4897464,57732.6948511654,0.136440371257777,58850.8692270094,202843,203894,1051,4,1051,0.1186429,42.1634384,42.8641958,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,195,18000,9808.79106,57732.8147418952,0.119890729809413,28954.6708720669,203894,204945,1051,2,1051,0.0500234,51.2132294,52.2159002,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,196,18000,9863.8241724,57732.8147418952,0,50164.887395039,204945,205996,1051,3,1051,0.0728353,53.6289485,54.4442373,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,187.701580198766,159.273339871194
Arm-A,1000,197,18000,9918.3328491,57732.8209471525,0.00620525727572385,29058.6171220669,205996,207047,1051,2,1051,0.0444306,53.1814882,54.0463701,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,184.939475203772
Arm-A,1000,198,18000,9970.3551464,57732.8232609388,0.00231378628086532,29058.6171220669,207047,208098,1051,2,1051,0.0486929,50.5896832,51.3461346,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,184.939475203772
Arm-A,1000,199,18000,10021.9018855,57732.8232609388,0,9797.55821740672,208098,209149,1051,1,1051,0.0276534,50.3316757,51.0808647,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,200,18000,10073.8025858,57732.8232609388,0,77732.9620771788,209149,210200,1051,5,1051,0.1225756,50.5556071,51.4254209,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,157.383409272046
Arm-A,1000,201,18000,10127.9928809,57732.8661856691,0.0429247302890872,28954.6708720669,210200,211251,1051,2,1051,0.0489956,52.9650431,53.7737333,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,202,18000,10177.7420906,57732.8949228361,0.0287371670056018,78456.7250164784,211251,212302,1051,5,1051,0.1201246,48.4407314,49.1855519,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,203,18000,10235.9391962,57732.9898349022,0.0949120661025518,58323.089415161,212302,213353,1051,4,1051,0.0848758,56.7861002,57.7430396,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,153.220612784719
Arm-A,1000,204,18000,10290.4916587,57733.1534893061,0.1636544039211,49657.2634926305,213353,214404,1051,3,1051,0.0651756,53.2853181,54.1218962,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,205,18000,10343.5580857,57733.2113419321,0.057852625985106,78171.1418375687,214404,215455,1051,5,1051,0.1099059,51.69384,52.5843132,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,206,18000,10398.007139,57733.2619637748,0.0506218427544809,49761.3559926305,215455,216506,1051,3,1051,0.0686457,53.1584886,54.0789402,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,150.558409272046
Arm-A,1000,207,18000,10451.8709411,57733.2822456703,0.0202818954785471,68088.933703154,216506,217557,1051,4,1051,0.0957316,52.4607745,53.3296721,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,371.23914565309
Arm-A,1000,208,18000,10504.8232901,57747.9834956002,14.7012499298944,58187.40218445,217557,218608,1051,4,1051,0.0826077,51.9383071,52.821204,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,209,18000,10557.9418775,57747.9964141026,0.0129185024197795,58187.40218445,218608,219659,1051,4,1051,0.1380167,51.6735068,52.495206,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,210,18000,10611.5906498,57747.9964141026,0,28954.6708720669,219659,220710,1051,2,1051,0.0479739,52.6969639,53.574418,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,211,18000,10656.5947085,57747.9964141026,0,29058.6171220669,220710,221761,1051,2,1051,0.0484756,43.8819938,44.3923922,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,184.939475203772
Arm-A,1000,212,18000,10704.7267323,57747.9964141026,0,9797.55821740672,221761,222812,1051,1,1051,0.0170722,47.3396192,48.1116318,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,213,18000,10758.637464,57747.9964141026,0,57115.5459600372,222812,223863,1051,4,1051,0.0898987,52.5530144,53.4807484,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,214,18000,10811.3472048,57751.0846230153,3.0882089126826,58199.0700673985,223863,224914,1051,3,1051,0.0737774,51.1275696,52.0777961,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,332.531883917714
Arm-A,1000,215,18000,10864.1745243,57753.5429346354,2.45831162008835,103676.402343176,224914,225965,1051,5,1051,0.1489646,51.9205711,52.7522214,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,251.186343624812
Arm-A,1000,216,18000,10916.8027999,57758.7071385104,5.16420387497055,58260.19218445,225965,227016,1051,4,1051,0.1056326,51.2499095,52.1668347,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,217,18000,10971.6969845,57758.7284420694,0.0213035590277286,50334.2575280379,227016,228067,1051,3,1051,0.0790281,53.6223021,54.4514818,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,165.183409272046
Arm-A,1000,218,18000,11022.2083587,57758.7728168426,0.0443747731915209,78118.1762462353,228067,229118,1051,5,1051,0.1193268,49.1479023,50.0584803,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,219,18000,11076.8334978,57758.8127166408,0.0398997982410947,59180.7467891104,229118,230169,1051,4,1051,0.0956114,53.3034029,54.1843194,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,220,18000,11132.4701572,57758.9325465388,0.119829898008902,49450.3677426305,230169,231220,1051,3,1051,0.0939519,54.337267,55.1984492,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,221,18000,11184.305014,57759.0929630449,0.160416506085312,77163.7587451124,231220,232271,1051,5,1051,0.135758,50.5204388,51.3773268,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,222,18000,11235.7731655,57760.12587111,1.03290806507721,28954.6708720669,232271,233322,1051,2,1051,0.0500397,50.2668853,51.0259199,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,223,18000,11288.9040405,57760.12587111,0,58303.1200978588,233322,234373,1051,4,1051,0.0877902,51.687852,52.521992,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,158.27925919221
Arm-A,1000,224,18000,11341.2481979,57760.1969388159,0.0710677058450528,58299.1260018189,234373,235424,1051,4,1051,0.0817122,51.3154569,52.2020481,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,155.11131458
Arm-A,1000,225,18000,11395.5644002,57760.224519495,0.0275806790959905,58343.3336482186,235424,236475,1051,4,1051,0.0989282,52.8710679,53.7761095,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,154.458409272046
Arm-A,1000,226,18000,11448.8670571,57760.2513905497,0.0268710547607043,78906.6778747918,236475,237526,1051,5,1051,0.1251101,51.9807585,52.8998577,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,227,18000,11502.0918197,57760.9594670812,0.708076531460392,9797.55821740672,237526,238577,1051,1,1051,0.0237068,51.9997437,52.7505241,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,228,18000,11557.3183704,57760.9594670812,0,49450.3677426305,238577,239628,1051,3,1051,0.0724265,54.1723088,55.0628817,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,229,18000,11600.8202103,57780.9727700622,20.013302981075,100273.07538126,239628,240679,1051,6,1051,0.1914619,42.4149743,43.050123,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,166.158409272046
Arm-A,1000,230,18000,11646.8600447,57781.2742745401,0.30150447782944,29058.6171220669,240679,241730,1051,2,1051,0.0358141,45.2291511,45.9875218,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,184.939475203772
Arm-A,1000,231,18000,11698.4417219,57781.2742745401,0,58473.9227545594,241730,242781,1051,4,1051,0.0869192,50.2945568,51.1447781,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,232,18000,11751.3922608,57781.4793068763,0.205032336241857,58315.8303096528,242781,243832,1051,4,1051,0.097426,51.6334528,52.4556569,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,233,18000,11804.6285211,57781.9387230022,0.459416125915595,9797.55821740672,243832,244883,1051,1,1051,0.0360036,52.0030778,52.8933257,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,234,18000,11853.8393832,57781.9387230022,0,56735.720620194,244883,245934,1051,3,1051,0.0706961,47.8378887,48.609847,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,265.673440327947
Arm-A,1000,235,18000,11904.5877356,57782.1198212989,0.181098296663549,49983.1972426305,245934,246985,1051,3,1051,0.0677114,50.0538958,50.7211103,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,236,18000,11958.5086461,57783.3835774245,1.26375612556876,78827.4496160422,246985,248036,1051,5,1051,0.1259213,52.5066137,53.4815949,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,237,18000,12013.2488081,57783.4324973721,0.0489199476141948,78110.9285362723,248036,249087,1051,5,1051,0.1297764,53.2532231,54.3457405,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,164.657810784191
Arm-A,1000,238,18000,12069.6397662,57783.5476863549,0.115188982803375,29058.6171220669,249087,250138,1051,2,1051,0.0518239,55.4249663,56.3163919,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,184.939475203772
Arm-A,1000,239,18000,12122.2788047,57783.5476863549,0,78525.9825183791,250138,251189,1051,5,1051,0.1214709,51.3103347,52.1787511,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,158.028999849744
Arm-A,1000,240,18000,12177.8336974,57783.5880748143,0.0403884593906696,106852.893079578,251189,252240,1051,5,1051,0.1267208,53.8474437,54.876346,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,371.306343624812
Arm-A,1000,241,18000,12232.5726043,57784.9090140544,1.32093924011861,99307.8794153904,252240,253291,1051,6,1051,0.2012601,53.0820027,54.1441567,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,242,18000,12285.5994073,57784.9725907926,0.063576738240954,58118.09572396,253291,254342,1051,4,1051,0.1033994,51.6775164,52.5715301,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,148.218409272046
