arm,terminal_gap_penalty_yuan_per_kg,shortage_penalty_yuan_per_kg,c0_yuan_per_kg,beta_multiplier,eta,training_seed,budget_s,actual_training_wall_time_s,completed_iterations,final_LB,cumulative_cuts,forward_operating_solves,backward_cut_solves,warning_count,error_count,fresh_initial_cuts,checkpoint_path,checkpoint_bytes,full_cut_audit_pass,training_identity,convergence_scope,final_stage1_production_kg
Arm-A,1000,200,0,2,0.03,20260513,18000,18005.0706891,346,57955.8974092764,363646,1233,363646,0,0,0,C:\Users\chaos\Desktop\biye\test\testH2_v2\hourly_grid_h2\output\stage89q_penalty1000_vs1500_long_training\run-002\penalty1000\checkpoint\checkpoint_final.mat,332032355,1,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88
