selected_pair_id,focal_state_id,focal_site,selection_reason,method,path_count,C_count,D_count,stage,observed_site,active_decision_count,active_decision_rate,terminal_event_count,terminal_event_rate,mean_start_inventory_kg,mean_end_inventory_kg,mean_production_kg,mean_electrolyzer_power_kw,mean_normal_served_kg,mean_normal_shortage_kg,mean_htt_inflow_kg,mean_htt_outflow_kg,mean_net_htt_inflow_kg,mean_total_htt_flow_kg,mean_htt_capacity_kg,mean_beta,mean_terminal_target_kg,mean_terminal_gap_kg
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,1,2,84,1,0,0,50.3081379386248,67.882050982103,23.4,200,5.82608695652174,0,0,0,0,0,160,0,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,1,3,84,1,0,0,25.2621334423093,37.7163366656137,14.04,120,1.58579677669568,0,0,0,0,0,160,0,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,1,4,84,1,0,0,33.0235808462428,47.7055120125908,17.55,150,2.86806883365201,0,0,0,0,0,160,0,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,2,1,84,1,0,0,88.0243810123712,111.996370034198,35.1,300,17.9372400619015,2.15246880742818,6.80922908372805,0,6.80922908372805,7.28051274117269,153.71156462585,0.0393027210884354,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,2,2,84,1,0,0,67.882050982103,78.5647028118124,23.4,200,10.9416592724046,1.31299911268855,0,1.77568889788594,-1.77568889788594,7.28051274117269,153.71156462585,0.0393027210884354,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,2,3,84,1,0,0,37.7163366656137,39.9189448903881,14.04,120,6.33256793193878,0.759908151832654,0,5.50482384328674,-5.50482384328674,7.28051274117269,153.71156462585,0.0393027210884354,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,2,4,84,1,0,0,47.7055120125908,56.480067255047,17.55,150,9.24672841498845,1.10960740979861,0.471283657444633,0,0.471283657444633,7.28051274117269,153.71156462585,0.0393027210884354,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,3,1,83,0.988095238095238,1,0.0119047619047619,111.996370034198,152.916570032801,34.4948681948276,294.827933289125,16.2402674339878,5.15564045523423,22.8649096034221,0.199310365658372,22.6655992377637,26.1285728795907,144.996371882086,0.0937726757369615,2.40933184227513,0.976635193214039
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,3,2,83,0.988095238095238,1,0.0119047619047619,78.5647028118124,82.0055433164173,21.464172908173,183.454469300624,10.4114906832298,3.30523513753327,0,7.61184172033839,-7.61184172033839,26.1285728795907,144.996371882086,0.0937726757369615,0.389649354545844,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,3,3,83,0.988095238095238,1,0.0119047619047619,39.9189448903881,28.2083118710091,12.8931754061058,110.198080394067,6.31840903214686,2.00584413718948,0.032021400256037,18.317420793594,-18.2853993933379,26.1285728795907,144.996371882086,0.0937726757369615,0.194824677272922,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,3,4,83,0.988095238095238,1,0.0119047619047619,56.480067255047,67.6194414321192,17.3410714285714,148.214285714286,9.43333912741179,2.99471083409898,3.23164187591258,0,3.23164187591258,26.1285728795907,144.996371882086,0.0937726757369615,0.883205203637247,0.180274894950053
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,4,1,65,0.773809523809524,18,0.214285714285714,152.916570032801,183.142888227171,26.5392809758277,226.831461331861,4.10239724268956,2.19364605614656,8.33559609709925,0.5461616358676,7.78943446123165,12.4643962912969,131.206802721088,0.179957482993197,43.3679731609524,7.00763576567574
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,4,2,65,0.773809523809524,18,0.214285714285714,82.0055433164173,83.3309585966208,7.12461022898802,60.8941045212651,2.06669624371488,1.05737947352854,0.522752898059575,4.25525160312915,-3.73249870506957,12.4643962912969,131.206802721088,0.179957482993197,7.01368838182519,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,4,3,65,0.773809523809524,18,0.214285714285714,28.2083118710091,22.1771040238143,4.72814729928474,40.4115153785021,3.21818355259819,1.34511185950787,0.118691721459213,7.65986331534066,-7.54117159388145,12.4643962912969,131.206802721088,0.179957482993197,3.5068441909126,0.00223326608320427
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,4,4,65,0.773809523809524,18,0.214285714285714,67.6194414321192,81.0977428417566,12.0429965644437,102.931594567895,2.04893099252564,1.1993742395272,3.48735557467891,0.00311973695953868,3.48423583771938,12.4643962912969,131.206802721088,0.179957482993197,15.8976936654704,1.06615577177917
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,5,1,24,0.285714285714286,41,0.488095238095238,183.142888227171,193.395951462573,9.82680070827392,83.9897496433669,1.03622610181513,0.426681336041526,1.46248862894341,0,1.46248862894341,2.31327961740422,116.570068027211,0.271437074829932,98.7826055332805,4.63280090878761
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,5,2,24,0.285714285714286,41,0.488095238095238,83.3309585966208,84.0974543091342,3.30024617633177,28.2072322763399,1.31780538302277,0.346790890269151,0,1.21594508079565,-1.21594508079565,2.31327961740422,116.570068027211,0.271437074829932,15.9756235363796,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,5,3,24,0.285714285714286,41,0.488095238095238,22.1771040238143,22.4907716597978,1.75956704874745,15.0390346046791,0.3485648761553,0.104519917186323,0,1.09733453660857,-1.09733453660857,2.31327961740422,116.570068027211,0.271437074829932,7.9878117681898,0.0152865626372425
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,5,4,24,0.285714285714286,41,0.488095238095238,81.0977428417566,85.380507138962,4.01241581079324,34.2941522290021,0.580442502048621,0.239005736137667,0.850790988460812,0,0.850790988460812,2.31327961740422,116.570068027211,0.271437074829932,36.2114133491271,0.171845287633132
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,6,1,1,0.0119047619047619,23,0.273809523809524,193.395951462573,193.396497995909,0.216319378738195,1.84888357895893,0.239163200825354,0,0.0233903554228116,0,0.0233903554228116,0.114732802755637,106.513832199547,0.334288548752834,55.4146323723281,0.907552528858711
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,6,2,1,0.0119047619047619,23,0.273809523809524,84.0974543091342,83.8368327160798,0,0,0.145888790298728,0,0,0.114732802755637,-0.114732802755637,0.114732802755637,106.513832199547,0.334288548752834,8.96193515455441,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,6,3,1,0.0119047619047619,23,0.273809523809524,22.4907716597978,22.406852893803,0,0,0.0844342390925171,0,0.000515473097712879,0,0.000515473097712879,0.114732802755637,106.513832199547,0.334288548752834,4.48096757727721,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,6,4,1,0.0119047619047619,23,0.273809523809524,85.380507138962,85.3480444009973,0,0,0.123289712199846,0,0.0908269742351124,0,0.0908269742351124,0.114732802755637,106.513832199547,0.334288548752834,20.3137196836567,3.5527136788005e-15
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,7,1,0,0,1,0.0119047619047619,193.396497995909,193.396497995909,0,0,0,0,0,0,0,0,103.680272108844,0.351998299319728,2.40933184227513,0.048706169318242
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,7,2,0,0,1,0.0119047619047619,83.8368327160798,83.8368327160798,0,0,0,0,0,0,0,0,103.680272108844,0.351998299319728,0.389649354545844,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,7,3,0,0,1,0.0119047619047619,22.406852893803,22.406852893803,0,0,0,0,0,0,0,0,103.680272108844,0.351998299319728,0.194824677272922,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,7,4,0,0,1,0.0119047619047619,85.3480444009973,85.3480444009973,0,0,0,0,0,0,0,0,103.680272108844,0.351998299319728,0.883205203637247,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,8,1,0,0,0,0,193.396497995909,193.396497995909,0,0,0,0,0,0,0,0,100.447619047619,0.372202380952381,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,8,2,0,0,0,0,83.8368327160798,83.8368327160798,0,0,0,0,0,0,0,0,100.447619047619,0.372202380952381,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,8,3,0,0,0,0,22.406852893803,22.406852893803,0,0,0,0,0,0,0,0,100.447619047619,0.372202380952381,0,0
2,12,1,top8_C_D_remaining_gap,saa,84,61,23,8,4,0,0,0,0,85.3480444009973,85.3480444009973,0,0,0,0,0,0,0,0,100.447619047619,0.372202380952381,0,0
3,17,4,top8_C_D_remaining_gap,saa,61,31,30,1,1,61,1,0,0,58.0445570448695,88.0243810123712,35.1,300,5.12017603249831,0,0,0,0,0,160,0,0,0
3,17,4,top8_C_D_remaining_gap,saa,61,31,30,1,2,61,1,0,0,50.3081379386248,67.882050982103,23.4,200,5.82608695652174,0,0,0,0,0,160,0,0,0
3,17,4,top8_C_D_remaining_gap,saa,61,31,30,1,3,61,1,0,0,25.2621334423093,37.7163366656137,14.04,120,1.58579677669568,0,0,0,0,0,160,0,0,0
3,17,4,top8_C_D_remaining_gap,saa,61,31,30,1,4,61,1,0,0,33.0235808462428,47.7055120125908,17.55,150,2.86806883365201,0,0,0,0,0,160,0,0,0
3,17,4,top8_C_D_remaining_gap,saa,61,31,30,2,1,61,1,0,0,88.0243810123712,119.636010330046,35.1,300,14.8202770347514,5.26943183457829,11.3319063524259,0,11.3319063524259,13.2517633100894,152.415300546448,0.0474043715846994,0,0
