selected_pair_id,focal_state_id,focal_site,selection_reason,method,stage,observed_site,constraint_type,path_count,eligible_count,binding_count,binding_rate,mean_slack,min_slack,max_slack
5,16,2,top8_C_D_remaining_gap,saa,7,4,tank_capacity,61,61,6,0.0983606557377049,30.7435317441039,0,68.1736355453719
5,16,2,top8_C_D_remaining_gap,saa,7,4,electrolyzer_capacity,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,7,4,ordinary_shortage_positive,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,7,0,htt_aggregate_capacity,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,1,tank_capacity,61,61,0,0,79.4584507939484,57.4056619118401,104.967107853042
5,16,2,top8_C_D_remaining_gap,saa,8,1,electrolyzer_capacity,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,1,ordinary_shortage_positive,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,2,tank_capacity,61,61,0,0,94.0769368623608,71.6329380535284,123.781415873965
5,16,2,top8_C_D_remaining_gap,saa,8,2,electrolyzer_capacity,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,2,ordinary_shortage_positive,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,3,tank_capacity,61,61,0,0,70.9842670281579,63.8001709082168,86.1006043349115
5,16,2,top8_C_D_remaining_gap,saa,8,3,electrolyzer_capacity,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,3,ordinary_shortage_positive,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,4,tank_capacity,61,61,6,0.0983606557377049,30.7435317441039,0,68.1736355453719
5,16,2,top8_C_D_remaining_gap,saa,8,4,electrolyzer_capacity,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,4,ordinary_shortage_positive,61,0,0,NaN,NaN,NaN,NaN
5,16,2,top8_C_D_remaining_gap,saa,8,0,htt_aggregate_capacity,61,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,1,1,tank_capacity,47,47,0,0,211.975618987629,211.975618987629,211.975618987629
6,18,4,top8_C_D_remaining_gap,saa,1,1,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,1,1,ordinary_shortage_positive,47,47,0,0,-0,-0,-0
6,18,4,top8_C_D_remaining_gap,saa,1,2,tank_capacity,47,47,0,0,132.117949017897,132.117949017897,132.117949017897
6,18,4,top8_C_D_remaining_gap,saa,1,2,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,1,2,ordinary_shortage_positive,47,47,0,0,-0,-0,-0
6,18,4,top8_C_D_remaining_gap,saa,1,3,tank_capacity,47,47,0,0,62.2836633343863,62.2836633343863,62.2836633343863
6,18,4,top8_C_D_remaining_gap,saa,1,3,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,1,3,ordinary_shortage_positive,47,47,0,0,-0,-0,-0
6,18,4,top8_C_D_remaining_gap,saa,1,4,tank_capacity,47,47,0,0,102.294487987409,102.294487987409,102.294487987409
6,18,4,top8_C_D_remaining_gap,saa,1,4,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,1,4,ordinary_shortage_positive,47,47,0,0,-0,-0,-0
6,18,4,top8_C_D_remaining_gap,saa,1,0,htt_aggregate_capacity,47,47,0,0,160,160,160
6,18,4,top8_C_D_remaining_gap,saa,2,1,tank_capacity,47,47,0,0,175.426167296579,114.764489720114,196.965327856959
6,18,4,top8_C_D_remaining_gap,saa,2,1,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,2,1,ordinary_shortage_positive,47,47,17,0.361702127659574,-7.26649044209798,-20.0897088693297,-0
6,18,4,top8_C_D_remaining_gap,saa,2,2,tank_capacity,47,47,0,0,122.586981982256,108.717949017897,140.664230299026
6,18,4,top8_C_D_remaining_gap,saa,2,2,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,2,2,ordinary_shortage_positive,47,47,17,0.361702127659574,-4.43253601162944,-12.2546583850932,-0
6,18,4,top8_C_D_remaining_gap,saa,2,3,tank_capacity,47,47,0,0,64.0743119358698,50.1199056163834,84.9482794080084
6,18,4,top8_C_D_remaining_gap,saa,2,3,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,2,3,ordinary_shortage_positive,47,47,17,0.361702127659574,-2.56536368987478,-7.09247608377144,-0
6,18,4,top8_C_D_remaining_gap,saa,2,4,tank_capacity,47,47,0,0,88.2771384294125,65.396641923623,95.1008238121963
6,18,4,top8_C_D_remaining_gap,saa,2,4,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,2,4,ordinary_shortage_positive,47,47,17,0.361702127659574,-3.74590870258256,-10.3563358247871,-0
6,18,4,top8_C_D_remaining_gap,saa,2,0,htt_aggregate_capacity,47,47,0,0,135.219360698985,76.5607891788053,157.028571428571
6,18,4,top8_C_D_remaining_gap,saa,3,1,tank_capacity,47,47,0,0,131.575292841645,84.5049758219475,183.519017768942
6,18,4,top8_C_D_remaining_gap,saa,3,1,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,3,1,ordinary_shortage_positive,47,47,28,0.595744680851064,-12.9000705858627,-21.6536899119838,-0
6,18,4,top8_C_D_remaining_gap,saa,3,2,tank_capacity,47,47,0,0,113.879554524886,102.768220677608,123.781415873965
6,18,4,top8_C_D_remaining_gap,saa,3,2,electrolyzer_capacity,47,47,46,0.978723404255319,0.821972374550764,0,38.6327016038859
6,18,4,top8_C_D_remaining_gap,saa,3,2,ordinary_shortage_positive,47,47,28,0.595744680851064,-8.27012025901942,-13.8819875776397,-0
6,18,4,top8_C_D_remaining_gap,saa,3,3,tank_capacity,47,47,0,0,68.418459098199,49.7206847943536,86.1006043349115
6,18,4,top8_C_D_remaining_gap,saa,3,3,electrolyzer_capacity,47,47,46,0.978723404255319,0.833177014810307,0,39.1593196960844
6,18,4,top8_C_D_remaining_gap,saa,3,3,ordinary_shortage_positive,47,47,28,0.595744680851064,-5.01887809645708,-8.42454537619581,-0
6,18,4,top8_C_D_remaining_gap,saa,3,4,tank_capacity,47,47,0,0,69.450736275212,26.3886819787253,90.128609315412
6,18,4,top8_C_D_remaining_gap,saa,3,4,electrolyzer_capacity,47,47,47,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,3,4,ordinary_shortage_positive,47,47,28,0.595744680851064,-7.49314881042638,-12.5777855032157,-0
6,18,4,top8_C_D_remaining_gap,saa,3,0,htt_aggregate_capacity,47,47,0,0,115.452622919452,53.9391075646519,154.057142857143
6,18,4,top8_C_D_remaining_gap,saa,4,1,tank_capacity,47,47,0,0,94.0709030675631,56.3512964275061,149.897862409088
6,18,4,top8_C_D_remaining_gap,saa,4,1,electrolyzer_capacity,47,39,38,0.974358974358974,0.805260896971768,0,31.4051749818989
6,18,4,top8_C_D_remaining_gap,saa,4,1,ordinary_shortage_positive,47,39,32,0.82051282051282,-6.67604117841084,-8.13642518618822,-0
6,18,4,top8_C_D_remaining_gap,saa,4,2,tank_capacity,47,47,0,0,104.475937456124,73.256374965174,123.890221637264
6,18,4,top8_C_D_remaining_gap,saa,4,2,electrolyzer_capacity,47,39,33,0.846153846153846,30.7692307692308,0,200
6,18,4,top8_C_D_remaining_gap,saa,4,2,ordinary_shortage_positive,47,39,32,0.82051282051282,-3.31262939958592,-4.03726708074534,-0
6,18,4,top8_C_D_remaining_gap,saa,4,3,tank_capacity,47,47,0,0,73.5625135257025,62.2754471037331,86.1006043349115
6,18,4,top8_C_D_remaining_gap,saa,4,3,electrolyzer_capacity,47,39,33,0.846153846153846,18.4615384615385,0,120
6,18,4,top8_C_D_remaining_gap,saa,4,3,ordinary_shortage_positive,47,39,31,0.794871794871795,-4.68478476144896,-5.89718176333707,-0
6,18,4,top8_C_D_remaining_gap,saa,4,4,tank_capacity,47,47,0,0,44.9910605239552,1.33806855383764,83.2596342809433
6,18,4,top8_C_D_remaining_gap,saa,4,4,electrolyzer_capacity,47,39,37,0.948717948717949,2.3670990327454,0,63.6649172435213
6,18,4,top8_C_D_remaining_gap,saa,4,4,ordinary_shortage_positive,47,39,32,0.82051282051282,-3.4443567904371,-4.19780983834521,-0
6,18,4,top8_C_D_remaining_gap,saa,4,0,htt_aggregate_capacity,47,39,0,0,99.3631369018949,56.887985710846,142.737466443046
6,18,4,top8_C_D_remaining_gap,saa,5,1,tank_capacity,47,47,0,0,83.2248734695444,56.3512964275061,107.315589447021
6,18,4,top8_C_D_remaining_gap,saa,5,1,electrolyzer_capacity,47,16,16,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,5,1,ordinary_shortage_positive,47,16,15,0.9375,-4.80016503046716,-5.12017603249831,-0
6,18,4,top8_C_D_remaining_gap,saa,5,2,tank_capacity,47,47,0,0,97.1949683266015,63.161029615255,123.890221637264
6,18,4,top8_C_D_remaining_gap,saa,5,2,electrolyzer_capacity,47,16,15,0.9375,6.09040768949565,0,97.4465230319305
6,18,4,top8_C_D_remaining_gap,saa,5,2,ordinary_shortage_positive,47,16,15,0.9375,-5.46195652173913,-5.82608695652174,-0
6,18,4,top8_C_D_remaining_gap,saa,5,3,tank_capacity,47,47,0,0,71.6391326939044,62.7360923453272,86.1006043349115
6,18,4,top8_C_D_remaining_gap,saa,5,3,electrolyzer_capacity,47,16,15,0.9375,4.43273785835979,0,70.9238057337567
6,18,4,top8_C_D_remaining_gap,saa,5,3,ordinary_shortage_positive,47,16,15,0.9375,-1.4866844781522,-1.58579677669568,-0
6,18,4,top8_C_D_remaining_gap,saa,5,4,tank_capacity,47,47,0,0,35.1193008719103,0.406402703515397,75.5236002027577
6,18,4,top8_C_D_remaining_gap,saa,5,4,electrolyzer_capacity,47,16,16,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,5,4,ordinary_shortage_positive,47,16,15,0.9375,-2.68881453154876,-2.86806883365201,-0
6,18,4,top8_C_D_remaining_gap,saa,5,0,htt_aggregate_capacity,47,16,0,0,102.905140054681,65.4584636737048,142.780952380952
6,18,4,top8_C_D_remaining_gap,saa,6,1,tank_capacity,47,47,0,0,82.0034648746137,56.3512964275061,107.315589447021
6,18,4,top8_C_D_remaining_gap,saa,6,1,electrolyzer_capacity,47,2,2,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,6,1,ordinary_shortage_positive,47,2,2,1,-13.1847657405766,-20.0897088693297,-6.27982261182355
6,18,4,top8_C_D_remaining_gap,saa,6,2,tank_capacity,47,47,0,0,96.6461106354204,63.161029615255,123.890221637264
6,18,4,top8_C_D_remaining_gap,saa,6,2,electrolyzer_capacity,47,2,2,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,6,2,ordinary_shortage_positive,47,2,1,0.5,-6.12732919254658,-12.2546583850932,-0
6,18,4,top8_C_D_remaining_gap,saa,6,3,tank_capacity,47,47,0,0,71.4444926253012,62.7360923453272,86.1006043349115
6,18,4,top8_C_D_remaining_gap,saa,6,3,electrolyzer_capacity,47,2,2,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,6,3,ordinary_shortage_positive,47,2,1,0.5,-3.54623804188572,-7.09247608377144,-0
6,18,4,top8_C_D_remaining_gap,saa,6,4,tank_capacity,47,47,0,0,34.1764063021817,0.406402703515397,75.5236002027577
6,18,4,top8_C_D_remaining_gap,saa,6,4,electrolyzer_capacity,47,2,2,1,0,0,0
6,18,4,top8_C_D_remaining_gap,saa,6,4,ordinary_shortage_positive,47,2,1,0.5,-5.17816791239353,-10.3563358247871,-0
6,18,4,top8_C_D_remaining_gap,saa,6,0,htt_aggregate_capacity,47,2,0,0,100.562907446505,92.5851792733836,108.540635619626
6,18,4,top8_C_D_remaining_gap,saa,7,1,tank_capacity,47,47,0,0,82.0034648746137,56.3512964275061,107.315589447021
6,18,4,top8_C_D_remaining_gap,saa,7,1,electrolyzer_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,7,1,ordinary_shortage_positive,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,7,2,tank_capacity,47,47,0,0,96.6461106354204,63.161029615255,123.890221637264
6,18,4,top8_C_D_remaining_gap,saa,7,2,electrolyzer_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,7,2,ordinary_shortage_positive,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,7,3,tank_capacity,47,47,0,0,71.4444926253012,62.7360923453272,86.1006043349115
6,18,4,top8_C_D_remaining_gap,saa,7,3,electrolyzer_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,7,3,ordinary_shortage_positive,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,7,4,tank_capacity,47,47,0,0,34.1764063021817,0.406402703515397,75.5236002027577
6,18,4,top8_C_D_remaining_gap,saa,7,4,electrolyzer_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,7,4,ordinary_shortage_positive,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,7,0,htt_aggregate_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,1,tank_capacity,47,47,0,0,82.0034648746137,56.3512964275061,107.315589447021
6,18,4,top8_C_D_remaining_gap,saa,8,1,electrolyzer_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,1,ordinary_shortage_positive,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,2,tank_capacity,47,47,0,0,96.6461106354204,63.161029615255,123.890221637264
6,18,4,top8_C_D_remaining_gap,saa,8,2,electrolyzer_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,2,ordinary_shortage_positive,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,3,tank_capacity,47,47,0,0,71.4444926253012,62.7360923453272,86.1006043349115
6,18,4,top8_C_D_remaining_gap,saa,8,3,electrolyzer_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,3,ordinary_shortage_positive,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,4,tank_capacity,47,47,0,0,34.1764063021817,0.406402703515397,75.5236002027577
6,18,4,top8_C_D_remaining_gap,saa,8,4,electrolyzer_capacity,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,4,ordinary_shortage_positive,47,0,0,NaN,NaN,NaN,NaN
6,18,4,top8_C_D_remaining_gap,saa,8,0,htt_aggregate_capacity,47,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,1,1,tank_capacity,74,74,0,0,211.975618987629,211.975618987629,211.975618987629
7,9,4,top8_C_D_remaining_gap,saa,1,1,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,1,1,ordinary_shortage_positive,74,74,0,0,-0,-0,-0
7,9,4,top8_C_D_remaining_gap,saa,1,2,tank_capacity,74,74,0,0,132.117949017897,132.117949017897,132.117949017897
7,9,4,top8_C_D_remaining_gap,saa,1,2,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,1,2,ordinary_shortage_positive,74,74,0,0,-0,-0,-0
7,9,4,top8_C_D_remaining_gap,saa,1,3,tank_capacity,74,74,0,0,62.2836633343863,62.2836633343863,62.2836633343863
7,9,4,top8_C_D_remaining_gap,saa,1,3,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,1,3,ordinary_shortage_positive,74,74,0,0,-0,-0,-0
7,9,4,top8_C_D_remaining_gap,saa,1,4,tank_capacity,74,74,0,0,102.294487987409,102.294487987409,102.294487987409
7,9,4,top8_C_D_remaining_gap,saa,1,4,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,1,4,ordinary_shortage_positive,74,74,0,0,-0,-0,-0
7,9,4,top8_C_D_remaining_gap,saa,1,0,htt_aggregate_capacity,74,74,0,0,160,160,160
7,9,4,top8_C_D_remaining_gap,saa,2,1,tank_capacity,74,74,0,0,187.699813219324,114.764489720114,196.965327856959
7,9,4,top8_C_D_remaining_gap,saa,2,1,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,2,1,ordinary_shortage_positive,74,74,8,0.108108108108108,-2.17186041830592,-20.0897088693297,-0
7,9,4,top8_C_D_remaining_gap,saa,2,2,tank_capacity,74,74,0,0,121.778396399376,108.717949017897,139.205336150655
7,9,4,top8_C_D_remaining_gap,saa,2,2,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,2,2,ordinary_shortage_positive,74,74,8,0.108108108108108,-1.32482793352359,-12.2546583850932,-0
7,9,4,top8_C_D_remaining_gap,saa,2,3,tank_capacity,74,74,0,0,60.5465224093641,50.1199056163834,84.2293977434022
7,9,4,top8_C_D_remaining_gap,saa,2,3,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,2,3,ordinary_shortage_positive,74,74,8,0.108108108108108,-0.766754171218534,-7.09247608377144,-0
7,9,4,top8_C_D_remaining_gap,saa,2,4,tank_capacity,74,74,0,0,92.9671200662411,66.1911784716566,95.1008238121963
7,9,4,top8_C_D_remaining_gap,saa,2,4,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,2,4,ordinary_shortage_positive,74,74,8,0.108108108108108,-1.11960387294995,-10.3563358247871,-0
7,9,4,top8_C_D_remaining_gap,saa,2,0,htt_aggregate_capacity,74,74,0,0,145.466505881926,76.5607891788053,157.028571428571
7,9,4,top8_C_D_remaining_gap,saa,3,1,tank_capacity,74,74,0,0,145.399343790013,86.2688788046386,183.519017768942
7,9,4,top8_C_D_remaining_gap,saa,3,1,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,3,1,ordinary_shortage_positive,74,74,18,0.243243243243243,-5.26711376237443,-21.6536899119838,-0
7,9,4,top8_C_D_remaining_gap,saa,3,2,tank_capacity,74,74,0,0,118.320045349966,105.574013306195,127.992799279928
7,9,4,top8_C_D_remaining_gap,saa,3,2,electrolyzer_capacity,74,74,65,0.878378378378378,7.4247210580993,0,95.1764891608895
7,9,4,top8_C_D_remaining_gap,saa,3,2,ordinary_shortage_positive,74,74,18,0.243243243243243,-3.37669968104751,-13.8819875776397,-0
7,9,4,top8_C_D_remaining_gap,saa,3,3,tank_capacity,74,74,0,0,71.6166111615147,49.7206847943536,84.6809310587046
7,9,4,top8_C_D_remaining_gap,saa,3,3,electrolyzer_capacity,74,74,66,0.891891891891892,5.53876376818333,0,120
7,9,4,top8_C_D_remaining_gap,saa,3,3,ordinary_shortage_positive,74,74,18,0.243243243243243,-2.04921374015574,-8.42454537619581,-0
7,9,4,top8_C_D_remaining_gap,saa,3,4,tank_capacity,74,74,0,0,81.8680993643241,47.1049091027557,90.128609315412
7,9,4,top8_C_D_remaining_gap,saa,3,4,electrolyzer_capacity,74,74,74,1,0,0,0
7,9,4,top8_C_D_remaining_gap,saa,3,4,ordinary_shortage_positive,74,74,18,0.243243243243243,-3.05946133862004,-12.5777855032157,-0
7,9,4,top8_C_D_remaining_gap,saa,3,0,htt_aggregate_capacity,74,74,0,0,117.80557258517,68.2540946019924,153.52380952381
7,9,4,top8_C_D_remaining_gap,saa,4,1,tank_capacity,74,74,0,0,117.094409738451,77.1595341352319,149.897862409088
7,9,4,top8_C_D_remaining_gap,saa,4,1,electrolyzer_capacity,74,48,45,0.9375,3.00186054342715,0,64.4964614415302
7,9,4,top8_C_D_remaining_gap,saa,4,1,ordinary_shortage_positive,74,48,12,0.25,-2.03410629654705,-8.13642518618822,-0
7,9,4,top8_C_D_remaining_gap,saa,4,2,tank_capacity,74,74,0,0,119.608557395589,91.6847929342924,127.992799279928
7,9,4,top8_C_D_remaining_gap,saa,4,2,electrolyzer_capacity,74,48,12,0.25,129.467896363616,0,200
7,9,4,top8_C_D_remaining_gap,saa,4,2,ordinary_shortage_positive,74,48,12,0.25,-1.00931677018634,-4.03726708074534,-0
7,9,4,top8_C_D_remaining_gap,saa,4,3,tank_capacity,74,74,0,0,78.112765356464,62.2754471037331,84.6809310587046
7,9,4,top8_C_D_remaining_gap,saa,4,3,electrolyzer_capacity,74,48,19,0.395833333333333,63.9771262094203,0,120
7,9,4,top8_C_D_remaining_gap,saa,4,3,ordinary_shortage_positive,74,48,12,0.25,-1.47429544083427,-5.89718176333707,-0
7,9,4,top8_C_D_remaining_gap,saa,4,4,tank_capacity,74,74,0,0,70.3065023915473,47.1049091027557,89.4912784916345
7,9,4,top8_C_D_remaining_gap,saa,4,4,electrolyzer_capacity,74,48,42,0.875,8.07401907926513,-8.12860889709555e-12,120.169611976784
7,9,4,top8_C_D_remaining_gap,saa,4,4,ordinary_shortage_positive,74,48,12,0.25,-1.0494524595863,-4.19780983834521,-0
7,9,4,top8_C_D_remaining_gap,saa,4,0,htt_aggregate_capacity,74,48,0,0,120.29378412125,56.887985710846,147.006199748654
7,9,4,top8_C_D_remaining_gap,saa,5,1,tank_capacity,74,74,0,0,109.842217097102,77.1595341352319,149.833151295533
7,9,4,top8_C_D_remaining_gap,saa,5,1,electrolyzer_capacity,74,18,12,0.666666666666667,15.1435089081963,0,72.8301273760115
7,9,4,top8_C_D_remaining_gap,saa,5,1,ordinary_shortage_positive,74,18,1,0.0555555555555556,-0.284454224027684,-5.12017603249831,-0
7,9,4,top8_C_D_remaining_gap,saa,5,2,tank_capacity,74,74,0,0,118.697340593427,91.6847929342924,127.992799279928
7,9,4,top8_C_D_remaining_gap,saa,5,2,electrolyzer_capacity,74,18,3,0.166666666666667,107.348741279419,0,164.03161644155
7,9,4,top8_C_D_remaining_gap,saa,5,2,ordinary_shortage_positive,74,18,1,0.0555555555555556,-0.323671497584541,-5.82608695652174,-0
7,9,4,top8_C_D_remaining_gap,saa,5,3,tank_capacity,74,74,0,0,77.6472386400796,62.993143707545,84.6809310587046
7,9,4,top8_C_D_remaining_gap,saa,5,3,electrolyzer_capacity,74,18,1,0.0555555555555556,81.1004956101002,0,120
7,9,4,top8_C_D_remaining_gap,saa,5,3,ordinary_shortage_positive,74,18,1,0.0555555555555556,-0.0880998209275379,-1.58579677669568,-0
7,9,4,top8_C_D_remaining_gap,saa,5,4,tank_capacity,74,74,0,0,66.6507089790689,47.1049091027557,89.3638590824113
7,9,4,top8_C_D_remaining_gap,saa,5,4,electrolyzer_capacity,74,18,16,0.888888888888889,10.4375606861507,0,125.495505933204
7,9,4,top8_C_D_remaining_gap,saa,5,4,ordinary_shortage_positive,74,18,1,0.0555555555555556,-0.159337157425112,-2.86806883365201,-0
7,9,4,top8_C_D_remaining_gap,saa,5,0,htt_aggregate_capacity,74,18,0,0,138.943890600628,84.9649631288887,147.047619047619
7,9,4,top8_C_D_remaining_gap,saa,6,1,tank_capacity,74,74,0,0,109.606527436637,77.1595341352319,149.833151295533
7,9,4,top8_C_D_remaining_gap,saa,6,1,electrolyzer_capacity,74,3,0,0,118.228136485227,89.1720752202084,142.022326151368
7,9,4,top8_C_D_remaining_gap,saa,6,1,ordinary_shortage_positive,74,3,0,0,-0,-0,-0
7,9,4,top8_C_D_remaining_gap,saa,6,2,tank_capacity,74,74,0,0,119.20712933476,91.6847929342924,127.992799279928
7,9,4,top8_C_D_remaining_gap,saa,6,2,electrolyzer_capacity,74,3,0,0,200,200,200
7,9,4,top8_C_D_remaining_gap,saa,6,2,ordinary_shortage_positive,74,3,0,0,-0,-0,-0
7,9,4,top8_C_D_remaining_gap,saa,6,3,tank_capacity,74,74,0,0,78.1099833679713,62.993143707545,84.6809310587046
7,9,4,top8_C_D_remaining_gap,saa,6,3,electrolyzer_capacity,74,3,0,0,120,120,120
7,9,4,top8_C_D_remaining_gap,saa,6,3,ordinary_shortage_positive,74,3,0,0,-0,-0,-0
7,9,4,top8_C_D_remaining_gap,saa,6,4,tank_capacity,74,74,0,0,67.0128641239457,47.1049091027557,89.3638590824113
7,9,4,top8_C_D_remaining_gap,saa,6,4,electrolyzer_capacity,74,3,0,0,137.886920723293,113.66076216988,150
7,9,4,top8_C_D_remaining_gap,saa,6,4,ordinary_shortage_positive,74,3,0,0,-0,-0,-0
7,9,4,top8_C_D_remaining_gap,saa,6,0,htt_aggregate_capacity,74,3,0,0,134.871557441944,124.454188484633,141.005074813708
7,9,4,top8_C_D_remaining_gap,saa,7,1,tank_capacity,74,74,0,0,109.606527436637,77.1595341352319,149.833151295533
7,9,4,top8_C_D_remaining_gap,saa,7,1,electrolyzer_capacity,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,7,1,ordinary_shortage_positive,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,7,2,tank_capacity,74,74,0,0,119.20712933476,91.6847929342924,127.992799279928
7,9,4,top8_C_D_remaining_gap,saa,7,2,electrolyzer_capacity,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,7,2,ordinary_shortage_positive,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,7,3,tank_capacity,74,74,0,0,78.1099833679713,62.993143707545,84.6809310587046
7,9,4,top8_C_D_remaining_gap,saa,7,3,electrolyzer_capacity,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,7,3,ordinary_shortage_positive,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,7,4,tank_capacity,74,74,0,0,67.0128641239457,47.1049091027557,89.3638590824113
7,9,4,top8_C_D_remaining_gap,saa,7,4,electrolyzer_capacity,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,7,4,ordinary_shortage_positive,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,7,0,htt_aggregate_capacity,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,8,1,tank_capacity,74,74,0,0,109.606527436637,77.1595341352319,149.833151295533
7,9,4,top8_C_D_remaining_gap,saa,8,1,electrolyzer_capacity,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,8,1,ordinary_shortage_positive,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,8,2,tank_capacity,74,74,0,0,119.20712933476,91.6847929342924,127.992799279928
7,9,4,top8_C_D_remaining_gap,saa,8,2,electrolyzer_capacity,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,8,2,ordinary_shortage_positive,74,0,0,NaN,NaN,NaN,NaN
7,9,4,top8_C_D_remaining_gap,saa,8,3,tank_capacity,74,74,0,0,78.1099833679713,62.993143707545,84.6809310587046
