state,oos_path_count,saa_target_total_kg,dro_target_total_kg,dro_minus_saa_target_kg,saa_insufficient_path_count,dro_insufficient_path_count,saa_insufficient_path_share,dro_insufficient_path_share,dro_minus_saa_insufficient_share,saa_conditional_mean_gap_kg,dro_conditional_mean_gap_kg,dro_minus_saa_conditional_mean_gap_kg,saa_conditional_mean_gap_share_of_target,dro_conditional_mean_gap_share_of_target,saa_feasible_dro_infeasible_count,both_infeasible_count,both_feasible_count,saa_infeasible_dro_feasible_count,capacity_classification
16,78,571.966287537845,585.059146032685,13.0928584948401,62,63,0.794871794871795,0.807692307692308,0.0128205128205129,93.1076478749133,104.048297737574,10.9406498626607,0.162785202386168,0.177842357380669,1,62,15,0,B_SAA_gap_preexists_DRO_amplifies
17,78,562.147123803289,578.512356224272,16.365232420983,65,67,0.833333333333333,0.858974358974359,0.0256410256410255,86.8313596478806,100.134001432178,13.3026417842974,0.154463762191667,0.173088786012652,2,65,11,0,B_SAA_gap_preexists_DRO_amplifies
18,55,546.327360008728,571.966287503776,25.6389274950483,44,49,0.8,0.890909090909091,0.0909090909090908,80.6401881345863,96.1660067463955,15.5258186118092,0.147604154646947,0.16813229878651,5,44,6,0,B_SAA_gap_preexists_DRO_amplifies
19,44,511.414777841421,542.961636332278,31.5468584908568,20,26,0.454545454545455,0.590909090909091,0.136363636363636,72.5134947664565,86.2121339576539,13.6986391911974,0.141789987126539,0.158781262226959,6,20,18,0,B_SAA_gap_preexists_DRO_amplifies
