path_id,state,saa_terminal_loh_total_target_kg,dro_terminal_loh_total_target_kg,dro_minus_saa_target_kg,saa_max_feasible_terminal_total_kg,dro_max_feasible_terminal_total_kg,saa_capacity_gap_kg,dro_capacity_gap_kg,dro_minus_saa_capacity_gap_kg,saa_capacity_gap_share_of_target,dro_capacity_gap_share_of_target,saa_system_total_sufficient,dro_system_total_sufficient,feasibility_transition
2401,16,571.966287537845,585.059146032685,13.09285849484,626.584972910329,629.453041743981,0,0,0,0,0,True,True,both_feasible
2482,16,571.966287537845,585.059146032685,13.09285849484,551.895101509697,551.895101509697,20.0711860281474,33.1640445229879,13.0928584948405,0.0350915542846909,0.0566849433050913,False,False,both_infeasible
2685,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
2741,16,571.966287537845,585.059146032685,13.09285849484,421.508280672679,421.508280672679,150.458006865166,163.550865360006,13.09285849484,0.263053977381859,0.27954586552326,False,False,both_infeasible
2768,16,571.966287537845,585.059146032685,13.09285849484,405.267093140662,405.267093140662,166.699194397182,179.792052892023,13.092858494841,0.291449335440339,0.307305772606414,False,False,both_infeasible
2818,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
2964,16,571.966287537845,585.059146032685,13.09285849484,421.508280672679,421.508280672679,150.458006865166,163.550865360006,13.09285849484,0.263053977381859,0.27954586552326,False,False,both_infeasible
3003,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546493,0.210669374812409,False,False,both_infeasible
3026,16,571.966287537845,585.059146032685,13.09285849484,551.895101509697,551.895101509697,20.0711860281474,33.1640445229879,13.0928584948405,0.0350915542846909,0.0566849433050913,False,False,both_infeasible
3085,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
3089,16,571.966287537845,585.059146032685,13.09285849484,495.357093140662,495.357093140662,76.6091943971824,89.7020528920228,13.0928584948404,0.133940052178536,0.153321341099096,False,False,both_infeasible
3103,16,571.966287537845,585.059146032685,13.09285849484,551.895101509697,551.895101509697,20.0711860281474,33.1640445229879,13.0928584948405,0.0350915542846909,0.0566849433050913,False,False,both_infeasible
3320,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546494,0.210669374812409,False,False,both_infeasible
3568,16,571.966287537845,585.059146032685,13.09285849484,495.357093140662,495.357093140662,76.6091943971824,89.7020528920229,13.0928584948405,0.133940052178536,0.153321341099096,False,False,both_infeasible
3684,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
3768,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546494,0.210669374812409,False,False,both_infeasible
3945,16,571.966287537845,585.059146032685,13.09285849484,618.418847555863,626.515056078206,0,0,0,0,0,True,True,both_feasible
3983,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
4011,16,571.966287537845,585.059146032685,13.09285849484,641.985101509697,641.985101509697,0,0,0,0,0,True,True,both_feasible
4181,16,571.966287537845,585.059146032685,13.09285849484,551.895101509697,551.895101509697,20.0711860281474,33.1640445229879,13.0928584948405,0.0350915542846909,0.0566849433050913,False,False,both_infeasible
4294,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
4312,16,571.966287537845,585.059146032685,13.09285849484,551.895101509697,551.895101509697,20.0711860281474,33.1640445229879,13.0928584948405,0.0350915542846909,0.0566849433050913,False,False,both_infeasible
4318,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
4329,16,571.966287537845,585.059146032685,13.09285849484,601.688280672679,601.688280672679,0,0,0,0,0,True,True,both_feasible
4440,16,571.966287537845,585.059146032685,13.09285849484,405.267093140662,405.267093140662,166.699194397182,179.792052892023,13.092858494841,0.291449335440339,0.307305772606414,False,False,both_infeasible
4594,16,571.966287537845,585.059146032685,13.09285849484,582.292843945132,586.288152073311,0,0,0,0,0,True,True,both_feasible
4737,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546494,0.210669374812409,False,False,both_infeasible
4782,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546494,0.210669374812409,False,False,both_infeasible
4855,16,571.966287537845,585.059146032685,13.09285849484,551.895101509697,551.895101509697,20.0711860281474,33.1640445229879,13.0928584948405,0.0350915542846909,0.0566849433050913,False,False,both_infeasible
5311,16,571.966287537845,585.059146032685,13.09285849484,405.267093140662,405.267093140662,166.699194397182,179.792052892023,13.092858494841,0.291449335440339,0.307305772606414,False,False,both_infeasible
5368,16,571.966287537845,585.059146032685,13.09285849484,551.895101509697,551.895101509697,20.0711860281474,33.1640445229879,13.0928584948405,0.0350915542846909,0.0566849433050913,False,False,both_infeasible
5382,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546493,0.210669374812409,False,False,both_infeasible
5417,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
5629,16,571.966287537845,585.059146032685,13.09285849484,547.778280672678,547.778280672678,24.1880068651661,37.2808653600066,13.0928584948405,0.0422892177252068,0.0637215324515649,False,False,both_infeasible
5639,16,571.966287537845,585.059146032685,13.09285849484,405.267093140662,405.267093140662,166.699194397182,179.792052892023,13.092858494841,0.291449335440339,0.307305772606414,False,False,both_infeasible
6021,16,571.966287537845,585.059146032685,13.09285849484,588.120901186375,601.688280672679,0,0,0,0,0,True,True,both_feasible
6124,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
6151,16,571.966287537845,585.059146032685,13.09285849484,579.419596804063,579.419596804063,0,5.63954922862229,5.63954922862229,0,0.0096392805186695,True,False,SAA_feasible_DRO_infeasible
6404,16,571.966287537845,585.059146032685,13.09285849484,624.678296744893,635.279128700503,0,0,0,0,0,True,True,both_feasible
6518,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
6582,16,571.966287537845,585.059146032685,13.09285849484,601.688280672679,601.688280672679,0,0,0,0,0,True,True,both_feasible
6873,16,571.966287537845,585.059146032685,13.09285849484,421.508280672679,421.508280672679,150.458006865166,163.550865360006,13.09285849484,0.263053977381859,0.27954586552326,False,False,both_infeasible
7026,16,571.966287537845,585.059146032685,13.09285849484,506.691443697019,511.598280672679,65.2748438408251,73.4608653600064,8.1860215191813,0.114123586062764,0.125561434015942,False,False,both_infeasible
7354,16,571.966287537845,585.059146032685,13.09285849484,405.267093140662,405.267093140662,166.699194397182,179.792052892023,13.092858494841,0.291449335440339,0.307305772606414,False,False,both_infeasible
7563,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546494,0.210669374812409,False,False,both_infeasible
7605,16,571.966287537845,585.059146032685,13.09285849484,551.895101509697,551.895101509697,20.0711860281474,33.1640445229879,13.0928584948405,0.0350915542846909,0.0566849433050913,False,False,both_infeasible
7624,16,571.966287537845,585.059146032685,13.09285849484,405.267093140662,405.267093140662,166.699194397182,179.792052892023,13.092858494841,0.291449335440339,0.307305772606414,False,False,both_infeasible
7707,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546494,0.210669374812409,False,False,both_infeasible
7756,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
7858,16,571.966287537845,585.059146032685,13.09285849484,563.178409272046,563.178409272046,8.78787826579833,21.8807367606388,13.0928584948405,0.0153643290824494,0.0373991876018231,False,False,both_infeasible
7983,16,571.966287537845,585.059146032685,13.09285849484,421.508280672679,421.508280672679,150.458006865166,163.550865360006,13.09285849484,0.263053977381859,0.27954586552326,False,False,both_infeasible
8031,16,571.966287537845,585.059146032685,13.09285849484,461.805101509697,461.805101509697,110.161186028147,123.254044522988,13.092858494841,0.192600837546494,0.210669374812409,False,False,both_infeasible
8088,16,571.966287537845,585.059146032685,13.09285849484,421.508280672679,421.508280672679,150.458006865166,163.550865360006,13.09285849484,0.263053977381859,0.27954586552326,False,False,both_infeasible
8167,16,571.966287537845,585.059146032685,13.09285849484,511.598280672679,511.598280672679,60.368006865166,73.4608653600064,13.0928584948404,0.105544694120056,0.125561434015942,False,False,both_infeasible
8236,16,571.966287537845,585.059146032685,13.09285849484,641.985101509697,641.985101509697,0,0,0,0,0,True,True,both_feasible
8379,16,571.966287537845,585.059146032685,13.09285849484,405.267093140662,405.267093140662,166.699194397182,179.792052892023,13.092858494841,0.291449335440339,0.307305772606414,False,False,both_infeasible
