policy,requested_paths,completed_paths,operating_solves,wall_time_s,cuts_before,cuts_after,cuts_unchanged,checkpoint_path,checkpoint_sha256_before,checkpoint_sha256_after,checkpoint_unchanged,bank_path,bank_sha256,max_eq_residual,max_ineq_violation,pass
TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE,10000,10000,35736,1018.3327915,349983,349983,1,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\Temporal3p5_SAA_TerminalLOH_BaseMSP5h_clean\training\runs\run-20260904-233558\training\checkpoint\checkpoint_final.mat,a1b1450519fc7ab9a0e4ae96f81aa397613990683f6ce39f7d2dd6d2984da18c,a1b1450519fc7ab9a0e4ae96f81aa397613990683f6ce39f7d2dd6d2984da18c,1,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\89H-stage85r-single-loc4-stage88-dro-gap1000-10iter-oos10000\run-003\oos\loc4\oos_path_bank.mat,6bf3d1190a402ded052b8d3d08ed369042236e151f562bdd9fd4db7b8ff386c6,7.44293515708705e-13,8.73114913702011e-11,1
