site,saa_production_mean_kg,dro_production_mean_kg,saa_inventory_mean_kg,dro_inventory_mean_kg,saa_htt_in_mean_kg,dro_htt_in_mean_kg,saa_htt_out_mean_kg,dro_htt_out_mean_kg,saa_average_p_el_kw,dro_average_p_el_kw,saa_full_power_frequency,dro_full_power_frequency,saa_grid_limited_frequency,dro_grid_limited_frequency
1,140.779734127747,143.258580886171,190.351630830783,191.45924249605,45.8015246045453,38.9726903353571,6.64890139698818,4.20443287453692,239.055415397771,243.264698397301,0.791390728476821,0.803807947019868,0,0
2,82.5816593832301,87.8588272622474,61.2299947666558,81.0019875045573,11.6324050989825,15.0632595201797,50.1703243342811,40.465458149061,140.230360643963,149.191420041174,0.69453642384106,0.73841059602649,0,0
3,46.492395435103,49.4961444553087,24.5542473509716,34.7772384967721,10.8138327978558,9.16970870353536,39.1542817419223,30.6352327204289,78.9478611565681,84.0484708020185,0.624172185430464,0.676324503311258,0.0496688741721854,0.0438741721854305
4,68.8181385818863,69.329934690065,104.584720305673,88.5638509042552,33.0816110843963,19.9025170228829,5.35586611258832,7.80305183792823,116.858785161974,117.727856495271,0.774834437086093,0.781456953642384,0,0
