path_id,total_HTT_kg,target_aligned_HTT_kg,ex_post_non_aligned_HTT_kg,target_aligned_fraction,surplus_deficit_path_hours,no_transfer_despite_surplus_deficit_hours,capacity_limited_mismatch_hours,first_surplus_deficit_relative_hour,unavailable_OD,primary_mechanism_class,information_boundary,contemporaneous_unreasonableness_proven
1674,80.4257359187,15.3075746749,65.1181612439,0.190331794916,35,32,0,-34,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
1710,167.016072713,22.3072531942,144.708819519,0.133563511774,37,34,0,-36,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
1719,73.8467056779,29.0009256702,44.8457800077,0.392717933779,29,27,0,-43,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
1743,85.4948035807,55.9105901246,29.5842134561,0.653964776606,30,28,0,-29,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
1897,0,0,0,,32,32,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
1974,44.2732034522,3.28372575254,40.9894776996,0.0741695991366,18,17,0,-35,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2018,63.4780068642,41.1209527659,22.3570540983,0.647798423379,32,31,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2032,23.073265734,0,23.073265734,0,7,7,0,-23,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2081,62.0313684421,23.0039020079,39.0274664343,0.370843052242,26,25,0,-39,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2132,17.2133804541,0,17.2133804541,0,28,28,0,-27,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2158,0,0,0,,32,32,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2180,49.4113423753,21.4807208091,27.9306215662,0.434732589249,39,36,0,-47,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2219,66.0930837174,26.6951696053,39.3979141121,0.40390261891,40,39,0,-39,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2224,33.7166736354,0,33.7166736354,0,14,14,0,-39,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2240,64.9315944492,20.9045477691,44.0270466802,0.321947242269,32,30,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2306,2.78325442567,0,2.78325442567,0,13,13,0,-39,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2422,112.738081917,42.6151874924,70.1228944249,0.378001707743,35,32,0,-34,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2425,2.29214842206,1.37254457604,0.919603846024,0.598802661655,13,12,0,-39,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2470,94.132852437,50.0135563631,44.1192960739,0.531308199723,30,28,0,-29,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2532,69.5638052927,9.13818617258,60.4256191202,0.13136409278,29,27,0,-28,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2623,0.617513454709,0,0.617513454709,0,12,12,0,-23,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2632,29.7016124647,0.731854756653,28.9697577081,0.0246402365367,7,6,0,-23,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2674,90.7829684767,65.2496646151,25.5333038616,0.71874345717,32,30,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2699,30.643341089,5.57843057667,25.0649105124,0.182043810447,25,24,0,-24,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2700,51.6840280711,17.2267946849,34.4572333862,0.333309831447,21,19,0,-20,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2776,1.03349081966,0,1.03349081966,0,16,16,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2783,46.0624960059,24.1644420284,21.8980539775,0.52460122928,31,29,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2802,0,0,0,,32,32,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2824,24.8939129243,11.6682314397,13.2256814846,0.468718255552,32,31,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2825,0,0,0,,15,15,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2834,154.266451669,31.9876028248,122.278848844,0.207352943422,19,13,0,-24,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2854,128.35088786,65.1368660222,63.2140218376,0.507490576094,48,44,0,-47,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2906,0,0,0,,40,40,0,-39,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
2937,18.7528442208,7.48229409718,11.2705501237,0.398995160898,28,27,0,-27,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3005,0,0,0,,16,16,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3013,72.3526315953,18.4047702398,53.9478613555,0.254375961648,37,36,0,-37,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3070,52.702901035,0.969421797558,51.7334792375,0.0183940879633,16,15,0,-20,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3129,37.8137466053,13.5928275828,24.2209190226,0.359467886762,39,37,0,-39,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3136,1.48411940164,0,1.48411940164,0,40,40,0,-39,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3160,50.1881774084,12.3668323285,37.8213450799,0.2464092734,36,34,0,-35,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3245,0,0,0,,16,16,0,-15,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3247,108.484695061,25.5256549197,82.9590401411,0.23529268258,24,21,0,-26,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3272,40.8441058352,18.9460518577,21.8980539775,0.463862568913,31,29,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3428,0,0,0,,32,32,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3447,137.576094299,33.3280982334,104.247996066,0.242252103486,21,19,0,-20,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3495,97.0523330846,61.4939769935,35.5583560911,0.633616679157,30,26,0,-29,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3503,49.7750118628,8.43763596101,41.3373759018,0.169515498746,28,26,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3507,1.03349081966,0,1.03349081966,0,16,16,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3527,50.2600616008,18.4047702398,31.855291361,0.366190761682,38,37,0,-37,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3548,103.590993178,26.2142941598,77.3766990177,0.253055727682,12,10,0,-11,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3557,38.3689073189,35.1399137611,3.2289935578,0.915843484127,32,30,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3660,4.94377830058,0,4.94377830058,0,32,32,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3702,17.8613797706,1.98881851304,15.8725612575,0.111347417645,28,27,0,-27,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3758,34.34642512,4.37403291947,29.9723922005,0.127350456538,36,34,0,-35,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3762,68.4107326248,0,68.4107326248,0,12,12,0,-35,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3813,63.5924491664,49.2145674819,14.3778816846,0.773905835158,48,44,0,-47,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3959,85.9643164468,41.6297305309,44.3345859159,0.48426756882,22,19,0,-21,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
3989,33.4407270596,0,33.4407270596,0,48,48,0,-47,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4012,0,0,0,,15,15,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4059,61.7446589414,47.4099949637,14.3346639777,0.767839611985,32,31,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4070,1.70898598414,0,1.70898598414,0,14,14,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4102,30.8477487703,0,30.8477487703,0,4,4,0,-6,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4106,47.0929091133,19.6676140341,27.4252950793,0.41763429791,32,29,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4114,55.0441325301,6.19926175956,48.8448707705,0.112623480008,21,20,0,-20,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4120,0,0,0,,32,32,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4209,157.421240585,30.6056696177,126.815570967,0.194418932947,21,19,0,-23,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4321,100.862555343,19.7593012631,81.1032540801,0.195903238777,17,14,0,-26,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4326,69.0592800741,11.5282543129,57.5310257612,0.166932732293,32,31,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4395,52.208673578,17.750307459,34.458366119,0.339987711667,24,23,0,-23,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4406,64.9315944492,0,64.9315944492,0,21,21,0,-20,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4434,59.1784803295,0,59.1784803295,0,21,21,0,-20,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4483,90.1736036007,6.78691277348,83.3866908272,0.0752649611691,11,9,0,-10,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4500,35.6199844053,8.93480624133,26.685178164,0.250836893685,31,30,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4569,28.7270593497,0,28.7270593497,0,2,2,0,-1,NOT_AVAILABLE_FROM_SAVED_DATA,timing-too-late,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4665,46.9350067903,12.0061504758,34.9288563145,0.255803744303,28,26,0,-27,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4787,60.9621803188,8.54876212523,52.4134181936,0.140230583626,29,27,0,-28,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4789,73.3237222555,26.4296702036,46.8940520518,0.360451834558,37,35,0,-37,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4852,65.2171194213,32.3076896925,32.9094297288,0.495386640489,24,22,0,-23,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
4863,2.87456468029,0,2.87456468029,0,14,14,0,-31,NOT_AVAILABLE_FROM_SAVED_DATA,no-transfer despite ex-post surplus-deficit,final TerminalLOH was not yet observed in saved operating rows; classification is ex-post except saved fleet binding,False
