method,state,stage,site,OOS_count,active_path_share,terminal_event_path_share,mean_start_inventory_kg,mean_end_inventory_kg,median_end_inventory_kg,mean_production_kg,mean_prod_utilization,mean_storage_utilization,mean_normal_served_kg,mean_normal_shortage_kg,mean_htt_inflow_kg,mean_htt_outflow_kg,mean_net_htt_inflow_kg,mean_terminal_target_kg,mean_terminal_gap_kg
chi2_eta003,19,3,4,44,1,0,63.0750183394856,81.82278870438,84.2813634386846,17.55,1,0.5454852580292,3.71616389867737,8.86162160453834,4.94256811390469,0.0286338503329189,4.91393426357177,0,0
chi2_eta003,19,4,1,44,0.909090909090909,0.0909090909090909,169.858713915842,209.649248928441,213.23070876359,31.9090909090909,1,0.698830829761469,2.03410629654705,5.36264387271496,11.2629846308646,1.34743423081002,9.91555040005455,21.0270565093732,3.48585843944212
chi2_eta003,19,4,2,44,0.909090909090909,0.0909090909090909,87.0356298670445,98.3929421083067,97.6946798921718,17.8642872299309,0.839774186022391,0.491964710541533,1.00931677018634,2.66092603049125,0.605461816555398,6.10312003503779,-5.49765821848239,11.0835170974486,4.12969317187257
chi2_eta003,19,4,3,44,0.909090909090909,0.0909090909090909,32.1368417379823,30.050045299158,28.3510808815126,11.4591606086337,0.897797483582413,0.30050045299158,1.55558485133958,3.80548947896685,0.147542041087635,12.1379142372061,-11.9903721961184,4.55411682880165,2.90289006978905
chi2_eta003,19,4,4,44,0.909090909090909,0.0909090909090909,81.82278870438,104.307480361811,110.192860076379,15.9545454545455,1,0.695383202412072,1.04233381166092,2.77385695047109,7.57248001454627,0,7.57248001454627,12.6954583218563,5.04942512094904
chi2_eta003,19,5,1,40,0.625,0.375,211.31885594436,232.85407838678,231.485578750692,21.9375,1,0.776180261289267,0.384013202437373,2.81609681787407,2.0963817075503,2.11464606269337,-0.0182643551430774,86.7366081011644,3.68608101694582
chi2_eta003,19,5,2,40,0.625,0.375,100.583030001004,110.439655121149,110.367374899528,14.625,1,0.552198275605744,0.43695652173913,3.20434782608696,0.329306631302671,4.66072498941837,-4.3314183581157,45.7195080269756,7.9975390692532
chi2_eta003,19,5,3,40,0.625,0.375,31.23870039416,37.1943692010471,38.1634084574939,8.775,1,0.371943692010471,0.118934758252176,0.872188227182624,0.754609560876572,3.45500599573727,-2.70039643486069,18.7857319188068,6.82085053549391
chi2_eta003,19,5,4,40,0.625,0.375,106.327591876994,124.131315862589,124.419991543691,10.96875,1,0.827542105750597,0.215105162523901,1.57743785850861,7.18607374201614,0.135994593896678,7.05007914811947,52.3687655776571,10.1214287716887
chi2_eta003,19,6,1,25,0.24,0.76,239.404089119924,243.905534022239,243.153970969527,7.75662652940678,0.920777128372125,0.813018446740796,1.60717670954638,3.21435341909275,0.042266983470556,1.69027190101598,-1.64800491754543,175.78619241836,1.22460641631645
chi2_eta003,19,6,2,25,0.24,0.76,116.348297861482,119.593608596069,121.918688071935,5.06120205839088,0.901211192733418,0.597968042980342,1.06094814390902,1.88016986851335,0.248963082151624,1.00390626204724,-0.754943179895618,92.6582029346706,7.51544090557316
chi2_eta003,19,6,3,25,0.24,0.76,40.3671805083747,43.2237679253892,50.3842999212147,3.3696,1,0.432237679253892,0.65624873633318,1.04594552377197,0.584824444651194,0.441588291303562,0.143236153347631,38.0724166887818,7.087914802313
chi2_eta003,19,6,4,25,0.24,0.76,131.014366490594,136.430194122565,148.747233920984,4.212,1,0.909534627483766,1.05588431212228,1.42963628582662,2.25971194409342,0,2.25971194409342,106.134031570718,8.0921308550241
chi2_eta003,19,7,1,6,0,1,247.400291962055,247.400291962055,244.443550104541,0,,0.824667639873517,0,0,0,0,0,231.297621603105,0
chi2_eta003,19,7,2,6,0,1,124.236644908957,124.236644908957,123.225478246802,0,,0.621183224544785,0,0,0,0,0,121.918688071935,3.62205357763263
chi2_eta003,19,7,3,6,0,1,47.2744927448267,47.2744927448267,47.5601454915378,0,,0.472744927448267,0,0,0,0,0,50.0952851168181,4.04580221086777
chi2_eta003,19,7,4,6,0,1,140.980854343633,140.980854343633,144.766977886843,0,,0.93987236229089,0,0,0,0,0,139.650041540419,3.82481879878701
saa,12,1,1,117,1,0,58.0445570448695,88.0243810123712,88.0243810123712,35.1,1,0.293414603374571,5.12017603249831,0,0,0,0,0,0
saa,12,1,2,117,1,0,50.3081379386248,67.882050982103,67.882050982103,23.4,1,0.339410254910515,5.82608695652174,0,0,0,0,0,0
saa,12,1,3,117,1,0,25.2621334423093,37.7163366656137,37.7163366656137,14.04,1,0.377163366656137,1.58579677669568,0,0,0,0,0,0
saa,12,1,4,117,1,0,33.0235808462428,47.7055120125908,47.7055120125908,17.55,1,0.318036746750605,2.86806883365201,0,0,0,0,0,0
