state,OOS_count,T_total_dro,mean_I_total_saa,mean_I_total_dro,total_terminal_gap,total_terminal_gap_kg_across_paths,mean_service_preserving_max_terminal_total_kg,mean_service_preserving_min_terminal_gap_kg,mean_system_total_shortfall_lower_bound_kg,max_spatial_excess_gap_kg,system_total_capacity_judgment,total_H2_sufficient_yes_no,physical_total_sufficient_path_share,physical_spatial_feasible_path_share,actual_total_sufficient_path_share,spatial_mismatch_yes_no,actual_spatial_mismatch_path_share,surplus_site_count,deficit_site_count,mean_surplus_site_count_per_path,mean_deficit_site_count_per_path,mean_prod_utilization,median_prod_utilization,q95_prod_utilization,max_prod_utilization,prod_util_ge95_share,prod_util_ge99_share,mean_storage_utilization,median_storage_utilization,q95_storage_utilization,max_storage_utilization,storage_util_ge99_share,mean_htt_utilization,median_htt_utilization,q95_htt_utilization,max_htt_utilization,htt_util_ge95_share,htt_util_ge99_share,class_A_path_count,class_A_path_share,class_B_path_count,class_B_path_share,class_C_path_count,class_C_path_share,class_D_path_count,class_D_path_share,class_E_path_count,final_classification,site1_dro_terminal_target_kg,site1_dro_mean_final_inventory_kg,site1_dro_mean_deficit_kg,site1_dro_mean_surplus_kg,site1_dro_deficit_path_share,site1_dro_mean_balance_inventory_minus_target_kg,site2_dro_terminal_target_kg,site2_dro_mean_final_inventory_kg,site2_dro_mean_deficit_kg,site2_dro_mean_surplus_kg,site2_dro_deficit_path_share,site2_dro_mean_balance_inventory_minus_target_kg,site3_dro_terminal_target_kg,site3_dro_mean_final_inventory_kg,site3_dro_mean_deficit_kg,site3_dro_mean_surplus_kg,site3_dro_deficit_path_share,site3_dro_mean_balance_inventory_minus_target_kg,site4_dro_terminal_target_kg,site4_dro_mean_final_inventory_kg,site4_dro_mean_deficit_kg,site4_dro_mean_surplus_kg,site4_dro_deficit_path_share,site4_dro_mean_balance_inventory_minus_target_kg
13,89,355.126452344801,433.927998341484,449.619092656361,4.48975321748495,399.58803635616,462.422445037509,2.62133469271529,2.62133469271529,4.2632564145606e-14,physical total sufficient on 94.38% of paths,mixed_by_path,0.943820224719101,0.943820224719101,0.910112359550562,yes_on_some_actual_paths,0.0898876404494382,4,0,3.64044943820225,0.325842696629214,0.963542239859421,1,1,1.00000000042041,0.942211055276382,0.936557788944724,0.457724572441999,0.409885793170594,0.781772090442907,1,0.00564681724845996,0.106006038644907,0.00122066034358545,0.421946803711674,0.771263464235395,0,0,5,0.0561797752808989,0,0,84,0.943820224719101,0,0,0,"A/C mixed, C-dominant",183.83696804374,216.253568222529,1.56485095161055,33.9814511303996,0.101123595505618,32.4166001787891,85.3716494567399,96.0518066001796,2.26196446970397,12.9421216131437,0.134831460674157,10.6801571434397,16.3652799793359,31.4839056916385,0.034928126398455,15.153553838701,0.0337078651685393,15.1186257123026,69.5525548649856,105.829812142014,0.628009669771962,36.9052669468002,0.0561797752808989,36.2772572770282
14,188,299.484469224306,413.956951586481,431.15580006794,4.36418323471177,820.466448125813,447.238955811251,0,0,0,physical total sufficient on 100.00% of paths,yes_all_paths,1,1,1,yes_on_some_actual_paths,0.223404255319149,4,0,3.68085106382979,0.223404255319149,0.951897224555867,1,1,1.00000000042041,0.930453431372549,0.925245098039216,0.446216470308851,0.39914260456392,0.781160883261171,1,0.00199203187250996,0.105479017446424,0,0.42475107458981,0.771263464235395,0,0,0,0,0,0,188,1,0,0,0,C,204.293031921316,214.586223336304,4.36418323471174,14.6573746496993,0.223404255319149,10.2931914149876,32.7305207407448,90.4318955467495,0,57.7013748060047,0,57.7013748060047,9.81917939576067,27.7887437586094,0,17.9695643628487,0,17.9695643628487,52.6417371664842,98.3489374262777,0,45.7072002597935,0,45.7072002597935
