method,state,stage,site,OOS_count,mean_htt_inflow_kg,mean_htt_outflow_kg,mean_net_htt_inflow_kg,median_net_htt_inflow_kg,positive_net_inflow_path_share,negative_net_inflow_path_share,mean_total_htt_flow_kg,median_total_htt_flow_kg,mean_available_htt_capacity_kg,mean_htt_utilization,q95_htt_utilization,max_htt_utilization,mean_direction
chi2_eta003,12,1,1,117,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,12,1,2,117,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,12,1,3,117,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,12,1,4,117,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,12,2,1,117,7.85144758747816,0,7.85144758747816,0,0.213675213675214,0,9.69353571507978,0,153.950671550671,0.0659035807543523,0.327634061034095,0.643725293399093,net_importer
chi2_eta003,12,2,2,117,0,2.91133198854105,-2.91133198854105,0,0,0.196581196581197,9.69353571507978,0,153.950671550671,0.0659035807543523,0.327634061034095,0.643725293399093,net_exporter
chi2_eta003,12,2,3,117,0,6.78220372653872,-6.78220372653872,0,0,0.213675213675214,9.69353571507978,0,153.950671550671,0.0659035807543523,0.327634061034095,0.643725293399093,net_exporter
chi2_eta003,12,2,4,117,1.84208812760161,0,1.84208812760161,0,0.128205128205128,0,9.69353571507978,0,153.950671550671,0.0659035807543523,0.327634061034095,0.643725293399093,net_importer
chi2_eta003,12,3,1,117,23.9049957151217,0.201872150818854,23.7031235643028,24.953601665443,0.658119658119658,0.0170940170940171,27.2834500567107,29.0988490642015,145.506227106227,0.192797416749856,0.497634680878083,0.552341874072502,net_importer
chi2_eta003,12,3,2,117,0.142049001489388,9.56198137651721,-9.41993237502782,-6.445899328959,0.0170940170940171,0.64957264957265,27.2834500567107,29.0988490642015,145.506227106227,0.192797416749856,0.497634680878083,0.552341874072502,net_exporter
chi2_eta003,12,3,3,117,0.124160519789703,17.4457910920317,-17.321630572242,-24.2396416172337,0.0341880341880342,0.64957264957265,27.2834500567107,29.0988490642015,145.506227106227,0.192797416749856,0.497634680878083,0.552341874072502,net_exporter
chi2_eta003,12,3,4,117,3.11224482030995,0.0738054373429743,3.03843938296698,0,0.299145299145299,0.0170940170940171,27.2834500567107,29.0988490642015,145.506227106227,0.192797416749856,0.497634680878083,0.552341874072502,net_importer
chi2_eta003,12,4,1,116,14.9696244400792,0.166938681138185,14.802685758941,7.50220003059032,0.629310344827586,0.0603448275862069,20.4569838473613,14.4266418968224,131.941543513957,0.180699038682315,0.517631481912122,0.673070998295817,net_importer
chi2_eta003,12,4,2,116,0.0990570203026906,9.18357478338103,-9.08451776307834,-4.68203837646126,0.0431034482758621,0.612068965517241,20.4569838473613,14.4266418968224,131.941543513957,0.180699038682315,0.517631481912122,0.673070998295817,net_exporter
chi2_eta003,12,4,3,116,0.0298607597131932,11.1064703828421,-11.0766096231289,-3.36888892966903,0.0258620689655172,0.568965517241379,20.4569838473613,14.4266418968224,131.941543513957,0.180699038682315,0.517631481912122,0.673070998295817,net_exporter
chi2_eta003,12,4,4,116,5.35844162726622,0,5.35844162726622,0.442462993826773,0.508620689655172,0,20.4569838473613,14.4266418968224,131.941543513957,0.180699038682315,0.517631481912122,0.673070998295817,net_importer
chi2_eta003,12,5,1,98,1.46322318485133,1.15930189599619,0.303921288855139,0,0.112244897959184,0.204081632653061,5.25451659165542,0,121.074441205053,0.0820491655294739,0.22547990256559,0.289070130773004,net_importer
chi2_eta003,12,5,2,98,0.0303816305734971,2.47990560535102,-2.44952397477752,0,0.0408163265306122,0.295918367346939,5.25451659165542,0,121.074441205053,0.0820491655294739,0.22547990256559,0.289070130773004,net_exporter
chi2_eta003,12,5,3,98,0.250794258111131,1.61530909030822,-1.36451483219708,0,0.0510204081632653,0.193877551020408,5.25451659165542,0,121.074441205053,0.0820491655294739,0.22547990256559,0.289070130773004,net_exporter
chi2_eta003,12,5,4,98,3.51011751811946,0,3.51011751811946,0,0.387755102040816,0,5.25451659165542,0,121.074441205053,0.0820491655294739,0.22547990256559,0.289070130773004,net_importer
chi2_eta003,12,6,1,51,0,1.50765990044195,-1.50765990044195,0,0,0.137254901960784,2.15841166158557,0,113.965266106442,0.099491702948034,0.178105875064493,0.190066332715188,net_exporter
chi2_eta003,12,6,2,51,0.154104339405747,0.376795209468558,-0.222690870062811,0,0.0784313725490196,0.0588235294117647,2.15841166158557,0,113.965266106442,0.099491702948034,0.178105875064493,0.190066332715188,net_exporter
chi2_eta003,12,6,3,51,0.122209175670185,0.273956551675061,-0.151747376004876,0,0.0784313725490196,0.0588235294117647,2.15841166158557,0,113.965266106442,0.099491702948034,0.178105875064493,0.190066332715188,net_exporter
chi2_eta003,12,6,4,51,1.88209814650964,0,1.88209814650964,0,0.156862745098039,0,2.15841166158557,0,113.965266106442,0.099491702948034,0.178105875064493,0.190066332715188,net_importer
chi2_eta003,12,7,1,9,0,0,0,0,0,0,0,0,111.542857142857,,,,balanced
chi2_eta003,12,7,2,9,0,0,0,0,0,0,0,0,111.542857142857,,,,balanced
chi2_eta003,12,7,3,9,0,0,0,0,0,0,0,0,111.542857142857,,,,balanced
chi2_eta003,12,7,4,9,0,0,0,0,0,0,0,0,111.542857142857,,,,balanced
chi2_eta003,13,1,1,89,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,13,1,2,89,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,13,1,3,89,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,13,1,4,89,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,13,2,1,89,10.2157957821498,0,10.2157957821498,0,0.292134831460674,0,12.8117728710057,0,153.153558052434,0.0867612943890665,0.328043683938424,0.643725293399093,net_importer
chi2_eta003,13,2,2,89,0,3.68107751393104,-3.68107751393104,0,0,0.258426966292135,12.8117728710057,0,153.153558052434,0.0867612943890665,0.328043683938424,0.643725293399093,net_exporter
chi2_eta003,13,2,3,89,0,9.13069535707467,-9.13069535707467,0,0,0.292134831460674,12.8117728710057,0,153.153558052434,0.0867612943890665,0.328043683938424,0.643725293399093,net_exporter
chi2_eta003,13,2,4,89,2.59597708885591,0,2.59597708885591,0,0.191011235955056,0,12.8117728710057,0,153.153558052434,0.0867612943890665,0.328043683938424,0.643725293399093,net_importer
chi2_eta003,13,3,1,89,22.9040966669591,0.300690876813996,22.6034057901451,22.9157237367422,0.629213483146067,0.0224719101123595,25.7439096012856,25.2036960368399,144.008132691279,0.186419104588745,0.494806286011385,0.771263464235395,net_importer
chi2_eta003,13,3,2,89,0.153938889968895,9.40864559804388,-9.25470670807498,-6.445899328959,0.0224719101123595,0.662921348314607,25.7439096012856,25.2036960368399,144.008132691279,0.186419104588745,0.494806286011385,0.771263464235395,net_exporter
