method,state,stage,site,OOS_count,mean_htt_inflow_kg,mean_htt_outflow_kg,mean_net_htt_inflow_kg,median_net_htt_inflow_kg,positive_net_inflow_path_share,negative_net_inflow_path_share,mean_total_htt_flow_kg,median_total_htt_flow_kg,mean_available_htt_capacity_kg,mean_htt_utilization,q95_htt_utilization,max_htt_utilization,mean_direction
chi2_eta003,13,3,3,89,0.149729234069206,15.9359307168738,-15.7862014828046,-8.66105179340768,0.0337078651685393,0.595505617977528,25.7439096012856,25.2036960368399,144.008132691279,0.186419104588745,0.494806286011385,0.771263464235395,net_exporter
chi2_eta003,13,3,4,89,2.53614481028841,0.0986424095539928,2.43750240073442,0,0.303370786516854,0.0224719101123595,25.7439096012856,25.2036960368399,144.008132691279,0.186419104588745,0.494806286011385,0.771263464235395,net_importer
chi2_eta003,13,4,1,88,12.4856651319845,0.948566546671282,11.5370985853132,3.14201646603445,0.545454545454545,0.125,19.0043419700586,12.5962992032168,133.354545454545,0.157870726311638,0.502223336266202,0.559991556466447,net_importer
chi2_eta003,13,4,2,88,0.236899454688034,7.67399760302062,-7.43709814833259,-4.47262706464086,0.0681818181818182,0.568181818181818,19.0043419700586,12.5962992032168,133.354545454545,0.157870726311638,0.502223336266202,0.559991556466447,net_exporter
chi2_eta003,13,4,3,88,0.120785857929973,10.3817778203667,-10.2609919624367,-3.05655239247526,0.0340909090909091,0.522727272727273,19.0043419700586,12.5962992032168,133.354545454545,0.157870726311638,0.502223336266202,0.559991556466447,net_exporter
chi2_eta003,13,4,4,88,6.16099152545606,0,6.16099152545606,2.29287518798671,0.522727272727273,0,19.0043419700586,12.5962992032168,133.354545454545,0.157870726311638,0.502223336266202,0.559991556466447,net_importer
chi2_eta003,13,5,1,78,1.26219015322728,2.13932530103797,-0.87713514781069,0,0.115384615384615,0.243589743589744,7.24352561676374,0,119.72503052503,0.103108054335476,0.25735935578788,0.271728689197171,net_exporter
chi2_eta003,13,5,2,78,0.0749879322788091,3.47773875546092,-3.40275082318211,0,0.0512820512820513,0.397435897435897,7.24352561676374,0,119.72503052503,0.103108054335476,0.25735935578788,0.271728689197171,net_exporter
chi2_eta003,13,5,3,78,0.249798504490933,1.62646156026486,-1.37666305577393,0,0.0769230769230769,0.282051282051282,7.24352561676374,0,119.72503052503,0.103108054335476,0.25735935578788,0.271728689197171,net_exporter
chi2_eta003,13,5,4,78,5.65654902676672,0,5.65654902676672,0,0.461538461538462,0,7.24352561676374,0,119.72503052503,0.103108054335476,0.25735935578788,0.271728689197171,net_importer
chi2_eta003,13,6,1,45,0.165642580288204,1.51651893169088,-1.35087635140267,0,0.0444444444444444,0.111111111111111,2.90443609615387,0,111.131428571428,0.12333198653693,0.249313147061415,0.321509135429805,net_exporter
chi2_eta003,13,6,2,45,0.322810538254913,0.790828881676721,-0.468018343421808,0,0.0888888888888889,0.111111111111111,2.90443609615387,0,111.131428571428,0.12333198653693,0.249313147061415,0.321509135429805,net_exporter
chi2_eta003,13,6,3,45,0.137704600138271,0.437229078892654,-0.299524478754383,0,0.0444444444444444,0.111111111111111,2.90443609615387,0,111.131428571428,0.12333198653693,0.249313147061415,0.321509135429805,net_exporter
chi2_eta003,13,6,4,45,2.27827837747249,0.159859203893621,2.11841917357886,0,0.177777777777778,0.0222222222222222,2.90443609615387,0,111.131428571428,0.12333198653693,0.249313147061415,0.321509135429805,net_importer
chi2_eta003,13,7,1,9,0,0,0,0,0,0,0,0,108.342857142857,,,,balanced
chi2_eta003,13,7,2,9,0,0,0,0,0,0,0,0,108.342857142857,,,,balanced
chi2_eta003,13,7,3,9,0,0,0,0,0,0,0,0,108.342857142857,,,,balanced
chi2_eta003,13,7,4,9,0,0,0,0,0,0,0,0,108.342857142857,,,,balanced
chi2_eta003,14,1,1,188,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,14,1,2,188,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,14,1,3,188,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,14,1,4,188,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,14,2,1,188,7.08528049640847,0,7.08528049640847,0,0.223404255319149,0,9.42109473670991,0,153.856940222898,0.063637410515472,0.325802883585769,0.643725293399093,net_importer
chi2_eta003,14,2,2,188,0,2.86269001413516,-2.86269001413516,0,0,0.196808510638298,9.42109473670991,0,153.856940222898,0.063637410515472,0.325802883585769,0.643725293399093,net_exporter
chi2_eta003,14,2,3,188,0,6.55840472257475,-6.55840472257475,0,0,0.223404255319149,9.42109473670991,0,153.856940222898,0.063637410515472,0.325802883585769,0.643725293399093,net_exporter
chi2_eta003,14,2,4,188,2.33581424030144,0,2.33581424030144,0,0.164893617021277,0,9.42109473670991,0,153.856940222898,0.063637410515472,0.325802883585769,0.643725293399093,net_importer
chi2_eta003,14,3,1,188,24.7651653624922,0.153170840806045,24.6119945216862,24.3685260993483,0.617021276595745,0.0159574468085106,27.4898989489134,26.8828553245853,144.236676798379,0.197997969534561,0.516575974188617,0.771263464235395,net_importer
chi2_eta003,14,3,2,188,0.101101357106652,9.9846910170657,-9.88358965995905,-6.445899328959,0.0159574468085106,0.611702127659574,27.4898989489134,26.8828553245853,144.236676798379,0.197997969534561,0.516575974188617,0.771263464235395,net_exporter
chi2_eta003,14,3,3,188,0.056746084147341,17.1777219119825,-17.1209758278351,-16.9763954759416,0.00531914893617021,0.632978723404255,27.4898989489134,26.8828553245853,144.236676798379,0.197997969534561,0.516575974188617,0.771263464235395,net_exporter
chi2_eta003,14,3,4,188,2.56688614516718,0.174315179059157,2.39257096610802,0,0.265957446808511,0.0425531914893617,27.4898989489134,26.8828553245853,144.236676798379,0.197997969534561,0.516575974188617,0.771263464235395,net_importer
chi2_eta003,14,4,1,188,15.6267833351635,0.324421518099979,15.3023618170636,7.78560852398819,0.611702127659574,0.0478723404255319,20.0993928898212,14.4375516954426,129.777507598784,0.178043026618491,0.456488661424843,0.673070998295817,net_importer
chi2_eta003,14,4,2,188,0.0896156501815644,8.05032010733121,-7.96070445714964,-3.68554969009494,0.0265957446808511,0.563829787234043,20.0993928898212,14.4375516954426,129.777507598784,0.178043026618491,0.456488661424843,0.673070998295817,net_exporter
chi2_eta003,14,4,3,188,0.116767122622767,11.5900811575904,-11.4733140349676,-2.79975178999512,0.0265957446808511,0.558510638297872,20.0993928898212,14.4375516954426,129.777507598784,0.178043026618491,0.456488661424843,0.673070998295817,net_exporter
chi2_eta003,14,4,4,188,4.2662267818533,0.134570106799624,4.13165667505368,0,0.398936170212766,0.0265957446808511,20.0993928898212,14.4375516954426,129.777507598784,0.178043026618491,0.456488661424843,0.673070998295817,net_importer
chi2_eta003,14,5,1,158,1.78172081747208,1.67136299741276,0.110357820059322,0,0.126582278481013,0.145569620253165,5.73815991035618,0,116.762386980108,0.0951951956667961,0.257504601385186,0.291817689268164,net_importer
chi2_eta003,14,5,2,158,0.20437034357857,2.43180981193328,-2.22743946835471,0,0.0569620253164557,0.253164556962025,5.73815991035618,0,116.762386980108,0.0951951956667961,0.257504601385186,0.291817689268164,net_exporter
chi2_eta003,14,5,3,158,0.269382873000466,1.63498710101014,-1.36560422800967,0,0.0632911392405063,0.189873417721519,5.73815991035618,0,116.762386980108,0.0951951956667961,0.257504601385186,0.291817689268164,net_exporter
chi2_eta003,14,5,4,158,3.48268587630506,0,3.48268587630506,0,0.322784810126582,0,5.73815991035618,0,116.762386980108,0.0951951956667961,0.257504601385186,0.291817689268164,net_importer
chi2_eta003,14,6,1,81,0,0.5097607457229,-0.5097607457229,0,0,0.0617283950617284,1.53489810325152,0,108.35038212816,0.0801398255495299,0.149090997930357,0.153052248105925,net_exporter
chi2_eta003,14,6,2,81,0.00406312536907615,0.859615799063155,-0.855552673694079,0,0.0246913580246914,0.123456790123457,1.53489810325152,0,108.35038212816,0.0801398255495299,0.149090997930357,0.153052248105925,net_exporter
chi2_eta003,14,6,3,81,0.0711967263367228,0.165521558465467,-0.0943248321287438,0,0.0246913580246914,0.0864197530864197,1.53489810325152,0,108.35038212816,0.0801398255495299,0.149090997930357,0.153052248105925,net_exporter
chi2_eta003,14,6,4,81,1.45963825154572,0,1.45963825154572,0,0.135802469135802,0,1.53489810325152,0,108.35038212816,0.0801398255495299,0.149090997930357,0.153052248105925,net_importer
chi2_eta003,14,7,1,13,0,0,0,0,0,0,0,0,105.142857142857,,,,balanced
chi2_eta003,14,7,2,13,0,0,0,0,0,0,0,0,105.142857142857,,,,balanced
chi2_eta003,14,7,3,13,0,0,0,0,0,0,0,0,105.142857142857,,,,balanced
chi2_eta003,14,7,4,13,0,0,0,0,0,0,0,0,105.142857142857,,,,balanced
chi2_eta003,16,1,1,78,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,16,1,2,78,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,16,1,3,78,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,16,1,4,78,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,16,2,1,78,17.1039085615442,0,17.1039085615442,15.8714531772433,0.512820512820513,0,23.4090412277201,20.1176736698856,152.152869352869,0.158849466216968,0.471708060816952,0.643725293399093,net_importer
chi2_eta003,16,2,2,78,0,8.14852312805525,-8.14852312805525,0,0,0.474358974358974,23.4090412277201,20.1176736698856,152.152869352869,0.158849466216968,0.471708060816952,0.643725293399093,net_exporter
chi2_eta003,16,2,3,78,0,15.2605180996648,-15.2605180996648,-15.8714531772433,0,0.512820512820513,23.4090412277201,20.1176736698856,152.152869352869,0.158849466216968,0.471708060816952,0.643725293399093,net_exporter
chi2_eta003,16,2,4,78,6.30513266617584,0,6.30513266617584,0,0.435897435897436,0,23.4090412277201,20.1176736698856,152.152869352869,0.158849466216968,0.471708060816952,0.643725293399093,net_importer
chi2_eta003,16,3,1,78,20.379742446619,0.503979824350024,19.875762622269,19.5012044469257,0.743589743589744,0.0641025641025641,26.3494310972218,23.4922417289945,139.271306471307,0.189083478634689,0.50034699881508,0.501860795945779,net_importer
chi2_eta003,16,3,2,78,0.327521718515853,9.22648208781961,-8.89896036930375,-4.99287387871833,0.0641025641025641,0.769230769230769,26.3494310972218,23.4922417289945,139.271306471307,0.189083478634689,0.50034699881508,0.501860795945779,net_exporter
chi2_eta003,16,3,3,78,0.136165962992335,16.5732247849616,-16.4370588219693,-19.5012044469257,0.0256410256410256,0.807692307692308,26.3494310972218,23.4922417289945,139.271306471307,0.189083478634689,0.50034699881508,0.501860795945779,net_exporter
chi2_eta003,16,3,4,78,5.50600096909453,0.0457444000904913,5.46025656900404,3.58253724773953,0.602564102564103,0.0128205128205128,26.3494310972218,23.4922417289945,139.271306471307,0.189083478634689,0.50034699881508,0.501860795945779,net_importer
chi2_eta003,16,4,1,78,7.55820647593596,1.10289337975563,6.45531309618032,0,0.461538461538462,0.205128205128205,15.8790187832437,9.71064524146949,121.71282051282,0.141853583048322,0.338682832834755,0.549599003059562,net_importer
chi2_eta003,16,4,2,78,0.229582003334187,7.84244718723434,-7.61286518390015,-5.52905903563348,0.0897435897435897,0.666666666666667,15.8790187832437,9.71064524146949,121.71282051282,0.141853583048322,0.338682832834755,0.549599003059562,net_exporter
chi2_eta003,16,4,3,78,0.0987610302230116,6.86284782638668,-6.76408679616367,-1.63942842449296,0.0512820512820513,0.551282051282051,15.8790187832437,9.71064524146949,121.71282051282,0.141853583048322,0.338682832834755,0.549599003059562,net_exporter
chi2_eta003,16,4,4,78,7.99246927375053,0.0708303898670197,7.92163888388351,5.53627062376971,0.769230769230769,0.0128205128205128,15.8790187832437,9.71064524146949,121.71282051282,0.141853583048322,0.338682832834755,0.549599003059562,net_importer
chi2_eta003,16,5,1,70,0.602720854780772,3.49063146791318,-2.88791061313241,0,0.1,0.342857142857143,6.45649923581828,0,107.759455782313,0.123839729937206,0.207466771048277,0.257504601385186,net_exporter
chi2_eta003,16,5,2,70,0.494562356984342,1.30203379658605,-0.807471439601704,0,0.214285714285714,0.242857142857143,6.45649923581828,0,107.759455782313,0.123839729937206,0.207466771048277,0.257504601385186,net_exporter
chi2_eta003,16,5,3,70,0.50344124060856,1.51428770611226,-1.0108464655037,0,0.1,0.342857142857143,6.45649923581828,0,107.759455782313,0.123839729937206,0.207466771048277,0.257504601385186,net_exporter
chi2_eta003,16,5,4,70,4.85577478344461,0.149546265206793,4.70622851823781,0,0.428571428571429,0.0285714285714286,6.45649923581828,0,107.759455782313,0.123839729937206,0.207466771048277,0.257504601385186,net_importer
chi2_eta003,16,6,1,32,1.12729014079161,1.52113680786449,-0.393846667072878,0,0.1875,0.09375,3.29888550838327,0,105.52380952381,0.0820196274357092,0.167457153955462,0.206798392515422,net_exporter
chi2_eta003,16,6,2,32,0.0589012456494492,0.613094205955773,-0.554192960306324,0,0.0625,0.125,3.29888550838327,0,105.52380952381,0.0820196274357092,0.167457153955462,0.206798392515422,net_exporter
chi2_eta003,16,6,3,32,0.346023606752279,0.350938634721968,-0.0049150279696889,0,0.0625,0.09375,3.29888550838327,0,105.52380952381,0.0820196274357092,0.167457153955462,0.206798392515422,net_exporter
chi2_eta003,16,6,4,32,1.76667051518993,0.813715859841043,0.952954655348891,0,0.09375,0.15625,3.29888550838327,0,105.52380952381,0.0820196274357092,0.167457153955462,0.206798392515422,net_importer
chi2_eta003,16,7,1,11,0,0,0,0,0,0,0,0,101.714285714286,,,,balanced
chi2_eta003,16,7,2,11,0,0,0,0,0,0,0,0,101.714285714286,,,,balanced
chi2_eta003,16,7,3,11,0,0,0,0,0,0,0,0,101.714285714286,,,,balanced
chi2_eta003,16,7,4,11,0,0,0,0,0,0,0,0,101.714285714286,,,,balanced
chi2_eta003,17,1,1,78,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,17,1,2,78,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,17,1,3,78,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,17,1,4,78,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,17,2,1,78,11.8749955734537,0,11.8749955734537,0,0.358974358974359,0,15.9616698386641,0,152.765811965812,0.107937050796116,0.334015728571811,0.486835315004398,net_importer
chi2_eta003,17,2,2,78,0,5.16171850933494,-5.16171850933494,0,0,0.358974358974359,15.9616698386641,0,152.765811965812,0.107937050796116,0.334015728571811,0.486835315004398,net_exporter
chi2_eta003,17,2,3,78,0,10.7999513293292,-10.7999513293292,0,0,0.358974358974359,15.9616698386641,0,152.765811965812,0.107937050796116,0.334015728571811,0.486835315004398,net_exporter
chi2_eta003,17,2,4,78,4.08667426521042,0,4.08667426521042,0,0.294871794871795,0,15.9616698386641,0,152.765811965812,0.107937050796116,0.334015728571811,0.486835315004398,net_importer
chi2_eta003,17,3,1,78,22.6680210780368,0.112898378830559,22.5551226992062,19.5832149363765,0.756410256410256,0.0256410256410256,28.4828102705846,23.6173275860934,140.053724053724,0.205333928921967,0.50034699881508,0.516575974188617,net_importer
chi2_eta003,17,3,2,78,0.107966654927598,10.2891815632432,-10.1812149083156,-6.83207342609765,0.0384615384615385,0.730769230769231,28.4828102705846,23.6173275860934,140.053724053724,0.205333928921967,0.50034699881508,0.516575974188617,net_exporter
chi2_eta003,17,3,3,78,0.00328844815915197,18.0807303285108,-18.0774418803516,-18.5849759146676,0.0128205128205128,0.782051282051282,28.4828102705846,23.6173275860934,140.053724053724,0.205333928921967,0.50034699881508,0.516575974188617,net_exporter
chi2_eta003,17,3,4,78,5.70353408946101,0,5.70353408946101,2.84159504396579,0.615384615384615,0,28.4828102705846,23.6173275860934,140.053724053724,0.205333928921967,0.50034699881508,0.516575974188617,net_importer
chi2_eta003,17,4,1,78,11.0053835125927,0.708883758924072,10.2964997536687,0.0392419265279216,0.5,0.166666666666667,19.8505970862141,12.2427110846684,123.032967032967,0.170899223933624,0.510059946509831,0.552622102765516,net_importer
chi2_eta003,17,4,2,78,0.334259581963314,9.65548978151557,-9.32123019955226,-7.24605171363397,0.102564102564103,0.666666666666667,19.8505970862141,12.2427110846684,123.032967032967,0.170899223933624,0.510059946509831,0.552622102765516,net_exporter
chi2_eta003,17,4,3,78,0.444768560484697,9.48622354577448,-9.04145498528978,-2.90187551413772,0.102564102564103,0.602564102564103,19.8505970862141,12.2427110846684,123.032967032967,0.170899223933624,0.510059946509831,0.552622102765516,net_exporter
chi2_eta003,17,4,4,78,8.06618543117336,0,8.06618543117336,5.3012042995853,0.692307692307692,0,19.8505970862141,12.2427110846684,123.032967032967,0.170899223933624,0.510059946509831,0.552622102765516,net_importer
chi2_eta003,17,5,1,70,0.964196859788842,2.77348991040161,-1.80929305061276,0,0.114285714285714,0.385714285714286,7.61674793305256,5.39601094433108,108.231292517007,0.119606211696505,0.217533659265959,0.294954709348723,net_exporter
chi2_eta003,17,5,2,70,0.37801909555507,2.93184832847881,-2.55382923292374,0,0.114285714285714,0.4,7.61674793305256,5.39601094433108,108.231292517007,0.119606211696505,0.217533659265959,0.294954709348723,net_exporter
chi2_eta003,17,5,3,70,0.416363243131478,1.90105691740626,-1.48469367427478,0,0.1,0.357142857142857,7.61674793305256,5.39601094433108,108.231292517007,0.119606211696505,0.217533659265959,0.294954709348723,net_exporter
chi2_eta003,17,5,4,70,5.85816873457717,0.0103527767658836,5.84781595781128,0.708452554416319,0.514285714285714,0.0142857142857143,7.61674793305256,5.39601094433108,108.231292517007,0.119606211696505,0.217533659265959,0.294954709348723,net_importer
chi2_eta003,17,6,1,38,0.397480914502479,1.56969126179167,-1.17221034728919,0,0.0526315789473684,0.0789473684210526,2.3640748612767,0,98.9604010025062,0.13210631164924,0.208828342558042,0.209886349297101,net_exporter
chi2_eta003,17,6,2,38,0.96277010298705,0,0.96277010298705,0,0.105263157894737,0,2.3640748612767,0,98.9604010025062,0.13210631164924,0.208828342558042,0.209886349297101,net_importer
chi2_eta003,17,6,3,38,0.052070144839224,0.396902684982552,-0.344832540143328,0,0.0263157894736842,0.0789473684210526,2.3640748612767,0,98.9604010025062,0.13210631164924,0.208828342558042,0.209886349297101,net_exporter
chi2_eta003,17,6,4,38,0.951753698947945,0.397480914502479,0.554272784445465,0,0.0789473684210526,0.0526315789473684,2.3640748612767,0,98.9604010025062,0.13210631164924,0.208828342558042,0.209886349297101,net_importer
chi2_eta003,17,7,1,6,0,0,0,0,0,0,0,0,96.9142857142857,,,,balanced
chi2_eta003,17,7,2,6,0,0,0,0,0,0,0,0,96.9142857142857,,,,balanced
chi2_eta003,17,7,3,6,0,0,0,0,0,0,0,0,96.9142857142857,,,,balanced
chi2_eta003,17,7,4,6,0,0,0,0,0,0,0,0,96.9142857142857,,,,balanced
chi2_eta003,18,1,1,55,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,18,1,2,55,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,18,1,3,55,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,18,1,4,55,0,0,0,0,0,0,0,0,160,0,0,0,balanced
chi2_eta003,18,2,1,55,16.3624680877573,0,16.3624680877573,0,0.490909090909091,0,22.6016964668066,0,152.601904761905,0.152111723962161,0.349991507819722,0.643725293399093,net_importer
chi2_eta003,18,2,2,55,0,7.48570129940637,-7.48570129940637,0,0,0.490909090909091,22.6016964668066,0,152.601904761905,0.152111723962161,0.349991507819722,0.643725293399093,net_exporter
chi2_eta003,18,2,3,55,0,15.1159951674003,-15.1159951674003,0,0,0.490909090909091,22.6016964668066,0,152.601904761905,0.152111723962161,0.349991507819722,0.643725293399093,net_exporter
chi2_eta003,18,2,4,55,6.23922837904935,0,6.23922837904935,0,0.418181818181818,0,22.6016964668066,0,152.601904761905,0.152111723962161,0.349991507819722,0.643725293399093,net_importer
chi2_eta003,18,3,1,55,13.9941275375726,0.411200512827651,13.5829270247449,8.16002209002213,0.636363636363636,0.0363636363636364,18.5461199618632,15.897056336351,139.946666666667,0.134569573693751,0.38476055192706,0.588451876131588,net_importer
chi2_eta003,18,3,2,55,0.20524580221428,6.78238446874634,-6.57713866653206,-4.58548022587605,0.0363636363636364,0.654545454545455,18.5461199618632,15.897056336351,139.946666666667,0.134569573693751,0.38476055192706,0.588451876131588,net_exporter
chi2_eta003,18,3,3,55,0.212331246600729,11.3525349802892,-11.1402037336885,-4.53416430388412,0.0363636363636364,0.672727272727273,18.5461199618632,15.897056336351,139.946666666667,0.134569573693751,0.38476055192706,0.588451876131588,net_exporter
chi2_eta003,18,3,4,55,4.13441537547564,0,4.13441537547564,0,0.472727272727273,0,18.5461199618632,15.897056336351,139.946666666667,0.134569573693751,0.38476055192706,0.588451876131588,net_importer
chi2_eta003,18,4,1,55,13.1151731247115,0.755446869793176,12.3597262549183,3.70199575081833,0.563636363636364,0.145454545454545,20.7883690433954,12.7664572832875,122.891774891775,0.185850833059582,0.482472999249751,0.504186215513278,net_importer
