path_id,state_id,terminal_state_k,terminal_stage,T_total_dro_kg,actual_I_total_dro_kg,actual_terminal_gap_kg,service_preserving_max_terminal_total_kg,service_preserving_min_terminal_gap_kg,system_total_shortfall_lower_bound_kg,spatial_excess_gap_kg,physical_total_sufficient,physical_spatial_feasible,actual_total_sufficient,actual_spatial_mismatch,path_classification,max_total_status,min_gap_status,solve_pass,initial_total_inventory_kg,total_storage_capacity_kg,max_conservation_residual,target_gap_reconstruction_residual
2157,18,199,5,571.966287503776,461.805101509697,110.161185994079,461.805101509697,110.161185994079,110.161185994079,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2209,13,159,6,355.126452344801,441.309280477975,0,473.088409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2217,14,167,5,299.484469224306,351.455590941172,0,382.998409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
2235,12,151,5,382.364473540397,461.805101509697,8.80428618966005,461.805101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2329,17,191,5,578.512356224272,405.267093140662,173.245263083609,405.267093140662,173.245263083609,173.245263083609,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
2342,14,167,5,299.484469224306,461.805101509697,0,461.805101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2352,17,191,5,578.512356224272,511.598280672679,67.8145983683847,511.598280672679,66.914075551593,66.9140755515929,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2355,14,167,6,299.484469224306,413.306878176677,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2372,17,191,4,578.512356224272,421.508280672679,157.004075551593,421.508280672679,157.004075551593,157.004075551593,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2401,16,183,7,585.059146032685,628.486860532513,0,629.453041743981,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,4.9737991503207e-14,0
2459,14,167,5,299.484469224306,349.589072482905,14.0561254199056,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
2470,17,191,6,578.512356224272,601.688280672679,0.419344573428958,601.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
2477,14,167,5,299.484469224306,461.805101509697,0,461.805101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.70530256582424e-13
2482,16,183,6,585.059146032685,551.895101509697,33.1640445229879,551.895101509697,33.1640445229879,33.1640445229878,9.9475983006414e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
2484,14,167,5,299.484469224306,461.805101509697,0,461.805101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2503,12,151,4,382.364473540397,315.177093140662,101.709856051739,315.177093140662,67.1873803997348,67.1873803997348,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.06581410364015e-14,0
2524,13,159,6,355.126452344801,495.357093140662,0,495.357093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2527,12,151,7,382.364473540397,416.496695970674,26.8170893661414,497.985101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.39808173319034e-14,1.13686837721616e-13
2546,14,167,6,299.484469224306,402.954533244589,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2584,12,151,5,382.364473540397,461.805101509697,16.4711948277759,461.805101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2589,19,207,5,542.961636332278,461.805101509697,81.8683349908378,461.805101509697,81.1565348225804,81.1565348225803,5.6843418860808e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.70530256582424e-13
2605,17,191,6,578.512356224272,495.357093140662,83.1552630836094,495.357093140662,83.1552630836094,83.1552630836094,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
2632,14,167,7,299.484469224306,493.458478459856,0,525.637333787014,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
2643,14,167,6,299.484469224306,409.830445983531,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2668,19,207,4,542.961636332278,371.715101509697,171.24653482258,371.715101509697,171.24653482258,171.24653482258,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,0
2674,19,207,6,542.961636332278,601.688280672678,0,601.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,3.41060513164848e-13
2683,12,151,5,382.364473540397,461.805101509697,2.85809123459245,461.805101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2685,16,183,5,585.059146032685,511.598280672679,73.4608653600065,511.598280672679,73.4608653600065,73.4608653600064,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2697,14,167,7,299.484469224306,409.404479790954,2.1600499167107e-12,497.985101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.39808173319034e-14,0
2698,14,167,6,299.484469224306,455.526234427442,0,514.226289041714,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2713,14,167,5,299.484469224306,405.267093140662,2.93903334342136,405.267093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
2718,12,151,5,382.364473540397,511.598280672679,6.95005177735456,511.598280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
2719,14,167,4,299.484469224306,315.177093140662,51.599374062704,315.177093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
2731,14,167,6,299.484469224306,425.664942842887,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2735,17,191,5,578.512356224272,511.598280672679,66.914075551593,511.598280672679,66.914075551593,66.914075551593,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2741,16,183,4,585.059146032685,421.508280672679,163.550865360006,421.508280672679,163.550865360006,163.550865360006,5.6843418860808e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2768,16,183,5,585.059146032685,405.267093140662,179.792052892023,405.267093140662,179.792052892023,179.792052892023,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2770,19,207,6,542.961636332278,457.20458207234,85.757054259938,473.088409272046,69.8732270602314,69.8732270602311,2.55795384873636e-13,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
2816,17,191,5,578.512356224272,461.805101509697,116.707254714574,461.805101509697,116.707254714574,116.707254714574,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2818,16,183,5,585.059146032685,511.598280672679,73.4608653600066,511.598280672679,73.4608653600065,73.4608653600064,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2826,12,151,5,382.364473540397,382.998409272046,56.6446657301259,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,1.13686837721616e-13
2844,19,207,4,542.961636332278,371.715101509697,171.24653482258,371.715101509697,171.24653482258,171.24653482258,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,0
2850,13,159,7,355.126452344801,515.599425345521,0,547.778280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
2859,18,199,4,571.966287503776,421.508280672679,150.458006831098,421.508280672679,150.458006831098,150.458006831098,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2888,12,151,5,382.364473540397,461.805101509697,0,461.805101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2909,14,167,6,299.484469224306,410.104365216949,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.70530256582424e-13
2939,12,151,6,382.364473540397,567.168133878033,0,567.168133878033,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
2964,16,183,4,585.059146032685,421.508280672679,163.550865360006,421.508280672679,163.550865360006,163.550865360006,5.6843418860808e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2975,13,159,5,355.126452344801,461.805101509697,0,461.805101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3003,16,183,5,585.059146032685,461.805101509697,123.254044522988,461.805101509697,123.254044522988,123.254044522988,5.6843418860808e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3015,14,167,4,299.484469224306,315.177093140662,23.1840164675671,315.177093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
3026,16,183,6,585.059146032685,551.895101509697,33.164044522988,551.895101509697,33.1640445229879,33.1640445229878,9.9475983006414e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
3069,18,199,5,571.966287503776,511.598280672679,60.3680068310979,511.598280672679,60.3680068310979,60.3680068310979,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3080,13,159,6,355.126452344801,551.895101509697,0,551.895101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3085,16,183,5,585.059146032685,511.598280672679,73.4608653600065,511.598280672679,73.4608653600065,73.4608653600064,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3089,16,183,6,585.059146032685,495.357093140662,89.702052892023,495.357093140662,89.7020528920229,89.7020528920228,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3103,16,183,6,585.059146032685,551.895101509697,33.164044522988,551.895101509697,33.1640445229879,33.1640445229878,9.9475983006414e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
3112,14,167,5,299.484469224306,511.598280672679,0,511.598280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3142,12,151,6,382.364473540397,468.797591396807,0,473.088409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.86517468137026e-14,5.6843418860808e-14
3143,14,167,6,299.484469224306,495.357093140662,0,495.357093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3213,14,167,6,299.484469224306,457.20458207234,0,473.088409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.86517468137026e-14,1.13686837721616e-13
3225,13,159,7,355.126452344801,540.311654995913,0,563.178409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
3242,14,167,4,299.484469224306,421.508280672679,0,421.508280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,5.6843418860808e-14
3258,12,151,5,382.364473540397,351.455600088363,42.8976861027881,382.998409272046,0,0,0,1,1,0,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,1.13686837721616e-13
3280,14,167,5,299.484469224306,398.785961031142,0,439.536417641081,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
3306,19,207,6,542.961636332278,598.111546610445,0,598.111546610445,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
3307,19,207,5,542.961636332278,461.805101509697,81.1565348225804,461.805101509697,81.1565348225804,81.1565348225803,1.13686837721616e-13,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3318,17,191,4,578.512356224272,371.715101509697,206.797254714574,371.715101509697,206.797254714574,206.797254714574,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3320,16,183,5,585.059146032685,461.805101509697,123.254044522988,461.805101509697,123.254044522988,123.254044522988,5.6843418860808e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3329,19,207,5,542.961636332278,461.805101509697,81.1565348225805,461.805101509697,81.1565348225804,81.1565348225803,1.13686837721616e-13,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3340,14,167,4,299.484469224306,315.177093140662,26.9635748285682,315.177093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
3395,14,167,5,299.484469224306,405.267093140662,0,405.267093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
3397,14,167,4,299.484469224306,371.715101509697,18.7411140964885,371.715101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,0
3422,14,167,4,299.484469224306,421.508280672679,0,421.508280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,5.6843418860808e-14
3432,14,167,6,299.484469224306,536.494972910329,0,536.494972910329,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3438,14,167,6,299.484469224306,536.49497291033,0,536.494972910329,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3440,17,191,5,578.512356224272,405.267093140662,173.245263083609,405.267093140662,173.245263083609,173.245263083609,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3456,12,151,6,382.364473540397,463.842867500735,3.23400552976491,473.088409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3460,14,167,6,299.484469224306,419.753321551991,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3467,14,167,5,299.484469224306,364.107578499487,23.2627644185989,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
3498,14,167,6,299.484469224306,468.797591396807,0,473.088409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.86517468137026e-14,5.6843418860808e-14
3502,14,167,5,299.484469224306,405.267093140662,0,405.267093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
3511,14,167,5,299.484469224306,382.998409272046,20.4560638775803,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
3540,14,167,7,299.484469224306,493.458478459856,0,525.637333787014,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.77635683940025e-14,5.6843418860808e-14
3556,19,207,6,542.961636332278,601.688280672679,0,601.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
3568,16,183,6,585.059146032685,495.357093140662,89.7020528920229,495.357093140662,89.7020528920229,89.7020528920229,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
3588,12,151,5,382.364473540397,492.314477054162,0,492.314477054162,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
3616,14,167,6,299.484469224306,423.801043296846,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3650,12,151,5,382.364473540397,382.998409272046,53.917896683586,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
3663,13,159,3,355.126452344801,281.625101509697,73.5013508351041,281.625101509697,73.5013508351042,73.5013508351041,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,5.6843418860808e-14
3671,17,191,5,578.512356224272,461.805101509697,116.707254714574,461.805101509697,116.707254714574,116.707254714574,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3678,14,167,6,299.484469224306,536.494972910329,0,536.494972910329,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3681,14,167,4,299.484469224306,315.177093140662,39.1516325767801,315.177093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
3684,16,183,5,585.059146032685,511.598280672679,73.4608653600064,511.598280672679,73.4608653600065,73.4608653600064,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3685,18,199,5,571.966287503776,461.805101509697,110.161185994079,461.805101509697,110.161185994079,110.161185994079,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.70530256582424e-13
3710,13,159,7,355.126452344801,624.156261466861,0,624.156261466861,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
3755,19,207,5,542.961636332278,461.805101509697,85.4734066416841,461.805101509697,81.1565348225804,81.1565348225803,1.13686837721616e-13,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3768,16,183,5,585.059146032685,461.805101509697,123.254044522988,461.805101509697,123.254044522988,123.254044522988,5.6843418860808e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3787,13,159,6,355.126452344801,418.041798690995,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3795,12,151,6,382.364473540397,581.723874259788,0,581.723874259788,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
3804,14,167,5,299.484469224306,461.805101509697,0,461.805101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3827,17,191,5,578.512356224272,461.805101509697,116.707254714574,461.805101509697,116.707254714574,116.707254714574,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3832,17,191,6,578.512356224272,601.688280672678,0.419344573428987,601.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,3.41060513164848e-13
3858,14,167,5,299.484469224306,361.161540695846,26.5583181220658,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
3871,18,199,5,571.966287503776,405.267093140662,166.699194363114,405.267093140662,166.699194363114,166.699194363114,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
3901,12,151,6,382.364473540397,439.6689339533,7.59874141135003,473.088409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3904,12,151,6,382.364473540397,551.895101509697,0,551.895101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3911,14,167,5,299.484469224306,495.383956313942,0,495.383956313942,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3921,18,199,5,571.966287503776,461.805101509697,115.87345087975,461.805101509697,110.161185994079,110.161185994079,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.70530256582424e-13
3937,13,159,6,355.126452344801,584.965536811092,0,586.288152073311,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
3945,16,183,7,585.059146032685,626.515056078206,0,626.515056078206,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
3956,17,191,5,578.512356224272,511.598280672679,66.914075551593,511.598280672679,66.914075551593,66.9140755515929,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
3967,14,167,5,299.484469224306,349.5789339533,14.0561254199056,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
3968,12,151,6,382.364473540397,413.306878176677,23.3353137877147,457.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
3971,17,191,7,578.512356224272,578.050381046634,3.5310726876468,578.050381046634,0.461975177637157,0.461975177637214,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,3.5527136788005e-14,0
3982,19,207,7,542.961636332278,573.762003736655,0,604.316289041713,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,4.9737991503207e-14,0
3983,16,183,5,585.059146032685,511.598280672679,73.4608653600065,511.598280672679,73.4608653600065,73.4608653600064,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
3990,13,159,5,355.126452344801,405.267093140662,0,405.267093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
4011,16,183,7,585.059146032685,627.446326559333,0,641.985101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,4.9737991503207e-14,1.13686837721616e-13
4028,12,151,6,382.364473540397,413.306878176677,23.3353137877147,457.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
4047,14,167,5,299.484469224306,461.805101509697,0,461.805101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
4048,14,167,5,299.484469224306,346.415744987874,0,382.998409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
4108,12,151,4,382.364473540397,421.508280672679,27.3878536799055,421.508280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,5.6843418860808e-14
4117,14,167,6,299.484469224306,495.357093140662,0,495.357093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
4138,12,151,6,382.364473540397,495.357093140662,0,495.357093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
4172,17,191,6,578.512356224272,551.895101509697,26.6173157534807,551.895101509697,26.6172547145743,26.6172547145743,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
4173,18,199,5,571.966287503776,511.598280672679,60.3680068310979,511.598280672679,60.3680068310979,60.3680068310978,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
4175,17,191,6,578.512356224272,495.357093140662,83.1552630836093,495.357093140662,83.1552630836094,83.1552630836094,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
4181,16,183,6,585.059146032685,551.895101509697,33.1640445229881,551.895101509697,33.1640445229879,33.1640445229878,9.9475983006414e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
4182,14,167,6,299.484469224306,586.288152073311,0,586.288152073311,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
4214,12,151,5,382.364473540397,495.310611895356,0,495.310611895356,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,1.70530256582424e-13
4294,16,183,5,585.059146032685,511.598280672679,73.4608653600065,511.598280672679,73.4608653600065,73.4608653600064,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
4312,16,183,6,585.059146032685,551.895101509697,33.1640445229879,551.895101509697,33.1640445229879,33.1640445229878,9.9475983006414e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
