path_id,checkpoint_relative_hour,failure_type,arrival_stage,final_intensity,final_location,final_gap,tail_group,current_inventory_kg,target_total_kg,real_remaining_hour_count,expected_remaining_hour_count,hydrogen_side_recovered,required_extra_H2_kg,alpha_required_uniform,required_total_added_kW_proxy,site1_increment_necessary,site2_increment_necessary,site3_increment_necessary,site4_increment_necessary,joint_grid_feasible,full_candidate_stress_feasible,partially_clipped,grid_aware_identifiable,grid_aware_recovery_supported,classification,grid_clipped_hours,critical_bus,critical_branch,minimum_voltage,minimum_voltage_margin,joint_grid_hostable_extra_H2_kg,grid_aware_recovery_margin_kg,site1_effective_increment_summary,site2_effective_increment_summary,site3_effective_increment_summary,site4_effective_increment_summary,not_identifiable_reason
9428,-16,pure_quantity,5,5,3,99.9125481619,extreme1,302.134475204,552.327963649,16,16,YES,9.953488345,0.16572574667,31.902206234,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,5,18,1,0.9,0,38.7116502305,28.7581617855,min=8.25366e-11;mean=56.25;max=75;sum=900 kW,min=0;mean=36.5504;max=50;sum=584.806 kW,min=-94.5592;mean=3.15043;max=30;sum=50.4069 kW,min=0;mean=28.125;max=37.5;sum=450 kW,
9825,-16,mixed,5,5,2,54.7076288417,difficult4,302.134475204,543.056863022,16,16,YES,0.682387718,0.0113617668665,2.1871401218,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,5,18,1,0.9,0,38.7116502305,38.0292624125,min=8.25366e-11;mean=56.25;max=75;sum=900 kW,min=0;mean=36.5504;max=50;sum=584.806 kW,min=-94.5592;mean=3.15043;max=30;sum=50.4069 kW,min=0;mean=28.125;max=37.5;sum=450 kW,
201,-8,pure_quantity,5,4,3,54.470515063,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
459,-8,pure_quantity,6,4,3,71.0959818836,difficult4,255.042954597,386.76593055,8,8,YES,11.602975853,0.386379482284,74.3780503397,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,18.427024047,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
668,-8,pure_quantity,4,4,5,49.714476029,difficult4,182.014475204,316.940731494,8,8,YES,14.80625619,0.493048824176,94.9118986538,NO,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,9.56293435281,-5.24332193719,min=8.25366e-11;mean=37.5;max=75;sum=300 kW,min=0;mean=25;max=50;sum=200 kW,min=-94.5592;mean=-19.9491;max=30;sum=-159.593 kW,min=0;mean=18.75;max=37.5;sum=150 kW,
766,-8,pure_quantity,5,4,3,29.7634886724,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
783,-8,mixed,6,5,5,32.7616416645,difficult4,335.220415487,455.499334558,8,8,YES,0.158918971,0.00529200702631,1.01871135256,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,29.871080929,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
869,-8,mixed,5,4,1,50.3514616849,difficult4,254.111343625,374.764778406,8,8,YES,0.533434681,0.0177633926407,3.41945308333,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,28.6152810967,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
1057,-8,mixed,6,4,1,91.2841779,difficult4,235.567481134,374.764778406,8,8,YES,19.077297172,0.635274631102,122.290366487,YES,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,10.952702728,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
1432,-8,mixed,4,4,4,44.0169071218,difficult4,302.134475204,423.861526765,8,8,YES,1.607051461,0.0535148671662,10.3016119295,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,4,18,1,0.9,0,9.56293435281,7.95588279181,min=8.25366e-11;mean=37.5;max=75;sum=300 kW,min=0;mean=25;max=50;sum=200 kW,min=-94.5592;mean=-19.9491;max=30;sum=-159.593 kW,min=0;mean=18.75;max=37.5;sum=150 kW,
1655,-8,mixed,7,4,5,80.2825541799,difficult4,169.099586144,316.940731494,8,8,YES,27.72114525,0.92311505994,177.699649038,YES,YES,YES,YES,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,9.56293435281,-18.1582109972,min=8.25366e-11;mean=37.5;max=75;sum=300 kW,min=0;mean=25;max=50;sum=200 kW,min=-94.5592;mean=-19.9491;max=30;sum=-159.593 kW,min=0;mean=18.75;max=37.5;sum=150 kW,
2414,-8,mixed,5,4,2,63.6072864801,difficult4,251.186343625,395.525364721,8,8,YES,24.219020996,0.806494205661,155.25013459,YES,YES,NO,YES,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,4.92969478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
2419,-8,mixed,5,4,3,26.9928568362,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
2676,-8,mixed,5,4,2,54.0264134168,difficult4,251.186343625,395.525364721,8,8,YES,24.219020996,0.806494205661,155.25013459,YES,YES,NO,YES,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,4.92969478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
2829,-8,mixed,6,4,1,71.5830186142,difficult4,236.655993705,374.764778406,8,8,YES,17.988784601,0.59902712624,115.312721801,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,12.041215299,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
2916,-8,mixed,5,4,2,30.764656428,difficult4,254.111343625,395.525364721,8,8,YES,21.294020996,0.709091608258,136.50013459,YES,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,7.85469478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
3269,-8,mixed,7,5,5,58.3914159486,difficult4,334.419629347,455.499334558,8,8,YES,0.959705111,0.0319582121545,6.15195583974,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,4,18,1,0.9,0,9.56293435281,8.60322914181,min=8.25366e-11;mean=37.5;max=75;sum=300 kW,min=0;mean=25;max=50;sum=200 kW,min=-94.5592;mean=-19.9491;max=30;sum=-159.593 kW,min=0;mean=18.75;max=37.5;sum=150 kW,
3381,-8,mixed,5,4,1,64.9716701245,difficult4,251.186343625,374.764778406,8,8,YES,3.458434681,0.115165990043,22.1694530833,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,25.6902810967,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
3911,-8,pure_quantity,5,4,3,54.470515063,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
3951,-8,pure_quantity,4,4,4,78.5279185717,difficult4,302.134475204,423.861526765,8,8,YES,1.607051461,0.0535148671662,10.3016119295,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,4,18,1,0.9,0,16.1979881769,14.5909366159,min=8.25366e-11;mean=65.625;max=75;sum=525 kW,min=0;mean=40.045;max=50;sum=320.36 kW,min=-120;mean=-34.6492;max=30;sum=-277.194 kW,min=0;mean=32.8125;max=37.5;sum=262.5 kW,
3997,-8,mixed,4,4,4,44.3673461149,difficult4,302.134475204,423.861526765,8,8,YES,1.607051461,0.0535148671662,10.3016119295,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,4,18,1,0.9,0,9.56293435281,7.95588279181,min=8.25366e-11;mean=37.5;max=75;sum=300 kW,min=0;mean=25;max=50;sum=200 kW,min=-94.5592;mean=-19.9491;max=30;sum=-159.593 kW,min=0;mean=18.75;max=37.5;sum=150 kW,
4075,-8,pure_quantity,6,4,3,24.2222836946,difficult4,242.423646856,386.76593055,8,8,YES,24.222283594,0.806602850283,155.271048679,YES,YES,NO,YES,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,5.807716306,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
4329,-8,mixed,5,4,3,16.753594571,normal95,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
4448,-8,mixed,5,4,2,30.0959295663,difficult4,251.186343625,395.525364721,8,8,YES,24.219020996,0.806494205661,155.25013459,YES,YES,NO,YES,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,4.92969478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
4674,-8,mixed,5,4,2,65.5860216127,difficult4,254.111343625,395.525364721,8,8,YES,21.294020996,0.709091608258,136.50013459,YES,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,7.85469478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
4711,-8,mixed,5,5,3,29.631447778,difficult4,416.802409557,552.327963649,8,8,YES,15.405553992,0.513005460939,98.7535512308,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.7431617857,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
4744,-8,mixed,7,4,4,80.9917130248,difficult4,277.327759584,423.861526765,8,8,YES,26.413767081,0.879579323377,169.31901975,YES,YES,YES,YES,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,9.56293435281,-16.8508328282,min=8.25366e-11;mean=37.5;max=75;sum=300 kW,min=0;mean=25;max=50;sum=200 kW,min=-94.5592;mean=-19.9491;max=30;sum=-159.593 kW,min=0;mean=18.75;max=37.5;sum=150 kW,
5334,-8,mixed,5,4,3,66.7690306901,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
5444,-8,pure_quantity,5,4,3,54.470515063,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
5557,-8,mixed,5,4,2,90.7771817152,difficult4,254.111343625,395.525364721,8,8,YES,21.294020996,0.709091608258,136.50013459,YES,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,7.85469478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
6098,-8,mixed,5,5,2,30.665857873,difficult4,416.802409557,543.056863022,8,8,YES,6.134453365,0.204277501332,39.3234190064,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,23.0142624127,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
6257,-8,pure_quantity,5,4,3,54.470515063,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
6266,-8,mixed,5,5,4,42.1319777437,difficult4,416.802409557,546.93138762,8,8,YES,10.008977963,0.333299299467,64.1601151474,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,19.1397378147,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
6526,-8,pure_quantity,5,4,3,54.470515063,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
7541,-8,mixed,5,4,2,36.8697771009,difficult4,251.186343625,395.525364721,8,8,YES,24.219020996,0.806494205661,155.25013459,YES,YES,NO,YES,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,4.92969478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
7623,-8,mixed,5,4,2,63.5337730577,difficult4,251.186343625,395.525364721,8,8,YES,24.219020996,0.806494205661,155.25013459,YES,YES,NO,YES,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,4.92969478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
7669,-8,mixed,5,5,4,41.0614092413,difficult4,416.802409557,546.93138762,8,8,YES,10.008977963,0.333299299467,64.1601151474,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,19.1397378147,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
8061,-8,mixed,7,4,4,81.212206725,difficult4,284.455840093,423.861526765,8,8,YES,19.285686572,0.642214005062,123.626195974,YES,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,9.56293435281,-9.72275231919,min=8.25366e-11;mean=37.5;max=75;sum=300 kW,min=0;mean=25;max=50;sum=200 kW,min=-94.5592;mean=-19.9491;max=30;sum=-159.593 kW,min=0;mean=18.75;max=37.5;sum=150 kW,
8138,-8,mixed,5,4,2,76.2757157849,difficult4,251.186343625,395.525364721,8,8,YES,24.219020996,0.806494205661,155.25013459,YES,YES,NO,YES,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,4.92969478168,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
8440,-8,mixed,4,4,4,42.2401159909,difficult4,302.134475204,423.861526765,8,8,YES,1.607051461,0.0535148671662,10.3016119295,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,4,18,1,0.9,0,9.56293435281,7.95588279181,min=8.25366e-11;mean=37.5;max=75;sum=300 kW,min=0;mean=25;max=50;sum=200 kW,min=-94.5592;mean=-19.9491;max=30;sum=-159.593 kW,min=0;mean=18.75;max=37.5;sum=150 kW,
8611,-8,mixed,6,4,1,44.1688953611,difficult4,228.742481134,374.764778406,8,8,YES,25.902297172,0.862547358375,166.040366487,YES,YES,YES,YES,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,4.127702728,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
8716,-8,mixed,5,5,4,42.5638992717,difficult4,416.802409557,546.93138762,8,8,YES,10.008977963,0.333299299467,64.1601151474,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,19.1397378147,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
8873,-8,pure_quantity,6,4,5,53.2182013418,difficult4,171.005172889,316.940731494,8,8,YES,25.815558505,0.859658957875,165.484349391,YES,YES,YES,YES,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,4.214441395,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
9276,-8,mixed,6,4,2,51.7999497552,difficult4,257.252655161,395.525364721,8,8,YES,18.15270946,0.604485829504,116.363522179,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,11.87729044,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
9638,-8,mixed,5,4,3,29.8830375765,difficult4,254.111343625,386.76593055,8,8,YES,12.534586825,0.417402158675,80.3499155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,16.6141289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
9657,-8,pure_quantity,5,4,3,54.470515063,difficult4,251.186343625,386.76593055,8,8,YES,15.459586825,0.514804756077,99.0999155449,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,13.6891289527,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
9825,-8,mixed,5,5,2,54.7076288417,difficult4,416.802409557,543.056863022,8,8,YES,6.134453365,0.204277501332,39.3234190064,NO,NO,NO,NO,YES,NO,YES,YES,YES,PARTIALLY_GRID_CLIPPED_BUT_STILL_SUPPORTED,1,18,1,0.9,0,29.1487158777,23.0142624127,min=75;mean=75;max=75;sum=600 kW,min=34.8059;mean=48.1007;max=50;sum=384.806 kW,min=0;mean=26.25;max=30;sum=210 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
9955,-8,mixed,6,4,5,66.3337975202,difficult4,196.400831545,316.940731494,8,8,YES,0.419899849,0.0139826789544,2.69166569872,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,30.03,29.610100051,min=75;mean=75;max=75;sum=600 kW,min=50;mean=50;max=50;sum=400 kW,min=30;mean=30;max=30;sum=240 kW,min=37.5;mean=37.5;max=37.5;sum=300 kW,
477,-4,pure_quantity,7,3,4,38.1329427538,difficult4,114.364400036,180.836278269,4,4,YES,6.411878133,0.427031510689,82.2035658077,NO,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,0.736832996246,-5.67504523675,min=4.77053e-09;mean=56.25;max=75;sum=225 kW,min=-75.3425;mean=11.2543;max=50;sum=45.0173 kW,min=-120;mean=-86.1828;max=0;sum=-344.731 kW,min=0;mean=28.125;max=37.5;sum=112.5 kW,
783,-4,mixed,6,5,5,32.7616416645,difficult4,389.698534679,455.499334558,4,4,YES,5.740799779,0.382337647619,73.5999971667,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,15.015,9.274200121,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
869,-4,mixed,5,4,1,50.3514616849,difficult4,314.171343625,374.764778406,4,4,YES,0.533434681,0.0355267852814,6.83890616667,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,14.481565219,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
965,-4,mixed,6,5,4,61.8597733859,difficult4,483.953035862,546.93138762,4,4,YES,2.918351658,0.194362414785,37.4147648462,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,15.015,12.096648242,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
1432,-4,mixed,4,4,4,44.0169071218,difficult4,360.901906248,423.861526765,4,4,YES,2.899620417,0.193114912887,37.1746207308,NO,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,-5.45206564719,-8.35168616419,min=8.25366e-11;mean=6.3983e-10;max=9.56788e-10;sum=2.55932e-09 kW,min=0;mean=0;max=0;sum=0 kW,min=-94.5592;mean=-69.8983;max=-52.4627;sum=-279.593 kW,min=0;mean=0;max=0;sum=0 kW,
