scenario_count,scenario_share,mean_ordinary_shortage_delta,median_ordinary_shortage_delta,mean_final_inventory_delta,median_final_inventory_delta,share_eta_leaves_more_inventory,mean_production_delta,median_production_delta,share_eta_produces_more,mean_htt_delta,median_htt_delta,share_eta_uses_more_htt,mean_target_delta,median_target_delta,mean_gap_delta,median_gap_delta,mean_reported_objective_delta
280,0.028,8.75540323981841,8.13642518618822,11.6477069370768,9.85097841950056,1,2.89230369725838,0,0.228571428571429,-0.770618060343632,1.15056769838734,0.517857142857143,46.1975620739307,31.5468584908569,0.72336971564794,0,3270.57675836654
