component,saa_mean,eta_mean,eta_minus_saa,share_of_reported_objective_delta
reported_objective,19418.1441401399,22600.3206910678,3182.17655092784,1
terminal_gap_penalty,7157.10238992355,9530.12329754447,2373.02090762092,0.745722580014931
ordinary_shortage_penalty,2450.4119479095,2499.24291745274,48.8309695432413,0.0153451478136886
production_electricity_and_om,8911.83563527609,9444.88386258265,533.048227306559,0.167510576102742
htt_transport_cost,844.032860579477,1070.19255665705,226.159696077571,0.0710707569043046
inventory_holding_cost,54.7613064510937,55.8780568306795,1.11675037958578,0.000350939164346543
unresolved_residual,1.73977241502143e-12,1.5580553736072e-12,-1.81717041414231e-13,-5.7104638446678e-17
objective_without_terminal_gap,12261.0417502163,13070.1973935233,809.155643306996,0.254277419985094
