path_id,saa_ordinary_shortage,eta_ordinary_shortage,ordinary_shortage_delta,saa_final_inventory,eta_final_inventory,final_inventory_delta,eta_leaves_more_inventory,saa_production,eta_production,production_delta,eta_produces_more,saa_htt,eta_htt,htt_delta,eta_uses_more_htt,saa_terminal_target,eta_terminal_target,target_delta,saa_terminal_gap,eta_terminal_gap,gap_delta,saa_relative_gap,eta_relative_gap,saa_reported_objective,eta_reported_objective,reported_objective_delta
572,106.331187532016,118.66542255655,12.3342350245334,434.294907051337,470.368476109,36.0735690576624,1,370.518618009624,394.257952042753,23.7393340331289,1,47.3382427969687,36.7068098117437,-10.631432985225,0,0,79.4853371037635,79.4853371037635,0,0,0,NaN,0,34641.9085089218,37181.3811311462,2539.47262222442
587,128.599871400632,132.085367617605,3.48549621697273,622.057067374429,630.070469127302,8.01340175287328,1,536.012094464099,540.54,4.52790553590057,1,83.1059260626624,76.8555331868252,-6.25039287583721,0,546.327360008728,571.966287503776,25.6389274950485,2.82002811765011,0,-2.82002811765011,0.00516179185608617,0,50098.736049431,45251.7818110688,-4846.95423836226
606,115.381830130868,128.599871400632,13.2180412697646,573.070110803546,586.288152073311,13.2180412697644,1,450.45,450.45,0,0,61.3540243110955,79.1319078937207,17.7778835826252,1,0,79.4853371037635,79.4853371037635,0,0,0,NaN,0,38093.508543931,41323.5694928367,3230.0609489057
659,78.8066922376509,89.0866448045203,10.2799525668694,536.494972910329,546.774925477199,10.2799525668695,1,450.45,450.45,0,0,76.9895713453523,86.8027456817055,9.81317433635321,1,0,0,0,0,0,0,NaN,NaN,31414.272355309,33822.0672711647,2407.79491585575
719,68.8722433935685,86.9287455479108,18.0565021543424,566.857344903265,584.913847057608,18.0565021543428,1,540.54,540.54,0,0,85.6278176375798,77.9016998895692,-7.72611774801057,0,571.966287537845,585.059146032685,13.0928584948405,6.77203114463357,1.33674340051741,-5.43528774411616,0.0118399131070911,0.00228480045065859,46355.251906627,38839.4548042941,-7515.79710233283
740,119.239343155369,120.074510895287,0.835167739918788,613.434912958094,617.443326181198,4.00841322310362,1,536.750468293029,539.923713776213,3.1732454831847,1,78.0281804415989,92.4838166171688,14.4556361755699,1,405.313258598587,434.497947905568,29.1846893069812,0,0,0,0,0,42694.2198569265,43057.9441282337,363.724271307234
755,63.0496494388358,78.8066922376509,15.757042798815,446.048058710882,461.805101509697,15.7570427988147,1,360.36,360.36,0,0,60.8739650104892,71.6568142236144,10.7828492131252,1,0,67.6431305846633,67.6431305846633,0,0,0,NaN,0,26293.6606118006,29885.2534235827,3591.59281178211
808,106.331187532016,109.479853205354,3.14866567333789,489.329596804063,492.478262477401,3.14866567333792,1,360.36,360.36,0,0,58.9734238377917,64.3606678788958,5.38724404110412,1,185.745847312004,299.484469224306,113.738621912302,0,0,0,0,0,34833.4741786018,35645.1496065689,811.675427967086
896,106.331187532016,116.583596806341,10.2524092743242,564.019468204695,574.271877479019,10.2524092743242,1,450.45,450.45,0,0,76.5454348933783,80.8775584423502,4.33212354897199,1,355.126421733082,396.04045228592,40.914030552838,0,0,0,0,0,36762.6351621218,39065.6125978574,2302.97743573567
931,131.935152443799,143.857788363506,11.9226359197066,589.623433116478,601.546069036184,11.9226359197066,1,450.45,450.45,0,0,69.2800480927934,79.4980141619523,10.2179660691589,1,576.875869405122,586.147377878832,9.27150847370922,6.38900894112319,1.53578949291108,-4.85321944821212,0.0110751884070165,0.00262014222168636,54470.9146187932,47556.9841182643,-6913.93050052888
950,122.702689637295,128.599871400632,5.89718176333707,505.701098909341,511.598280672679,5.89718176333719,1,360.36,360.36,0,0,57.2436993926326,51.2789579421484,-5.96474145048415,0,0,0,0,0,0,0,NaN,NaN,38000.9242102312,38914.6970185644,913.772808333248
1012,104.42451136658,109.479853205354,5.05534183877418,562.112792039259,567.168133878033,5.0553418387741,1,450.45,450.45,0,0,67.4086817219607,91.8895505340997,24.480868812139,1,405.313258598587,434.497947905568,29.1846893069812,0,0,0,0,0,36334.8354817806,37751.8404554625,1417.00497368189
