case_id,state_id,state_label,method_label,eta,T1_capacity_binding,T2_capacity_binding,T3_capacity_binding,T4_capacity_binding,capacity_binding_count
1,1,a0=2|loc0=1|lfw0=0,SAA,0.0,0,0,0,0,0
2,1,a0=2|loc0=1|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
3,2,a0=2|loc0=2|lfw0=0,SAA,0.0,0,0,0,0,0
4,2,a0=2|loc0=2|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
5,3,a0=2|loc0=3|lfw0=0,SAA,0.0,0,0,0,0,0
6,3,a0=2|loc0=3|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
7,4,a0=2|loc0=4|lfw0=0,SAA,0.0,0,0,0,0,0
8,4,a0=2|loc0=4|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
9,5,a0=2|loc0=5|lfw0=0,SAA,0.0,0,0,0,0,0
10,5,a0=2|loc0=5|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
11,6,a0=2|loc0=6|lfw0=0,SAA,0.0,0,0,0,0,0
12,6,a0=2|loc0=6|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
13,7,a0=2|loc0=7|lfw0=0,SAA,0.0,0,0,0,0,0
14,7,a0=2|loc0=7|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
15,8,a0=3|loc0=1|lfw0=0,SAA,0.0,0,0,0,0,0
16,8,a0=3|loc0=1|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
17,9,a0=3|loc0=2|lfw0=0,SAA,0.0,0,0,0,0,0
18,9,a0=3|loc0=2|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
19,10,a0=3|loc0=3|lfw0=0,SAA,0.0,0,0,0,0,0
20,10,a0=3|loc0=3|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
21,11,a0=3|loc0=4|lfw0=0,SAA,0.0,0,0,0,0,0
22,11,a0=3|loc0=4|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
23,12,a0=3|loc0=5|lfw0=0,SAA,0.0,0,0,0,0,0
24,12,a0=3|loc0=5|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
25,13,a0=3|loc0=6|lfw0=0,SAA,0.0,0,0,0,0,0
26,13,a0=3|loc0=6|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
27,14,a0=3|loc0=7|lfw0=0,SAA,0.0,0,0,0,0,0
28,14,a0=3|loc0=7|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
29,15,a0=4|loc0=1|lfw0=0,SAA,0.0,0,0,0,1,1
30,15,a0=4|loc0=1|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
31,16,a0=4|loc0=2|lfw0=0,SAA,0.0,0,0,0,1,1
32,16,a0=4|loc0=2|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
33,17,a0=4|loc0=3|lfw0=0,SAA,0.0,0,0,0,1,1
34,17,a0=4|loc0=3|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
35,18,a0=4|loc0=4|lfw0=0,SAA,0.0,0,0,0,1,1
36,18,a0=4|loc0=4|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
37,19,a0=4|loc0=5|lfw0=0,SAA,0.0,0,0,0,0,0
38,19,a0=4|loc0=5|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
39,20,a0=4|loc0=6|lfw0=0,SAA,0.0,0,0,0,0,0
40,20,a0=4|loc0=6|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
41,21,a0=4|loc0=7|lfw0=0,SAA,0.0,0,0,0,0,0
42,21,a0=4|loc0=7|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
43,22,a0=5|loc0=1|lfw0=0,SAA,0.0,0,0,0,1,1
44,22,a0=5|loc0=1|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
45,23,a0=5|loc0=2|lfw0=0,SAA,0.0,0,0,0,1,1
46,23,a0=5|loc0=2|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
47,24,a0=5|loc0=3|lfw0=0,SAA,0.0,0,0,0,1,1
48,24,a0=5|loc0=3|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
49,25,a0=5|loc0=4|lfw0=0,SAA,0.0,0,0,0,1,1
50,25,a0=5|loc0=4|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
51,26,a0=5|loc0=5|lfw0=0,SAA,0.0,0,0,0,1,1
52,26,a0=5|loc0=5|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
53,27,a0=5|loc0=6|lfw0=0,SAA,0.0,0,0,0,1,1
54,27,a0=5|loc0=6|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
55,28,a0=5|loc0=7|lfw0=0,SAA,0.0,0,0,0,0,0
56,28,a0=5|loc0=7|lfw0=0,ETA_0.03,0.03,0,0,0,0,0
57,29,a0=6|loc0=1|lfw0=0,SAA,0.0,0,0,0,1,1
58,29,a0=6|loc0=1|lfw0=0,ETA_0.03,0.03,0,0,0,1,1
59,30,a0=6|loc0=2|lfw0=0,SAA,0.0,1,0,0,1,2
60,30,a0=6|loc0=2|lfw0=0,ETA_0.03,0.03,1,0,0,1,2
61,31,a0=6|loc0=3|lfw0=0,SAA,0.0,1,0,0,1,2
62,31,a0=6|loc0=3|lfw0=0,ETA_0.03,0.03,1,0,0,1,2
63,32,a0=6|loc0=4|lfw0=0,SAA,0.0,1,0,0,1,2
64,32,a0=6|loc0=4|lfw0=0,ETA_0.03,0.03,1,0,0,1,2
65,33,a0=6|loc0=5|lfw0=0,SAA,0.0,1,0,0,1,2
