station,SAA_mean_kg,SAA_median_kg,SAA_min_kg,SAA_max_kg,ETA003_mean_kg,ETA003_median_kg,ETA003_min_kg,ETA003_max_kg,delta_mean_kg,delta_median_kg,delta_min_kg,delta_max_kg,positive_delta_state_count,negative_delta_state_count,near_zero_delta_state_count,SAA_capacity_binding_state_count,ETA003_capacity_binding_state_count,largest_increment_state_id
T1,195.60465786838418,240.85726754493624,0.0,300.0,209.5482386211582,242.4908450373177,0.0,300.0,13.943580752773986,2.088565572295522,-4.287171301968897,83.19001252846776,23,4,8,6,6,14
T2,88.23623271418049,111.28385565829316,0.0,146.7419469219649,94.38644455512546,113.46575234314048,0.0,144.55568228160627,6.150211840944948,2.724950516361261,-4.3029415212725866,49.095294548521856,26,6,3,0,0,13
T3,32.8909449386497,32.73054578185091,0.0,82.91738264735562,39.06188397442759,44.73174556115078,0.0,88.32166831096355,6.170939035777883,5.681460914220509,-7.784979771940925e-09,15.27425435748497,31,0,4,0,0,18
T4,100.71707170717072,146.74194692196497,0.0,150.0,106.44499566520719,149.15467754613286,0.0,150.0,5.727923958036471,0.0,0.0,30.548114290603134,14,0,21,17,17,1
