state_id,state_label,delta_total_T_kg,delta_preparation_cost_yuan,mean_EENS_improvement_kWh,q95_shortage_improvement_kg,q99_shortage_improvement_kg,q99_5_shortage_improvement_kg,maximum_shortage_improvement_kg,mean_EENS_improvement_per_added_kg,q95_improvement_per_added_kg,net_cost_per_restored_kWh
1,a0=2|loc0=1|lfw0=0,112.16669662640508,3647.814364645052,29.5416882537422,-0.0,110.53016933731253,112.16669662640516,112.16669662640447,0.26337307901771456,-0.0,53.48022676676115
2,a0=2|loc0=2|lfw0=0,110.4657213304822,3592.4963219015776,30.098026022431814,-0.0,110.46572133048222,110.4657213304822,110.4657213304821,0.27246484846088165,-0.0,49.35986497001892
3,a0=2|loc0=3|lfw0=0,79.48533710376347,2584.9718605112807,19.949078682335305,-0.0,79.48533710376348,79.48533710376347,79.48533710376341,0.2509780974608304,-0.0,59.57850844511657
4,a0=2|loc0=4|lfw0=0,67.64313058466331,2199.84711003969,18.156667183440305,-0.0,67.64313058466328,67.64313058466331,67.64313058466291,0.26841849314935395,-0.0,51.15919115629594
5,a0=2|loc0=5|lfw0=0,30.275751947491138,984.6088560701172,7.248999386720008,-0.0,30.275751947491138,30.27575194749113,30.27575194749113,0.23943251349437455,-0.0,65.82686430818258
6,a0=2|loc0=6|lfw0=0,0.7136787584260904,23.20980919496814,0.14565519738231103,-0.0,0.7136787584260915,0.713678758426127,0.7136787584259991,0.20409069999999907,-0.0,89.34762103989783
7,a0=2|loc0=7|lfw0=0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,
8,a0=3|loc0=1|lfw0=0,33.82157096340791,1099.9237394510037,13.296036512454908,-0.0,10.091918282737403,28.911989096130426,17.329427369692098,0.39312297252070577,-0.0,12.725685840337663
9,a0=3|loc0=2|lfw0=0,23.184152922675253,753.9803578699102,9.465677619072402,-0.0,10.637427379101538,19.911098344490085,15.81894480237304,0.40828222841018696,-0.0,9.654134464785837
10,a0=3|loc0=3|lfw0=0,33.003300378402116,1073.3124610241048,12.97866451725594,-0.0,14.455991053650813,19.36557296929753,-0.0,0.39325353429650883,-0.0,12.698220575550716
11,a0=3|loc0=4|lfw0=0,40.914030552837914,1330.5802243892995,13.863982879131466,-0.0,13.092218312740371,33.82156397457929,8.182633861826787,0.33885644342047894,-0.0,25.97387965561714
12,a0=3|loc0=5|lfw0=0,56.6955430109806,1843.8165910835978,20.02029613870097,-0.0,43.60341474188979,35.73081714833549,1.768976403582201e-05,0.353119400140916,-0.0,22.09736850592032
13,a0=3|loc0=6|lfw0=0,114.55694084819706,3725.5483754477737,39.22000502675788,-0.0,104.73777711364171,111.28385565829306,114.55694084819743,0.3423625381087081,-0.0,24.991022385285703
14,a0=3|loc0=7|lfw0=0,113.73862191230194,3698.935524583834,34.26632838513899,-0.0,100.64640359956151,110.46556733411681,113.73862191230188,0.3012725827780823,-0.0,37.946654891337325
15,a0=4|loc0=1|lfw0=0,9.271508473709218,301.5221345509708,3.822133587678877,-0.0,0.8182636445462634,1.0910181927283134,-0.0,0.41224506222661844,-0.0,8.88843433493846
16,a0=4|loc0=2|lfw0=0,13.09285849484047,425.7976630159719,5.446847259592289,-0.0,2.7275454818209255,2.1820363854566835,-0.0,0.41601665990194114,-0.0,8.17323356481365
17,a0=4|loc0=3|lfw0=0,16.365232420982238,532.2197381353653,6.871599780606033,-0.0,3.5458091263671747,2.727545481820954,-0.0,0.4198901429469341,-0.0,7.45208614120205
18,a0=4|loc0=4|lfw0=0,25.638927495048392,833.8129839201647,10.24761165704929,4.90958186727763,6.5311076562202,6.546109156370193,-0.0,0.3996895602996029,0.19148936195657212,11.366567335383095
19,a0=4|loc0=5|lfw0=0,31.54685849085695,1025.9469791257325,12.28445606298476,6.998949154468974,10.091918282737382,7.3643728009164136,16.81663527314339,0.3894034667998747,0.22185883125248243,13.515865404663282
20,a0=4|loc0=6|lfw0=0,64.4533337505822,2096.110554880046,22.782361623097913,6.546109156370182,33.36067917595413,50.543740433999545,25.0934184327524,0.35347064763569536,0.10156354645210344,22.00585038361022
21,a0=4|loc0=7|lfw0=0,29.18468930698117,949.1260069492582,8.462803022234482,1.6365272890925464,21.2748074097004,25.91168207729862,11.182936475465738,0.28997406596376285,0.05607485732942438,42.152676182536666
22,a0=5|loc0=1|lfw0=0,2.1869423393020497,71.12235556447922,0.6134972874259006,1.0910181927283134,2.182036385456712,-0.0,-0.0,0.2805274178475573,0.49887835317894375,45.929372504474415
23,a0=5|loc0=2|lfw0=0,14.744289918767322,479.5044712898234,6.190905272805708,0.8187375495980831,1.091018192728427,1.636527289092669,-0.0,0.419884938977332,0.055529127147449134,7.4530460668027105
24,a0=5|loc0=3|lfw0=0,13.107881389150862,426.28622808307045,5.431015329828597,1.0910181927283844,0.2722364678366773,0.8182636445463629,-0.0,0.4143320471547555,0.08323375535205857,8.491074356171326
25,a0=5|loc0=4|lfw0=0,14.160795398638015,460.52843155400114,5.796682865177502,2.9624521075071613,1.0910181927283986,2.182036385456655,2.7275454818208686,0.40934726489551754,0.20920096817387035,9.446890965958508
26,a0=5|loc0=5|lfw0=0,1.7442550984014815e-05,0.0005672556108038407,-0.11395835975650925,2.842170943040401e-14,1.0910181927283134,-0.0005598687876045005,-0.0,-6533.35397218825,1.6294468312835098e-09,-70.0049777446129
27,a0=5|loc0=6|lfw0=0,4.50795081772992,146.6047253116485,2.001166753249578,0.5455090963641709,0.2727545481820357,2.1812306240832413,-0.0,0.44391938469668357,0.12101043654217909,3.2596247032270074
28,a0=5|loc0=7|lfw0=0,11.047259887741006,359.2719989132893,4.61176706539959,1.0910181927283702,-0.0,-0.0,4.363933070304256,0.4174580042710143,0.09875916777689445,7.903327253618736
29,a0=6|loc0=1|lfw0=0,9.024881097453886,293.50147500693856,3.9767636678849385,0.5452909259231546,-0.0,0.5455090963641283,-0.0,0.44064443896184624,0.06042084322606677,3.8041029134231126
30,a0=6|loc0=2|lfw0=0,5.404291482881831,175.75494950739812,2.3751044810763915,8.526512829121202e-14,-0.0,-0.0,-0.0,0.4394848961421804,1.577730005150361e-14,3.998828644261387
31,a0=6|loc0=3|lfw0=0,5.215812114302707,169.62534269163734,2.264394199198591,0.015001500149963931,-0.0,5.684341886080802e-14,-0.0,0.43414029293524775,0.0028761580787826087,4.909811530008992
32,a0=6|loc0=4|lfw0=0,10.304186952474765,335.10625089031237,4.501975823488124,1.0460136922781658,-5.684341886080802e-14,-0.0,-0.0,0.43690742843198127,0.10151346215888908,4.435373273655327
33,a0=6|loc0=5|lfw0=0,8.456155682900999,275.00574678152407,3.60942735213348,0.8182636445463345,5.684341886080802e-14,0.5455090963640714,-0.0,0.4268402200106156,0.09676544226839708,6.190963261519335
34,a0=6|loc0=6|lfw0=0,15.364593063908728,499.67757784762944,6.515772701055937,2.1820363854566835,1.9092818372746478,0.2727545481820357,-0.0,0.42407714112269074,0.14201719345123853,6.687386250697656
35,a0=6|loc0=7|lfw0=0,2.6028264983324334e-06,8.46474758873228e-05,-0.0577203739812262,0.27275454818210676,0.27275454818209255,0.8182636445462776,-0.0,-22176.03594331248,104791.67487992528,-70.00146650949033
