state_id,state_label,intensity,loc,lfw,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg
1,a0=2|loc0=1|lfw0=0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2,a0=2|loc0=2|lfw0=0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
3,a0=2|loc0=3|lfw0=0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0
4,a0=2|loc0=4|lfw0=0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0
5,a0=2|loc0=5|lfw0=0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0
6,a0=2|loc0=6|lfw0=0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0
7,a0=2|loc0=7|lfw0=0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0
8,a0=3|loc0=1|lfw0=0,3,1,0,0.0,193.1102201129204,80.18983716553474,16.365272890925453,81.82636445462727,371.4916946240078
9,a0=3|loc0=2|lfw0=0,3,2,0,0.0,181.38177454109052,78.28055532826008,21.27485475820309,101.19193737555568,382.1291220031094
10,a0=3|loc0=3|lfw0=0,3,3,0,0.0,198.2925565283801,77.73504623189591,22.093118402749347,74.18923710552873,372.30995826855406
11,a0=3|loc0=4|lfw0=0,3,4,0,0.0,192.5647110165561,72.007200720072,16.365272890925453,74.18923710552873,355.1264217330823
12,a0=3|loc0=5|lfw0=0,3,5,0,0.0,202.3838747511113,32.73054578185091,16.365272890925453,74.18923710552872,325.6689305294164
13,a0=3|loc0=6|lfw0=0,3,6,0,0.0,133.37697406104255,36.276354908218,9.819163734555271,61.09701879278845,240.56951149660424
14,a0=3|loc0=7|lfw0=0,3,7,0,0.0,121.10301939284837,19.638327469110543,9.819163734555271,35.185336715489726,185.7458473120039
15,a0=4|loc0=1|lfw0=0,4,1,0,0.0,240.85726754493624,143.46889234377988,42.54970951640618,150.0,576.8758694051223
16,a0=4|loc0=2|lfw0=0,4,2,0,0.0,242.4937948340288,136.66503013937762,42.80746256443816,150.0,571.9662875378446
17,a0=4|loc0=3|lfw0=0,4,3,0,0.0,241.38777514115048,138.0288028802879,32.73054578185091,150.0,562.1471238032893
18,a0=4|loc0=4|lfw0=0,4,4,0,0.0,243.5698115266071,123.30005727845511,29.45749120366581,150.0,546.3273600087281
19,a0=4|loc0=5|lfw0=0,4,5,0,0.0,222.8404658647684,119.19373755557378,36.003600360036,133.3769740610424,511.4147778414206
20,a0=4|loc0=6|lfw0=0,4,6,0,0.0,216.021602160216,82.09911900280936,29.45749120366581,99.82816463464528,427.4063770013364
21,a0=4|loc0=7|lfw0=0,4,7,0,0.0,213.8395657747593,81.82636445462727,16.365272890925453,93.28205547827508,405.3132585985871
22,a0=5|loc0=1|lfw0=0,5,1,0,0.0,267.0417041704169,146.7419469219649,44.18623680549872,150.0,607.9698878978807
23,a0=5|loc0=2|lfw0=0,5,2,0,0.0,275.48209366391166,140.1958377655947,49.36857322095845,150.0,615.0465046504648
24,a0=5|loc0=3|lfw0=0,5,3,0,0.0,277.40637700133647,134.74074680195292,51.27785505823309,150.0,613.4249788615225
25,a0=5|loc0=4|lfw0=0,5,4,0,0.0,272.20903908572666,144.30215748847604,41.45869132367782,150.0,607.9698878978805
26,a0=5|loc0=5|lfw0=0,5,5,0,0.0,275.4820936639117,137.21053923574163,45.277254998227086,150.0,607.9698878978804
27,a0=5|loc0=6|lfw0=0,5,6,0,0.0,273.443935302621,129.9750429588413,50.042958841338695,150.0,603.461937102801
28,a0=5|loc0=7|lfw0=0,5,7,0,0.0,264.2991571884461,109.10181927283622,50.732345961869,146.74194692196497,570.8752693451163
29,a0=6|loc0=1|lfw0=0,6,1,0,0.0,297.5752120666609,140.19583776559472,78.55330987644221,150.0,666.3243597086979
30,a0=6|loc0=2|lfw0=0,6,2,0,0.0,300.0,143.24114229604783,82.91738264735562,150.0,676.1585249434036
31,a0=6|loc0=3|lfw0=0,6,3,0,0.0,300.0,143.24114229604777,78.55330987644221,150.0,671.79445217249
32,a0=6|loc0=4|lfw0=0,6,4,0,0.0,300.0,134.4829937539209,77.780050732346,150.0,662.263044486267
33,a0=6|loc0=5|lfw0=0,6,5,0,0.0,300.0,133.42197856149247,65.18833701551972,150.0,648.6103155770122
34,a0=6|loc0=6|lfw0=0,6,6,0,0.0,300.0,118.69323295965958,47.68704143141586,150.0,616.3802743910754
35,a0=6|loc0=7|lfw0=0,6,7,0,0.0,300.0,111.28385565829316,46.68603223958729,150.0,607.9698878978804
