case_id,state_id,state_label,method_label,eta,LB_yuan,UB_yuan,absolute_gap_yuan,relative_gap,iteration_count,cut_count,strong_duality_gap_yuan,strong_duality_relative_gap,primary_objective_reconstruction_error_yuan,fixed_T_nominal_reconstruction_error_yuan,divergence_used,divergence_slack,probability_sum_residual,minimum_worst_probability,maximum_worst_probability,effective_support_size_ESS,positive_probability_support_count,lex_shortage_preservation_error_kg,lex_primary_preservation_error_yuan,lex_mechanical_residual,maximum_mechanical_residual,eta_zero_direct_SAA_pass,C_y_in_primary_objective,C_y_in_Pearson_loss,secondary_changed_T,constructed_R_by_R_matrix,certificate_pass
1,1,a0=2|loc0=1|lfw0=0,SAA,0.0,3975.463333333359,3975.463333333359,0.0,0.0,1,0,4.547473508864641e-13,1.14388515943164e-16,2.4101609596982598e-11,4.547473508864641e-13,4.131219794667234e-32,-4.131219794667234e-32,2.220446049250313e-16,6.666666666666667e-05,6.666666666666668e-05,15000.000000000004,15000,1.4210854715202004e-14,0.0,2.4372285010224063e-14,2.4101609596982598e-11,1,0,0,0,0,1
2,1,a0=2|loc0=1|lfw0=0,ETA_0.03,0.03,9479.821210847604,9479.82128404,7.319239557546098e-05,7.720862385737793e-09,35,37,0.0,0.0,0.0,9.094947017729282e-13,0.03,-3.469446951953614e-18,2.220446049250313e-16,6.569453582663378e-05,0.0003899260724517,14563.10679611652,15000,5.684341886080803e-14,0.0,1.3500311979441906e-13,1.3500311979441906e-13,1,0,0,0,0,1
3,2,a0=2|loc0=2|lfw0=0,SAA,0.0,4046.793333333349,4046.793333333349,0.0,0.0,1,0,0.0,0.0,1.4551915228366852e-11,4.547473508864641e-13,4.1325973271096045e-32,-4.1325973271096045e-32,2.220446049250313e-16,6.666666666666668e-05,6.666666666666668e-05,15000.000000000004,15000,0.0,0.0,1.6509108765772897e-14,1.4551915228366852e-11,1,0,0,0,0,1
4,2,a0=2|loc0=2|lfw0=0,ETA_0.03,0.03,9527.904917835349,9527.90493469442,1.6859074094099924e-05,1.76944188776592e-09,35,37,1.8189894035458565e-12,3.0646405701964816e-16,1.8189894035458565e-12,4.547473508864641e-13,0.03,-2.0816681711721685e-17,2.220446049250313e-16,6.569560290496315e-05,0.000336902179922,14563.106796116512,15000,5.684341886080803e-14,0.0,1.5631940186722204e-13,1.8189894035458565e-12,1,0,0,0,0,1
5,3,a0=2|loc0=3|lfw0=0,SAA,0.0,3556.7466666666705,3556.7466666666705,0.0,0.0,1,0,4.547473508864641e-13,1.2785486105836346e-16,3.183231456205249e-12,1.3642420526593924e-12,7.163168700323314e-34,-7.163168700323314e-34,2.220446049250313e-16,6.666666666666667e-05,6.666666666666668e-05,15000.000000000004,15000,0.0,0.0,7.105244153324295e-14,3.183231456205249e-12,1,0,0,0,0,1
6,3,a0=2|loc0=3|lfw0=0,ETA_0.03,0.03,9234.80365786276,9234.803729198382,7.133562212402467e-05,7.724649512417616e-09,26,28,9.094947017729282e-13,1.367695784995077e-16,1.8189894035458565e-12,4.547473508864641e-13,0.03,-6.938893903907228e-18,4.440892098500626e-16,6.570428725088838e-05,0.0003678095950731,14563.106796116508,15000,1.1368683772161605e-13,3.725290298461914e-09,1.4210854715202006e-13,1.8189894035458565e-12,1,0,0,0,0,1
7,4,a0=2|loc0=4|lfw0=0,SAA,0.0,3585.0033333333336,3585.0033333333336,0.0,0.0,1,0,4.547473508864641e-13,1.268471207985294e-16,1.3642420526593924e-12,4.547473508864641e-13,4.1325973271096045e-32,-4.1325973271096045e-32,2.220446049250313e-16,6.666666666666668e-05,6.666666666666668e-05,15000.000000000004,15000,0.0,0.0,6.233913958918514e-14,1.3642420526593924e-12,1,0,0,0,0,1
8,4,a0=2|loc0=4|lfw0=0,ETA_0.03,0.03,9256.410228923192,9256.41023044928,1.5260884538292885e-06,1.6486828217802703e-10,34,36,0.0,0.0,0.0,9.094947017729282e-13,0.0299999999999999,3.122502256758253e-17,6.661338147750939e-16,6.569080005404475e-05,0.0003580876893881,14563.106796116504,15000,5.684341886080803e-14,0.0,1.9184653865522705e-13,1.9184653865522705e-13,1,0,0,0,0,1
9,5,a0=2|loc0=5|lfw0=0,SAA,0.0,2250.150000000046,2250.150000000046,0.0,0.0,1,0,0.0,0.0,4.5474735088646405e-11,4.547473508864641e-13,6.06114274642742e-34,-6.06114274642742e-34,2.220446049250313e-16,6.666666666666667e-05,6.666666666666668e-05,15000.000000000004,15000,0.0,0.0,2.552160780833365e-14,4.5474735088646405e-11,1,0,0,0,0,1
10,5,a0=2|loc0=5|lfw0=0,ETA_0.03,0.03,6455.236423761783,6455.236423962286,2.005026544793509e-07,3.1060466466428876e-11,12,14,0.0,0.0,0.0,2.273736754432321e-13,0.03,-3.469446951953614e-18,4.440892098500626e-16,6.573170782916327e-05,0.0003365002289594,14563.106796116524,15000,1.1368683772161605e-13,0.0,1.1368683772161605e-13,1.1368683772161605e-13,1,0,0,0,0,1
