state_id,state_label,intensity,loc,lfw,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg
1,a0=2|loc0=1|lfw0=0,2,1,0,0.03,63.61678375259652,13.092133170854416,4.909665412351002,30.548114290603134,112.16669662640508
2,a0=2|loc0=2|lfw0=0,2,2,0,0.03,58.91506860763485,27.00273639426569,8.1826619672842,16.365254361297456,110.4657213304822
3,a0=2|loc0=3|lfw0=0,2,3,0,0.03,69.66648139084202,9.81885571292145,0.0,0.0,79.48533710376347
4,a0=2|loc0=4|lfw0=0,2,4,0,0.03,33.276059750379254,13.09222059275134,4.909579653750793,16.365270587781914,67.64313058466331
5,a0=2|loc0=5|lfw0=0,2,5,0,0.03,30.275751947491138,0.0,0.0,0.0,30.275751947491138
6,a0=2|loc0=6|lfw0=0,2,6,0,0.03,0.0,0.0,0.7136787584260904,0.0,0.7136787584260904
7,a0=2|loc0=7|lfw0=0,2,7,0,0.03,0.0,0.0,0.0,0.0,0.0
8,a0=3|loc0=1|lfw0=0,3,1,0,0.03,195.98058826107308,97.51926454301174,16.365272883140474,95.44813990019048,405.3132655874157
9,a0=3|loc0=2|lfw0=0,3,2,0,0.03,181.1090154537487,85.64576344856229,28.364358892619325,110.1941371308543,405.31327492578464
10,a0=3|loc0=3|lfw0=0,3,3,0,0.03,207.71453776675796,86.04268164229701,27.27467579921665,84.2813634386846,405.31325864695617
11,a0=3|loc0=4|lfw0=0,3,4,0,0.03,202.2287219138378,73.79902285684466,24.547906752752247,95.4648007624855,396.0404522859202
12,a0=3|loc0=5|lfw0=0,3,5,0,0.03,234.53162713287168,39.27654720480758,16.365290580689475,92.19100862202826,382.364473540397
13,a0=3|loc0=6|lfw0=0,3,6,0,0.03,183.83696804374003,85.37164945673986,16.365279979335924,69.55255486498555,355.1264523448013
14,a0=3|loc0=7|lfw0=0,3,7,0,0.03,204.29303192131613,32.73052074074479,9.819179395760672,52.641737166484205,299.4844692243058
15,a0=4|loc0=1|lfw0=0,4,1,0,0.03,242.4908450373177,142.37852547759857,51.278007363915286,150.0,586.1473778788315
16,a0=4|loc0=2|lfw0=0,4,2,0,0.03,245.7683508026662,136.9213713776042,52.36942385241469,150.0,585.059146032685
17,a0=4|loc0=3|lfw0=0,4,3,0,0.03,242.4954864755162,141.28525368906745,44.7316160596879,150.0,578.5123562242716
18,a0=4|loc0=4|lfw0=0,4,4,0,0.03,252.7022735209568,124.5322684216689,44.73174556115078,150.0,571.9662875037765
19,a0=4|loc0=5|lfw0=0,4,5,0,0.03,231.2976216031054,121.91868807193504,50.09528511681813,139.65004154041907,542.9616363322775
20,a0=4|loc0=6|lfw0=0,4,6,0,0.03,232.932859424932,100.18637627940032,36.547801380140015,122.19267366744629,491.8597107519186
21,a0=4|loc0=7|lfw0=0,4,7,0,0.03,215.2033495796404,93.221622471828,24.54790145124197,101.52507440285792,434.49794790556825
22,a0=5|loc0=1|lfw0=0,5,1,0,0.03,264.32571549197326,144.55568228160627,51.27543246360324,150.0,610.1568302371827
23,a0=5|loc0=2|lfw0=0,5,2,0,0.03,277.4068509063883,141.2870902823292,61.0968533805147,150.0,629.7907945692322
24,a0=5|loc0=3|lfw0=0,5,3,0,0.03,278.5135763508209,136.90670536718247,61.11257853266993,150.0,626.5328602506734
25,a0=5|loc0=4|lfw0=0,5,4,0,0.03,276.30039090429904,141.80951863234137,54.02077375987814,150.0,622.1306832965186
26,a0=5|loc0=5|lfw0=0,5,5,0,0.03,271.1949223619428,137.13421507813587,49.64076790035279,150.0,607.9699053404314
27,a0=5|loc0=6|lfw0=0,5,6,0,0.03,271.9512882074534,131.46849583803294,54.550103875044655,150.0,607.9698879205309
28,a0=5|loc0=7|lfw0=0,5,7,0,0.03,266.3877227607416,113.46575234314048,52.91437658284234,149.15467754613286,581.9225292328573
29,a0=6|loc0=1|lfw0=0,6,1,0,0.03,299.77246237049343,143.46867417333888,82.10810426231943,150.0,675.3492408061518
30,a0=6|loc0=2|lfw0=0,6,2,0,0.03,300.0,143.24114811532186,88.32166831096355,150.0,681.5628164262854
31,a0=6|loc0=3|lfw0=0,6,3,0,0.03,300.0,143.24114051699513,83.76912376979753,150.0,677.0102642867927
32,a0=6|loc0=4|lfw0=0,6,4,0,0.03,300.0,139.10571979217528,83.4615116465665,150.0,672.5672314387417
33,a0=6|loc0=5|lfw0=0,6,5,0,0.03,300.0,133.42198464873402,73.64448661117925,150.0,657.0664712599132
34,a0=6|loc0=6|lfw0=0,6,6,0,0.03,300.0,123.60301667013285,58.14185078485138,150.0,631.7448674549842
35,a0=6|loc0=7|lfw0=0,6,7,0,0.03,300.0,106.98091413702058,50.98897636368633,150.0,607.9698905007069
