bin_order,inventory_gain_bin_kg,path_count,path_share,mean_delta_inventory_kg,mean_delta_production_kg,mean_delta_htt_kg,mean_delta_operating_cost_yuan,mean_delta_ordinary_shortage_kg,operating_cost_per_mean_inventory_gain_yuan_per_kg,global_mean_operating_cost_contribution_yuan,global_mean_inventory_contribution_kg
1,<=1,4408,0.4408,-0.003349614216615635,-0.0017568443596134105,-0.12560346128402855,-2.1052740925587665,-0.0015927698570036982,628.5124066274957,-0.9280048199999044,-0.001476509946684172
2,1-10,487,0.0487,7.283886940416863,5.355853961695694,11.422228945625603,907.2791078971475,1.9280329787211423,124.5597460969408,44.18449255459108,0.35472529399830127
3,10-20,1093,0.1093,15.364154099161963,14.25434192441022,9.394990830862255,1029.1123568907112,1.1098121747519794,66.9813873415162,112.48198060815473,1.6793020430384025
4,20-30,1545,0.1545,24.79532573838934,24.676902559487825,18.379175972570163,1455.009661461917,0.11842317890154178,58.68080447151374,224.79899269586616,3.830877826581153
5,30-50,2288,0.2288,37.8340915295755,37.7951544594694,17.75600750447405,1704.3737699134174,0.03893707010606413,45.04862416429589,389.96071855618993,8.656440141966876
6,50-100,179,0.0179,55.58208770742423,55.44498820326148,18.609359604563505,2159.6348442551935,0.13709950416259553,38.85487093653602,38.65746371216796,0.9949193699628937
7,>100,0,0.0,,,,,,,0.0,0.0
