record_type,group,path_id,path_count,path_share,delta_inventory_kg,min_delta_inventory_kg,max_delta_inventory_kg,delta_production_kg,delta_htt_kg,delta_operating_cost_yuan,delta_ordinary_shortage_kg,terminal_hit,terminal_state
group_summary,delta_inventory_lt_minus_1kg,,3,0.0003,-6.5325111263009985,-9.63310339183397,-3.709272584233986,-3.211034463944316,-5.205358310981168,-836.8261288511349,-3.321476662356337,1.0,
group_summary,abs_delta_inventory_le_1kg,,4405,0.4405,0.00109703380523525,-1.0231815394945445e-12,0.8520154377059725,0.0004288157672320171,-0.12214392336141978,-1.5367922391477047,0.0006682180380015231,0.3720771850170261,
group_summary,delta_inventory_gt_1kg,,5592,0.5592,27.747254426944863,1.224216860931051,79.01864979089703,27.309384361370604,15.769670581496202,1448.6474394259048,0.43787006557435076,0.7888054363376252,
negative_path,delta_inventory_negative,2275.0,1,0.0001,-6.255157402835039,-6.255157402835039,-6.255157402835039,0.0,-5.967447689607795,-1483.4429481584011,-6.25515740283501,1.0,28.0
negative_path,delta_inventory_negative,6091.0,1,0.0001,-3.709272584233986,-3.709272584233986,-3.709272584233986,0.0,19.191876901003297,-271.6669108891001,-3.709272584234,1.0,21.0
negative_path,delta_inventory_negative,9717.0,1,0.0001,-9.63310339183397,-9.63310339183397,-9.63310339183397,-9.633103391832949,-28.840504144339008,-755.3685275059033,0.0,1.0,26.0
