bin_order,inventory_gain_bin_kg,path_count,path_share,mean_delta_inventory_kg,median_delta_inventory_kg,min_delta_inventory_kg,max_delta_inventory_kg,mean_delta_production_kg,mean_delta_htt_kg,mean_delta_operating_cost_yuan,mean_delta_ordinary_shortage_kg,terminal_hit_path_count,terminal_hit_share,mean_delta_terminal_loh_hit_only_kg
1,<=1,4408,0.4408,-0.003349614216615635,0.0,-9.63310339183397,0.8520154377059725,-0.0017568443596134105,-0.12560346128402855,-2.1052740925587665,-0.0015927698570036982,1642,0.37250453720508164,52.743997886833945
2,1-10,487,0.0487,7.283886940416863,8.09620852234309,1.224216860931051,9.934448844082963,5.355853961695694,11.422228945625603,907.2791078971475,1.9280329787211423,356,0.731006160164271,38.00297484719334
3,10-20,1093,0.1093,15.364154099161963,16.416296517978992,10.06801297665004,19.903230680766,14.25434192441022,9.394990830862255,1029.1123568907112,1.1098121747519794,856,0.7831655992680695,54.237608161496695
4,20-30,1545,0.1545,24.79532573838934,25.00214612495995,20.00719917430598,29.879716603738984,24.676902559487825,18.379175972570163,1455.009661461917,0.11842317890154178,1150,0.7443365695792881,50.864145219405685
5,30-50,2288,0.2288,37.8340915295755,37.44,30.00642282456397,49.84924615886303,37.7951544594694,17.75600750447405,1704.3737699134174,0.03893707010606413,1881,0.8221153846153846,50.628452761036115
6,50-100,179,0.0179,55.58208770742423,55.12649677817598,50.10669709566696,79.01864979089703,55.44498820326148,18.609359604563505,2159.6348442551935,0.13709950416259553,168,0.9385474860335196,35.644265093303474
7,>100,0,0.0,,,,,,,,,0,,
